"GSM1359146" "GSM1359147" "GSM1359148" "GSM1359149" "GSM1359150" "GSM1359151" "GSM1359152" "GSM1359153"
"AT1G01830" 1278 1168 1409 1511 1054 816 1096 1630
"AT1G01840" 105 90 115 147 92 50 108 75
"AT1G01860" 417 344 394 464 328 244 314 369
"AT1G01870" 0 0 0 0 0 0 0 0
"AT1G01880" 434 335 336 414 324 263 299 302
"AT1G01890" 0 0 0 0 0 0 0 0
"AT1G01900" 305 224 57 44 67 181 325 296
"AT1G01910" 2865 2496 2227 2795 2153 1656 2398 2586
"AT1G01920" 2242 1924 2836 3544 2068 1604 1800 1848
"AT1G01930" 849 770 784 1089 752 600 757 837
"AT1G01940" 931 870 608 529 602 450 733 662
"AT1G01950" 1992 1762 1740 1945 1279 1226 1694 1490
"AT1G01960" 7733 6703 6073 6995 4459 4777 5947 5632
"AT1G01970" 702 602 739 1062 545 457 590 597
"AT1G01980" 218 391 1144 791 402 360 1421 1928
"AT1G01990" 958 863 927 1192 703 792 918 888
"AT1G02000" 578 625 806 695 414 490 1089 1159
"AT1G02010" 591 457 970 1332 594 479 613 563
"AT1G02020" 768 638 729 855 505 526 682 591
"AT1G02030" 34 10 10 15 7 19 21 22
"AT1G02040" 7 4 15 17 5 10 13 8
"AT1G02050" 1157 779 1633 2154 1111 828 928 855
"AT1G02060" 1072 780 1738 2032 849 769 787 629
"AT1G02065" 3884 3957 6416 8145 3141 3469 4627 3784
"AT1G02070" 369 287 23 13 27 220 289 301
"AT1G02074" 1 0 9 20 5 3 3 8
"AT1G02080" 10697 9216 9976 9893 6709 7301 8797 8639
"AT1G02090" 3029 2959 2165 2267 2189 1501 2446 2468
"AT1G02100" 1658 1305 2145 2823 1691 1345 1586 1492
"AT1G02110" 3322 2466 2885 3850 2272 2246 2615 2414
"AT1G02120" 3150 2531 3415 4365 2308 2436 3068 2281
"AT1G02130" 2386 2215 1797 2235 1728 1353 1980 1989
"AT1G02136" 0 0 1 0 0 0 0 0
"AT1G02140" 7112 6556 5528 7288 5100 4337 6915 5417
"AT1G02145" 1453 1351 1483 1699 1187 1015 1352 1128
"AT1G02150" 3607 2852 3588 4249 2552 2223 2746 2734
"AT1G02160" 1166 955 1017 1293 1091 739 1119 930
"AT1G02170" 1030 807 680 1086 696 723 893 1168
"AT1G02180" 742 692 717 839 552 339 439 599
"AT1G02190" 17383 15587 15349 14466 13420 14857 26619 13510
"AT1G02205" 21243 22419 10475 9747 9321 8714 22678 17356
"AT1G02210" 0 0 0 0 0 0 0 0
"AT1G02220" 14 11 14 24 9 13 25 33
"AT1G02228" 0 0 0 0 0 0 0 0
"AT1G02230" 10 11 21 34 8 21 28 18
"AT1G02250" 3 4 22 12 9 8 4 6
"AT1G02260" 1449 1153 2152 2656 1211 1406 1703 1356
"AT1G02270" 846 896 984 882 577 613 846 767
"AT1G02280" 3362 3076 5001 5720 3329 2554 2926 3274
"AT1G02290" 1028 926 930 1056 669 597 797 726
"AT1G02300" 1071 689 1413 1869 1364 878 950 1024
"AT1G02305" 3525 2857 4992 6872 3752 3317 3699 4253
"AT1G02310" 59 56 8 9 7 5 22 13
"AT1G02320" 1 1 0 0 1 0 1 0
"AT1G02330" 2006 1992 2047 2299 1708 1350 1845 1754
"AT1G02335" 72 83 29 11 57 62 99 101
"AT1G02340" 423 358 1114 2786 638 225 328 183
"AT1G02350" 127 127 125 115 73 53 95 110
"AT1G02360" 0 2 1 3 0 0 0 0
"AT1G02370" 1229 1120 1207 1322 974 751 1052 831
"AT1G02380" 183 193 201 211 140 104 152 182
"AT1G02390" 42 78 70 160 24 62 52 38
"AT1G02391" 0 0 0 0 0 0 0 0
"AT1G02400" 92 100 125 57 89 128 173 135
"AT1G02405" 24 15 12 15 9 25 31 16
"AT1G02410" 1220 1084 1349 1612 1074 883 1069 1164
"AT1G02420" 287 263 180 206 203 153 238 183
"AT1G02430" 71 62 70 67 40 43 62 49
"AT1G02440" 4 6 20 10 3 7 15 3
"AT1G02450" 212 581 130 110 61 191 298 342
"AT1G02460" 38 33 33 25 42 22 51 36
"AT1G02470" 171 155 51 44 62 167 286 180
"AT1G02475" 613 514 443 542 589 411 486 599
"AT1G02480" 0 0 0 0 0 0 0 0
"AT1G02490" 6 9 1 2 3 1 5 3
"AT1G02500" 11789 8699 6164 8832 7385 5923 8075 10191
"AT1G02510" 20 8 8 10 2 6 11 0
"AT1G02520" 535 399 332 244 338 321 462 318
"AT1G02530" 1147 801 519 282 775 580 853 627
"AT1G02540" 0 1 0 1 1 0 1 0
"AT1G02550" 0 0 0 0 1 0 0 1
"AT1G02560" 5809 5631 3318 4013 3631 2741 3899 5631
"AT1G02570" 0 0 2 2 0 2 3 0
"AT1G02575" 0 0 0 3 2 0 2 0
"AT1G02580" 10 10 20 39 38 26 111 34
"AT1G02590" 0 0 0 0 0 1 0 2
"AT1G02600" 0 0 0 0 0 0 0 0
"AT1G02610" 23 16 439 1076 197 324 218 206
"AT1G02620" 5 2 89 490 23 16 4 22
"AT1G02630" 68 41 85 207 65 150 177 239
"AT1G02640" 3641 3181 4274 12298 3592 7733 7990 7930
"AT1G02650" 15 10 21 65 16 18 23 54
"AT1G02660" 1786 2839 3028 5442 570 3320 3314 1922
"AT1G02670" 222 210 99 108 154 133 186 159
"AT1G02680" 902 792 1182 1447 876 760 911 769
"AT1G02681" 3 3 11 8 1 11 6 8
"AT1G02690" 3103 2984 2700 2695 2442 1605 2059 2210
"AT1G02700" 5 3 0 1 1 3 3 6
"AT1G02710" 10 7 2 1 1 4 14 12
"AT1G02720" 1219 1062 934 895 858 727 959 960
"AT1G02730" 9126 8207 4335 3459 5176 3288 4277 4881
"AT1G02740" 747 734 814 1152 552 584 727 586
"AT1G02750" 420 383 525 983 405 309 402 414
"AT1G02760" 0 0 0 1 0 0 0 0
"AT1G02770" 73 55 88 107 107 56 96 129
"AT1G02780" 54188 48372 36162 41080 39714 23551 36391 42567
"AT1G02790" 1188 2492 5459 3897 3492 1546 6201 11535
"AT1G02800" 6531 5719 5068 4380 4158 3931 3865 3494
"AT1G02810" 1209 1273 602 799 526 857 1189 734
"AT1G02813" 284 5 13 231 4 38 9 6
"AT1G02816" 574 555 428 586 502 378 477 635
"AT1G02820" 34 35 24 35 12 27 35 18
"AT1G02830" 3 2 2 0 0 1 2 0
"AT1G02840" 9757 7872 17799 31154 12526 10282 13300 8679
"AT1G02850" 1359 1336 895 1121 1222 317 433 558
"AT1G02860" 257 229 355 362 299 259 339 277
"AT1G02870" 1278 1249 1447 1608 1220 837 1130 1257
"AT1G02880" 930 837 719 775 691 521 660 769
"AT1G02890" 4078 3427 3139 3771 2583 3057 3612 3212
"AT1G02900" 16 11 16 47 34 35 59 46
"AT1G02910" 1597 1285 1323 1945 1186 926 1227 1231
"AT1G02920" 0 19 2 5 51 1 2 6
"AT1G02930" 9 122 12 21 206 12 33 114
"AT1G02940" 50 37 2 9 21 57 59 91
"AT1G02950" 43 46 25 36 54 35 49 55
"AT1G02952" 0 0 0 0 0 0 0 0
"AT1G02960" 1332 1055 1359 1592 1222 1075 1327 997
"AT1G02965" 6 7 3 4 9 3 6 4
"AT1G02970" 509 529 203 144 238 212 317 321
"AT1G02980" 38 38 48 61 46 40 33 36
"AT1G02990" 1568 1528 1394 1563 1124 1092 1344 1425
"AT1G03000" 1898 1622 1852 2272 1207 1330 1538 1451
"AT1G03010" 72 51 57 150 74 99 97 287
"AT1G03020" 0 0 1 0 0 0 0 0
"AT1G03022" 0 0 0 0 0 0 0 0
"AT1G03030" 1019 840 923 1043 829 658 764 753
"AT1G03040" 3653 3228 3355 3722 3155 2381 3007 3309
"AT1G03050" 202 392 966 598 521 268 1065 1388
"AT1G03055" 1 4 2 11 8 2 5 6
"AT1G03060" 4978 3987 5988 5316 3907 3991 4634 3858
"AT1G03070" 13 16 13 12 9 18 48 36
"AT1G03080" 6913 6696 7145 7999 5811 5488 7258 5467
"AT1G03090" 2034 1398 15564 34030 6563 5577 2098 6125
"AT1G03100" 434 382 271 299 235 215 251 232
"AT1G03103" 0 0 7 8 0 1 0 0
"AT1G03106" 0 2 0 8 3 0 4 3
"AT1G03110" 1462 1561 913 956 821 641 1054 796
"AT1G03120" 43 29 20 51 47 28 32 56
"AT1G03130" 1991 1833 1700 2510 1339 1776 2321 4346
"AT1G03140" 3025 2744 3743 5120 3006 2435 2914 3151
"AT1G03150" 627 584 514 627 474 385 494 510
"AT1G03160" 1809 1584 1989 2340 1295 1038 1301 1646
"AT1G03170" 1788 2476 2149 2647 1955 1600 3209 2594
"AT1G03180" 360 345 243 288 280 187 304 363
"AT1G03190" 1151 1046 932 1104 863 673 1022 869
"AT1G03200" 40 35 38 40 30 42 68 34
"AT1G03210" 749 543 843 1162 540 489 671 600
"AT1G03220" 794 724 522 399 494 664 1232 2018
"AT1G03230" 1235 1152 534 515 402 558 734 587
"AT1G03240" 15 19 16 17 9 15 9 14
"AT1G03250" 1342 1242 1004 1191 865 681 1060 926
"AT1G03260" 551 464 384 536 408 301 447 521
"AT1G03270" 586 579 483 583 422 417 446 512
"AT1G03280" 2560 2282 2086 2495 2074 1671 2128 2117
"AT1G03290" 2503 2157 3197 4704 1894 2307 2463 2196
"AT1G03300" 1196 1410 799 846 1029 754 1405 943
"AT1G03310" 1515 1527 1390 1590 1250 895 1247 1318
"AT1G03320" 11 11 15 18 10 6 8 6
"AT1G03330" 1846 1891 1605 1902 1646 1198 1691 1495
"AT1G03340" 40 33 13 37 13 18 29 12
"AT1G03350" 2316 2037 1527 1889 1700 1281 2247 1980
"AT1G03360" 1575 1566 1400 1649 1652 853 1300 1327
"AT1G03365" 1392 1192 1375 1504 1105 1014 1242 1047
"AT1G03370" 1319 1170 1093 1274 809 1015 1315 1175
"AT1G03380" 1158 764 1961 3263 774 1284 1117 1073
"AT1G03390" 2 2 2 0 1 4 8 4
"AT1G03400" 45 23 78 274 73 86 94 110
"AT1G03410" 342 347 283 309 393 315 425 420
"AT1G03420" 3 3 0 1 2 5 5 5
"AT1G03430" 583 584 465 487 488 474 665 526
"AT1G03440" 477 371 328 343 229 319 430 383
"AT1G03445" 8 3 3 3 7 4 12 8
"AT1G03457" 1005 1135 1202 1363 940 832 1452 919
"AT1G03470" 890 854 659 717 799 782 906 643
"AT1G03475" 4814 4334 2490 2685 3357 2199 3324 4226
"AT1G03490" 0 1 0 0 0 1 2 0
"AT1G03495" 120 136 239 366 172 202 276 152
"AT1G03502" 6 2 12 20 3 7 2 0
"AT1G03506" 1 1 21 25 5 10 8 1
"AT1G03510" 198 202 172 206 147 154 181 142
"AT1G03515" 0 0 0 1 0 0 0 0
"AT1G03520" 635 552 575 785 524 598 709 772
"AT1G03530" 2026 1932 1891 1987 1296 1094 1962 1109
"AT1G03540" 283 290 163 230 191 138 240 177
"AT1G03545" 70 53 46 47 27 29 45 18
"AT1G03550" 289 287 267 242 168 241 409 185
"AT1G03560" 672 657 508 578 471 385 598 467
"AT1G03570" 0 0 0 0 0 0 0 0
"AT1G03580" 4 3 20 18 11 14 16 15
"AT1G03590" 2791 2398 3519 5765 2880 2739 3247 3379
"AT1G03600" 2523 2137 3641 7556 2485 2249 2183 3909
"AT1G03610" 649 581 1684 4168 1057 1296 1189 1724
"AT1G03620" 20 25 59 106 62 46 47 92
"AT1G03630" 2123 2245 1205 1598 1427 901 1442 2721
"AT1G03640" 0 0 0 0 0 0 0 0
"AT1G03650" 196 221 194 218 186 155 174 189
"AT1G03660" 85 66 69 77 89 42 45 46
"AT1G03670" 2 1 1 6 5 0 1 1
"AT1G03680" 3011 2783 1614 2027 1893 1422 2265 2841
"AT1G03687" 954 787 904 1022 819 565 725 770
"AT1G03700" 7 4 7 8 7 6 3 5
"AT1G03710" 2240 2404 1921 2531 1945 1614 2831 1828
"AT1G03720" 206 221 216 324 186 168 201 139
"AT1G03730" 626 798 518 504 281 388 693 391
"AT1G03740" 854 806 815 924 647 620 794 704
"AT1G03743" 2 0 0 0 0 0 0 0
"AT1G03746" 0 0 0 0 0 1 0 0
"AT1G03750" 560 473 642 761 482 449 507 567
"AT1G03760" 997 840 1701 2053 1178 942 920 977
"AT1G03770" 528 391 376 403 426 323 405 322
"AT1G03780" 3863 3544 2633 2083 2672 1883 1938 2627
"AT1G03790" 32 24 5 9 11 62 94 127
"AT1G03800" 34 22 62 156 58 9 17 14
"AT1G03810" 1 0 0 0 0 0 1 0
"AT1G03820" 511 397 87 97 130 158 309 273
"AT1G03830" 2341 2025 2096 1999 1485 1393 1817 1518
"AT1G03840" 16 20 17 19 20 9 11 13
"AT1G03850" 16 11 23 33 26 12 16 19
"AT1G03860" 4166 3813 2825 3340 3601 2215 2995 3613
"AT1G03870" 314 432 70 318 234 278 701 833
"AT1G03880" 0 0 0 0 0 0 0 0
"AT1G03890" 1 0 0 0 0 0 0 1
"AT1G03900" 3032 2464 2495 3327 2750 2125 2885 3077
"AT1G03905" 211 193 212 202 134 116 181 163
"AT1G03910" 4370 3984 5220 6239 3978 3318 3732 4212
"AT1G03920" 36 40 56 39 58 43 112 86
"AT1G03930" 869 811 815 890 585 672 952 1001
"AT1G03935" 10 1 40 64 17 28 21 6
"AT1G03940" 91 122 162 260 125 142 213 157
"AT1G03950" 271 305 306 394 175 262 344 315
"AT1G03960" 847 876 842 773 632 576 818 773
"AT1G03970" 431 439 669 987 477 485 659 788
"AT1G03980" 109 105 96 81 67 57 72 52
"AT1G03982" 0 0 0 0 0 0 0 0
"AT1G03990" 89 93 188 193 112 85 127 130
"AT1G04000" 890 992 613 749 330 557 679 686
"AT1G04010" 811 767 593 707 510 464 570 595
"AT1G04020" 1559 1716 578 447 666 569 912 906
"AT1G04030" 1072 900 860 821 843 685 923 782
"AT1G04040" 1353 977 73 77 106 1208 2362 1021
"AT1G04050" 1045 940 927 941 827 765 1065 936
"AT1G04070" 632 557 411 388 449 346 609 401
"AT1G04080" 8701 8085 7325 8807 6236 5421 7686 6740
"AT1G04090" 72 77 78 51 44 58 82 39
"AT1G04100" 163 123 119 155 111 114 141 134
"AT1G04110" 193 128 127 97 135 81 101 140
"AT1G04120" 8229 7494 7038 6148 4993 4464 6277 5757
"AT1G04130" 898 940 707 803 632 513 761 715
"AT1G04140" 5859 4828 5757 7046 3969 3859 4675 4432
"AT1G04150" 928 908 834 747 525 534 709 576
"AT1G04160" 1317 1379 552 524 592 565 972 834
"AT1G04170" 6874 6903 4551 4771 5169 3476 5495 5426
"AT1G04171" 0 0 0 0 0 0 0 0
"AT1G04180" 2 2 0 0 3 6 3 4
"AT1G04190" 2136 2286 2093 2046 1544 1250 1933 1687
"AT1G04200" 2098 2071 1775 1907 1480 1392 1900 1756
"AT1G04210" 4612 4668 3631 3565 2593 2586 3535 3117
"AT1G04220" 4177 3796 2651 2547 2032 1712 3266 2582
"AT1G04230" 975 938 1067 1304 869 752 1149 751
"AT1G04240" 473 998 680 800 335 659 895 788
"AT1G04250" 526 462 143 315 284 435 556 866
"AT1G04260" 983 748 837 1340 847 671 1013 1124
"AT1G04270" 28660 27270 21313 24208 18198 13742 22209 18611
"AT1G04280" 1653 1096 2067 3259 1573 1744 1516 1971
"AT1G04290" 171 124 113 160 94 83 151 112
"AT1G04295" 1 3 5 1 2 0 2 2
"AT1G04300" 3713 3023 6770 9147 3917 3865 4364 4593
"AT1G04310" 1018 774 1955 3932 1184 767 1166 1864
"AT1G04320" 0 0 0 0 0 0 0 0
"AT1G04330" 1 7 3 3 9 5 6 3
"AT1G04340" 2012 1992 1174 1420 1125 1033 1666 1244
"AT1G04350" 111 75 127 244 120 132 212 139
"AT1G04360" 89 84 96 140 87 62 99 51
"AT1G04370" 0 0 0 0 0 0 0 0
"AT1G04380" 13 8 4 13 12 11 7 10
"AT1G04390" 811 587 851 1115 700 657 735 728
"AT1G04400" 5754 4823 7176 9357 5373 5249 6194 6433
"AT1G04410" 27222 23988 16807 19431 19528 14401 20528 29836
"AT1G04420" 1447 1182 1070 1449 1118 731 947 1789
"AT1G04425" 203 205 149 174 179 59 83 73
"AT1G04430" 4618 5424 2131 2626 2012 2553 5742 3983
"AT1G04440" 1734 1516 1652 1582 1250 1525 1831 1846
"AT1G04445" 1 3 6 8 3 2 2 6
"AT1G04450" 5 14 16 12 15 8 39 37
"AT1G04457" 216 161 127 147 174 88 124 256
"AT1G04470" 196 386 940 524 341 304 1043 1066
"AT1G04480" 11151 10007 7519 8850 9890 5670 9929 8731
"AT1G04490" 45 76 31 20 9 82 142 96
"AT1G04500" 3 7 4 1 2 1 8 8
"AT1G04501" 0 0 0 0 0 0 0 0
"AT1G04510" 4489 4400 4456 5437 3592 2698 3869 3865
"AT1G04520" 2711 2484 1313 1215 1347 1292 1743 1305
"AT1G04530" 2216 2031 2585 4732 1917 1652 2140 1904
"AT1G04540" 247 352 734 585 411 246 772 1458
"AT1G04550" 1976 1956 1658 2308 1707 1328 1950 1423
"AT1G04555" 376 363 407 476 352 377 505 413
"AT1G04560" 1 0 0 0 3 1 11 0
"AT1G04570" 135 159 152 144 67 92 144 86
"AT1G04580" 986 815 430 432 365 800 1463 1655
"AT1G04590" 1750 1580 1548 1591 1417 869 1323 1378
"AT1G04600" 180 190 148 101 143 103 195 169
"AT1G04610" 165 99 162 152 77 76 104 56
"AT1G04620" 1805 1470 1426 525 1066 1066 1245 1039
"AT1G04625" 0 1 0 1 0 0 0 1
"AT1G04630" 1751 1575 1442 1795 950 943 1355 1164
"AT1G04635" 193 206 164 141 127 70 149 128
"AT1G04640" 308 328 256 346 305 194 258 388
"AT1G04645" 27 31 22 30 55 61 60 50
"AT1G04650" 464 482 225 175 190 217 369 261
"AT1G04660" 551 486 351 844 555 21 29 95
"AT1G04670" 1 1 3 5 1 2 20 0
"AT1G04680" 5808 5529 1659 1591 1479 2579 4729 5257
"AT1G04684" 0 0 0 0 0 0 0 0
"AT1G04690" 6033 5692 3891 3949 3886 2589 4342 5000
"AT1G04700" 395 390 362 272 242 288 483 430
"AT1G04710" 1310 1036 818 932 1042 608 865 1071
"AT1G04720" 0 0 0 0 0 0 0 0
"AT1G04730" 1079 1196 405 336 432 404 792 565
"AT1G04750" 6013 5669 4182 4991 4117 3755 4973 5441
"AT1G04760" 457 405 235 194 291 196 274 290
"AT1G04770" 1825 1442 207 218 714 329 1754 241
"AT1G04778" 1 2 1 1 6 1 0 4
"AT1G04780" 3691 3633 3207 3523 2633 2784 3785 3225
"AT1G04790" 2125 1806 2263 2721 1446 1436 1734 1519
"AT1G04800" 97 45 6 5 3 97 151 221
"AT1G04810" 3086 2859 2729 3344 2045 1946 2546 2622
"AT1G04820" 39274 34610 13839 13999 18174 15709 24493 29473
"AT1G04830" 831 720 1035 1459 708 596 810 747
"AT1G04840" 149 125 105 116 89 82 98 98
"AT1G04850" 6526 5757 6026 7100 5491 4549 5782 6214
"AT1G04860" 1488 1333 966 1062 928 776 1154 1106
"AT1G04870" 2163 2279 2191 2321 1712 1315 2049 1810
"AT1G04880" 229 236 207 219 160 132 164 182
"AT1G04890" 1 5 13 14 14 8 22 21
"AT1G04900" 1146 1124 998 1032 823 591 841 820
"AT1G04910" 2060 1919 1520 1755 1375 1281 1774 1673
"AT1G04920" 86 68 69 66 98 36 60 121
"AT1G04930" 327 272 220 152 179 170 250 270
"AT1G04940" 229 161 123 158 96 92 127 132
"AT1G04945" 663 649 487 509 434 342 525 435
"AT1G04950" 2089 1723 2592 3304 1669 1632 1593 1774
"AT1G04960" 786 758 671 759 727 634 871 863
"AT1G04970" 928 702 948 1074 921 697 908 937
"AT1G04980" 1170 946 320 343 582 598 965 1119
"AT1G04985" 948 869 1139 1361 1035 860 1070 939
"AT1G04990" 1663 1832 1945 1335 1104 1203 1757 2078
"AT1G05000" 26 19 11 12 4 10 56 8
"AT1G05010" 346 383 688 769 559 410 876 553
"AT1G05020" 33 41 56 37 32 24 84 86
"AT1G05030" 494 401 544 649 448 426 435 440
"AT1G05040" 9 5 0 1 2 1 7 2
"AT1G05055" 1005 832 602 747 704 544 752 702
"AT1G05060" 560 490 699 830 482 474 515 556
"AT1G05061" 38 44 41 34 25 20 27 26
"AT1G05065" 34 25 19 13 22 10 16 17
"AT1G05070" 1209 1015 1063 1498 1053 939 1269 1153
"AT1G05080" 6 3 5 10 4 6 9 6
"AT1G05085" 0 2 5 3 2 3 1 0
"AT1G05090" 49 32 44 65 29 15 44 29
"AT1G05100" 45 57 84 121 49 47 134 162
"AT1G05120" 2480 2298 2301 2594 1584 1576 2151 1504
"AT1G05135" 579 569 181 115 184 616 1472 584
"AT1G05136" 7 5 2 0 4 3 10 13
"AT1G05140" 1036 789 1191 1632 945 789 848 981
"AT1G05150" 4374 3773 3031 3203 3058 2533 3429 2865
"AT1G05160" 1077 781 1252 1636 1011 736 892 771
"AT1G05170" 461 446 583 419 355 443 677 450
"AT1G05180" 2142 1978 2093 2209 1743 1317 1687 1614
"AT1G05190" 7090 5968 4691 5865 5895 3374 4012 6454
"AT1G05200" 1116 935 993 989 925 734 996 874
"AT1G05205" 838 661 439 475 607 465 653 657
"AT1G05210" 759 768 378 432 445 340 472 477
"AT1G05220" 16 9 13 11 7 8 9 2
"AT1G05230" 1971 1688 1748 2344 1701 1294 1771 1366
"AT1G05240" 3 3 5 1 0 3 4 2
"AT1G05250" 5 4 2 2 2 2 1 2
"AT1G05260" 101 55 16 28 33 24 34 47
"AT1G05270" 1046 829 1112 1574 903 786 1234 1034
"AT1G05280" 9 7 4 2 8 7 6 14
"AT1G05290" 0 0 0 0 0 3 1 0
"AT1G05291" 0 0 1 2 2 0 0 1
"AT1G05300" 71 74 107 81 77 92 121 67
"AT1G05310" 13 10 2 2 13 14 13 42
"AT1G05320" 1507 1501 950 967 1006 981 1342 1134
"AT1G05330" 12 6 10 18 9 16 55 24
"AT1G05340" 36 48 160 239 78 155 938 130
"AT1G05350" 1934 1720 1374 1590 1605 1273 1706 1665
"AT1G05360" 1496 1467 2214 2736 1606 1371 1604 1048
"AT1G05370" 138 116 47 40 44 105 92 99
"AT1G05380" 2535 2380 2438 2971 2033 2002 2512 2296
"AT1G05385" 356 248 346 467 391 229 258 307
"AT1G05390" 0 0 0 0 0 0 0 0
"AT1G05400" 17 8 15 14 14 12 13 13
"AT1G05410" 1392 1116 1762 2352 1340 1010 1069 1170
"AT1G05420" 246 239 184 249 117 75 135 92
"AT1G05430" 1514 1377 1120 1490 1011 864 1263 972
"AT1G05440" 887 803 540 506 589 376 453 459
"AT1G05450" 1143 811 8 14 31 1670 2438 1867
