"GSM764077" "GSM764078" "GSM764079" "GSM764080" "GSM764081" "GSM764082"
"AT1G02813" 0 2 0 1 5 0
"AT1G02816" 216 711 986 291 901 814
"AT1G02820" 406 9 406 101 10 201
"AT1G02830" 2 0 0 0 0 0
"AT1G02840" 1527 3243 2952 1676 2844 2486
"AT1G02850" 52 1050 319 76 1088 233
"AT1G02860" 89 501 174 229 676 180
"AT1G02870" 393 703 389 472 743 438
"AT1G02880" 392 1502 452 298 922 279
"AT1G02890" 1912 4379 2476 1616 3455 2428
"AT1G02900" 34 2247 12 29 1835 19
"AT1G02910" 1659 370 1031 1476 488 885
"AT1G02920" 140 1280 0 955 169 8
"AT1G02930" 592 794 3 2208 115 47
"AT1G02940" 14 0 37 17 0 9
"AT1G02950" 117 328 131 76 269 70
"AT1G02952" 0 0 0 0 0 0
"AT1G02960" 437 699 736 410 628 655
"AT1G02965" 0 2 0 0 0 0
"AT1G02970" 203 269 107 260 294 151
"AT1G02980" 0 47 12 1 43 13
"AT1G02990" 553 881 891 901 916 1243
"AT1G03000" 634 634 609 586 503 560
"AT1G03010" 6 115 23 7 131 56
"AT1G03020" 26 0 17 2 0 6
"AT1G03022" 0 0 0 0 0 0
"AT1G03030" 441 900 736 411 794 627
"AT1G03040" 997 1258 1458 957 1179 1586
"AT1G03050" 4 5 6035 0 1 5692
"AT1G03055" 164 16 85 109 8 108
"AT1G03060" 1493 2719 2155 2139 2383 2695
"AT1G03070" 7 60 106 12 76 88
"AT1G03080" 3353 8444 7307 3785 7437 7138
"AT1G03090" 452 750 1651 283 530 537
"AT1G03100" 41 112 60 65 114 80
"AT1G03103" 0 0 0 2 0 0
"AT1G03106" 0 5 21 751 53 450
"AT1G03110" 409 527 402 410 559 470
"AT1G03120" 5 10 129 1 7 60
"AT1G03130" 34633 68 7082 23414 24 5568
"AT1G03140" 1272 1735 1600 1475 2279 1811
"AT1G03150" 318 552 296 300 529 259
"AT1G03160" 2051 377 1236 1961 252 1043
"AT1G03170" 10 5 1263 6 1 898
"AT1G03180" 105 181 145 52 137 118
"AT1G03190" 333 481 431 316 574 447
"AT1G03200" 6 41 19 0 0 2
"AT1G03210" 124 689 208 211 699 154
"AT1G03220" 560 12173 397 166 2825 32
"AT1G03230" 271 1335 200 191 856 135
"AT1G03240" 5 19 9 0 0 5
"AT1G03250" 1116 1136 1660 1341 1012 1519
"AT1G03260" 243 434 374 243 317 344
"AT1G03270" 158 165 312 140 112 287
"AT1G03280" 1119 2020 2003 1043 1794 1487
"AT1G03290" 457 1426 1453 1039 1520 1653
"AT1G03300" 192 69 201 333 214 581
"AT1G03310" 2727 380 1160 3131 342 957
"AT1G03320" 2 0 2 4 0 1
"AT1G03330" 919 1607 1266 830 1546 1132
"AT1G03340" 100 50 34 100 48 6
"AT1G03350" 1704 2681 2756 1676 2816 2560
"AT1G03360" 640 898 526 601 957 490
"AT1G03365" 626 667 626 552 651 725
"AT1G03370" 868 1598 672 1469 1469 697
"AT1G03380" 683 1625 798 576 1383 633
"AT1G03390" 1 2 0 0 0 1
"AT1G03400" 222 17 77 107 2 19
"AT1G03410" 49 38 102 11 131 58
"AT1G03420" 0 0 0 2 3 3
"AT1G03430" 194 293 326 234 296 327
"AT1G03440" 276 131 385 219 117 324
"AT1G03445" 3 8 20 5 22 28
"AT1G03457" 195 618 180 173 661 325
"AT1G03470" 271 271 251 181 242 273
"AT1G03475" 6462 951 2705 6557 900 2397
"AT1G03490" 0 1 0 0 1 1
"AT1G03495" 128 176 43 162 350 43
"AT1G03502" 0 2 7 2 2 0
"AT1G03506" 11 6 7 1 0 0
"AT1G03510" 37 49 44 52 49 45
"AT1G03515" 1 10 0 2 1 0
"AT1G03520" 202 268 552 125 241 364
"AT1G03530" 573 731 506 669 751 491
"AT1G03540" 105 92 135 116 106 149
"AT1G03545" 8 11 10 9 4 8
"AT1G03550" 41 209 231 26 112 166
"AT1G03560" 384 435 427 419 526 504
"AT1G03570" 0 1 0 1 0 0
"AT1G03580" 10 2 1 10 0 0
"AT1G03590" 703 1369 2351 580 1168 2330
"AT1G03600" 5459 40 2089 3640 18 1525
"AT1G03610" 436 341 714 209 275 660
"AT1G03620" 12 168 263 15 191 253
"AT1G03630" 10024 129 3071 7432 40 2688
"AT1G03640" 0 0 0 0 0 0
"AT1G03650" 34 62 37 113 73 58
"AT1G03660" 4 30 2 2 1 1
"AT1G03670" 1 0 1 0 0 0
"AT1G03680" 5132 238 2271 5143 223 2131
"AT1G03687" 480 414 235 360 331 257
"AT1G03700" 1 119 1 0 136 0
"AT1G03710" 5 4 352 64 422 304
"AT1G03720" 0 0 26 0 2 0
"AT1G03730" 169 391 124 175 310 120
"AT1G03740" 1185 3392 541 1965 2681 716
"AT1G03743" 429 262 519 67 43 10
"AT1G03746" 40 28 47 2 8 4
"AT1G03750" 197 455 370 200 438 429
"AT1G03760" 333 587 472 405 598 348
"AT1G03770" 185 846 731 198 983 555
"AT1G03780" 962 1040 645 778 816 670
"AT1G03790" 1 2 94 0 1 7
"AT1G03800" 2 1 2 1 6 5
"AT1G03810" 0 1 0 0 1 12
"AT1G03820" 100 1955 302 101 1955 174
"AT1G03830" 815 1163 1208 918 1269 1177
"AT1G03840" 31 560 59 7 601 19
"AT1G03850" 130 1135 61 189 970 97
"AT1G03860" 1781 4204 1687 2263 4597 1489
"AT1G03870" 1107 2631 437 644 3518 155
"AT1G03880" 0 0 0 0 3 0
"AT1G03890" 0 0 0 0 0 0
"AT1G03900" 1109 3395 2288 1509 3511 2010
"AT1G03905" 61 320 84 69 330 128
"AT1G03910" 2029 2683 2436 2197 2693 2425
"AT1G03920" 75 519 809 60 336 560
"AT1G03930" 1434 1051 1493 1613 1406 2033
"AT1G03935" 15 6 13 2 3 0
"AT1G03940" 112 118 48 27 131 21
"AT1G03950" 248 768 497 623 1446 693
"AT1G03960" 325 384 432 209 294 242
"AT1G03970" 251 298 459 290 389 319
"AT1G03980" 9 43 11 29 68 9
"AT1G03982" 0 1 0 0 2 1
"AT1G03990" 36 65 67 54 125 82
"AT1G04000" 129 181 207 115 185 105
"AT1G04010" 136 460 236 145 448 378
"AT1G04020" 613 622 396 720 577 314
"AT1G04030" 198 964 367 139 638 212
"AT1G04040" 3665 10346 570 3049 7796 577
"AT1G04050" 100 253 246 74 138 190
"AT1G04070" 120 254 148 99 244 134
"AT1G04080" 2424 3310 2791 2485 3138 3264
"AT1G04090" 24 33 213 29 29 177
"AT1G04100" 123 211 162 93 186 169
"AT1G04110" 384 0 123 327 0 138
"AT1G04120" 1760 5683 4254 2088 5724 4464
"AT1G04130" 215 372 282 192 380 267
"AT1G04140" 887 1915 1131 1029 1744 1159
"AT1G04150" 8 18 36 0 15 62
"AT1G04160" 396 733 833 499 538 919
"AT1G04170" 2141 2914 1917 2473 3834 2083
"AT1G04171" 0 0 0 0 0 0
"AT1G04180" 0 274 5 1 345 3
"AT1G04190" 884 1739 1128 888 1600 944
"AT1G04200" 286 807 413 297 692 491
"AT1G04210" 1764 2052 2145 1525 1979 2001
"AT1G04220" 93 2005 2828 84 1929 1634
"AT1G04230" 157 284 300 189 402 317
"AT1G04240" 646 385 354 954 270 332
"AT1G04250" 2887 5547 1006 1836 3110 630
"AT1G04260" 182 353 318 234 353 371
"AT1G04270" 10013 14653 11055 8541 14552 8222
"AT1G04280" 345 2521 355 276 3005 194
"AT1G04290" 38 44 136 57 69 84
"AT1G04295" 0 3 1 2 0 0
"AT1G04300" 1303 2215 1958 1272 2166 2257
"AT1G04310" 179 193 1008 314 181 682
"AT1G04320" 0 0 0 0 0 0
"AT1G04330" 4 73 0 3 94 0
"AT1G04340" 427 1055 844 450 920 669
"AT1G04350" 468 47 359 391 52 406
"AT1G04360" 55 509 17 62 548 26
"AT1G04370" 1 1 0 2 0 0
"AT1G04380" 1 4 7 1 6 10
"AT1G04390" 259 268 353 231 268 334
"AT1G04400" 4173 4079 5295 3597 3164 4002
"AT1G04410" 10862 36005 12933 11687 38283 9414
"AT1G04420" 3681 136 1181 3407 127 1091
"AT1G04425" 84 99 25 83 72 29
"AT1G04430" 4997 4994 6203 5028 4554 5192
"AT1G04440" 786 2380 823 1024 2093 822
"AT1G04445" 0 0 2 0 1 3
"AT1G04450" 0 0 249 0 0 360
"AT1G04457" 586 63 180 540 27 167
"AT1G04470" 0 0 2608 0 0 2687
"AT1G04480" 1170 1861 1085 1132 2184 1084
"AT1G04490" 12 120 65 15 154 51
"AT1G04500" 5 0 516 6 1 668
"AT1G04501" 0 0 0 0 0 0
"AT1G04510" 1272 1725 1156 1270 1677 1169
"AT1G04520" 507 688 585 326 755 586
"AT1G04530" 1765 1228 1971 1640 1091 1867
"AT1G04540" 46 174 2267 39 210 2145
"AT1G04550" 630 468 690 472 506 778
"AT1G04555" 202 430 435 236 499 343
"AT1G04560" 1 0 0 0 1 0
"AT1G04570" 26 19 130 12 26 240
"AT1G04580" 4 1 438 34 98 675
"AT1G04590" 936 1371 1082 785 1222 1023
"AT1G04600" 30 60 583 36 88 719
"AT1G04610" 3 287 153 0 256 73
"AT1G04620" 627 221 633 995 172 268
"AT1G04625" 0 0 5 7 12 5
"AT1G04630" 842 1396 1111 910 1562 946
"AT1G04635" 68 85 65 72 153 87
"AT1G04640" 1191 195 434 1011 171 327
"AT1G04645" 0 0 9 2 0 2
"AT1G04650" 164 190 139 137 237 111
"AT1G04660" 3 3 70 24 2 172
"AT1G04670" 0 1 619 0 1 883
"AT1G04680" 2188 4027 5380 1654 3454 4149
"AT1G04684" 0 0 0 0 0 0
"AT1G04690" 1868 3442 3072 2260 4082 2790
"AT1G04700" 107 299 1278 96 256 1315
"AT1G04710" 655 530 715 526 462 621
"AT1G04720" 0 0 0 0 0 0
"AT1G04730" 319 312 204 301 319 215
"AT1G04750" 1245 3206 2313 1576 3021 1862
"AT1G04760" 122 140 433 120 122 472
"AT1G04770" 2038 2364 1091 882 3025 303
"AT1G04778" 3 32 19 8 43 12
"AT1G04780" 899 1764 1886 1120 1873 2022
"AT1G04790" 674 784 863 573 755 878
"AT1G04800" 1328 1 394 1276 1 370
"AT1G04810" 1183 2700 1338 1475 2663 1387
"AT1G04820" 4224 9076 10403 4282 9949 8874
"AT1G04830" 164 543 339 187 491 316
"AT1G04840" 73 86 61 96 72 76
"AT1G04850" 2356 7915 4877 2745 8378 4629
"AT1G04860" 1602 1975 1558 1662 1806 1360
"AT1G04870" 726 1187 539 849 1124 622
"AT1G04880" 11 30 712 4 31 899
"AT1G04890" 0 0 696 0 0 763
"AT1G04900" 403 962 528 546 973 561
"AT1G04910" 347 822 610 470 901 674
"AT1G04920" 50 6 277 51 6 390
"AT1G04930" 123 157 128 105 183 99
"AT1G04940" 124 29 62 103 26 48
"AT1G04945" 152 285 159 226 320 198
"AT1G04950" 588 695 670 544 671 659
"AT1G04960" 565 1221 693 517 1125 548
"AT1G04970" 285 974 439 317 1067 443
"AT1G04980" 339 1681 809 539 2360 735
"AT1G04985" 583 708 809 593 724 782
"AT1G04990" 135 871 612 323 737 524
"AT1G05000" 9 457 28 25 427 18
"AT1G05010" 5150 1777 1196 10257 1048 989
"AT1G05020" 29 29 162 39 11 244
"AT1G05030" 362 304 320 296 290 187
"AT1G05040" 2 3 24 3 1 28
"AT1G05055" 197 388 220 228 411 227
"AT1G05060" 642 979 719 737 894 604
"AT1G05061" 20 24 17 22 16 29
"AT1G05065" 18 10 31 23 22 24
"AT1G05070" 516 594 1055 447 447 576
"AT1G05080" 0 0 1 0 0 1
"AT1G05085" 0 0 0 0 0 0
"AT1G05090" 11 35 32 7 29 11
"AT1G05100" 7 68 208 14 61 150
"AT1G05120" 549 1547 1071 572 1280 1138
"AT1G05135" 585 110 41 916 176 51
"AT1G05136" 5 1 0 4 2 1
"AT1G05140" 1524 235 816 1083 134 679
"AT1G05150" 999 1345 1521 1068 1224 1503
"AT1G05160" 163 181 302 152 195 254
"AT1G05170" 408 597 501 629 775 868
"AT1G05180" 860 1864 776 1071 1757 951
"AT1G05190" 13620 488 5389 16747 437 5242
"AT1G05200" 1282 534 489 721 333 585
"AT1G05205" 69 378 128 78 379 94
"AT1G05210" 156 299 160 169 273 141
"AT1G05220" 1 40 0 1 68 0
"AT1G05230" 599 94 402 570 82 547
"AT1G05240" 0 264 0 0 156 0
"AT1G05250" 0 264 0 0 182 0
"AT1G05260" 24 3995 33 18 3836 32
"AT1G05270" 1107 1829 1242 1056 1702 1067
"AT1G05280" 0 165 2 0 167 3
"AT1G05290" 0 0 13 0 0 84
"AT1G05291" 0 0 1 0 0 0
"AT1G05300" 95 300 51 130 298 63
"AT1G05310" 63 195 40 50 235 47
"AT1G05320" 1385 2950 1912 1839 3313 2127
"AT1G05330" 0 2 17 0 2 8
"AT1G05340" 19 268 112 12 40 30
"AT1G05350" 504 1038 693 589 1157 654
"AT1G05360" 226 523 548 138 365 427
"AT1G05370" 41 68 18 39 53 27
"AT1G05380" 1186 1714 1505 1456 2071 1879
"AT1G05385" 1123 103 676 909 75 496
"AT1G05390" 0 0 0 0 0 0
"AT1G05400" 1 19 5 3 14 4
"AT1G05410" 432 625 554 442 642 511
"AT1G05420" 9 10 27 13 1 22
"AT1G05430" 633 729 676 687 710 542
"AT1G05440" 126 115 142 105 86 110
"AT1G05450" 3 26 263 0 14 201
"AT1G05460" 528 478 788 545 543 836
"AT1G05470" 314 410 370 249 438 403
"AT1G05490" 46 90 1674 34 71 1520
"AT1G05500" 1171 2260 1469 1273 2497 1441
"AT1G05510" 9 11 12 2 14 2
"AT1G05520" 528 1538 799 567 1541 874
"AT1G05530" 3 165 9 6 200 17
"AT1G05540" 62 4 204 47 2 276
"AT1G05550" 0 0 137 2 0 108
"AT1G05560" 103 195 91 234 279 143
"AT1G05562" 3 0 3 3 0 0
"AT1G05570" 907 5032 1321 1143 3955 1622
"AT1G05575" 60 50 10 31 49 14
"AT1G05577" 1 20 57 3 31 103
"AT1G05580" 0 0 1580 0 0 1742
"AT1G05590" 397 235 525 417 292 531
"AT1G05600" 196 119 129 183 135 129
"AT1G05610" 20 34 55 10 25 56
"AT1G05615" 0 0 1 0 0 0
"AT1G05620" 195 1073 423 212 1248 720
"AT1G05630" 485 395 1058 442 305 1119
"AT1G05640" 78 213 200 78 153 163
"AT1G05650" 1 207 2 0 200 1
"AT1G05660" 0 808 14 0 985 0
"AT1G05670" 260 321 308 236 267 295
"AT1G05675" 79 19 22 92 23 34
"AT1G05680" 5 902 598 27 859 795
"AT1G05690" 53 42 45 42 86 117
"AT1G05700" 4 828 1 1 1440 2
"AT1G05710" 66 606 242 73 613 233
"AT1G05720" 385 1309 1037 795 1560 1322
"AT1G05730" 15 63 42 29 78 40
"AT1G05740" 0 2 3 1 3 1
"AT1G05750" 81 89 97 122 101 106
"AT1G05760" 0 0 0 0 0 0
"AT1G05770" 9 29 12 11 48 35
"AT1G05780" 83 199 176 30 124 79
"AT1G05785" 59 160 92 49 199 85
"AT1G05790" 500 790 1109 727 687 1132
"AT1G05800" 0 0 0 0 0 0
"AT1G05805" 583 444 570 540 413 542
"AT1G05810" 106 324 185 153 331 189
"AT1G05820" 93 88 795 61 45 545
"AT1G05830" 908 1373 1165 901 1251 1303
"AT1G05835" 60 15 170 47 31 146
"AT1G05840" 240 494 457 209 403 469
"AT1G05850" 9383 10526 11456 8435 9669 8446
"AT1G05860" 260 350 291 267 454 358
"AT1G05870" 374 824 760 268 724 534
"AT1G05880" 6 19 0 7 2 0
"AT1G05890" 722 1680 937 637 1334 929
"AT1G05894" 21 28 20 8 18 18
"AT1G05900" 917 551 900 744 458 760
"AT1G05910" 794 1208 1133 865 1258 1187
"AT1G05920" 0 0 1 0 1 0
"AT1G05925" 0 0 0 0 0 0
"AT1G05930" 0 0 1 0 1 0
"AT1G05940" 623 878 638 769 963 701
"AT1G05950" 151 174 261 184 166 293
"AT1G05960" 1154 2810 2056 1304 2326 2059
"AT1G05970" 132 110 164 114 107 120
"AT1G05980" 1 0 0 0 1 0
"AT1G05990" 0 116 0 0 44 15
"AT1G06000" 283 818 957 297 534 1571
"AT1G06002" 0 0 0 0 0 0
"AT1G06010" 259 449 380 223 409 333
"AT1G06020" 4 12 5 4 24 11
"AT1G06030" 2 14 4 2 27 7
"AT1G06040" 2879 1748 2294 1969 1564 2324
"AT1G06050" 152 168 208 117 165 217
"AT1G06060" 1024 1382 1317 969 1078 981
"AT1G06070" 204 405 342 209 378 356
"AT1G06080" 78 187 661 84 239 647
"AT1G06090" 24 811 16 16 942 7
"AT1G06100" 183 0 29 189 0 6
"AT1G06110" 285 784 453 315 816 427
"AT1G06120" 1 227 1 2 233 0
"AT1G06130" 427 492 484 487 529 468
"AT1G06135" 0 0 0 0 0 1
"AT1G06137" 0 0 0 0 0 0
"AT1G06140" 67 89 75 83 82 55
"AT1G06148" 5 6 5 4 0 2
"AT1G06149" 0 0 0 0 0 0
"AT1G06150" 149 119 142 198 205 169
"AT1G06160" 88 129 0 214 80 0
"AT1G06170" 6 29 11 26 30 54
"AT1G06180" 222 430 149 265 461 185
"AT1G06190" 3153 556 1332 2753 505 1031
"AT1G06200" 1270 2336 1956 1412 2346 1668
"AT1G06210" 1238 2834 3351 1216 2445 2710
"AT1G06220" 2449 3034 2139 2875 3374 2820
"AT1G06225" 0 0 0 0 2 0
"AT1G06230" 1565 1882 2252 1554 1956 2722
"AT1G06240" 272 152 208 222 180 199
"AT1G06250" 35 29 126 30 27 230
"AT1G06260" 0 0 0 0 0 3
"AT1G06265" 40 29 60 26 33 98
"AT1G06270" 92 177 165 94 200 165
"AT1G06280" 0 0 0 0 0 0
"AT1G06290" 1161 2987 1745 1299 2721 2423
"AT1G06310" 8 87 12 3 75 5
"AT1G06320" 0 26 1 0 29 1
"AT1G06330" 0 23 0 0 27 0
"AT1G06340" 1 0 32 1 0 25
"AT1G06350" 27 63 3511 31 97 2689
"AT1G06360" 2815 0 140 3619 1 381
"AT1G06370" 35 23 53 25 15 41
"AT1G06380" 314 401 304 363 443 291
"AT1G06390" 704 917 985 576 928 889
"AT1G06400" 852 2065 1671 692 1955 1217
"AT1G06410" 5861 5514 5962 5040 5793 6024
"AT1G06420" 74 105 627 85 156 627
"AT1G06430" 3382 1223 3769 2369 895 3766
"AT1G06440" 109 99 91 117 145 70
"AT1G06450" 143 76 137 365 108 239
"AT1G06460" 2840 502 2265 4976 216 1529
"AT1G06470" 714 824 960 848 961 925
"AT1G06475" 27 140 74 35 106 52
"AT1G06480" 0 0 0 0 0 0
"AT1G06490" 162 452 250 117 390 242
"AT1G06500" 376 438 450 369 378 402
"AT1G06510" 658 200 344 690 196 297
"AT1G06515" 211 302 246 181 291 214
"AT1G06520" 25 66 799 11 31 721
"AT1G06530" 1752 1780 1874 2123 2099 1908
