"GSM1252262" "GSM1252263" "GSM1252264" "GSM1252265" "GSM1252266" "GSM1252267" "GSM1252268" "GSM1252269"
"AT1G31530" 0 0 0 0 0 0 0 0
"AT1G31540" 249 230 229 192 334 275 269 397
"AT1G31550" 3 7 7 6 10 18 20 27
"AT1G31570" 1 0 0 0 1 0 0 0
"AT1G31580" 35 43 2 1 31 51 107 102
"AT1G31600" 1226 1336 1091 1037 1227 1299 932 1085
"AT1G31620" 0 0 0 0 0 0 0 0
"AT1G31630" 0 0 0 0 0 0 0 0
"AT1G31640" 0 0 0 0 0 0 0 0
"AT1G31650" 353 403 360 357 333 316 338 360
"AT1G31660" 422 509 266 290 443 397 331 386
"AT1G31670" 0 1 0 0 2 1 1 0
"AT1G31690" 0 1 0 0 0 0 0 0
"AT1G31710" 470 665 345 278 479 500 392 488
"AT1G31720" 13 10 6 4 2 6 2 7
"AT1G31730" 2427 2544 2265 2141 2192 2101 1837 2141
"AT1G31740" 0 0 1 0 0 0 0 0
"AT1G31750" 71 57 62 68 32 19 13 14
"AT1G31760" 64 66 61 47 26 46 32 35
"AT1G31770" 883 1022 403 438 630 617 352 377
"AT1G31772" 1 2 0 1 0 1 3 0
"AT1G31780" 1087 1195 1282 1187 1204 1123 1003 1164
"AT1G31790" 58 84 63 63 72 70 67 58
"AT1G31800" 356 511 539 514 367 437 236 293
"AT1G31810" 1067 1147 1174 1041 821 719 575 613
"AT1G31812" 28450 30939 35363 37619 34349 31940 24622 26863
"AT1G31814" 402 442 339 387 373 380 296 326
"AT1G31817" 310 361 266 294 359 409 279 302
"AT1G31820" 173 207 173 154 287 315 181 273
"AT1G31830" 702 748 568 592 702 683 461 569
"AT1G31835" 32 35 24 25 28 25 28 30
"AT1G31840" 39 35 32 29 29 26 23 19
"AT1G31850" 3418 3865 4109 3974 3350 3325 3305 4196
"AT1G31860" 327 329 297 352 227 187 249 230
"AT1G31870" 626 705 656 689 660 680 586 655
"AT1G31875" 0 0 0 0 0 0 0 0
"AT1G31880" 99 99 146 184 77 91 58 67
"AT1G31885" 96 88 104 110 91 96 62 50
"AT1G31900" 30 30 52 37 60 48 76 70
"AT1G31910" 4247 4866 3625 3913 4277 4221 3251 3847
"AT1G31920" 282 295 261 273 196 214 138 176
"AT1G31930" 1632 1582 1114 1104 1836 1726 1257 1557
"AT1G31935" 234 289 290 314 115 128 107 98
"AT1G31940" 172 199 183 184 163 166 129 139
"AT1G31950" 253 312 440 501 132 137 200 182
"AT1G31960" 0 1 0 0 0 0 0 0
"AT1G31970" 1558 1794 1597 1572 1210 1094 897 1090
"AT1G31983" 0 1 0 0 0 0 0 1
"AT1G31990" 3 2 3 3 1 1 0 0
"AT1G31993" 0 0 0 0 0 0 0 0
"AT1G32000" 0 0 0 0 0 0 0 0
"AT1G32010" 0 0 0 0 0 0 0 0
"AT1G32020" 0 0 0 0 0 0 0 0
"AT1G32030" 0 0 0 0 0 0 0 0
"AT1G32040" 0 0 0 0 0 0 0 0
"AT1G32045" 0 0 0 0 0 0 0 0
"AT1G32049" 0 1 0 0 5 4 2 4
"AT1G32050" 4034 4456 4893 5269 5132 4787 4083 4745
"AT1G32060" 8357 11879 14044 13497 9526 9464 7885 8214
"AT1G32070" 436 508 466 510 462 464 331 387
"AT1G32080" 980 1473 1440 1190 337 444 227 243
"AT1G32090" 2392 2826 2966 2600 2672 2702 1584 1904
"AT1G32100" 509 721 381 382 411 449 266 240
"AT1G32110" 0 0 0 0 0 0 0 0
"AT1G32120" 341 389 465 421 285 264 252 347
"AT1G32130" 2897 3193 2816 2962 3308 3114 2599 3039
"AT1G32140" 0 0 0 0 0 0 0 0
"AT1G32150" 564 700 804 885 793 831 658 823
"AT1G32160" 706 956 946 932 667 651 448 476
"AT1G32170" 3477 3598 7951 7435 2557 2692 2031 2243
"AT1G32172" 10 9 10 14 4 4 2 5
"AT1G32180" 0 0 0 1 0 0 1 0
"AT1G32190" 333 320 73 63 166 168 36 47
"AT1G32200" 931 1074 1077 1048 1199 1135 836 897
"AT1G32210" 917 927 899 993 825 797 734 831
"AT1G32220" 199 241 194 181 156 139 130 126
"AT1G32225" 0 0 0 0 0 0 0 0
"AT1G32230" 16971 16402 17277 17066 18623 17299 14695 17222
"AT1G32240" 183 239 128 124 150 134 82 128
"AT1G32250" 0 0 0 0 0 0 0 0
"AT1G32260" 327 357 283 267 277 261 178 193
"AT1G32270" 16 10 9 14 9 6 11 7
"AT1G32280" 1 0 0 0 0 0 0 0
"AT1G32290" 0 0 0 0 0 0 0 0
"AT1G32300" 0 0 0 0 0 0 0 0
"AT1G32310" 196 201 181 215 218 202 141 168
"AT1G32320" 0 0 0 0 0 0 0 0
"AT1G32330" 405 485 463 437 466 427 356 405
"AT1G32337" 0 0 0 0 0 0 0 0
"AT1G32340" 466 510 502 467 490 492 378 480
"AT1G32350" 2 1 0 0 5 4 3 1
"AT1G32360" 886 1005 1153 1119 1132 1082 870 1033
"AT1G32361" 0 0 0 0 0 0 0 0
"AT1G32370" 503 529 516 549 506 476 354 398
"AT1G32375" 1 0 1 0 1 2 0 0
"AT1G32380" 221 249 221 172 175 185 116 135
"AT1G32385" 1 2 1 0 1 1 3 2
"AT1G32390" 1 1 0 0 2 1 1 0
"AT1G32400" 2186 2464 2747 2867 2905 2961 2033 2394
"AT1G32410" 658 744 828 912 610 587 417 514
"AT1G32415" 50 53 48 35 47 54 28 38
"AT1G32420" 0 0 0 0 0 0 0 0
"AT1G32430" 0 0 0 0 0 0 0 0
"AT1G32440" 264 406 298 288 235 278 174 237
"AT1G32450" 843 836 834 730 111 114 102 142
"AT1G32460" 2824 2848 4868 5298 5264 5292 3896 4886
"AT1G32470" 1708 2441 2448 2565 1585 1597 1491 1421
"AT1G32480" 0 0 0 0 0 0 0 0
"AT1G32490" 1966 2113 1881 1709 2002 1851 1610 1833
"AT1G32500" 557 654 590 595 681 650 471 615
"AT1G32505" 0 0 0 0 0 0 0 0
"AT1G32510" 0 5 23 27 0 3 0 2
"AT1G32520" 109 91 102 121 93 104 98 102
"AT1G32530" 1419 1419 1389 1405 1704 1638 1611 1870
"AT1G32540" 512 502 505 573 768 683 941 1110
"AT1G32550" 324 458 392 465 344 403 333 378
"AT1G32560" 110 123 234 193 26 24 40 41
"AT1G32570" 1 3 3 2 1 0 3 3
"AT1G32580" 564 666 518 566 562 512 467 510
"AT1G32582" 4 2 0 3 0 3 0 0
"AT1G32583" 111 143 110 102 55 48 38 39
"AT1G32585" 0 0 1 1 0 0 0 0
"AT1G32590" 0 0 0 0 0 0 0 0
"AT1G32600" 0 0 0 0 0 0 0 0
"AT1G32610" 45 55 42 31 51 42 44 46
"AT1G32620" 0 0 0 0 0 0 0 0
"AT1G32630" 139 166 139 158 158 146 112 148
"AT1G32640" 1586 1945 2024 1739 1613 1756 1795 2669
"AT1G32650" 0 0 0 0 0 0 0 0
"AT1G32660" 0 0 0 0 0 0 0 0
"AT1G32670" 0 0 0 0 0 1 0 0
"AT1G32680" 0 0 0 0 0 0 0 0
"AT1G32690" 201 202 55 57 175 232 63 80
"AT1G32700" 4186 4491 3973 4008 5624 5145 3150 3707
"AT1G32710" 0 0 1 1 0 1 0 2
"AT1G32713" 0 0 0 0 0 0 0 0
"AT1G32720" 0 0 0 0 0 0 0 0
"AT1G32730" 53 98 91 78 66 59 48 51
"AT1G32740" 33 45 22 25 20 19 13 11
"AT1G32750" 2164 2318 2207 2006 2400 2198 1943 2178
"AT1G32760" 118 151 186 177 95 109 80 69
"AT1G32763" 0 0 0 0 0 0 0 0
"AT1G32770" 0 0 0 0 0 0 0 0
"AT1G32780" 3 1 1 2 3 4 3 5
"AT1G32790" 5092 5301 4278 4425 6372 5879 4715 5256
"AT1G32810" 1295 1327 1117 1160 1306 1121 1073 1198
"AT1G32820" 0 0 0 0 0 0 0 0
"AT1G32830" 0 0 0 0 0 0 0 0
"AT1G32840" 0 0 0 0 0 0 0 0
"AT1G32850" 2 7 1 3 0 2 0 2
"AT1G32860" 107 119 151 139 97 77 97 107
"AT1G32870" 226 211 154 177 189 193 248 302
"AT1G32880" 2 2 2 1 1 1 3 9
"AT1G32890" 0 0 1 0 0 2 1 3
"AT1G32900" 58 42 27 21 20 18 27 25
"AT1G32910" 3 1 11 11 17 29 33 45
"AT1G32920" 695 663 1666 1711 948 1041 1332 1972
"AT1G32928" 128 150 345 395 238 235 302 423
"AT1G32930" 122 151 183 219 110 97 94 155
"AT1G32940" 217 269 220 210 221 240 153 218
"AT1G32950" 28 20 25 35 25 21 27 29
"AT1G32960" 12 12 5 2 37 39 25 38
"AT1G32970" 13 24 9 10 49 49 46 84
"AT1G32975" 0 0 1 0 0 0 0 0
"AT1G32980" 0 0 0 0 0 0 0 0
"AT1G32990" 1566 2108 2152 2082 1679 1778 1317 1444
"AT1G32992" 0 0 0 0 0 0 0 0
"AT1G33000" 0 0 0 0 0 0 0 0
"AT1G33010" 0 0 0 0 0 0 0 0
"AT1G33020" 0 0 0 0 0 0 0 0
"AT1G33030" 23 30 13 21 66 59 16 35
"AT1G33040" 376 592 505 521 321 357 212 289
"AT1G33050" 9314 6150 5904 5873 6309 4955 8096 8083
"AT1G33055" 3733 1069 961 1023 3882 2655 5167 5566
"AT1G33060" 404 493 346 351 565 540 367 449
"AT1G33070" 0 0 0 0 0 0 0 0
"AT1G33080" 95 84 72 78 157 158 125 127
"AT1G33090" 11 12 4 1 14 14 3 6
"AT1G33100" 2 2 0 1 0 4 1 1
"AT1G33102" 15 15 11 10 10 10 3 6
"AT1G33110" 272 391 167 182 384 467 206 259
"AT1G33120" 1330 1524 1116 1270 1142 1211 940 1111
"AT1G33130" 0 0 0 0 0 0 0 0
"AT1G33135" 0 0 0 0 0 0 0 0
"AT1G33140" 1834 2182 1661 1735 1657 1566 1313 1486
"AT1G33160" 0 0 2 0 0 0 0 0
"AT1G33170" 843 1043 969 1007 843 867 539 576
"AT1G33180" 1 1 2 0 0 0 0 0
"AT1G33190" 0 0 0 0 0 0 0 0
"AT1G33200" 6 3 3 4 6 14 8 8
"AT1G33220" 0 0 0 0 0 0 0 0
"AT1G33230" 1151 1300 1211 1217 1145 1133 973 1129
"AT1G33240" 3216 3008 5675 4954 2829 2294 3414 3712
"AT1G33250" 1379 1278 1264 1214 969 903 798 917
"AT1G33260" 60 79 41 38 85 90 41 89
"AT1G33265" 198 214 144 156 128 155 103 126
"AT1G33270" 400 489 491 461 431 419 333 353
"AT1G33280" 26 29 17 25 33 33 19 18
"AT1G33290" 1327 1312 1186 1236 1237 1026 1042 1052
"AT1G33300" 0 0 0 0 0 0 0 0
"AT1G33320" 5 2 3 6 1 1 1 2
"AT1G33330" 205 247 194 179 231 225 151 189
"AT1G33340" 94 92 57 58 82 72 53 49
"AT1G33350" 111 138 108 115 122 119 132 131
"AT1G33360" 755 940 1042 999 882 936 664 719
"AT1G33370" 0 0 0 0 0 0 0 0
"AT1G33380" 0 0 0 0 0 0 0 0
"AT1G33390" 414 454 291 254 479 462 310 411
"AT1G33400" 538 627 429 494 473 490 369 465
"AT1G33410" 1358 1629 1201 1120 1317 1325 1058 1357
"AT1G33415" 196 200 187 156 200 166 196 160
"AT1G33420" 405 415 404 361 374 351 308 341
"AT1G33430" 31 55 34 23 48 44 27 33
"AT1G33440" 527 653 342 306 333 337 197 230
"AT1G33450" 0 0 0 0 0 0 0 0
"AT1G33460" 0 0 0 0 0 0 0 0
"AT1G33470" 1685 1851 2178 1996 1290 1207 965 1093
"AT1G33475" 52 59 75 66 80 76 68 83
"AT1G33480" 83 114 153 144 49 57 44 33
"AT1G33490" 524 622 554 562 561 626 396 438
"AT1G33500" 1 3 1 0 2 1 1 1
"AT1G33510" 0 0 1 0 0 0 0 0
"AT1G33520" 1526 1555 1586 1475 1474 1306 1206 1457
"AT1G33530" 0 0 0 0 0 0 0 0
"AT1G33540" 37 41 36 36 19 22 19 20
"AT1G33550" 0 0 0 0 0 0 0 0
"AT1G33560" 422 539 503 498 649 691 420 715
"AT1G33570" 1 1 0 1 0 0 0 0
"AT1G33580" 0 0 0 0 0 0 0 0
"AT1G33590" 1551 1408 1059 1116 2752 2807 2138 3202
"AT1G33600" 222 245 253 268 623 635 549 946
"AT1G33607" 1 0 0 0 0 0 1 1
"AT1G33610" 241 238 372 339 427 422 452 708
"AT1G33612" 93 102 56 72 106 78 52 80
"AT1G33615" 151 159 108 117 185 176 111 116
"AT1G33640" 36 40 27 24 41 31 28 37
"AT1G33660" 37 42 31 15 27 32 28 38
"AT1G33670" 0 0 1 0 0 0 0 0
"AT1G33680" 2508 2442 2532 2241 2165 2058 1954 2198
"AT1G33700" 647 645 864 831 889 765 678 765
"AT1G33709" 0 0 0 0 0 0 0 0
"AT1G33710" 0 0 0 0 0 0 0 0
"AT1G33720" 1 4 12 11 5 9 14 14
"AT1G33730" 0 0 0 0 1 0 0 1
"AT1G33740" 0 0 0 0 0 0 0 0
"AT1G33743" 0 0 0 0 0 0 0 0
"AT1G33750" 120 200 137 171 73 49 77 52
"AT1G33760" 5 1 26 36 35 56 57 49
"AT1G33770" 13 14 20 23 9 17 7 12
"AT1G33780" 931 1128 1161 1214 1176 1246 980 1090
"AT1G33785" 2 1 2 2 6 0 3 5
"AT1G33790" 6681 6749 7353 7632 14062 13174 8959 10836
"AT1G33800" 399 439 627 701 463 514 398 464
"AT1G33810" 687 748 780 812 693 651 577 689
"AT1G33811" 362 388 511 548 428 433 333 399
"AT1G33813" 26 26 41 46 5 2 6 6
"AT1G33817" 33 37 49 37 23 9 7 12
"AT1G33820" 0 0 0 0 0 0 0 0
"AT1G33830" 0 0 0 0 0 0 0 0
"AT1G33835" 0 0 0 0 0 0 0 0
"AT1G33840" 37 21 12 14 105 118 117 86
"AT1G33850" 0 0 0 0 1 1 0 0
"AT1G33855" 0 0 0 0 0 0 0 0
"AT1G33860" 0 0 0 0 0 0 0 0
"AT1G33870" 1 0 1 0 3 6 1 5
"AT1G33880" 0 0 1 0 3 2 1 0
"AT1G33890" 2 0 0 3 1 1 1 1
"AT1G33900" 5 6 1 2 7 13 4 5
"AT1G33910" 4 7 5 4 11 5 3 4
"AT1G33920" 0 0 0 0 0 0 0 0
"AT1G33925" 0 0 0 0 0 0 0 0
"AT1G33930" 1 3 1 0 3 2 2 5
"AT1G33940" 0 0 0 0 0 0 0 0
"AT1G33950" 0 0 0 0 0 0 0 1
"AT1G33960" 2 1 0 0 12 32 19 46
"AT1G33970" 474 539 483 469 519 541 385 542
"AT1G33980" 1363 1763 1581 1580 1649 1620 1188 1399
"AT1G33990" 1648 1763 1813 1974 2339 2173 2085 2387
"AT1G34000" 1377 1848 2168 2310 2144 2102 1457 1634
"AT1G34010" 309 338 468 420 291 268 255 277
"AT1G34020" 363 359 335 381 372 329 278 290
"AT1G34030" 1574 1837 1426 1565 1593 1499 1248 1447
"AT1G34040" 88 122 65 67 57 68 33 34
"AT1G34041" 0 0 1 0 0 1 1 0
"AT1G34042" 1 0 3 2 0 0 0 0
"AT1G34044" 27 27 23 26 24 36 24 32
"AT1G34046" 0 0 0 0 0 0 1 2
"AT1G34047" 1 0 0 2 1 0 1 0
"AT1G34050" 9 14 19 15 27 20 14 22
"AT1G34060" 14 12 4 9 6 5 7 5
"AT1G34065" 47 79 38 44 19 33 30 23
"AT1G34070" 0 0 0 0 0 0 0 0
"AT1G34080" 0 0 0 0 0 0 0 0
"AT1G34090" 0 0 0 0 0 0 0 0
"AT1G34095" 0 0 0 0 0 0 0 0
"AT1G34097" 0 0 0 0 0 0 0 0
"AT1G34100" 16 13 16 20 15 8 10 11
"AT1G34110" 2020 2282 2013 1776 1433 1481 968 1093
"AT1G34120" 284 344 325 310 311 314 196 222
"AT1G34130" 704 844 753 662 688 740 557 660
"AT1G34140" 0 1 1 1 0 0 0 0
"AT1G34150" 724 749 746 745 795 614 667 705
"AT1G34160" 64 88 59 60 102 72 66 64
"AT1G34170" 0 0 0 0 0 0 0 0
"AT1G34180" 142 180 165 147 217 274 185 308
"AT1G34190" 1400 1635 1610 1571 1393 1354 1140 1378
"AT1G34200" 310 274 226 242 324 349 240 339
"AT1G34210" 1194 1239 1057 1149 1251 1247 942 1104
"AT1G34220" 983 1049 1040 973 1009 1005 814 985
"AT1G34230" 0 0 0 0 0 0 0 0
"AT1G34240" 0 0 0 0 0 0 0 0
"AT1G34245" 11 10 4 5 3 5 9 12
"AT1G34250" 0 0 0 0 0 0 0 0
"AT1G34260" 241 241 379 307 395 361 302 466
"AT1G34270" 266 314 217 272 299 285 208 246
"AT1G34280" 0 0 0 0 0 0 0 0
"AT1G34281" 0 0 0 0 0 0 0 0
"AT1G34290" 0 0 0 0 0 0 0 0
"AT1G34300" 1321 1276 1300 1219 1274 1176 946 1211
"AT1G34310" 0 1 0 0 0 0 0 1
"AT1G34315" 341 356 243 275 255 239 171 165
"AT1G34320" 2765 3015 2330 2101 3196 2951 2406 2912
"AT1G34330" 0 0 0 0 0 1 1 4
"AT1G34340" 308 473 290 285 344 391 214 300
"AT1G34350" 119 160 195 198 170 203 131 179
"AT1G34355" 28 27 24 27 11 23 12 8
"AT1G34360" 287 327 260 263 271 292 176 205
"AT1G34370" 4236 4331 3325 3360 5290 4914 3625 4695
"AT1G34380" 28 49 38 32 41 38 21 36
"AT1G34390" 0 0 0 0 0 0 0 0
"AT1G34392" 0 0 0 0 0 0 0 0
"AT1G34400" 0 0 0 0 0 0 0 0
"AT1G34405" 0 0 0 0 0 0 1 0
"AT1G34410" 0 0 0 0 0 0 0 0
"AT1G34418" 690 822 632 752 614 617 434 496
"AT1G34419" 0 0 0 0 0 0 0 0
"AT1G34420" 87 98 119 87 126 125 105 148
"AT1G34430" 1459 2196 2202 2012 1410 1598 1063 1247
"AT1G34440" 1 0 0 0 2 1 0 0
"AT1G34460" 124 131 90 58 93 94 82 102
"AT1G34470" 393 492 381 435 432 407 320 351
"AT1G34480" 7 7 6 4 4 6 3 0
"AT1G34490" 0 0 1 0 2 0 0 0
"AT1G34500" 0 0 0 0 0 0 0 0
"AT1G34510" 28 41 56 56 33 55 33 75
"AT1G34520" 1 3 5 7 9 8 8 14
"AT1G34530" 2 1 0 1 1 0 0 0
"AT1G34540" 5 0 1 1 3 8 2 12
"AT1G34545" 0 1 0 0 0 0 0 0
"AT1G34550" 735 892 894 833 734 738 600 735
"AT1G34560" 0 0 2 0 0 0 0 0
"AT1G34570" 68 73 61 61 62 66 47 52
"AT1G34575" 0 0 0 0 0 0 0 0
"AT1G34580" 4 7 10 7 4 8 4 9
"AT1G34590" 0 0 0 0 0 0 0 0
"AT1G34600" 0 0 0 0 0 0 0 0
"AT1G34610" 0 0 0 0 0 0 0 0
"AT1G34620" 0 0 0 0 0 0 0 0
"AT1G34630" 1922 2158 1817 1787 1448 1456 942 935
"AT1G34640" 142 148 135 137 114 116 75 101
"AT1G34650" 0 0 0 0 0 0 0 0
"AT1G34660" 0 0 0 0 0 0 0 0
"AT1G34670" 10 18 8 5 42 45 29 29
"AT1G34680" 0 0 0 0 0 0 0 0
"AT1G34690" 0 0 0 0 0 0 0 0
"AT1G34700" 0 0 0 0 0 0 0 0
"AT1G34710" 0 0 0 0 0 0 0 0
"AT1G34720" 0 0 0 0 0 0 0 0
"AT1G34730" 0 0 0 0 0 0 0 0
"AT1G34740" 0 0 0 0 0 0 0 0
"AT1G34750" 323 360 464 478 485 465 426 530
"AT1G34760" 2287 2612 2424 2783 3415 3099 2646 3043
"AT1G34770" 137 187 157 172 150 154 118 112
"AT1G34780" 594 669 660 622 555 451 449 546
"AT1G34790" 0 0 0 0 0 0 0 0
"AT1G34792" 0 0 0 0 0 0 0 0
"AT1G34795" 0 0 0 0 0 0 0 0
"AT1G34797" 0 0 0 0 0 0 0 0
"AT1G34800" 0 0 0 0 0 0 0 0
"AT1G34803" 0 0 0 0 0 0 0 0
"AT1G34805" 0 0 0 0 0 0 0 0
"AT1G34808" 0 0 0 0 0 0 0 0
"AT1G34810" 0 0 0 0 0 0 0 0
"AT1G34813" 0 0 0 0 0 0 0 0
"AT1G34815" 0 0 0 0 0 0 0 0
"AT1G34818" 0 0 0 0 0 0 0 0
"AT1G34820" 0 0 0 0 0 0 0 0
"AT1G34823" 0 0 0 0 0 0 0 0
"AT1G34825" 0 0 0 0 0 0 0 0
"AT1G34828" 0 0 0 0 0 0 0 0
"AT1G34830" 0 0 0 0 0 0 0 0
"AT1G34836" 0 0 0 0 0 0 0 0
"AT1G34840" 0 0 0 0 0 0 0 0
"AT1G34842" 0 2 0 0 0 0 0 0
"AT1G34844" 25 33 24 21 25 18 18 22
"AT1G34850" 0 0 0 0 0 0 0 0
"AT1G34860" 0 0 0 0 0 0 0 0
"AT1G34904" 0 0 0 0 0 0 0 1
"AT1G34910" 0 0 0 0 0 0 0 0
"AT1G34930" 0 0 0 0 0 0 0 0
"AT1G34967" 0 0 0 0 0 0 0 0
"AT1G35030" 0 0 0 0 0 0 0 0
"AT1G35035" 0 0 0 0 0 0 0 0
"AT1G35040" 0 0 0 0 0 0 0 0
"AT1G35050" 1 1 0 1 1 0 1 0
"AT1G35060" 0 0 0 0 0 0 0 0
"AT1G35080" 0 0 0 0 0 0 0 0
"AT1G35090" 0 0 0 0 0 0 0 0
"AT1G35100" 0 0 0 0 0 0 0 0
"AT1G35110" 0 0 0 0 0 0 0 0
"AT1G35112" 33 39 40 32 53 39 37 38
"AT1G35115" 1564 1894 1575 1402 1574 1451 1112 1426
"AT1G35120" 0 0 0 0 0 0 0 0
"AT1G35130" 2 1 0 0 0 0 0 0
"AT1G35140" 750 635 2220 2186 3129 2700 4196 4898
"AT1G35143" 0 0 0 0 0 0 0 0
"AT1G35146" 0 0 0 0 0 0 0 0
"AT1G35150" 0 0 0 0 0 0 0 0
"AT1G35160" 2862 3471 3378 3596 3255 3316 2714 3090
"AT1G35170" 2 3 5 9 3 2 3 5
"AT1G35180" 64 86 145 138 50 54 59 88
"AT1G35181" 0 0 0 0 0 0 0 0
"AT1G35183" 1 1 2 1 0 0 1 2
"AT1G35186" 10 10 6 5 6 7 3 3
"AT1G35190" 1016 1312 1179 1256 1331 1306 950 1040
"AT1G35200" 0 2 1 0 1 0 1 1
"AT1G35210" 6 19 21 30 74 113 79 134
"AT1G35220" 1046 1260 1088 1051 1061 1067 820 1039
"AT1G35230" 13 30 34 29 85 126 114 239
"AT1G35240" 1 0 0 0 0 0 0 0
"AT1G35242" 0 0 0 0 0 0 0 0
"AT1G35250" 0 2 2 5 0 2 2 1
"AT1G35255" 5 9 16 18 6 5 3 3
"AT1G35260" 187 243 373 389 92 87 95 101
"AT1G35270" 0 3 3 0 0 0 0 0
"AT1G35280" 0 0 0 0 0 0 0 0
"AT1G35290" 4 2 1 1 0 1 0 0
"AT1G35300" 0 0 0 0 0 0 0 0
"AT1G35310" 0 3 2 1 0 1 2 0
"AT1G35320" 265 382 242 266 370 299 188 232
"AT1G35330" 30 52 41 54 47 32 21 33
"AT1G35333" 0 0 0 0 0 0 0 0
"AT1G35340" 830 1093 1015 937 917 885 637 739
"AT1G35350" 301 359 364 287 736 685 320 521
"AT1G35360" 0 0 0 0 1 0 0 0
"AT1G35365" 0 0 0 0 0 0 0 0
"AT1G35370" 0 0 0 0 0 0 0 0
"AT1G35375" 0 0 0 0 0 0 0 0
"AT1G35380" 0 0 0 0 0 0 0 0
"AT1G35390" 0 0 0 0 0 0 0 0
"AT1G35400" 0 0 0 0 0 0 0 0
"AT1G35405" 0 0 0 0 0 0 0 0
"AT1G35410" 0 0 0 0 0 0 0 0
"AT1G35420" 952 1136 951 1026 635 578 514 527
"AT1G35430" 185 237 268 278 204 189 134 219
"AT1G35435" 0 0 0 0 0 0 0 0
"AT1G35440" 0 0 0 0 0 0 0 0
"AT1G35450" 2 0 6 7 4 1 5 4
"AT1G35460" 256 327 433 468 237 248 153 175
"AT1G35461" 0 0 0 0 0 0 0 0
"AT1G35465" 0 1 0 0 0 1 1 1
"AT1G35467" 0 0 0 0 0 0 0 0
"AT1G35470" 533 603 493 513 534 584 408 479
"AT1G35480" 0 0 0 0 0 0 0 0
"AT1G35490" 0 0 0 0 0 0 0 0
"AT1G35500" 0 0 0 0 0 0 0 0
"AT1G35501" 0 0 0 0 0 0 0 0
"AT1G35510" 723 845 988 964 677 636 601 693
"AT1G35513" 4 1 4 2 3 1 0 2
"AT1G35515" 11 14 4 4 12 5 5 3
"AT1G35516" 3197 3143 2319 2489 2546 2166 1895 2172
"AT1G35520" 1 3 1 0 2 1 1 0
"AT1G35530" 35 35 40 30 39 27 20 21
"AT1G35535" 0 0 0 0 0 0 0 0
"AT1G35537" 0 0 0 0 0 0 0 0
"AT1G35540" 0 0 0 0 0 0 0 0
"AT1G35545" 0 0 0 0 0 0 0 0
"AT1G35550" 0 0 0 0 0 0 0 0
"AT1G35560" 67 74 41 50 57 67 35 43
"AT1G35570" 0 0 0 0 0 0 0 0
"AT1G35580" 7941 9101 18295 16842 11885 12238 9100 11199
"AT1G35590" 0 0 0 0 0 0 0 0
"AT1G35600" 0 0 0 0 0 0 0 0
"AT1G35610" 4 4 2 1 2 1 1 1
"AT1G35612" 895 1156 791 799 473 485 303 325
"AT1G35614" 0 0 0 0 0 0 0 0
"AT1G35617" 2 2 0 0 0 1 0 0
"AT1G35620" 1532 1775 1487 1549 1376 1460 1059 1181
"AT1G35625" 127 189 171 168 114 148 103 173
"AT1G35630" 3 6 5 7 6 1 4 8
"AT1G35640" 0 0 0 0 0 0 0 0
"AT1G35645" 0 0 0 0 0 0 0 0
"AT1G35647" 0 0 0 0 0 0 0 0
"AT1G35650" 0 0 0 0 0 0 0 0
"AT1G35660" 736 687 615 536 699 593 603 662
"AT1G35663" 0 0 0 0 0 0 0 0
"AT1G35670" 1523 1702 2164 2134 2987 2917 2258 2697
"AT1G35680" 2419 3186 3340 3326 2828 2950 2375 2446
"AT1G35690" 0 0 0 0 0 0 0 0
"AT1G35700" 0 0 0 0 0 0 0 0
"AT1G35710" 89 81 94 77 82 85 68 118
"AT1G35720" 4372 5545 2350 2401 3249 3288 2031 2609
"AT1G35730" 4 9 3 2 4 15 6 9
"AT1G35735" 0 0 0 2 1 2 0 1
"AT1G35740" 0 0 0 0 0 0 0 0
"AT1G35745" 0 0 0 0 0 0 0 0
"AT1G35750" 0 0 0 0 0 0 0 0
"AT1G35760" 0 0 0 0 1 0 0 0
"AT1G35770" 1 0 0 0 0 0 0 0
"AT1G35780" 484 625 562 548 461 499 333 426
"AT1G35790" 0 0 0 0 0 0 0 0
"AT1G35820" 0 0 0 0 0 0 0 0
"AT1G35830" 106 120 73 49 81 75 33 41
"AT1G35840" 0 0 0 0 0 0 0 0
"AT1G35850" 0 0 0 0 0 0 0 0
"AT1G35860" 0 0 0 0 0 0 0 0
"AT1G35870" 0 0 0 0 0 0 0 0
"AT1G35880" 1 0 1 0 0 0 0 2
"AT1G35890" 1 1 0 1 0 0 0 0
"AT1G35900" 0 0 0 0 0 0 0 0
"AT1G35910" 17 24 12 8 50 79 22 62
"AT1G35920" 0 0 0 0 0 0 0 0
"AT1G35930" 0 0 0 0 0 0 0 0
"AT1G35940" 0 0 0 0 0 0 0 0
"AT1G35950" 0 0 0 0 0 0 0 0
"AT1G35960" 0 0 0 0 0 0 0 0
"AT1G35970" 0 0 0 0 0 0 0 0
"AT1G35980" 0 0 0 0 0 0 0 0
"AT1G35990" 0 0 0 0 0 0 0 0
"AT1G35995" 6 11 4 2 0 1 0 0
"AT1G36000" 0 0 0 0 0 0 0 0
"AT1G36010" 0 0 0 0 0 0 0 0
"AT1G36020" 0 0 0 0 0 0 0 0
"AT1G36030" 0 0 0 0 0 0 0 0
"AT1G36035" 0 0 0 0 0 0 0 0
"AT1G36040" 0 0 0 0 0 0 0 0
