"GSM1077432" "GSM1077433" "GSM1077434" "GSM1077435" "GSM1077436" "GSM1077437" "GSM1077438" "GSM1077439"
"AT1G01770" 11 12 8 8 0 0 1 2
"AT1G01780" 14 19 12 6 1 0 1 0
"AT1G01790" 22 22 9 5 0 1 0 0
"AT1G01800" 103 107 64 65 1 0 0 3
"AT1G01810" 0 2 0 1 0 0 1 1
"AT1G01820" 50 44 34 34 0 0 1 0
"AT1G01830" 29 35 33 20 3 0 2 1
"AT1G01840" 2 2 1 2 0 0 0 1
"AT1G01860" 2 1 1 0 1 0 0 0
"AT1G01870" 0 7 2 3 0 0 4 4
"AT1G01880" 3 1 2 0 0 0 0 0
"AT1G01890" 0 0 1 0 0 1 0 2
"AT1G01900" 1 3 1 0 0 0 0 0
"AT1G01910" 64 70 43 39 1 0 1 0
"AT1G01920" 16 19 22 14 2 0 1 0
"AT1G01930" 16 19 14 10 0 0 1 1
"AT1G01940" 19 17 6 12 0 1 0 0
"AT1G01950" 35 36 30 21 1 2 3 1
"AT1G01960" 105 166 67 69 9 1 3 5
"AT1G01970" 8 14 1 1 0 0 0 0
"AT1G01980" 0 0 0 0 0 0 0 0
"AT1G01990" 22 34 8 9 0 0 0 0
"AT1G02000" 22 30 16 23 0 0 0 0
"AT1G02010" 4 8 3 5 0 0 0 0
"AT1G02020" 11 7 8 8 2 0 0 0
"AT1G02030" 0 2 11 6 0 0 0 0
"AT1G02040" 0 0 4 2 0 0 0 0
"AT1G02050" 5 13 9 6 0 0 0 0
"AT1G02060" 6 4 6 3 0 0 0 0
"AT1G02065" 0 0 0 0 2 0 0 0
"AT1G02070" 1 2 2 2 0 0 0 0
"AT1G02074" 0 0 0 0 0 0 0 0
"AT1G02080" 107 108 74 47 5 6 5 7
"AT1G02090" 42 82 70 45 1 0 2 2
"AT1G02100" 57 48 23 19 1 2 1 1
"AT1G02110" 22 32 15 18 1 2 0 2
"AT1G02120" 111 138 114 56 3 2 3 1
"AT1G02130" 21 27 13 11 1 0 1 2
"AT1G02136" 0 0 0 0 0 0 0 0
"AT1G02140" 121 167 98 78 4 2 2 0
"AT1G02145" 10 16 11 8 0 0 0 1
"AT1G02150" 24 25 16 21 0 0 1 1
"AT1G02160" 21 13 8 8 2 0 1 2
"AT1G02170" 51 61 40 34 0 0 1 1
"AT1G02180" 3 2 2 1 0 0 1 0
"AT1G02190" 0 0 0 0 1 0 0 0
"AT1G02205" 0 1 0 2 0 0 0 1
"AT1G02210" 0 0 0 0 0 0 0 0
"AT1G02220" 51 42 33 24 2 0 6 1
"AT1G02228" 0 0 1 0 175 60 153 149
"AT1G02230" 2 2 1 0 0 0 0 0
"AT1G02250" 2 1 0 0 0 0 0 0
"AT1G02260" 15 18 14 11 0 0 0 1
"AT1G02270" 7 10 12 14 0 0 0 0
"AT1G02280" 12 12 10 5 0 0 0 0
"AT1G02290" 5 6 5 2 0 0 0 0
"AT1G02300" 6 4 0 0 0 0 0 0
"AT1G02305" 77 95 44 33 1 0 0 0
"AT1G02310" 3 2 2 0 0 0 1 0
"AT1G02320" 0 0 0 0 0 0 0 0
"AT1G02330" 29 30 31 22 2 1 0 1
"AT1G02335" 8 5 2 5 0 0 0 0
"AT1G02340" 10 12 10 1 2 0 0 0
"AT1G02350" 0 0 0 0 1 0 1 0
"AT1G02360" 47 59 27 18 2 1 0 1
"AT1G02370" 7 11 15 6 1 0 2 0
"AT1G02380" 5 4 3 1 0 1 0 1
"AT1G02390" 6 11 3 2 2 3 1 1
"AT1G02391" 0 0 0 0 0 0 0 0
"AT1G02400" 23 29 9 13 2 0 0 0
"AT1G02405" 1 0 0 0 0 0 0 0
"AT1G02410" 19 9 14 10 0 0 0 1
"AT1G02420" 2 4 2 2 0 0 0 0
"AT1G02430" 3 3 1 1 0 0 0 0
"AT1G02440" 1 1 3 0 0 0 1 0
"AT1G02450" 2 0 5 0 0 0 0 0
"AT1G02460" 1 0 1 0 0 0 0 0
"AT1G02470" 1 2 1 0 2 0 1 1
"AT1G02475" 0 2 0 1 0 0 0 0
"AT1G02480" 0 1 0 0 0 3 1 2
"AT1G02490" 0 1 1 0 0 0 0 0
"AT1G02500" 716 921 490 597 13 10 17 15
"AT1G02510" 0 0 0 0 0 0 0 0
"AT1G02520" 48 53 34 31 4 2 5 2
"AT1G02530" 4 2 1 1 1 0 0 0
"AT1G02540" 0 0 0 0 0 0 0 0
"AT1G02550" 0 0 0 0 0 0 0 0
"AT1G02560" 22 27 8 10 1 1 0 0
"AT1G02570" 6 3 6 3 0 0 1 0
"AT1G02575" 1 1 0 0 0 0 0 0
"AT1G02580" 0 1 0 1 0 0 0 0
"AT1G02590" 0 0 0 0 0 0 0 0
"AT1G02600" 1 0 0 0 0 0 0 2
"AT1G02610" 2 2 3 1 0 0 0 0
"AT1G02620" 0 0 0 0 0 0 0 0
"AT1G02630" 0 0 0 0 0 1 0 0
"AT1G02640" 14 20 16 5 3 0 0 0
"AT1G02650" 0 0 0 1 0 0 0 1
"AT1G02660" 11 6 5 8 0 0 1 0
"AT1G02670" 2 1 0 0 1 0 0 0
"AT1G02680" 9 8 4 8 0 0 0 0
"AT1G02681" 0 0 0 0 0 0 0 0
"AT1G02690" 23 25 24 13 2 1 1 2
"AT1G02700" 1 2 0 0 0 0 0 0
"AT1G02710" 0 1 0 0 0 0 0 0
"AT1G02720" 8 11 5 3 0 0 0 0
"AT1G02730" 32 39 25 18 0 4 0 2
"AT1G02740" 16 10 20 16 37 14 31 37
"AT1G02750" 19 29 17 11 1 1 1 0
"AT1G02760" 2 1 0 1 0 0 0 1
"AT1G02770" 0 0 0 0 1 0 0 0
"AT1G02780" 1318 1748 1438 954 34 12 11 22
"AT1G02790" 0 0 0 0 0 0 0 0
"AT1G02800" 0 0 0 0 0 0 0 0
"AT1G02810" 50 61 22 18 2 0 1 5
"AT1G02813" 1 0 0 0 0 0 0 0
"AT1G02816" 19 12 13 13 1 0 1 2
"AT1G02820" 0 1 0 0 0 0 0 1
"AT1G02830" 0 0 0 0 0 0 0 0
"AT1G02840" 175 230 157 141 1 3 5 7
"AT1G02850" 51 51 20 29 0 0 0 0
"AT1G02860" 27 21 29 10 2 3 3 2
"AT1G02870" 17 30 22 20 0 1 1 2
"AT1G02880" 12 14 14 17 0 0 1 2
"AT1G02890" 162 203 109 105 5 2 1 6
"AT1G02900" 145 147 171 119 1 0 1 1
"AT1G02910" 15 9 14 10 0 0 0 0
"AT1G02920" 19 12 10 4 0 0 0 0
"AT1G02930" 15 14 8 6 0 1 0 0
"AT1G02940" 0 0 0 0 0 0 0 0
"AT1G02950" 5 3 3 5 0 0 0 0
"AT1G02952" 0 0 0 0 0 0 0 0
"AT1G02960" 11 3 9 5 0 0 0 0
"AT1G02965" 0 0 0 0 0 0 0 0
"AT1G02970" 3 1 1 4 0 0 0 0
"AT1G02980" 2 0 1 1 0 0 0 0
"AT1G02990" 33 32 19 16 2 1 0 2
"AT1G03000" 18 25 6 9 0 1 0 1
"AT1G03010" 6 5 5 3 2 0 0 0
"AT1G03020" 0 0 0 0 0 0 0 0
"AT1G03022" 0 0 0 0 0 0 0 0
"AT1G03030" 13 14 12 9 0 0 1 0
"AT1G03040" 95 92 68 50 0 0 0 0
"AT1G03050" 0 1 0 0 0 0 0 0
"AT1G03055" 0 0 0 0 0 0 0 0
"AT1G03060" 119 139 107 73 6 1 9 3
"AT1G03070" 1 5 1 1 0 0 0 0
"AT1G03080" 223 201 280 178 4 3 9 4
"AT1G03090" 12 16 15 15 0 0 1 0
"AT1G03100" 5 2 5 5 0 0 0 1
"AT1G03103" 0 0 0 0 0 0 0 0
"AT1G03106" 0 0 1 0 1 0 1 0
"AT1G03110" 10 16 9 11 0 2 1 0
"AT1G03120" 1 1 0 1 0 0 0 0
"AT1G03130" 2 2 2 3 0 0 0 0
"AT1G03140" 108 116 101 59 1 1 0 0
"AT1G03150" 11 11 10 4 0 1 1 0
"AT1G03160" 7 13 5 6 0 1 1 1
"AT1G03170" 3 3 1 0 0 0 0 0
"AT1G03180" 1 1 1 1 0 0 0 0
"AT1G03190" 15 20 10 6 0 0 1 4
"AT1G03200" 1 0 1 0 17 8 25 30
"AT1G03210" 43 43 37 15 0 2 1 0
"AT1G03220" 149 301 255 378 11 4 12 12
"AT1G03230" 28 53 31 37 9 2 3 5
"AT1G03240" 0 0 0 0 24 7 30 27
"AT1G03250" 20 19 13 17 0 0 0 0
"AT1G03260" 10 8 5 3 0 0 0 0
"AT1G03270" 2 3 4 0 0 0 0 0
"AT1G03280" 66 85 52 37 0 0 0 2
"AT1G03290" 73 62 43 29 0 1 2 4
"AT1G03300" 3 1 2 2 0 0 0 0
"AT1G03310" 7 8 10 6 0 0 0 0
"AT1G03320" 0 0 0 0 1 0 0 0
"AT1G03330" 36 50 38 28 1 0 0 0
"AT1G03340" 3 7 5 5 0 0 0 0
"AT1G03350" 105 129 109 61 3 0 3 0
"AT1G03360" 22 32 29 26 2 0 0 1
"AT1G03365" 20 25 18 18 2 0 0 1
"AT1G03370" 54 53 48 18 0 1 2 3
"AT1G03380" 54 51 28 28 0 1 0 2
"AT1G03390" 0 0 1 0 0 0 0 0
"AT1G03400" 8 7 2 6 0 0 0 0
"AT1G03410" 2 2 3 1 0 0 0 0
"AT1G03420" 0 1 0 0 0 0 0 1
"AT1G03430" 5 11 10 3 0 1 0 0
"AT1G03440" 7 9 7 2 0 0 0 0
"AT1G03445" 0 0 0 1 0 0 0 0
"AT1G03457" 10 21 6 12 1 0 0 1
"AT1G03470" 4 7 6 1 2 0 0 1
"AT1G03475" 26 36 28 14 0 2 0 2
"AT1G03490" 0 0 0 0 0 0 0 0
"AT1G03495" 8 11 10 4 1 0 1 2
"AT1G03502" 0 0 0 0 0 0 0 0
"AT1G03506" 2 4 1 3 6 1 1 1
"AT1G03510" 0 1 2 0 2 0 1 0
"AT1G03515" 0 0 1 0 0 0 0 0
"AT1G03520" 5 5 3 3 1 1 0 0
"AT1G03530" 37 58 59 46 4 0 0 0
"AT1G03540" 1 4 3 2 0 0 0 0
"AT1G03545" 0 0 0 0 0 0 0 0
"AT1G03550" 7 5 3 1 0 0 0 1
"AT1G03560" 4 12 11 11 1 0 0 0
"AT1G03570" 0 2 1 1 0 3 0 6
"AT1G03580" 0 0 1 0 0 0 1 0
"AT1G03590" 46 48 26 27 1 0 0 2
"AT1G03600" 4 5 8 2 2 0 0 1
"AT1G03610" 32 49 28 36 2 2 1 5
"AT1G03620" 1 2 1 1 0 0 0 0
"AT1G03630" 1 3 1 5 1 0 0 0
"AT1G03640" 0 0 0 0 0 0 0 0
"AT1G03650" 4 3 2 2 0 0 0 0
"AT1G03660" 1 0 0 0 0 0 0 0
"AT1G03670" 0 0 0 0 0 0 0 0
"AT1G03680" 2 5 3 1 0 0 0 1
"AT1G03687" 3 11 2 2 0 0 0 2
"AT1G03700" 4 4 2 1 0 0 0 0
"AT1G03710" 0 0 0 0 0 0 0 0
"AT1G03720" 0 0 0 0 0 0 0 0
"AT1G03730" 36 20 16 11 3 1 1 5
"AT1G03740" 79 95 48 33 5 1 5 1
"AT1G03743" 2 0 1 4 2 2 3 2
"AT1G03746" 0 3 0 1 0 0 0 0
"AT1G03750" 7 15 9 3 0 0 1 1
"AT1G03760" 11 14 8 9 1 0 0 1
"AT1G03770" 10 11 7 5 1 0 0 1
"AT1G03780" 7 4 2 2 0 0 0 1
"AT1G03790" 1 1 0 0 0 0 0 0
"AT1G03800" 2 2 2 1 0 0 0 0
"AT1G03810" 0 0 0 0 64 18 43 42
"AT1G03820" 10 17 8 1 0 0 0 1
"AT1G03830" 17 20 10 7 0 1 0 1
"AT1G03840" 21 22 19 15 2 0 1 1
"AT1G03850" 32 20 74 51 0 0 0 2
"AT1G03860" 64 88 69 55 2 1 3 3
"AT1G03870" 73 104 57 56 0 0 1 1
"AT1G03880" 0 0 0 0 0 0 0 0
"AT1G03890" 0 0 0 0 0 0 0 0
"AT1G03900" 152 182 140 122 5 0 0 2
"AT1G03905" 29 36 32 13 0 0 0 0
"AT1G03910" 94 110 81 64 1 1 4 6
"AT1G03920" 9 3 5 2 0 0 1 2
"AT1G03930" 24 15 12 8 1 0 1 0
"AT1G03935" 3 4 1 1 11 3 5 9
"AT1G03940" 7 15 21 10 0 0 0 0
"AT1G03950" 11 6 11 6 1 0 0 0
"AT1G03960" 6 7 6 4 1 0 0 0
"AT1G03970" 15 13 10 4 1 0 0 0
"AT1G03980" 1 4 1 1 1 0 1 0
"AT1G03982" 0 0 0 0 0 0 0 2
"AT1G03990" 3 2 1 1 0 1 0 0
"AT1G04000" 7 11 1 4 0 0 0 0
"AT1G04010" 19 22 4 11 1 1 1 0
"AT1G04020" 5 5 4 2 0 1 0 0
"AT1G04030" 5 8 5 5 0 0 0 1
"AT1G04040" 142 158 86 63 3 2 1 3
"AT1G04050" 7 8 2 4 1 0 0 0
"AT1G04070" 17 31 15 16 0 0 0 0
"AT1G04080" 66 104 57 77 3 0 6 6
"AT1G04090" 1 0 0 1 0 0 1 0
"AT1G04100" 8 11 2 2 1 1 1 0
"AT1G04110" 0 0 0 0 0 0 0 1
"AT1G04120" 161 260 157 135 5 1 5 8
"AT1G04130" 3 16 10 6 0 0 0 0
"AT1G04140" 81 116 38 55 5 1 3 6
"AT1G04150" 2 0 2 0 0 0 0 0
"AT1G04160" 14 16 8 4 0 0 1 3
"AT1G04170" 84 126 105 65 1 2 1 3
"AT1G04171" 0 0 0 0 1 0 0 0
"AT1G04180" 6 9 5 3 0 0 0 0
"AT1G04190" 29 27 28 18 0 1 0 2
"AT1G04200" 32 34 16 9 1 0 2 0
"AT1G04210" 32 52 24 39 0 0 3 3
"AT1G04220" 42 36 20 14 5 1 3 2
"AT1G04230" 14 17 4 10 0 0 1 1
"AT1G04240" 17 12 11 8 0 0 0 0
"AT1G04250" 312 307 196 156 2 2 0 2
"AT1G04260" 22 16 12 11 1 0 1 0
"AT1G04270" 411 590 336 302 17 4 3 6
"AT1G04280" 83 90 85 59 3 0 2 1
"AT1G04290" 1 0 1 0 0 0 0 0
"AT1G04295" 0 0 0 0 0 0 0 0
"AT1G04300" 63 77 62 51 5 0 2 2
"AT1G04310" 23 32 16 7 0 0 0 0
"AT1G04320" 1 1 0 1 1 6 9 6
"AT1G04330" 10 9 6 8 1 1 0 1
"AT1G04340" 16 21 5 14 0 0 0 0
"AT1G04350" 4 2 1 1 1 0 0 1
"AT1G04360" 15 28 16 13 1 0 1 1
"AT1G04370" 1 2 0 0 0 0 0 0
"AT1G04380" 0 1 0 0 0 0 0 0
"AT1G04390" 12 10 8 7 0 0 1 0
"AT1G04400" 84 139 75 53 2 1 0 4
"AT1G04410" 1035 1298 1218 982 17 6 7 14
"AT1G04420" 2 9 4 6 1 0 0 1
"AT1G04425" 3 0 1 1 0 0 1 0
"AT1G04430" 139 184 101 68 3 0 1 1
"AT1G04440" 57 77 45 25 2 1 2 1
"AT1G04445" 0 0 0 0 0 0 0 0
"AT1G04450" 0 0 0 0 0 0 0 0
"AT1G04457" 0 0 0 0 0 0 0 0
"AT1G04470" 0 0 0 0 0 0 0 0
"AT1G04480" 165 240 153 158 6 5 5 3
"AT1G04490" 2 0 1 2 0 0 1 0
"AT1G04500" 0 0 0 0 0 1 0 0
"AT1G04501" 0 0 0 0 0 0 0 0
"AT1G04510" 33 40 24 20 1 0 1 1
"AT1G04520" 9 14 12 12 0 0 0 0
"AT1G04530" 59 54 42 22 1 0 0 0
"AT1G04540" 4 3 2 2 0 0 1 1
"AT1G04550" 36 39 35 24 2 0 0 1
"AT1G04555" 9 9 19 4 0 0 0 0
"AT1G04560" 0 0 0 0 0 1 0 0
"AT1G04570" 3 2 1 1 0 0 0 1
"AT1G04580" 0 0 0 0 0 0 1 0
"AT1G04590" 14 25 16 6 0 0 0 1
"AT1G04600" 0 1 0 0 0 0 0 0
"AT1G04610" 13 10 5 5 0 1 0 1
"AT1G04620" 0 0 1 0 0 0 0 0
"AT1G04625" 0 0 0 1 0 0 0 0
"AT1G04630" 34 57 36 33 0 1 0 3
"AT1G04635" 2 5 9 1 0 0 0 0
"AT1G04640" 4 6 3 4 0 0 0 0
"AT1G04645" 0 0 0 0 0 0 0 0
"AT1G04650" 2 0 3 0 1 0 0 0
"AT1G04660" 0 3 0 0 0 0 0 0
"AT1G04670" 0 0 0 0 0 0 0 0
"AT1G04680" 55 71 18 23 2 0 0 0
"AT1G04684" 0 0 0 0 0 0 0 0
"AT1G04690" 128 156 86 53 4 1 4 4
"AT1G04700" 0 6 7 3 0 0 0 0
"AT1G04710" 7 7 8 6 0 0 1 0
"AT1G04720" 6 2 1 0 1 0 1 2
"AT1G04730" 2 2 4 2 2 0 0 1
"AT1G04750" 168 196 157 109 3 0 0 3
"AT1G04760" 0 2 0 1 0 0 0 0
"AT1G04770" 42 45 97 44 0 0 1 1
"AT1G04778" 1 2 0 2 0 0 0 0
"AT1G04780" 80 83 63 48 1 0 1 4
"AT1G04790" 12 24 10 8 0 2 2 0
"AT1G04800" 2 3 6 2 0 0 0 0
"AT1G04810" 61 121 36 72 3 1 3 3
"AT1G04820" 352 474 229 220 10 3 1 3
"AT1G04830" 19 27 13 9 0 0 0 0
"AT1G04840" 3 0 1 1 0 0 0 0
"AT1G04850" 152 189 134 125 3 2 2 7
"AT1G04860" 52 47 37 29 0 1 1 2
"AT1G04870" 36 49 51 52 0 1 1 1
"AT1G04880" 0 0 0 0 0 0 1 1
"AT1G04890" 0 0 0 0 0 0 1 0
"AT1G04900" 11 9 9 9 1 0 1 3
"AT1G04910" 27 33 11 12 0 0 1 2
"AT1G04920" 0 0 0 0 0 0 0 0
"AT1G04930" 2 6 1 0 0 0 0 0
"AT1G04940" 0 2 1 1 0 0 0 0
"AT1G04945" 4 5 7 10 0 0 1 2
"AT1G04950" 7 17 11 7 1 0 0 2
"AT1G04960" 39 35 19 26 2 0 0 0
"AT1G04970" 15 23 14 12 0 1 0 0
"AT1G04980" 20 20 31 14 1 0 0 1
"AT1G04985" 15 15 15 9 1 1 1 0
"AT1G04990" 11 5 3 10 0 0 1 0
"AT1G05000" 16 16 20 22 0 1 1 0
"AT1G05010" 82 109 27 38 1 0 2 1
"AT1G05020" 0 1 1 0 0 0 0 0
"AT1G05030" 5 11 2 3 0 0 1 0
"AT1G05040" 0 0 0 0 0 0 0 0
"AT1G05055" 14 13 11 12 1 0 0 1
"AT1G05060" 16 12 4 7 1 0 0 0
"AT1G05061" 0 0 1 1 1 0 0 0
"AT1G05065" 1 0 0 0 0 0 0 0
"AT1G05070" 14 10 5 5 1 0 0 0
"AT1G05080" 0 0 0 0 0 0 0 0
"AT1G05085" 0 0 1 1 0 0 0 0
"AT1G05090" 2 1 1 0 0 0 0 0
"AT1G05100" 4 7 3 2 0 0 0 1
"AT1G05120" 39 43 21 24 1 0 0 0
"AT1G05135" 597 605 538 351 27 6 4 6
"AT1G05136" 0 0 0 0 0 0 0 0
"AT1G05140" 8 11 5 5 1 0 1 1
"AT1G05150" 65 93 60 42 1 3 4 12
"AT1G05160" 4 9 1 5 1 0 1 0
"AT1G05170" 23 23 14 7 0 0 1 0
"AT1G05180" 26 32 18 30 0 0 0 0
"AT1G05190" 12 14 5 12 0 0 0 0
"AT1G05200" 9 11 2 8 0 0 0 1
"AT1G05205" 19 19 13 13 0 0 0 0
"AT1G05210" 8 7 9 3 3 0 0 0
"AT1G05220" 0 4 1 2 0 0 0 0
"AT1G05230" 1 1 4 2 1 0 0 1
"AT1G05240" 174 176 147 93 0 0 10 16
"AT1G05250" 29 25 18 17 0 0 0 1
"AT1G05260" 122 167 161 119 1 0 1 2
"AT1G05270" 36 72 35 18 0 0 1 0
"AT1G05280" 6 7 0 2 1 0 0 0
"AT1G05290" 0 0 0 0 0 1 0 0
"AT1G05291" 0 0 0 0 0 0 0 0
"AT1G05300" 26 19 6 4 1 0 0 0
"AT1G05310" 0 1 0 0 0 0 0 1
"AT1G05320" 24 27 22 12 9 2 4 4
"AT1G05330" 0 0 0 0 0 0 0 0
"AT1G05340" 15 8 3 5 1 1 1 0
"AT1G05350" 49 55 25 22 0 0 2 0
"AT1G05360" 9 11 2 7 0 0 0 0
"AT1G05370" 0 0 0 0 0 0 0 0
"AT1G05380" 68 117 47 50 4 0 2 2
"AT1G05385" 2 4 2 2 0 0 0 0
"AT1G05390" 4 4 1 0 13 2 2 6
"AT1G05400" 1 0 1 1 0 0 0 0
"AT1G05410" 27 22 15 8 0 0 0 0
"AT1G05420" 0 0 0 0 0 0 0 0
"AT1G05430" 20 18 21 9 0 0 0 1
"AT1G05440" 1 1 2 2 0 0 0 0
"AT1G05450" 0 1 0 0 0 0 0 1
"AT1G05460" 14 20 17 8 0 1 0 0
"AT1G05470" 3 4 5 4 1 1 0 0
"AT1G05490" 1 1 2 0 0 0 0 0
"AT1G05500" 57 41 23 36 2 0 0 2
"AT1G05510" 0 0 0 0 0 0 0 1
"AT1G05520" 55 81 39 29 3 2 2 0
"AT1G05530" 0 1 2 0 0 0 0 0
"AT1G05540" 0 1 0 0 0 0 0 0
"AT1G05550" 0 0 0 0 0 0 0 1
"AT1G05560" 3 1 6 3 0 0 0 0
"AT1G05562" 0 0 0 0 0 0 0 0
"AT1G05570" 243 223 152 122 8 1 4 1
"AT1G05575" 8 4 5 4 0 0 0 0
"AT1G05577" 4 1 2 1 0 0 0 1
"AT1G05580" 0 0 0 0 0 0 0 0
"AT1G05590" 15 20 16 10 0 0 0 0
"AT1G05600" 5 8 8 5 0 0 0 0
"AT1G05610" 0 1 0 1 0 0 0 0
"AT1G05615" 0 0 0 0 0 0 0 0
"AT1G05620" 26 37 17 16 1 0 0 0
"AT1G05630" 21 27 22 8 1 0 1 1
"AT1G05640" 5 4 7 5 1 0 0 1
"AT1G05650" 2 1 0 0 0 0 0 0
"AT1G05660" 3 2 1 1 0 0 0 0
"AT1G05670" 11 3 3 1 0 0 0 0
"AT1G05675" 1 2 0 0 0 0 0 0
"AT1G05680" 7 7 8 7 1 0 0 0
"AT1G05690" 2 5 1 1 1 0 1 0
"AT1G05700" 32 36 12 14 2 1 1 2
"AT1G05710" 19 16 4 12 2 0 0 1
"AT1G05720" 15 30 9 8 1 0 0 0
"AT1G05730" 4 5 4 2 0 0 0 2
"AT1G05740" 0 0 0 0 0 0 0 0
"AT1G05750" 6 4 5 3 1 0 0 1
"AT1G05760" 0 0 0 0 0 0 0 0
"AT1G05770" 1 0 0 1 1 0 0 0
"AT1G05780" 1 3 0 0 2 1 0 1
"AT1G05785" 6 5 3 1 1 0 1 0
"AT1G05790" 12 12 12 7 0 0 0 0
"AT1G05800" 0 0 0 0 0 0 0 0
"AT1G05805" 18 24 5 15 1 0 0 4
"AT1G05810" 43 29 19 18 1 2 0 0
"AT1G05820" 0 2 1 1 0 0 1 0
"AT1G05830" 33 27 33 20 4 0 1 2
"AT1G05835" 0 2 1 0 0 0 0 0
"AT1G05840" 30 28 10 11 1 1 1 1
"AT1G05850" 440 524 257 205 20 1 3 10
"AT1G05860" 8 8 3 3 0 1 0 0
"AT1G05870" 41 40 25 17 1 0 0 0
"AT1G05880" 0 3 4 1 0 0 0 0
"AT1G05890" 45 90 35 35 1 2 3 2
"AT1G05894" 2 1 0 0 0 0 0 0
"AT1G05900" 2 5 3 2 1 0 1 0
