"GSM1276497" "GSM1276498" "GSM1276499" "GSM1276500" "GSM1276501" "GSM1276502" "GSM1276503" "GSM1276504" "GSM1276505" "GSM1276506"
"AT1G04850" 5945 5796 5100 5274 5492 2194 8360 6549 9443 2394
"AT1G04860" 2559 3005 1652 1926 1504 577 2182 1522 2488 508
"AT1G04870" 5038 1000 3126 992 3650 634 5067 1400 1492 301
"AT1G04880" 520 115 394 42 376 2 259 76 83 21
"AT1G04890" 0 1 2 1 0 0 0 2 0 0
"AT1G04900" 1369 474 856 424 1064 147 1394 365 520 159
"AT1G04910" 1159 1342 848 1181 1077 696 1991 1211 1709 521
"AT1G04920" 23 1333 51 2936 46 899 50 2256 3149 185
"AT1G04930" 455 129 404 177 437 149 650 290 449 131
"AT1G04940" 336 152 316 208 443 129 957 369 130 82
"AT1G04945" 1240 433 777 362 861 226 1248 329 438 183
"AT1G04950" 2139 1711 2193 1852 2461 922 3795 2099 2326 436
"AT1G04960" 694 929 566 821 652 503 1214 1110 1000 317
"AT1G04970" 597 1286 626 1599 796 746 1263 1221 1126 494
"AT1G04980" 1100 1515 1402 1711 1786 953 3151 2265 1164 438
"AT1G04985" 1067 952 1139 1022 1226 397 2230 1741 2007 459
"AT1G04990" 256 2616 292 3046 507 1889 895 3469 5561 276
"AT1G05000" 204 328 113 370 66 165 187 316 354 90
"AT1G05010" 66 181 46 59 58 163 285 192 448 36
"AT1G05020" 16 59 16 24 20 38 38 38 76 0
"AT1G05030" 367 548 280 299 324 256 627 534 615 163
"AT1G05040" 0 0 0 2 3 0 1 2 0 0
"AT1G05055" 1395 763 1014 1177 1205 565 1940 1138 1440 158
"AT1G05060" 311 440 273 356 244 190 461 512 554 245
"AT1G05061" 50 11 40 12 80 9 52 11 1 18
"AT1G05065" 19 0 32 0 29 0 49 8 0 0
"AT1G05070" 683 899 585 776 907 423 1881 1586 1751 207
"AT1G05080" 0 0 1 7 3 16 3 32 39 3
"AT1G05085" 1 0 0 0 0 0 0 2 0 0
"AT1G05090" 55 61 28 38 17 7 67 30 101 0
"AT1G05100" 4 15 8 12 17 28 86 32 34 25
"AT1G05120" 2262 2745 1813 1514 1786 560 2715 1940 2474 886
"AT1G05135" 123 58 619 15 1226 97 4175 766 137 20
"AT1G05136" 0 0 1 0 1 0 4 0 0 0
"AT1G05140" 923 428 1199 742 1306 470 2269 923 771 126
"AT1G05150" 4477 3172 4427 3797 4551 2709 6812 3613 4947 863
"AT1G05160" 1097 15691 1116 18749 1302 13928 2630 18051 38934 1451
"AT1G05170" 147 683 389 662 362 491 805 830 919 640
"AT1G05180" 2924 1808 2061 1125 2322 730 3419 1462 1658 285
"AT1G05190" 12338 3954 11286 3698 12136 2714 24658 9526 8279 1843
"AT1G05200" 282 190 304 136 160 69 284 162 339 183
"AT1G05205" 824 592 731 719 1080 363 2021 1534 1899 321
"AT1G05210" 801 456 649 373 728 197 1377 588 590 47
"AT1G05220" 85 423 37 159 75 164 247 320 358 30
"AT1G05230" 2175 2540 1830 1452 1740 579 2723 1384 3751 2278
"AT1G05240" 0 1 0 3 0 1 0 0 1 5
"AT1G05250" 0 2 0 2 1 0 1 2 0 0
"AT1G05260" 16 743 112 1823 289 2659 73 3133 15293 10681
"AT1G05270" 1277 1323 1026 1818 1209 790 2103 1629 2060 917
"AT1G05280" 59 1800 122 2322 112 1614 42 1488 3543 1825
"AT1G05290" 0 5 0 0 0 0 1 1 9 0
"AT1G05291" 16 439 1 75 3 3 15 123 67 0
"AT1G05300" 47 103 12 73 29 57 140 40 244 137
"AT1G05310" 0 0 0 0 2 0 3 4 2 6
"AT1G05320" 639 82 507 98 262 14 393 86 49 533
"AT1G05330" 1 0 4 2 1 1 13 9 3 11
"AT1G05340" 21 179 51 397 46 391 328 939 788 2143
"AT1G05350" 2175 3989 1822 3004 2924 2399 4965 4579 6506 830
"AT1G05360" 739 745 597 638 671 245 1010 544 415 171
"AT1G05370" 308 832 242 1159 218 768 384 1197 2006 72
"AT1G05380" 2686 3224 1925 2458 2241 714 2770 1607 3407 935
"AT1G05385" 399 240 311 196 380 192 818 399 314 132
"AT1G05390" 0 0 0 0 1 0 1 0 0 0
"AT1G05400" 13 58 23 83 27 49 49 123 105 2
"AT1G05410" 2757 2639 3214 3438 3158 1660 5755 3108 3958 617
"AT1G05420" 47 431 48 657 82 476 210 1241 2150 222
"AT1G05430" 974 820 1267 903 1511 468 2466 1405 1129 544
"AT1G05440" 1051 974 1196 1226 1112 695 1752 1095 1815 226
"AT1G05450" 0 0 0 1 0 0 1 0 0 0
"AT1G05460" 3440 2854 2589 2404 3382 796 4698 2595 4794 806
"AT1G05470" 1778 21 2215 86 1452 56 2432 276 126 101
"AT1G05490" 466 3581 421 1387 416 525 340 1211 6310 4139
"AT1G05500" 2584 3738 2198 4004 2792 2252 5373 3443 4276 606
"AT1G05510" 10 34 3 29 10 0 23 21 11 36
"AT1G05520" 3296 1860 2342 2472 2400 1216 3270 1734 3564 853
"AT1G05530" 0 2 0 6 0 13 0 17 36 2
"AT1G05540" 6 213 7 263 3 194 10 354 448 27
"AT1G05550" 3 5 0 17 12 5 22 12 21 10
"AT1G05560" 16 19 18 66 43 59 55 145 25 19
"AT1G05562" 0 0 0 0 0 0 0 0 0 0
"AT1G05570" 4866 2589 3261 1487 3517 688 3503 1155 2109 1125
"AT1G05575" 47 68 0 0 1 0 78 24 36 3
"AT1G05577" 153 0 78 3 97 0 176 29 0 2
"AT1G05580" 3 33 1 31 0 0 1 30 168 9
"AT1G05590" 1263 647 907 594 1285 401 1921 805 1030 425
"AT1G05600" 538 391 401 258 435 167 762 251 255 76
"AT1G05610" 4 7 2 5 5 0 3 2 0 0
"AT1G05615" 0 0 0 0 0 0 0 0 0 4
"AT1G05620" 462 1373 358 1866 623 850 1081 1698 2524 226
"AT1G05630" 1094 1209 693 723 1136 522 1791 898 2343 156
"AT1G05640" 489 339 477 342 515 123 800 379 469 88
"AT1G05650" 0 0 0 0 0 0 0 1 0 0
"AT1G05660" 0 8 0 0 1 30 1 13 32 0
"AT1G05670" 719 393 502 221 556 99 815 222 200 92
"AT1G05675" 2 0 2 0 0 0 0 0 0 1
"AT1G05680" 6 0 0 0 2 0 2 0 0 6
"AT1G05690" 6 24 3 26 4 7 8 21 32 39
"AT1G05700" 1 1 1 1 1 2 2 0 0 0
"AT1G05710" 1051 174 885 159 1031 116 1608 342 163 81
"AT1G05720" 626 1327 571 1351 782 958 1534 1266 944 291
"AT1G05730" 333 165 147 165 236 74 336 190 93 23
"AT1G05740" 7 3 11 5 9 0 13 7 4 9
"AT1G05750" 533 196 410 187 508 96 677 252 268 74
"AT1G05760" 0 0 0 0 0 0 0 0 0 0
"AT1G05770" 0 0 0 0 0 0 0 0 0 0
"AT1G05780" 109 169 82 119 140 90 325 187 276 126
"AT1G05785" 204 430 206 412 237 246 457 337 326 117
"AT1G05790" 599 268 625 210 657 75 1181 277 301 109
"AT1G05800" 0 2 0 0 0 0 17 0 0 0
"AT1G05805" 101 172 189 210 298 138 536 452 522 33
"AT1G05810" 56 69 28 89 34 74 123 121 316 37
"AT1G05820" 101 76 114 38 146 26 182 79 73 17
"AT1G05830" 1198 627 1369 732 1933 361 1827 1008 1515 595
"AT1G05835" 268 66 396 286 632 102 1447 596 157 26
"AT1G05840" 697 1530 748 1946 964 1017 1719 1604 2019 321
"AT1G05850" 3075 22922 3723 20228 4467 15012 9313 27244 71922 16310
"AT1G05860" 781 568 787 629 745 292 1337 587 1149 353
"AT1G05870" 913 398 692 252 990 109 1654 633 662 224
"AT1G05880" 0 0 1 0 0 0 0 0 0 0
"AT1G05890" 2050 1406 1733 1772 1917 567 3009 1590 2266 482
"AT1G05894" 25 14 55 18 69 0 66 10 13 9
"AT1G05900" 152 132 202 187 214 118 280 247 232 33
"AT1G05910" 10560 4753 7591 2883 7944 1074 11159 3877 7381 1283
"AT1G05920" 0 0 3 0 8 0 4 2 0 1
"AT1G05925" 0 0 0 0 0 0 0 0 0 0
"AT1G05930" 4 0 6 5 3 3 2 12 2 0
"AT1G05940" 1178 2282 1173 3319 1332 1947 2268 2408 4019 537
"AT1G05950" 1531 399 1138 297 1058 159 1833 591 678 253
"AT1G05960" 3019 1542 2179 1285 2875 540 3850 1438 1978 591
"AT1G05970" 569 364 507 319 721 264 1568 890 588 74
"AT1G05980" 0 0 0 0 0 0 0 0 0 0
"AT1G05990" 0 0 0 0 1 0 0 0 5 0
"AT1G06000" 593 48 612 56 541 149 1987 482 432 34
"AT1G06002" 0 0 0 0 0 0 0 0 0 0
"AT1G06010" 346 615 356 606 615 490 1100 941 1151 115
"AT1G06020" 3 0 2 0 32 5 12 9 25 0
"AT1G06030" 0 3 0 21 3 0 4 0 8 0
"AT1G06040" 3927 3446 4553 3500 4829 2201 9558 4996 5518 651
"AT1G06050" 227 450 204 232 251 158 411 364 454 110
"AT1G06060" 602 615 541 677 622 450 1194 970 691 553
"AT1G06070" 2074 1240 1849 1384 2187 432 2891 1200 2144 879
"AT1G06080" 7270 26 11933 129 10588 29 18296 2325 18 391
"AT1G06090" 1 0 1 0 0 0 0 0 0 0
"AT1G06100" 7 1 10 2 3 0 10 6 0 0
"AT1G06110" 1047 1442 792 1421 953 894 1961 1972 2445 174
"AT1G06120" 0 0 0 0 0 0 0 0 0 0
"AT1G06130" 1117 897 1101 902 1326 573 2383 1324 1474 223
"AT1G06135" 0 0 0 0 0 0 11 0 0 0
"AT1G06137" 0 0 0 0 0 0 0 0 0 0
"AT1G06140" 215 50 163 42 183 32 253 38 50 12
"AT1G06148" 0 3 0 5 2 0 1 2 0 10
"AT1G06149" 0 0 0 0 0 0 0 0 0 0
"AT1G06150" 424 435 303 294 388 173 548 353 390 214
"AT1G06160" 1 1 0 0 0 0 1 1 0 13
"AT1G06170" 6 209 11 211 18 150 16 297 348 73
"AT1G06180" 447 2 522 4 595 1 1047 96 0 70
"AT1G06190" 6103 1346 5380 1061 6445 766 8604 2178 3272 872
"AT1G06200" 2381 855 1748 1075 2293 796 4652 2060 1671 850
"AT1G06210" 2574 2161 2200 1546 2491 823 4703 2545 2391 760
"AT1G06220" 11024 5158 7610 4401 7815 2032 11398 4348 7922 1030
"AT1G06225" 0 6 0 1 0 0 0 1 0 0
"AT1G06230" 7829 5782 7044 3457 7221 785 8558 4003 6625 1794
"AT1G06240" 868 616 500 403 574 270 1177 523 909 94
"AT1G06250" 189 90 128 80 210 85 214 179 196 36
"AT1G06260" 3 1 3 1 5 2 10 8 0 0
"AT1G06265" 147 62 141 47 204 25 168 110 58 15
"AT1G06270" 404 239 292 177 408 131 675 261 256 62
"AT1G06280" 0 1 0 8 2 13 1 14 12 0
"AT1G06290" 1779 917 2117 1192 2496 829 4468 1713 1216 633
"AT1G06310" 315 104 663 243 672 114 661 288 309 32
"AT1G06320" 40 27 101 46 80 25 58 36 26 34
"AT1G06330" 0 0 1 0 1 0 1 0 0 0
"AT1G06340" 0 0 0 2 0 0 0 4 0 9
"AT1G06350" 2 62 30 65 84 33 115 130 104 33
"AT1G06360" 1 4 146 1 202 4 553 38 0 24
"AT1G06370" 239 110 166 65 223 23 284 109 131 55
"AT1G06380" 1059 370 1004 359 815 97 1590 396 418 188
"AT1G06390" 3535 1224 3593 1387 4656 861 7465 2128 2228 421
"AT1G06400" 1687 1044 1444 1092 1758 634 4384 2305 2185 683
"AT1G06410" 7803 7236 6752 6273 7399 3121 10408 4689 8120 2929
"AT1G06420" 615 127 790 220 654 115 829 304 288 428
"AT1G06430" 2307 3484 2656 4124 3301 2872 7036 5339 8268 1016
"AT1G06440" 322 118 276 237 226 46 473 112 120 10
"AT1G06450" 338 273 419 327 298 183 543 295 593 51
"AT1G06460" 155 191 142 171 242 287 404 344 851 129
"AT1G06470" 1054 1418 917 1185 958 589 1614 912 965 585
"AT1G06475" 160 108 92 108 143 78 313 250 223 41
"AT1G06480" 0 0 0 0 0 0 1 0 0 0
"AT1G06490" 415 166 293 26 263 30 365 92 138 24
"AT1G06500" 658 405 605 394 758 259 1535 766 874 102
"AT1G06510" 686 551 730 580 846 339 1630 674 948 151
"AT1G06515" 1244 1088 1363 1745 1538 788 3159 1381 1006 111
"AT1G06520" 4846 422 5071 73 3652 492 7548 1230 619 324
"AT1G06530" 4716 2251 2952 1459 3545 994 4910 2439 4303 1197
"AT1G06540" 5 19 22 7 23 0 42 7 9 0
"AT1G06550" 1572 4547 1316 1391 1353 679 3073 1439 3680 1410
"AT1G06560" 1638 802 1020 690 1300 333 1790 1140 1642 186
"AT1G06570" 446 896 406 826 635 648 1162 1400 2302 363
"AT1G06580" 227 128 180 112 280 51 380 96 129 84
"AT1G06590" 1843 983 1337 731 1751 497 2268 984 1229 105
"AT1G06610" 0 1 0 0 0 0 0 0 0 0
"AT1G06620" 1 0 0 2 2 4 5 0 5 0
"AT1G06630" 661 1423 1049 1744 1183 825 1577 1222 1364 235
"AT1G06640" 2 0 5 10 245 133 198 310 369 88
"AT1G06645" 1 6 0 0 9 0 11 1 0 0
"AT1G06650" 208 255 71 131 92 101 240 312 338 59
"AT1G06660" 1414 2091 1644 2554 1969 1856 3169 2738 3127 290
"AT1G06670" 9488 3562 7843 2597 7271 609 6978 3014 5668 1004
"AT1G06680" 25912 21758 34393 27804 42549 25192 127893 72318 70561 3754
"AT1G06690" 824 1005 520 727 686 565 1435 1679 2644 67
"AT1G06700" 3161 1026 2779 1123 3549 852 6111 2733 2200 775
"AT1G06710" 877 261 487 144 636 38 760 133 152 96
"AT1G06720" 9337 1891 4930 751 5359 169 4599 1431 2186 876
"AT1G06730" 1438 1018 1164 927 1243 548 1888 944 1401 177
"AT1G06740" 1093 365 1049 385 783 191 1271 386 616 58
"AT1G06750" 43 11 72 12 117 1 128 24 14 8
"AT1G06760" 18335 9659 22794 6782 19973 5232 41359 15522 16119 2470
"AT1G06770" 944 218 703 130 925 120 1389 353 250 114
"AT1G06780" 654 1188 622 716 688 338 1128 781 1128 507
"AT1G06790" 1691 455 1225 480 1396 296 2533 878 523 161
"AT1G06800" 1198 325 1050 350 943 240 2476 936 1417 34
"AT1G06810" 2 2 8 4 8 1 9 5 7 0
"AT1G06820" 1522 764 1278 703 1395 370 2195 883 1045 343
"AT1G06830" 1 1 3 2 1 0 0 0 0 10
"AT1G06840" 361 219 438 170 472 89 537 247 421 170
"AT1G06850" 277 170 245 164 346 136 531 238 376 50
"AT1G06860" 30 1 1 0 2 0 18 13 0 0
"AT1G06870" 1715 1296 1073 963 932 481 1728 1155 1303 113
"AT1G06880" 2 1 1 1 6 2 4 7 0 0
"AT1G06890" 2140 3384 2025 3271 2642 1909 3783 2795 3438 1339
"AT1G06900" 5442 2994 3014 2088 3366 895 4164 1702 2779 666
"AT1G06910" 512 346 494 303 488 178 763 345 484 167
"AT1G06920" 0 0 3 0 4 1 3 2 0 0
"AT1G06923" 0 0 0 0 0 0 0 0 0 0
"AT1G06925" 0 0 0 0 0 0 0 0 0 0
"AT1G06930" 5 4 18 1 15 0 26 24 9 5
"AT1G06950" 26880 7492 23835 5840 26492 1753 34054 8951 11535 2093
"AT1G06960" 1562 1212 1659 1305 1269 498 2551 1486 1617 228
"AT1G06970" 17 7 41 5 50 0 51 2 13 0
"AT1G06980" 123 11 56 2 37 0 146 12 0 22
"AT1G06990" 6 0 8 0 14 0 19 1 0 0
"AT1G07000" 170 185 194 60 188 64 319 95 170 46
"AT1G07010" 884 845 670 659 776 377 1558 1319 1443 137
"AT1G07020" 579 691 746 932 771 362 1652 1377 1392 75
"AT1G07025" 3 6 1 0 3 0 0 3 19 0
"AT1G07030" 1569 1263 1423 1340 1484 874 3033 1940 3357 487
"AT1G07040" 1749 3600 2336 4967 2630 2724 6091 5231 5892 1085
"AT1G07050" 0 1 0 1 1 0 1 3 0 11
"AT1G07051" 0 0 0 0 0 0 0 0 0 0
"AT1G07060" 5 15 1 3 9 7 9 21 18 0
"AT1G07070" 2549 620 1653 511 2013 269 3105 1148 1051 218
"AT1G07080" 1912 12163 2263 12520 2784 8483 5857 16632 23489 2953
"AT1G07090" 45 1593 30 785 54 768 34 1574 6158 856
"AT1G07100" 0 0 2 2 0 0 4 0 7 3
"AT1G07110" 2791 2233 2567 2347 2614 1059 3612 2489 3105 374
"AT1G07119" 63 35 39 49 45 22 54 20 12 6
"AT1G07120" 46 48 29 26 21 23 37 9 47 31
"AT1G07128" 5 4 7 1 5 0 6 0 0 39
"AT1G07130" 34 26 23 12 27 26 61 20 11 23
"AT1G07135" 1315 1303 3988 1150 2652 1401 18052 3875 3586 12
"AT1G07140" 8948 6978 8596 7009 9612 3446 14187 8802 11174 4192
"AT1G07150" 23 36 78 112 99 62 676 262 318 7
"AT1G07160" 5 8 6 10 4 12 14 7 45 0
"AT1G07170" 1092 455 1010 468 997 214 2187 1051 614 123
"AT1G07175" 0 11 0 0 0 9 1 19 16 8
"AT1G07180" 19 73 20 71 68 18 66 90 133 4
"AT1G07190" 0 0 0 0 0 1 0 0 7 0
"AT1G07200" 731 432 738 360 807 203 1494 556 760 253
"AT1G07210" 3849 1597 3371 1577 3634 823 5089 1430 2097 754
"AT1G07220" 701 63 680 91 518 31 932 153 103 68
"AT1G07230" 776 1566 590 1650 1066 1211 1896 1969 3696 845
"AT1G07240" 43 350 47 281 86 203 162 456 772 28
"AT1G07250" 653 1670 725 1045 783 629 1820 1444 3077 952
"AT1G07260" 94 501 285 2376 319 1027 524 1494 3837 31
"AT1G07270" 396 247 260 172 224 78 399 168 147 39
"AT1G07280" 39 3083 155 4281 135 2789 174 4224 9036 3081
"AT1G07290" 110 564 101 438 142 315 181 467 575 27
"AT1G07300" 103 72 80 65 162 30 121 162 253 32
"AT1G07310" 1056 3071 1364 2747 1703 2172 3069 3802 9518 867
"AT1G07320" 12085 4571 12754 5410 15197 4132 31521 13268 11780 1617
"AT1G07330" 6 4 17 7 35 0 24 6 12 2
"AT1G07340" 0 0 1 0 0 0 1 3 0 0
"AT1G07350" 2124 1421 2102 2207 2681 852 7717 3345 4826 240
"AT1G07360" 4381 2260 3529 2966 3812 1437 6245 3533 6289 647
"AT1G07370" 6770 1903 5908 1640 5799 1013 10712 3223 2446 340
"AT1G07380" 1325 2275 1269 3666 1335 987 2566 2388 3628 430
"AT1G07390" 245 126 184 54 224 40 307 51 94 16
"AT1G07400" 178 114 269 112 242 75 1298 402 567 37
"AT1G07410" 50 219 44 192 52 154 104 272 291 40
"AT1G07420" 1656 2835 1797 3022 2212 1883 4352 2763 3362 489
"AT1G07430" 0 1 7 45 3 21 10 49 63 154
"AT1G07440" 336 4 215 11 325 0 747 191 27 18
"AT1G07450" 55 4 66 1 61 0 147 38 0 2
"AT1G07460" 0 1 0 0 0 1 1 0 0 0
"AT1G07470" 751 430 641 518 978 194 1513 658 601 106
"AT1G07473" 25 280 61 418 76 335 52 1220 1063 108
"AT1G07476" 4 24 8 41 4 25 4 65 93 3
"AT1G07480" 698 484 766 423 767 322 1252 708 661 139
"AT1G07485" 0 0 0 0 1 0 2 0 0 0
"AT1G07490" 5 2 3 1 5 3 19 2 0 3
"AT1G07500" 5 23 16 10 47 6 408 56 60 6
"AT1G07510" 3668 3626 3242 3367 3545 1578 5833 3712 7130 1148
"AT1G07520" 1598 563 1724 613 1661 310 3437 793 1074 136
"AT1G07530" 2282 1740 2103 1748 2897 1450 5049 1940 2748 919
"AT1G07540" 0 40 6 15 1 13 3 6 119 26
"AT1G07550" 0 0 1 4 0 0 0 0 0 1
"AT1G07560" 0 0 4 0 3 0 1 0 0 5
"AT1G07570" 2839 531 2589 355 3223 264 7253 1523 758 123
"AT1G07580" 1 0 0 0 0 0 1 0 0 0
"AT1G07590" 437 633 230 429 405 339 926 647 368 505
"AT1G07600" 0 0 0 0 0 0 0 0 0 0
"AT1G07610" 0 3 1 3 2 9 3 15 4 13
"AT1G07615" 1370 310 1318 339 1338 114 1708 498 673 218
"AT1G07620" 1 109 3 135 5 27 2 86 53 7
"AT1G07630" 715 639 1061 598 1267 375 1823 749 1540 260
"AT1G07640" 29 17 51 9 86 14 239 23 8 77
"AT1G07645" 2 41 0 38 3 6 47 47 38 0
"AT1G07650" 720 262 566 188 945 107 1631 423 394 303
"AT1G07660" 2274 1243 2415 1471 1741 655 4294 1866 1627 550
"AT1G07670" 5427 6896 4148 3804 5460 3172 9845 5436 9207 937
"AT1G07680" 1 85 0 15 2 7 4 62 17 0
"AT1G07690" 17 1907 3 100 12 32 43 234 51 4
"AT1G07700" 664 376 683 387 594 251 1472 535 341 215
"AT1G07702" 0 0 0 0 0 0 0 0 0 0
"AT1G07705" 3043 1264 2302 1560 2346 494 3466 1136 1197 141
"AT1G07710" 66 232 89 38 176 15 161 33 159 26
"AT1G07720" 77 4919 67 1827 82 1333 132 914 10286 1788
"AT1G07725" 1 0 2 2 3 1 3 0 1 0
"AT1G07728" 1 2 1 3 11 0 5 0 0 10
"AT1G07730" 0 0 0 0 0 0 0 0 0 0
"AT1G07740" 383 177 240 193 306 60 444 213 252 44
"AT1G07745" 399 217 355 228 359 94 631 339 317 44
"AT1G07747" 14 315 0 1 0 0 0 7 7 3
"AT1G07750" 134 6294 1624 18357 2924 21560 5589 27638 27400 759
"AT1G07760" 0 0 0 0 0 0 0 0 0 0
"AT1G07770" 23910 9539 19771 10721 25511 6344 43230 18503 13849 3467
"AT1G07780" 1189 480 804 323 924 184 2062 684 533 22
"AT1G07790" 12468 4526 11838 1919 7919 1088 18418 6950 6420 1712
"AT1G07795" 16 222 8 72 3 18 35 177 196 21
"AT1G07800" 0 0 0 1 0 0 0 0 0 6
"AT1G07810" 3281 3957 2771 3794 3007 1888 4575 3170 5660 621
"AT1G07820" 6575 2920 7171 2816 5873 1440 11717 4076 3037 881
"AT1G07830" 2888 706 2303 750 2480 411 5336 1550 1459 171
"AT1G07840" 2270 957 1532 854 1534 426 2231 1067 1428 556
"AT1G07850" 32 12 16 10 44 0 97 12 7 0
"AT1G07860" 7 0 9 1 9 0 12 5 0 0
"AT1G07870" 2820 4064 3477 4458 3302 3533 6832 5386 8340 1023
"AT1G07880" 6 9 28 38 36 44 49 86 21 7
"AT1G07885" 0 4 5 1 0 1 2 1 0 0
"AT1G07890" 35887 19273 21588 14212 22509 11432 56317 33318 38843 3516
"AT1G07900" 0 0 0 0 0 0 5 0 0 0
"AT1G07901" 18 20 50 39 50 15 75 52 36 1
"AT1G07910" 1877 1127 1083 809 1124 230 1730 908 1446 220
"AT1G07920" 22810 13241 19408 17350 23964 9709 39690 21954 25457 3924
"AT1G07930" 57906 22833 30667 16850 32946 9050 65919 26632 30586 4471
"AT1G07940" 28007 15096 19135 16531 20057 7942 35903 19017 16552 2516
"AT1G07950" 673 426 575 391 772 350 1439 875 816 268
"AT1G07960" 1041 1129 1260 1639 1461 742 2164 1253 833 757
"AT1G07970" 3138 1545 2506 1193 2658 700 4475 1580 2398 269
"AT1G07980" 986 896 766 758 755 338 1424 1017 1612 697
"AT1G07985" 0 1 2 1 7 0 96 9 0 0
"AT1G07990" 2604 2302 2507 1838 2916 588 3916 2146 3424 1242
"AT1G08000" 1385 719 1349 713 1348 444 2405 1013 2158 197
"AT1G08005" 7 3 3 2 5 0 11 4 0 0
"AT1G08010" 1736 1467 1867 1436 2038 1240 3663 2075 4472 501
"AT1G08030" 774 569 548 537 831 344 1259 658 749 331
"AT1G08032" 0 0 0 0 0 0 0 0 0 0
"AT1G08035" 13 24 57 61 38 24 45 40 17 6
"AT1G08040" 1108 924 1256 954 1190 626 2302 1155 1394 275
"AT1G08050" 80 516 81 498 110 244 177 322 525 112
"AT1G08060" 3430 2427 2847 1493 2876 394 3663 1746 3537 728
"AT1G08065" 14 504 0 45 0 2 2 5 31 3
"AT1G08070" 326 97 224 75 293 28 452 64 77 38
"AT1G08080" 0 0 0 0 0 0 0 3 0 0
"AT1G08090" 0 0 0 0 0 0 0 6 0 3
"AT1G08100" 0 0 0 0 0 0 0 1 0 0
"AT1G08105" 0 0 0 0 0 0 0 0 0 0
"AT1G08110" 2891 2297 2894 3289 3488 1780 7052 4758 5135 671
"AT1G08115" 17 25 23 25 15 45 83 166 26 8
"AT1G08120" 24 9 22 16 40 3 78 45 47 2
"AT1G08125" 1048 741 1226 1082 1239 555 1880 1306 1730 299
"AT1G08130" 7023 3243 5463 2402 5578 1152 9181 2958 3916 883
"AT1G08135" 0 0 0 0 0 0 0 1 6 0
"AT1G08140" 0 7 0 11 0 0 0 6 32 1
"AT1G08150" 0 4 0 6 0 0 0 23 56 0
"AT1G08160" 0 0 0 0 0 0 0 1 0 8
"AT1G08165" 0 2 0 0 0 0 0 5 0 2
"AT1G08170" 2 1 4 0 4 0 1 0 0 0
"AT1G08180" 73 38 62 38 113 21 174 47 70 67
"AT1G08190" 4448 6323 3189 5102 3846 2303 5861 4698 9282 1193
"AT1G08200" 4983 5027 4360 4102 6465 3414 10851 6053 9982 1687
"AT1G08210" 988 358 963 469 1366 298 2119 655 685 88
"AT1G08220" 725 310 575 296 749 198 1021 294 363 86
"AT1G08230" 9 9 24 53 27 43 27 108 26 6
"AT1G08240" 0 0 0 0 0 0 0 0 0 0
"AT1G08250" 171 187 164 226 175 144 374 223 382 11
"AT1G08260" 4860 2897 3437 1721 3723 558 4410 1609 2658 418
"AT1G08270" 157 135 117 61 147 38 264 90 72 120
"AT1G08280" 252 402 224 597 282 323 421 316 896 1352
"AT1G08290" 1 0 0 2 0 0 3 0 0 9
"AT1G08300" 296 94 74 44 175 46 377 121 150 50
"AT1G08310" 4 7 9 19 22 20 11 11 20 0
"AT1G08315" 141 229 106 268 147 166 339 531 830 99
"AT1G08320" 14 533 25 655 18 457 6 861 1146 84
"AT1G08340" 75 71 19 9 13 2 110 37 52 21
"AT1G08350" 713 1032 579 1020 753 700 1343 777 807 194
"AT1G08360" 33658 11991 26391 12922 30191 7807 49311 20671 19088 2895
"AT1G08370" 2558 2465 2097 2412 2510 1464 4178 3229 5136 813
"AT1G08380" 7167 6494 11975 6862 13789 7812 49862 32379 20292 1737
"AT1G08390" 305 153 302 121 284 117 677 464 269 41
"AT1G08400" 448 546 331 455 307 165 464 251 398 76
"AT1G08410" 3572 846 2402 585 2772 213 3812 1049 1582 253
"AT1G08420" 3754 3543 2828 3842 2925 1623 4826 3269 7659 573
"AT1G08430" 23 4 62 0 64 4 67 2 6 2
"AT1G08440" 0 0 0 0 2 0 0 0 0 1
"AT1G08450" 2613 753 2245 838 2363 386 3903 1265 1653 357
"AT1G08460" 791 652 615 831 1042 818 2188 1838 2089 187
"AT1G08465" 931 4 669 14 1011 0 1352 149 16 58
"AT1G08470" 1039 1376 712 1419 906 732 1722 1274 2268 786
"AT1G08480" 3280 2429 2837 2674 3605 1744 7222 4616 3868 571
"AT1G08490" 1772 1007 1735 1095 2173 759 3147 1334 1704 160
"AT1G08500" 181 4 119 2 252 8 541 61 0 12
"AT1G08510" 2553 4328 2707 4481 2895 2558 4838 4945 8164 3849
"AT1G08520" 9593 2656 9052 2372 11555 1386 18950 6853 5808 1185
"AT1G08530" 784 692 718 602 717 396 1430 765 768 209
"AT1G08540" 3285 927 3341 941 4491 669 6037 2430 2452 570
"AT1G08550" 873 563 712 601 874 340 1395 789 1025 285
"AT1G08560" 8650 11344 12524 21956 14390 17704 19683 21916 26978 2287
"AT1G08570" 564 1181 1628 4669 1894 2624 2613 5006 2861 401
"AT1G08580" 4252 928 2773 844 2936 418 4725 1570 1767 416
"AT1G08590" 211 206 130 273 162 99 273 222 377 80
"AT1G08592" 0 0 0 0 0 0 0 0 0 0
"AT1G08600" 7712 6892 4350 4694 4887 844 6224 4390 7874 2137
"AT1G08610" 848 198 951 192 1241 66 1793 318 273 66
"AT1G08620" 2927 2776 2323 2170 2680 877 4277 2160 3793 581
