"GSM1017156" "GSM1017157" "GSM1017158" "GSM1017159" "GSM1017160" "GSM1017161" "GSM1017162" "GSM1017163" "GSM1017164" "GSM1017165" "GSM1017166" "GSM1017167"
"AT1G75410" 2100 2114 1889 2160 1940 526 3034 2248 3785 2200 1903 300
"AT1G75420" 656 1263 989 1127 1200 375 668 919 882 789 581 734
"AT1G75430" 14 10 6 1 8 8 10 14 10 3 16 6
"AT1G75440" 371 603 595 527 823 2520 349 447 463 546 713 2215
"AT1G75450" 107 75 155 202 189 258 122 140 115 244 322 323
"AT1G75460" 3531 3488 3639 135 492 215 7234 6972 8655 268 1195 89
"AT1G75470" 0 0 1 1 1 0 5 1 15 2 0 0
"AT1G75480" 146 192 187 180 148 86 80 148 97 122 60 82
"AT1G75490" 107 948 401 124 134 1373 136 104 305 140 58 1518
"AT1G75500" 5758 7315 6254 605 8733 1387 5447 7239 5198 2172 4969 1045
"AT1G75510" 1007 1212 1198 1863 1627 696 955 1064 1050 1585 1811 716
"AT1G75520" 170 209 168 856 99 34 99 192 103 1376 96 47
"AT1G75530" 0 0 4 0 2 1 0 0 1 0 0 2
"AT1G75540" 1930 2704 1494 1316 3947 825 1472 1504 1575 1831 2157 627
"AT1G75550" 118 71 40 0 74 16 96 107 55 2 57 23
"AT1G75560" 1214 2402 2449 3944 1763 624 1661 2034 2076 2839 2266 643
"AT1G75570" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G75580" 93 214 48 67 86 125 165 117 163 61 123 247
"AT1G75590" 46 59 57 19 54 2 47 54 27 25 53 14
"AT1G75600" 5 11 10 117 8 17 5 4 6 47 84 31
"AT1G75610" 2 1 1 10 4 0 2 2 1 7 20 1
"AT1G75620" 49 42 49 56 25 68 28 65 32 135 50 42
"AT1G75630" 1601 2003 2595 3081 2338 225 2018 1824 2469 1718 1559 253
"AT1G75640" 445 217 168 19 150 691 373 404 236 49 227 636
"AT1G75650" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G75660" 4680 4597 3223 4267 3897 2656 5077 4711 5397 7893 5872 2351
"AT1G75670" 491 533 464 1112 747 826 417 345 379 569 2593 984
"AT1G75680" 5241 5920 4584 789 7577 623 4244 4666 4258 748 3407 374
"AT1G75690" 3430 3246 4155 494 1339 426 5474 6531 8125 427 1296 140
"AT1G75700" 39 21 33 17 24 10 21 46 33 23 18 12
"AT1G75710" 640 681 517 40 803 588 768 792 666 50 881 909
"AT1G75717" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G75720" 40 19 20 15 18 23 31 47 31 14 39 26
"AT1G75730" 837 1787 648 612 1289 778 978 821 1002 664 885 391
"AT1G75740" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G75750" 2788 37183 9526 28616 16032 5662 7692 3863 7731 9928 14197 702
"AT1G75760" 933 1901 1069 1350 1753 348 867 871 989 1253 1051 228
"AT1G75770" 157 509 298 257 60 108 197 189 247 127 181 40
"AT1G75780" 1230 1377 816 311 1761 57 638 846 443 287 541 54
"AT1G75790" 1 0 0 0 0 0 0 0 0 0 0 0
"AT1G75800" 2655 6751 4692 890 2929 922 3448 4359 4111 1862 2714 1548
"AT1G75810" 244 255 336 555 272 574 497 546 664 513 1272 497
"AT1G75820" 2766 3535 2867 7356 2915 3768 2473 3469 2473 6549 1830 2154
"AT1G75830" 3 8 5 404 2 5 0 64 1 4124 155 42
"AT1G75840" 2127 5379 3431 1958 2980 2734 2288 2776 2541 1486 2429 3486
"AT1G75850" 1593 3200 2053 4688 2203 1835 1537 2549 1994 6260 1888 1930
"AT1G75860" 803 1375 1103 1632 5336 785 967 786 957 1087 1654 1303
"AT1G75870" 0 0 0 0 0 1 0 0 0 0 0 0
"AT1G75880" 300 447 324 61 982 390 371 225 303 41 282 129
"AT1G75890" 32 32 32 10 16 7 19 22 14 16 15 5
"AT1G75891" 0 10 3 3 1 2 3 2 2 0 2 0
"AT1G75900" 470 442 627 58 409 89 493 465 533 63 225 70
"AT1G75910" 0 0 1 0 6 5 1 1 1 0 0 16
"AT1G75920" 8 7 18 2 5 8 8 14 3 9 3 18
"AT1G75930" 2 1 0 0 0 0 2 2 0 0 0 0
"AT1G75940" 1 0 1 0 1 1 0 0 0 0 0 0
"AT1G75950" 6274 6957 6817 8611 10667 1218 6393 6259 6996 7894 6922 911
"AT1G75960" 212 343 513 137 195 1114 372 316 497 219 163 865
"AT1G75970" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G75980" 362 500 545 777 212 341 367 401 372 375 450 213
"AT1G75990" 1147 1390 902 873 2464 562 1107 1144 1061 1257 1499 566
"AT1G76000" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G76010" 6018 7016 5655 5088 5621 576 8229 6922 7706 4786 8545 564
"AT1G76020" 346 766 803 629 257 284 382 724 501 415 324 274
"AT1G76030" 8454 8653 8616 11371 8436 3353 8733 8245 9998 13046 6044 2866
"AT1G76040" 797 450 644 1300 901 13579 574 607 468 1545 1832 17568
"AT1G76050" 728 1474 1331 876 698 778 1082 1454 1774 914 1026 641
"AT1G76060" 205 439 464 957 442 139 249 377 335 673 549 151
"AT1G76062" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G76065" 98 199 132 139 179 81 84 72 90 81 137 43
"AT1G76070" 204 302 450 1426 1131 4645 169 199 294 1768 3108 2904
"AT1G76080" 10522 10269 12251 2589 4358 1873 15420 12406 14924 2582 5452 590
"AT1G76090" 1551 3523 1719 1493 3181 7854 1271 1105 1234 1294 3569 4583
"AT1G76100" 4327 6797 5294 594 1044 719 5179 7746 6164 605 2534 312
"AT1G76110" 738 1266 726 43 56 152 1530 1350 1586 55 263 82
"AT1G76120" 471 643 561 624 278 130 466 572 575 480 663 132
"AT1G76130" 675 355 422 159 1294 1493 717 523 628 185 1750 1991
"AT1G76135" 3 5 1 3 1 1 3 2 3 1 1 1
"AT1G76140" 2812 2785 2555 2369 2380 2387 2885 2945 3078 4280 3338 1813
"AT1G76150" 1384 2221 2416 7106 1473 1202 1254 1386 1503 7132 1092 1007
"AT1G76160" 5877 12269 8813 5072 21530 11514 5092 3907 4720 4546 13950 16436
"AT1G76170" 171 1358 1360 2511 126 609 267 1078 653 1850 229 518
"AT1G76180" 8044 16144 23406 12049 60635 16794 7135 13421 10378 11922 9793 11394
"AT1G76185" 150 344 212 413 316 205 191 260 281 316 288 128
"AT1G76190" 33 34 27 5 23 83 60 42 63 3 28 49
"AT1G76200" 2495 2424 3448 3526 2164 475 2692 3315 3140 3024 2104 666
"AT1G76210" 2 9 3 0 27 14723 4 4 2 0 697 22379
"AT1G76220" 30 33 24 13 20 284 9 11 10 23 106 300
"AT1G76230" 3 6 11 9 5 5 7 5 2 11 21 8
"AT1G76240" 210 235 240 13 551 77 193 431 593 8 223 186
"AT1G76250" 59 98 55 41 69 11 39 67 39 35 112 10
"AT1G76260" 508 996 633 2450 490 196 329 659 380 2015 479 185
"AT1G76270" 719 1258 789 922 804 1098 512 909 693 1317 989 1594
"AT1G76280" 855 1344 832 835 813 413 999 1203 1142 1144 1257 376
"AT1G76290" 0 0 1 0 0 0 0 0 0 1 1 3
"AT1G76300" 764 856 879 1262 932 478 1143 963 1172 919 2300 643
"AT1G76310" 586 381 297 60 179 114 324 470 263 99 179 158
"AT1G76320" 951 1768 933 1219 1541 697 939 1180 1156 1841 849 636
"AT1G76330" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G76340" 888 1129 1279 827 1533 2237 707 817 847 719 1588 3397
"AT1G76350" 975 1404 1358 971 718 3977 914 1233 1272 1237 1947 4818
"AT1G76360" 958 942 2857 4737 1327 15529 684 853 1151 4274 1722 15338
"AT1G76370" 0 0 0 5 0 152 2 0 0 5 1 382
"AT1G76380" 532 526 495 817 925 955 555 560 605 1421 616 1000
"AT1G76390" 1169 1182 1351 4849 2390 1643 928 966 1081 5664 2232 1810
"AT1G76400" 3078 3418 1965 1721 3488 1076 2589 2504 2425 2250 2671 985
"AT1G76405" 640 773 660 423 274 282 718 587 599 237 589 329
"AT1G76410" 25 121 53 18 19 28 113 75 80 226 38 95
"AT1G76420" 49 36 57 65 17 289 62 80 59 18 43 610
"AT1G76430" 39 6 49 58 2 361 9 14 9 164 35 766
"AT1G76440" 275 279 282 94 198 1409 259 310 274 111 487 1831
"AT1G76450" 3440 4267 4350 1114 1583 1932 4769 4360 5632 544 2005 1413
"AT1G76460" 1013 3197 1511 1437 1268 715 1102 2076 1605 1893 905 677
"AT1G76470" 29 29 71 1257 50 235 33 10 43 1036 207 1602
"AT1G76480" 3 6 11 202 8 16 7 0 6 101 71 92
"AT1G76490" 9841 31116 14354 14177 31144 12035 13210 11976 14920 13329 9355 7941
"AT1G76500" 76 74 62 83 57 6 38 70 36 134 91 4
"AT1G76510" 583 837 570 859 673 706 752 791 676 1125 872 684
"AT1G76520" 2700 3683 4056 5740 5474 10638 3547 2142 3690 8225 10602 12805
"AT1G76530" 205 242 271 9 23 3 286 776 402 14 12 29
"AT1G76540" 833 568 472 102 234 195 642 946 470 210 362 330
"AT1G76550" 2116 2187 1552 2434 2113 1785 1525 2079 1361 2715 4886 1824
"AT1G76560" 167 297 353 643 217 189 236 313 273 381 364 170
"AT1G76570" 671 864 731 326 367 290 1220 1880 2057 314 335 375
"AT1G76580" 1348 4708 2515 2344 3284 5873 1302 2335 1979 4619 2966 6059
"AT1G76590" 245 535 489 622 423 888 482 366 732 1051 811 682
"AT1G76600" 977 250 1498 1418 987 62038 748 277 1227 2159 9184 83745
"AT1G76610" 28 78 84 0 38 50 33 51 27 1 53 64
"AT1G76620" 493 426 509 480 437 4554 494 349 298 263 780 5029
"AT1G76630" 1452 2338 1425 1796 1436 1638 1652 2197 1870 3307 1564 1450
"AT1G76640" 4 3 6 14 28 2059 2 6 0 9 10 1510
"AT1G76650" 300 175 3153 4770 960 52982 49 57 159 1205 3110 67442
"AT1G76660" 1457 1895 1308 1208 2339 1088 1298 1242 1212 1457 1697 1161
"AT1G76670" 3646 5117 4117 2540 7665 1755 3099 3191 3339 2284 5228 2275
"AT1G76680" 9114 5578 18167 3458 14467 60662 6909 4441 6063 4758 35513 64591
"AT1G76690" 1690 916 1886 846 2721 2218 960 817 880 1106 4773 3283
"AT1G76700" 806 1236 1202 691 3368 3937 802 690 826 1263 2041 3153
"AT1G76705" 53 133 140 153 90 29 75 94 162 108 107 9
"AT1G76710" 627 1092 622 694 808 791 665 745 672 797 1219 786
"AT1G76720" 364 1256 624 446 96 208 529 983 760 809 336 233
"AT1G76728" 0 0 0 0 0 0 0 0 0 1 0 0
"AT1G76730" 1517 2695 2491 2430 898 811 2270 3161 3112 1613 1274 862
"AT1G76740" 414 213 120 13 213 29 302 368 212 74 146 43
"AT1G76750" 0 0 0 0 5 0 0 0 0 2 1 0
"AT1G76760" 211 216 198 378 103 80 117 192 140 309 218 79
"AT1G76770" 15 6 8 2 5 15 6 10 8 3 7 11
"AT1G76780" 187 200 65 63 145 170 155 204 130 223 206 363
"AT1G76790" 1765 2876 3481 1358 2235 2015 1327 2659 832 2325 1176 3036
"AT1G76800" 60 62 110 4 114 26 102 124 83 13 148 20
"AT1G76810" 9010 7207 7005 7057 10155 22277 8951 9070 10696 14580 21126 23636
"AT1G76820" 397 861 820 840 347 696 469 836 784 1143 585 792
"AT1G76830" 0 0 0 0 0 3 0 0 0 0 0 4
"AT1G76840" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G76850" 4145 5709 4130 3774 3497 2478 4450 5389 5159 6745 3525 1686
"AT1G76860" 629 1310 1443 1257 913 335 735 811 820 591 739 327
"AT1G76870" 219 294 175 89 178 34 213 195 207 83 177 36
"AT1G76878" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G76880" 270 276 242 130 254 130 253 275 206 192 309 87
"AT1G76890" 141 347 206 141 125 153 191 186 225 126 184 40
"AT1G76892" 2 0 0 0 0 0 0 0 0 0 0 1
"AT1G76900" 1382 2040 1936 2807 2462 7864 1463 1432 1694 3750 1513 6101
"AT1G76910" 0 0 0 0 0 0 1 0 0 0 0 0
"AT1G76911" 0 0 0 0 0 0 1 1 0 0 0 2
"AT1G76920" 931 1733 1294 1996 2107 1165 1251 1344 1802 2381 2165 1027
"AT1G76930" 17364 14373 35490 310631 7061 3171 5299 5093 5567 259277 9233 2092
"AT1G76940" 585 884 778 1614 1058 1116 610 755 751 1235 863 1161
"AT1G76950" 1724 2224 1224 1083 2266 827 1689 1950 1685 2196 1771 728
"AT1G76952" 88 64 64 6 49 12 59 88 33 20 27 11
"AT1G76954" 0 1 5 0 0 2 1 2 4 0 0 2
"AT1G76955" 121 53 197 0 0 0 147 189 265 7 11 2
"AT1G76960" 1003 112 1256 233 32 2 627 333 1089 316 61 5
"AT1G76965" 1 0 1 0 2 1 0 2 3 4 3 4
"AT1G76970" 568 544 684 2253 996 2867 497 536 550 2834 2472 4242
"AT1G76980" 301 288 472 886 576 1021 208 256 269 1152 851 1368
"AT1G76990" 4684 6793 5135 1550 3974 8064 4293 4061 5313 1614 7582 6257
"AT1G76994" 1 0 3 1 0 5 0 1 2 1 2 25
"AT1G77000" 312 376 414 976 553 216 375 430 423 1686 321 177
"AT1G77010" 63 102 70 114 52 24 65 79 68 97 91 42
"AT1G77020" 694 726 498 159 523 197 537 440 443 300 498 111
"AT1G77030" 2145 1585 1081 1302 1914 1496 2074 1690 1563 2246 7286 2041
"AT1G77040" 1 2 0 1 10 0 0 0 1 2 2 1
"AT1G77060" 1349 1353 1781 195 441 6231 1798 1558 1714 127 653 8142
"AT1G77080" 875 2407 1899 2778 1201 823 1203 1809 1480 2302 711 737
"AT1G77090" 1922 1836 2820 1627 321 517 2946 3962 3918 983 951 352
"AT1G77093" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G77095" 0 0 0 0 0 5 0 2 4 0 0 46
"AT1G77100" 0 14 0 2 0 73 2 4 2 24 8 503
"AT1G77110" 176 82 52 9 79 158 191 247 105 12 137 97
"AT1G77120" 6133 2974 3647 35382 9165 194 483 1178 1058 13870 1507 310
"AT1G77122" 848 900 808 343 141 221 1115 1046 1233 288 765 147
"AT1G77130" 2431 2475 3100 5009 1282 1421 1390 1961 2090 5039 1088 1162
"AT1G77131" 131 298 191 68 84 1119 85 221 182 106 56 1277
"AT1G77138" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G77140" 985 1549 1230 1644 2541 1138 961 1118 982 1674 1609 1016
"AT1G77145" 96 83 122 679 19 28 103 85 179 947 32 70
"AT1G77150" 8 3 18 73 0 0 2 0 2 26 0 1
"AT1G77160" 8 2 7 15 0 1 7 1 0 15 2 1
"AT1G77170" 237 389 295 415 431 100 257 366 334 469 274 130
"AT1G77180" 4425 5563 3639 3922 6383 1476 5181 5001 5562 5824 6705 1358
"AT1G77190" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G77200" 42 34 44 4 68 34 14 13 14 4 24 9
"AT1G77210" 339 2566 1266 451 215 83 820 626 1232 987 312 30
"AT1G77220" 889 1402 1065 1475 1226 1306 854 987 994 2098 1156 1259
"AT1G77230" 204 527 345 446 332 62 250 552 400 738 313 54
"AT1G77235" 2 7 5 6 10 0 1 1 5 13 9 0
"AT1G77240" 1 0 0 1 0 0 0 0 0 0 0 0
"AT1G77250" 469 566 570 273 489 1447 447 396 416 265 534 1760
"AT1G77260" 1498 1891 1619 1441 1670 888 1359 1962 1564 1893 1273 954
"AT1G77270" 388 883 236 33 322 474 401 445 293 27 348 567
"AT1G77280" 744 576 708 552 418 432 573 908 800 902 720 606
"AT1G77290" 311 733 413 291 1105 890 252 314 282 212 425 718
"AT1G77300" 3892 3240 2220 2072 3999 2824 4071 3676 4233 5338 3964 2125
"AT1G77310" 235 246 220 255 188 122 256 374 298 545 293 237
"AT1G77320" 626 904 629 1393 989 577 583 904 603 2289 832 989
"AT1G77330" 1961 1612 1462 110 948 97 344 1042 596 103 916 145
"AT1G77340" 3 19 9 10 0 2 1 8 5 6 0 10
"AT1G77350" 777 1155 1006 1310 955 357 705 838 803 845 688 460
"AT1G77360" 96 126 95 143 71 506 86 81 71 172 170 1061
"AT1G77370" 1067 1234 1945 3610 1035 992 925 1041 1165 2330 1135 1522
"AT1G77380" 309 387 306 679 525 479 120 186 147 2076 781 408
"AT1G77390" 84 119 127 21 166 1784 121 109 91 35 205 2928
"AT1G77400" 160 129 172 77 44 39 262 303 194 174 71 214
"AT1G77405" 38 46 36 69 55 29 58 43 42 71 81 59
"AT1G77410" 192 563 466 111 652 189 182 501 325 170 330 290
"AT1G77420" 681 823 1091 1243 233 1040 469 762 636 1691 354 1353
"AT1G77440" 1573 1787 1797 2623 2397 935 1562 1776 1663 2432 2223 1198
"AT1G77450" 854 456 1264 1099 1895 4503 1241 889 1218 1575 3092 8753
"AT1G77460" 1648 2007 1352 441 735 1410 1454 1853 1391 971 1560 1007
"AT1G77470" 647 744 516 506 522 511 736 726 638 736 1071 689
"AT1G77480" 983 1642 1343 1055 886 1199 1191 1205 1455 1023 998 1374
"AT1G77490" 3889 5066 3716 377 4448 3426 6088 7572 6908 400 2253 2157
"AT1G77500" 768 874 958 2232 1391 2167 673 679 886 4276 1553 2344
"AT1G77510" 3426 3359 3443 6162 8678 707 2929 3210 3226 8103 3378 663
"AT1G77520" 90 74 136 3 355 189 172 254 98 44 244 669
"AT1G77525" 5 5 5 1 7 546 2 4 1 0 13 992
"AT1G77530" 51 119 70 12 99 1177 82 136 61 26 179 4531
"AT1G77540" 496 676 911 1356 523 317 552 492 517 776 1013 424
"AT1G77550" 1473 1195 868 627 712 262 1391 1213 1065 1162 3994 376
"AT1G77560" 0 0 0 0 0 0 0 0 0 1 0 0
"AT1G77570" 75 93 82 189 135 83 107 52 99 94 384 96
"AT1G77580" 1373 1184 774 50 724 635 1140 1392 927 125 493 606
"AT1G77590" 2737 2042 1905 567 1969 808 2877 3414 2711 725 2918 919
"AT1G77600" 1325 1163 861 503 1910 535 1507 1623 1487 1179 1311 534
"AT1G77610" 1821 1875 1400 1646 3006 476 1709 1964 1553 2112 1794 643
"AT1G77620" 565 574 395 293 544 1248 579 674 630 546 752 1435
"AT1G77630" 804 1282 565 133 558 2629 884 768 683 182 854 2066
"AT1G77640" 54 94 196 1235 279 17861 12 17 26 565 1156 12361
"AT1G77650" 0 0 0 0 0 1 0 0 0 0 0 2
"AT1G77655" 0 0 0 8 0 0 0 0 0 3 6 0
"AT1G77660" 341 315 412 658 259 173 304 290 339 659 507 191
"AT1G77670" 1790 1107 1650 1711 1454 1569 1551 1459 1501 1937 4698 1549
"AT1G77680" 1520 1812 1474 1262 2566 690 2275 1865 2272 2116 1751 521
"AT1G77682" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G77690" 1174 1332 689 182 544 50 785 1214 628 1050 531 31
"AT1G77700" 63 39 33 11 89 31 66 101 88 40 87 37
"AT1G77710" 2264 2271 4129 7811 2532 512 2535 2723 2805 4342 2131 675
"AT1G77720" 579 413 339 114 615 74 545 603 483 219 452 98
"AT1G77730" 9 10 23 6 186 3 6 16 6 20 65 7
"AT1G77740" 2925 2212 2129 1513 2634 1013 3419 3911 3976 2674 2549 1400
"AT1G77746" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G77750" 730 553 774 1180 562 311 629 679 559 515 1104 331
"AT1G77760" 14169 15307 10359 5626 110814 175459 19452 13298 20887 7277 51616 107045
"AT1G77765" 17 12 23 87 4 86 7 21 16 80 13 74
"AT1G77770" 681 850 600 1459 1350 630 714 697 749 2149 900 537
"AT1G77780" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G77790" 6 3 5 1 1 1 3 6 1 0 2 3
"AT1G77800" 4078 4574 3529 2571 4969 3329 5414 6813 6886 6854 4265 3689
"AT1G77810" 391 489 490 1844 532 373 382 420 390 1872 895 408
"AT1G77815" 0 0 0 0 0 1 0 0 0 0 0 0
"AT1G77820" 0 0 0 0 0 1 0 0 0 2 0 3
"AT1G77830" 0 0 0 4 0 0 0 1 0 3 6 1
"AT1G77840" 2875 3167 3290 6804 5734 1147 2837 3509 3427 8153 12114 1195
"AT1G77850" 311 446 445 1110 499 49 435 470 450 1375 270 64
"AT1G77855" 76 109 135 9 101 956 85 148 103 12 150 1362
"AT1G77860" 21 6 14 17 12 10 5 13 9 15 12 26
"AT1G77870" 29 138 47 6 53 4 47 38 34 3 50 5
"AT1G77880" 27 21 42 360 6 0 16 14 12 106 15 1
"AT1G77885" 422 560 611 547 420 164 297 536 365 602 256 232
"AT1G77890" 467 1242 1318 3376 1689 5582 419 916 703 4500 1333 4874
"AT1G77910" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G77920" 1642 2306 2827 9052 1595 69 1053 1667 1696 8845 1243 140
"AT1G77930" 2128 2521 3487 2623 1859 739 3137 3676 4594 1809 1187 422
"AT1G77932" 0 0 0 0 2 0 0 0 0 0 0 0
"AT1G77940" 8785 5980 5941 6240 3155 490 7365 5969 5998 3934 13538 541
"AT1G77950" 0 3 6 20 0 0 3 43 8 136 1 0
"AT1G77960" 24 2 40 2 1 10 4 63 14 22 1 2
"AT1G77980" 0 0 2 0 0 9 0 0 0 0 2 20
"AT1G77990" 1349 679 1255 200 250 347 725 906 701 465 930 326
"AT1G77992" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G78000" 4385 4739 5295 3270 6742 1991 1201 3509 2150 14425 18331 1068
"AT1G78010" 1019 1838 1696 1604 318 644 1148 2030 1512 1949 1066 690
"AT1G78020" 2331 1103 3835 304 177 315 3279 3348 2846 369 2242 397
"AT1G78030" 28 11 67 24 5 0 21 32 23 12 25 2
"AT1G78040" 13579 21036 17648 11200 30127 13237 12984 13402 12832 8304 18967 17115
"AT1G78050" 627 464 725 1073 678 496 224 432 281 899 1241 469
"AT1G78060" 3661 2333 2738 961 891 486 2180 3362 2035 2999 1931 1031
"AT1G78070" 927 607 1680 467 4510 5428 1198 1730 2021 985 1146 6066
"AT1G78080" 4245 5500 4839 13032 8496 2257 4416 4093 4580 8214 4515 2740
"AT1G78090" 364 244 174 18 154 42 113 258 100 56 128 101
"AT1G78095" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G78100" 640 1050 1107 737 988 1173 1033 968 1075 439 1069 809
"AT1G78110" 547 581 393 157 384 253 576 636 607 259 381 276
"AT1G78120" 554 551 421 46 208 440 329 652 246 289 1059 315
"AT1G78130" 334 660 413 778 416 258 294 463 376 634 435 400
"AT1G78140" 1398 1645 1238 422 1707 831 2307 2277 3393 544 1023 524
"AT1G78150" 2803 3152 2644 2096 3445 596 2866 3009 2643 2060 2610 460
"AT1G78160" 0 1 0 0 0 1 0 0 7 7 0 3
"AT1G78170" 537 1289 296 65 1373 865 1061 964 987 32 525 234
"AT1G78172" 24 55 40 79 36 4 36 67 46 74 18 9
"AT1G78180" 707 1173 857 521 240 146 1087 1533 1345 471 484 101
"AT1G78190" 141 181 166 528 99 63 144 163 163 278 536 63
"AT1G78200" 911 1122 1394 1654 521 631 1234 1076 1407 1044 947 493
"AT1G78206" 14 16 5 17 1 0 13 12 10 7 36 1
"AT1G78210" 649 977 956 876 1098 430 720 806 753 535 1188 293
"AT1G78220" 1 4 3 0 0 0 0 0 0 0 0 2
"AT1G78230" 1360 723 884 226 761 940 1656 1664 2188 561 590 875
"AT1G78240" 2975 5374 4218 3521 8971 3717 2375 2654 2717 3149 5596 4109
"AT1G78250" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G78260" 577 1669 615 667 645 338 450 492 449 647 642 207
"AT1G78265" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G78270" 9 50 37 16 17 1 11 16 24 10 9 2
"AT1G78280" 1475 2051 1661 2130 3610 13840 1240 1500 1425 3165 1955 23616
"AT1G78290" 1158 706 902 502 249 114 1437 1656 2110 1078 404 137
"AT1G78300" 4399 5222 4028 3139 7600 1580 4201 4521 4100 4056 5087 1782
"AT1G78310" 278 425 387 562 276 221 226 233 276 747 782 111
"AT1G78320" 255 142 114 53 85 6 118 224 126 55 83 11
"AT1G78330" 4 11 3 24 0 6 0 9 8 24 2 10
"AT1G78340" 286 398 403 136 430 693 87 393 185 333 3720 1390
"AT1G78350" 0 0 2 1 0 0 0 1 1 0 2 2
"AT1G78355" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G78360" 8 2 2 0 1 0 3 1 3 1 1 0
"AT1G78370" 16524 2760 15067 1294 4814 523 9493 13935 8901 1185 5455 819
"AT1G78380" 26337 19536 31726 53636 42779 8131 29549 23937 29471 56903 24830 13049
"AT1G78390" 3 4 8 9 5 26 4 8 8 14 5 217
"AT1G78400" 0 0 0 0 1 6 0 0 0 0 21 18
"AT1G78410" 65 38 287 820 11 1417 37 13 45 431 806 600
"AT1G78420" 1488 2163 1684 2497 3010 1610 1562 1524 1788 3061 3037 1393
"AT1G78430" 300 204 153 25 130 30 256 321 200 55 179 20
"AT1G78440" 15 11 20 0 1 2 37 33 14 0 1 2
"AT1G78450" 173 415 595 7 0 20 336 832 646 16 72 18
"AT1G78460" 850 2105 2739 297 321 84 1376 985 1816 158 721 25
"AT1G78470" 0 0 1 0 0 0 0 0 0 0 0 0
"AT1G78476" 25 67 51 4 17 0 56 68 72 8 9 1
"AT1G78478" 32 72 88 23 4 3 27 60 47 19 20 0
"AT1G78480" 14 83 49 9 2 9 30 64 35 7 13 0
"AT1G78490" 2122 1458 2253 545 597 705 1692 1813 1375 1120 1005 695
"AT1G78500" 2 5 3 0 1 2 5 12 1 3 1 1
"AT1G78510" 2030 1124 1690 1713 264 215 3636 3335 4372 1864 1262 266
"AT1G78520" 28 21 33 0 3 0 6 22 16 3 6 1
"AT1G78530" 165 184 168 70 66 93 141 147 162 68 176 64
"AT1G78540" 500 881 471 544 357 978 490 627 612 689 599 1014
"AT1G78550" 289 506 480 697 235 370 290 357 374 712 326 286
"AT1G78560" 1360 1221 1520 976 929 629 1400 1600 1569 922 1012 666
"AT1G78570" 17101 5673 8079 7471 13561 715 8449 11511 10506 12302 13814 1210
"AT1G78580" 3103 1013 1107 267 1382 1135 2550 3578 2419 817 1436 1129
"AT1G78590" 401 560 547 799 250 621 449 471 552 680 602 499
"AT1G78600" 1072 2523 1995 1509 3239 1843 1329 1373 2070 2443 2127 905
"AT1G78610" 1953 1492 1927 757 2842 4675 1619 2058 1631 1823 3524 4571
"AT1G78620" 1603 1718 1963 2030 1259 980 1979 1835 2222 1662 1760 1034
"AT1G78630" 13747 12023 12383 1333 8781 6659 17368 13002 16309 1098 9909 4057
"AT1G78640" 2 0 0 0 0 0 0 4 5 0 0 3
"AT1G78650" 445 485 464 450 730 212 479 430 372 581 905 362
"AT1G78660" 1702 2858 2563 2083 2129 1157 1150 1959 1385 1854 864 1291
"AT1G78670" 2778 4060 4698 4042 2088 285 2792 3085 3206 3600 2136 314
"AT1G78680" 3246 2791 4402 3078 2466 604 2840 3712 2992 3379 1455 612
"AT1G78690" 302 832 698 1720 255 499 324 890 569 1272 290 591
"AT1G78700" 704 879 859 317 866 1114 638 786 733 582 612 1296
"AT1G78710" 0 0 1 7 0 7 3 1 2 8 3 4
"AT1G78720" 3 3 3 0 1 0 7 3 6 8 6 5
"AT1G78730" 203 452 356 263 149 306 195 439 348 279 210 531
"AT1G78740" 0 0 0 0 0 0 0 0 0 0 0 1
"AT1G78750" 91 175 134 30 5 15 82 144 149 19 71 121
"AT1G78760" 15 0 16 0 3 193 4 1 2 1 19 563
"AT1G78770" 392 301 291 244 168 107 337 421 264 284 512 185
"AT1G78780" 181 601 987 17340 162 140 155 328 268 11817 122 300
"AT1G78790" 288 452 480 644 160 104 357 431 446 372 274 138
"AT1G78800" 766 1510 1111 3886 1286 645 777 1377 1018 3573 1025 659
"AT1G78810" 450 595 383 536 491 456 480 616 477 1045 660 419
