"GSM1390693" "GSM1390694" "GSM1390695" "GSM1390696" "GSM1390697" "GSM1390698"
"AT1G03350" 623 734 861 697 885 993
"AT1G03360" 249 274 355 191 190 313
"AT1G03365" 223 269 320 250 201 319
"AT1G03370" 448 429 522 493 537 697
"AT1G03380" 628 551 860 913 804 1216
"AT1G03390" 0 0 0 0 2 2
"AT1G03400" 265 225 311 184 204 245
"AT1G03410" 162 126 205 149 126 221
"AT1G03420" 0 0 0 0 0 0
"AT1G03430" 148 135 151 135 176 177
"AT1G03440" 679 636 807 583 642 817
"AT1G03445" 9 12 7 6 3 5
"AT1G03457" 153 185 238 197 298 313
"AT1G03470" 91 92 130 91 143 145
"AT1G03475" 3568 4442 5461 2689 4003 4595
"AT1G03490" 8 0 1 0 0 2
"AT1G03495" 165 173 193 111 117 184
"AT1G03502" 3 0 0 1 1 0
"AT1G03506" 9 2 0 2 1 4
"AT1G03510" 33 30 47 18 22 41
"AT1G03515" 0 0 0 0 0 0
"AT1G03520" 202 195 258 209 352 256
"AT1G03530" 486 603 739 357 473 519
"AT1G03540" 36 67 72 23 25 56
"AT1G03545" 1 4 4 2 0 1
"AT1G03550" 33 39 63 53 72 79
"AT1G03560" 143 194 213 162 232 232
"AT1G03570" 0 0 0 0 0 0
"AT1G03580" 18 27 35 24 29 74
"AT1G03590" 465 506 626 657 812 1013
"AT1G03600" 9978 9145 11708 8436 11222 8858
"AT1G03610" 307 376 547 450 524 621
"AT1G03620" 12 13 41 10 24 33
"AT1G03630" 2471 2943 3514 1052 1563 2081
"AT1G03640" 0 0 0 0 0 0
"AT1G03650" 39 74 84 46 58 54
"AT1G03660" 1 11 9 2 7 16
"AT1G03670" 0 0 0 0 0 0
"AT1G03680" 5866 6685 7987 4274 6729 6693
"AT1G03687" 255 251 322 240 405 354
"AT1G03700" 15 8 12 18 4 7
"AT1G03710" 3 4 12 3 6 6
"AT1G03720" 0 0 0 0 0 0
"AT1G03730" 168 103 197 146 156 166
"AT1G03740" 409 398 495 450 399 609
"AT1G03743" 0 0 0 0 1 0
"AT1G03746" 0 0 0 1 0 0
"AT1G03750" 92 77 83 100 132 118
"AT1G03760" 75 108 181 76 110 125
"AT1G03770" 73 79 112 81 79 104
"AT1G03780" 281 220 305 165 184 217
"AT1G03790" 72 54 56 103 155 122
"AT1G03800" 20 23 17 17 25 25
"AT1G03810" 0 0 0 0 0 0
"AT1G03820" 144 123 134 53 41 67
"AT1G03830" 226 273 288 189 173 236
"AT1G03840" 89 29 49 47 34 42
"AT1G03850" 218 175 233 275 301 381
"AT1G03860" 1136 1419 1910 930 1734 1680
"AT1G03870" 10879 10721 12559 8614 12153 10995
"AT1G03880" 2 0 0 1 1 1
"AT1G03890" 0 0 0 0 0 0
"AT1G03900" 1605 1238 1825 1619 2074 2162
"AT1G03905" 32 53 71 46 50 100
"AT1G03910" 880 807 1205 903 1097 1264
"AT1G03920" 40 47 64 28 69 54
"AT1G03930" 713 711 886 507 733 808
"AT1G03935" 16 7 4 6 7 6
"AT1G03940" 110 133 162 90 115 159
"AT1G03950" 124 126 193 114 148 169
"AT1G03960" 112 130 186 134 142 177
"AT1G03970" 111 54 88 80 102 115
"AT1G03980" 7 17 5 2 1 13
"AT1G03982" 0 0 0 0 0 0
"AT1G03990" 52 74 83 68 56 80
"AT1G04000" 513 305 494 330 434 417
"AT1G04010" 116 118 176 133 142 193
"AT1G04020" 149 243 287 177 173 244
"AT1G04030" 62 103 113 81 99 116
"AT1G04040" 2249 2832 3549 2052 2727 3615
"AT1G04050" 93 83 102 62 69 81
"AT1G04070" 238 174 205 165 302 175
"AT1G04080" 2569 2484 3911 2005 3036 3214
"AT1G04090" 49 31 25 23 77 33
"AT1G04100" 87 60 58 63 74 81
"AT1G04110" 102 140 160 134 157 202
"AT1G04120" 1156 1013 1219 1144 1426 1735
"AT1G04130" 91 126 144 78 86 114
"AT1G04140" 1783 1727 2517 1954 2660 2964
"AT1G04150" 13 10 17 7 1 10
"AT1G04160" 171 193 245 136 134 223
"AT1G04170" 1588 2000 2708 1408 1880 2413
"AT1G04171" 0 0 0 0 0 0
"AT1G04180" 54 21 21 13 26 14
"AT1G04190" 313 360 483 275 334 478
"AT1G04200" 379 333 432 250 387 460
"AT1G04210" 680 787 952 723 836 985
"AT1G04220" 191 116 133 143 148 177
"AT1G04230" 138 131 158 109 225 188
"AT1G04240" 405 569 487 321 424 420
"AT1G04250" 1467 1120 1497 927 1225 1110
"AT1G04260" 405 383 573 354 580 507
"AT1G04270" 6186 6597 8318 5405 6337 6458
"AT1G04280" 926 776 1330 1147 1313 1347
"AT1G04290" 12 28 39 20 22 27
"AT1G04295" 0 0 0 0 0 0
"AT1G04300" 1074 1316 1901 1350 1743 1954
"AT1G04310" 291 240 461 429 635 599
"AT1G04320" 0 0 0 0 0 0
"AT1G04330" 33 5 19 14 14 14
"AT1G04340" 204 199 255 175 234 277
"AT1G04350" 740 711 802 471 543 725
"AT1G04360" 79 47 64 58 68 71
"AT1G04370" 0 0 0 1 0 1
"AT1G04380" 1 1 3 1 2 7
"AT1G04390" 131 176 212 119 152 217
"AT1G04400" 1783 1725 2433 1986 3024 3160
"AT1G04410" 20185 18746 26785 20217 32572 30607
"AT1G04420" 1809 2168 2677 1566 2413 2308
"AT1G04425" 21 45 70 32 48 30
"AT1G04430" 1769 2042 2563 1774 1943 2690
"AT1G04440" 821 750 983 823 1024 1139
"AT1G04445" 2 3 2 2 4 0
"AT1G04450" 0 0 0 0 0 0
"AT1G04457" 9 24 29 7 34 16
"AT1G04470" 5 6 8 4 6 3
"AT1G04480" 4017 4049 5203 2412 3697 3246
"AT1G04490" 5 6 13 13 4 8
"AT1G04500" 0 1 4 0 1 3
"AT1G04501" 0 0 0 0 0 0
"AT1G04510" 915 1145 1455 1010 1299 1473
"AT1G04520" 353 358 443 185 306 333
"AT1G04530" 790 892 1028 618 1042 948
"AT1G04540" 56 26 43 32 97 42
"AT1G04550" 510 435 525 371 358 368
"AT1G04555" 47 56 74 44 55 78
"AT1G04560" 12 48 9 22 8 16
"AT1G04570" 6 6 10 3 6 5
"AT1G04580" 1 3 2 0 0 4
"AT1G04590" 229 315 404 258 362 379
"AT1G04600" 4 21 9 11 13 11
"AT1G04610" 42 22 53 67 156 96
"AT1G04620" 498 573 664 368 415 777
"AT1G04625" 0 0 1 0 0 1
"AT1G04630" 875 803 1051 654 1036 827
"AT1G04635" 29 41 37 16 11 21
"AT1G04640" 305 530 548 322 489 613
"AT1G04645" 0 0 0 0 1 0
"AT1G04650" 34 55 44 25 69 77
"AT1G04660" 729 445 793 772 418 543
"AT1G04670" 0 0 0 0 0 0
"AT1G04680" 3160 2645 3751 2598 2686 3180
"AT1G04684" 0 0 0 0 0 0
"AT1G04690" 1550 1466 2341 1477 2164 2390
"AT1G04700" 37 30 45 45 46 69
"AT1G04710" 503 584 720 358 556 581
"AT1G04720" 0 0 0 0 0 0
"AT1G04730" 93 132 161 60 111 149
"AT1G04750" 1067 1123 1418 1008 1359 1533
"AT1G04760" 28 27 59 17 42 29
"AT1G04770" 472 465 712 217 251 422
"AT1G04778" 11 5 9 3 37 3
"AT1G04780" 656 618 834 800 788 1086
"AT1G04790" 316 319 462 306 341 473
"AT1G04800" 7627 8269 8217 9548 9256 10409
"AT1G04810" 1210 1242 1955 1199 1643 1817
"AT1G04820" 11496 10993 17225 9942 12647 15120
"AT1G04830" 239 235 334 256 323 380
"AT1G04840" 10 25 24 21 16 32
"AT1G04850" 1398 1214 1700 1398 1616 1767
"AT1G04860" 571 550 680 512 615 693
"AT1G04870" 620 560 771 446 556 758
"AT1G04880" 4 12 18 24 7 12
"AT1G04890" 0 0 0 0 0 0
"AT1G04900" 111 132 145 75 127 154
"AT1G04910" 377 430 597 429 522 675
"AT1G04920" 26 36 39 46 52 61
"AT1G04930" 127 94 120 96 89 95
"AT1G04940" 88 147 132 51 65 79
"AT1G04945" 111 103 129 69 77 107
"AT1G04950" 259 339 425 255 330 445
"AT1G04960" 291 291 402 300 381 411
"AT1G04970" 295 369 445 347 555 517
"AT1G04980" 257 305 304 181 323 331
"AT1G04985" 460 454 546 407 564 548
"AT1G04990" 200 178 266 288 390 455
"AT1G05000" 226 183 215 154 283 352
"AT1G05010" 6786 6940 11620 8879 10821 12914
"AT1G05020" 144 160 265 230 264 305
"AT1G05030" 182 250 348 204 216 286
"AT1G05040" 0 1 1 0 0 1
"AT1G05055" 220 279 393 229 241 302
"AT1G05060" 119 133 174 125 132 173
"AT1G05061" 6 7 9 2 5 7
"AT1G05065" 8 11 23 12 12 15
"AT1G05070" 319 269 360 287 344 334
"AT1G05080" 0 0 1 0 0 0
"AT1G05085" 0 0 0 0 0 0
"AT1G05090" 18 27 42 26 19 21
"AT1G05100" 20 24 21 15 23 20
"AT1G05120" 418 407 487 377 488 536
"AT1G05135" 5779 4110 8079 3652 2329 3810
"AT1G05136" 5 7 3 19 5 9
"AT1G05140" 828 976 1065 764 1084 1132
"AT1G05150" 931 767 1137 913 940 1174
"AT1G05160" 145 129 199 121 119 194
"AT1G05170" 256 244 248 183 231 249
"AT1G05180" 384 435 576 395 552 670
"AT1G05190" 5716 8127 9644 4688 7938 7806
"AT1G05200" 617 809 1049 514 540 935
"AT1G05205" 438 290 503 352 452 445
"AT1G05210" 87 76 121 88 75 97
"AT1G05220" 7 6 7 11 51 10
"AT1G05230" 310 334 486 304 328 447
"AT1G05240" 46 13 14 50 45 46
"AT1G05250" 30 13 23 36 20 31
"AT1G05260" 1410 835 1097 1117 1115 1175
"AT1G05270" 501 468 620 446 590 767
"AT1G05280" 33 14 19 15 21 22
"AT1G05290" 0 0 0 0 1 0
"AT1G05291" 0 0 0 0 0 1
"AT1G05300" 172 163 240 234 441 436
"AT1G05310" 45 40 68 73 50 76
"AT1G05320" 342 283 281 251 248 370
"AT1G05330" 0 1 0 4 5 4
"AT1G05340" 165 69 118 172 175 173
"AT1G05350" 449 545 729 503 625 799
"AT1G05360" 113 132 164 110 126 224
"AT1G05370" 50 41 65 47 42 42
"AT1G05380" 662 670 822 738 640 1100
"AT1G05385" 214 292 246 116 179 227
"AT1G05390" 0 0 0 0 0 0
"AT1G05400" 7 5 14 8 25 13
"AT1G05410" 277 284 388 201 274 389
"AT1G05420" 97 71 130 75 75 78
"AT1G05430" 196 369 455 277 386 462
"AT1G05440" 56 43 56 34 41 25
"AT1G05450" 0 0 3 0 2 7
"AT1G05460" 269 337 441 277 344 352
"AT1G05470" 236 244 331 202 184 309
"AT1G05490" 26 21 31 21 34 45
"AT1G05500" 769 843 941 704 987 1132
"AT1G05510" 1 3 4 8 0 2
"AT1G05520" 778 655 944 795 832 1150
"AT1G05530" 48 13 16 45 44 26
"AT1G05540" 59 72 61 29 20 38
"AT1G05550" 0 0 0 0 2 2
"AT1G05560" 206 169 167 214 269 319
"AT1G05562" 1 0 0 0 0 0
"AT1G05570" 1064 817 1088 1390 1581 1981
"AT1G05575" 13 10 10 9 18 19
"AT1G05577" 3 3 4 3 3 10
"AT1G05580" 0 0 0 0 0 0
"AT1G05590" 389 452 578 375 428 553
"AT1G05600" 114 92 113 68 51 110
"AT1G05610" 14 12 4 5 5 14
"AT1G05615" 0 1 0 0 0 0
"AT1G05620" 255 225 321 190 270 288
"AT1G05630" 479 359 481 372 426 465
"AT1G05640" 27 64 69 49 52 76
"AT1G05650" 30 27 20 78 125 61
"AT1G05660" 91 59 52 156 176 120
"AT1G05670" 97 88 97 70 93 102
"AT1G05675" 23 26 9 6 27 27
"AT1G05680" 193 85 54 176 147 225
"AT1G05690" 45 52 67 43 40 59
"AT1G05700" 31 30 38 23 37 44
"AT1G05710" 94 88 109 66 111 95
"AT1G05720" 174 167 236 124 219 246
"AT1G05730" 13 9 21 9 17 16
"AT1G05740" 0 0 1 1 0 0
"AT1G05750" 91 125 144 63 66 134
"AT1G05760" 0 0 0 0 0 0
"AT1G05770" 32 14 13 6 15 15
"AT1G05780" 69 96 97 84 121 123
"AT1G05785" 56 75 87 90 81 87
"AT1G05790" 329 333 476 425 556 714
"AT1G05800" 0 0 0 0 0 0
"AT1G05805" 699 507 1035 696 825 848
"AT1G05810" 228 215 340 339 557 509
"AT1G05820" 31 63 68 38 68 56
"AT1G05830" 634 780 1018 689 793 1052
"AT1G05835" 136 156 159 170 291 208
"AT1G05840" 352 285 403 379 463 560
"AT1G05850" 13394 14657 18947 11447 14886 17280
"AT1G05860" 158 200 199 156 149 202
"AT1G05870" 624 598 704 431 576 599
"AT1G05880" 1 4 2 0 0 0
"AT1G05890" 807 795 1150 1038 1076 1445
"AT1G05894" 7 3 4 5 3 9
"AT1G05900" 130 196 219 151 151 259
"AT1G05910" 614 602 894 560 584 765
"AT1G05920" 0 0 1 0 0 0
"AT1G05925" 0 0 0 0 0 0
"AT1G05930" 0 0 0 0 0 0
"AT1G05940" 704 734 1055 679 783 997
"AT1G05950" 232 133 181 93 136 130
"AT1G05960" 898 1019 1320 1428 1558 2087
"AT1G05970" 77 128 179 92 146 134
"AT1G05980" 0 0 0 0 0 0
"AT1G05990" 11 2 3 12 1 5
"AT1G06000" 321 330 277 172 289 255
"AT1G06002" 0 0 0 0 0 0
"AT1G06010" 81 132 164 95 132 135
"AT1G06020" 2 8 4 2 1 7
"AT1G06030" 1 1 0 3 1 2
"AT1G06040" 2513 2640 3490 2242 2776 2583
"AT1G06050" 54 65 79 61 74 64
"AT1G06060" 215 270 373 246 285 372
"AT1G06070" 355 286 431 344 391 435
"AT1G06080" 504 485 892 334 464 380
"AT1G06090" 191 75 122 150 65 208
"AT1G06100" 11 36 65 4 3 13
"AT1G06110" 579 530 761 664 840 936
"AT1G06120" 65 14 25 35 79 56
"AT1G06130" 401 411 529 326 378 583
"AT1G06135" 0 0 0 0 0 0
"AT1G06137" 0 1 0 0 0 0
"AT1G06140" 39 25 29 10 15 37
"AT1G06148" 3 3 5 10 1 5
"AT1G06149" 0 0 0 0 0 0
"AT1G06150" 37 61 111 56 84 63
"AT1G06160" 83 32 71 24 11 39
"AT1G06170" 7 2 8 5 4 6
"AT1G06180" 42 102 103 75 101 121
"AT1G06190" 1009 1517 1536 764 1090 1398
"AT1G06200" 529 685 833 549 786 831
"AT1G06210" 312 292 363 274 308 403
"AT1G06220" 1412 1589 2173 1075 1554 1946
"AT1G06225" 0 0 0 0 0 0
"AT1G06230" 1056 1043 1308 992 1006 1256
"AT1G06240" 199 288 316 251 341 291
"AT1G06250" 38 56 79 27 32 59
"AT1G06260" 0 0 0 0 0 0
"AT1G06265" 49 35 46 23 35 58
"AT1G06270" 48 63 73 35 38 67
"AT1G06280" 0 0 0 0 0 1
"AT1G06290" 936 899 1287 1207 1410 1924
"AT1G06310" 19 3 20 6 7 7
"AT1G06320" 2 0 1 5 0 3
"AT1G06330" 9 0 5 13 9 11
"AT1G06340" 7 9 10 3 45 10
"AT1G06350" 85 102 101 188 363 341
"AT1G06360" 442 404 652 286 318 389
"AT1G06370" 89 67 94 37 51 80
"AT1G06380" 176 231 252 135 183 240
"AT1G06390" 929 917 1254 1180 1631 1630
"AT1G06400" 498 571 805 506 774 945
"AT1G06410" 2111 2244 2912 2263 2625 3285
"AT1G06420" 38 38 53 23 14 22
"AT1G06430" 1366 1410 1744 1614 1967 2297
"AT1G06440" 23 36 37 22 19 54
"AT1G06450" 104 103 170 96 128 109
"AT1G06460" 961 1047 1470 967 1089 2092
"AT1G06470" 312 342 399 243 346 404
"AT1G06475" 34 39 55 24 25 38
"AT1G06480" 0 0 0 0 0 0
"AT1G06490" 177 155 191 124 124 214
"AT1G06500" 98 142 163 93 157 132
"AT1G06510" 362 302 395 224 235 275
"AT1G06515" 187 276 239 164 197 244
"AT1G06520" 14 21 36 11 31 12
"AT1G06530" 1540 1503 1861 1241 1590 1547
"AT1G06540" 3 2 3 1 1 4
"AT1G06550" 464 563 653 365 494 612
"AT1G06560" 243 270 388 199 252 320
"AT1G06570" 912 718 1071 1639 1993 1963
"AT1G06580" 49 43 53 45 38 37
"AT1G06590" 286 230 286 171 211 291
"AT1G06610" 0 0 0 0 0 0
"AT1G06620" 215 114 177 179 232 244
"AT1G06630" 228 237 246 222 297 278
"AT1G06640" 1607 1140 1574 1184 1196 1478
