"GSM1017156" "GSM1017157" "GSM1017158" "GSM1017159" "GSM1017160" "GSM1017161" "GSM1017162" "GSM1017163" "GSM1017164" "GSM1017165" "GSM1017166" "GSM1017167"
"AT2G15610" 0 0 0 0 0 1 0 0 0 1 1 10
"AT2G15620" 10780 11372 18362 8111 41978 33275 23386 21093 26527 7129 36242 26163
"AT2G15630" 67 109 108 184 62 125 85 115 72 152 133 316
"AT2G15640" 0 0 0 0 0 0 0 0 0 0 1 0
"AT2G15650" 9 11 9 5 17 0 8 7 4 7 6 2
"AT2G15660" 0 0 0 0 0 0 0 1 0 0 0 0
"AT2G15670" 1 0 0 0 0 1 0 0 0 1 0 0
"AT2G15680" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G15690" 868 859 813 1191 961 1118 1176 1014 1044 1557 3052 1284
"AT2G15695" 662 1463 1097 1570 1020 709 1437 1386 1646 2100 829 564
"AT2G15700" 0 0 0 0 0 0 0 0 0 0 1 0
"AT2G15710" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G15720" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G15730" 187 314 227 236 342 364 252 236 252 346 363 370
"AT2G15740" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G15750" 1 4 3 63 0 0 2 5 1 7 1 1
"AT2G15760" 75 94 192 789 138 850 55 69 55 555 1522 923
"AT2G15765" 0 0 0 5 0 29 0 0 0 2 2 82
"AT2G15770" 0 0 1 1 1 0 0 0 0 0 0 0
"AT2G15780" 4 0 5 27 62 0 3 3 1 42 454 8
"AT2G15790" 522 660 614 295 373 457 421 680 511 360 976 523
"AT2G15800" 3 52 12 7 84 7 16 28 47 48 12 9
"AT2G15810" 5 50 17 13 145 17 18 42 72 109 11 10
"AT2G15815" 0 8 9 4 0 0 0 9 7 9 0 1
"AT2G15820" 943 1020 1040 579 293 293 1610 1366 1514 761 967 330
"AT2G15830" 102 251 217 293 56 31 242 172 223 533 119 85
"AT2G15840" 18 63 51 20 61 24 34 34 42 13 30 24
"AT2G15850" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G15860" 1121 1765 1358 1354 1540 759 1507 1735 1590 2001 1386 749
"AT2G15870" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G15880" 211 5688 933 1142 4245 197 2156 1180 3161 682 163 126
"AT2G15890" 1908 20184 7968 2829 4275 339 8011 4387 9381 1972 1291 146
"AT2G15900" 880 2113 1440 1087 1693 1287 1526 1689 1809 2757 1311 1033
"AT2G15910" 621 1757 1615 1995 810 121 1072 812 1173 1037 1580 105
"AT2G15920" 0 0 0 1 0 0 0 0 0 0 0 0
"AT2G15930" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G15940" 4 11 18 92 2 3 3 15 2 75 4 1
"AT2G15950" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G15960" 758 13753 4962 5200 10262 292 2998 1841 4383 1133 858 205
"AT2G15970" 3415 4487 9539 1527 18396 205 4946 6193 5900 2889 3303 199
"AT2G15980" 111 285 119 167 187 185 224 247 260 331 295 135
"AT2G15990" 0 0 0 0 1 0 0 0 0 0 0 0
"AT2G16000" 0 0 0 0 0 0 0 1 1 1 0 0
"AT2G16005" 94 23 110 0 280 0 258 116 13 10 48 14
"AT2G16010" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G16015" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G16016" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G16018" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G16019" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G16020" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G16030" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G16040" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G16050" 85 172 104 317 160 63 190 251 187 255 146 51
"AT2G16060" 2178 2778 3707 35205 5609 522 181 651 465 4942 4966 380
"AT2G16070" 722 1021 1006 1829 1485 606 1569 1740 1972 1297 2038 633
"AT2G16080" 1 0 0 4 0 0 0 1 0 1 0 0
"AT2G16090" 390 789 520 517 770 590 551 738 653 693 565 592
"AT2G16100" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G16110" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G16120" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G16130" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G16140" 1 13 10 50 5 1 1 6 13 17 1 0
"AT2G16145" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G16150" 0 0 0 0 0 0 1 0 0 0 0 0
"AT2G16160" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G16170" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G16180" 0 0 0 0 0 0 0 0 0 4 0 0
"AT2G16190" 0 0 0 0 0 0 4 0 0 9 0 0
"AT2G16200" 0 0 0 0 0 0 0 0 0 0 1 0
"AT2G16210" 0 0 0 0 0 0 0 1 0 0 1 1
"AT2G16220" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G16225" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G16230" 40 23 20 2 1 1 13 29 9 1 9 1
"AT2G16240" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G16245" 0 1 0 0 0 1 0 0 2 1 2 0
"AT2G16250" 351 642 496 121 953 1341 377 521 475 257 473 1000
"AT2G16260" 2 3 0 0 1 0 1 0 1 0 0 3
"AT2G16270" 373 450 184 23 195 95 421 529 367 56 332 129
"AT2G16280" 3013 6919 5152 1063 5416 3330 5000 4154 6400 1407 4785 2538
"AT2G16290" 0 0 0 0 0 4 0 1 0 0 0 1
"AT2G16300" 0 0 1 0 0 0 0 0 0 0 0 0
"AT2G16310" 0 1 1 30 1 1 2 2 2 24 1 0
"AT2G16320" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G16330" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G16340" 0 0 0 0 0 0 0 1 0 0 0 0
"AT2G16360" 2 1 6 2 0 0 4 1 1 0 12 1
"AT2G16365" 1636 2518 2560 2831 1102 2120 3431 3075 4349 3026 1858 1764
"AT2G16367" 51 20 186 0 7 0 103 667 230 9 8 0
"AT2G16370" 974 1755 1052 705 794 295 1636 1694 1602 941 1004 192
"AT2G16380" 415 1091 1210 124 319 326 1310 780 1615 214 890 134
"AT2G16385" 70 125 182 221 4 49 26 65 35 244 112 56
"AT2G16390" 428 655 341 170 448 606 566 598 543 322 370 648
"AT2G16400" 1137 1832 1652 904 775 166 1928 1754 2069 1307 1200 155
"AT2G16405" 541 1784 1096 2734 1892 683 718 1252 1000 3574 771 387
"AT2G16410" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G16420" 0 0 0 0 0 1 1 0 0 0 0 0
"AT2G16430" 1933 951 2202 5564 1284 1600 1820 1696 1738 4343 1400 1954
"AT2G16440" 786 607 552 345 511 344 928 944 765 634 744 662
"AT2G16450" 1 0 1 54 16 1 3 1 2 49 7 2
"AT2G16460" 409 598 607 688 885 668 544 635 633 867 804 613
"AT2G16485" 2374 2732 1725 1860 4339 1699 3898 3583 3842 6069 4941 1533
"AT2G16490" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G16500" 4027 3114 3687 2127 7522 2024 8329 7694 7840 3567 10250 2165
"AT2G16505" 0 0 0 6 0 0 0 0 1 10 1 0
"AT2G16510" 1639 2279 3793 5147 3029 76 3537 2789 3780 3984 2024 103
"AT2G16520" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G16530" 201 222 243 285 89 30 249 350 353 482 121 32
"AT2G16535" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G16540" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G16550" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G16560" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G16570" 152 190 178 250 116 39 87 307 92 497 667 28
"AT2G16575" 3 21 11 23 21 25 14 13 12 13 13 21
"AT2G16580" 68 89 73 10 35 20 51 100 33 7 30 11
"AT2G16586" 4 9 15 38 14 1 6 10 13 17 2 1
"AT2G16592" 0 0 0 0 0 0 0 0 0 0 0 1
"AT2G16594" 0 0 0 0 0 0 0 0 0 0 0 1
"AT2G16595" 225 308 274 580 118 157 155 252 219 406 344 503
"AT2G16600" 11564 13677 24959 42057 10467 907 14641 16020 14440 22346 14744 717
"AT2G16610" 0 0 0 1 0 0 0 0 0 1 1 0
"AT2G16620" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G16630" 470 424 551 185 2543 183 828 631 698 147 1136 111
"AT2G16640" 3078 4636 2566 2473 3572 894 5290 5372 4704 4902 5457 943
"AT2G16650" 552 848 808 798 287 37 754 788 843 689 1250 33
"AT2G16660" 1312 2032 3409 5535 1356 157 4106 1894 3863 5501 7894 992
"AT2G16668" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G16670" 0 0 1 5 0 0 1 0 1 6 0 0
"AT2G16676" 0 0 1 0 0 0 0 0 0 1 0 0
"AT2G16680" 0 0 1 2 0 0 0 1 1 4 0 0
"AT2G16690" 0 0 1 0 0 0 0 0 1 3 0 0
"AT2G16700" 462 825 1498 7487 761 120 668 824 858 6155 1054 258
"AT2G16710" 382 823 1196 2215 1095 215 817 682 959 1490 763 206
"AT2G16720" 176 367 358 722 754 39 164 280 237 675 341 81
"AT2G16730" 0 0 1 0 2 2 0 1 1 0 0 2
"AT2G16740" 721 748 448 256 1146 210 574 759 486 434 1392 287
"AT2G16750" 405 855 783 81 204 14 276 622 335 72 253 6
"AT2G16760" 76 131 139 37 171 0 42 190 78 45 146 1
"AT2G16770" 221 337 407 453 250 110 281 405 391 494 363 145
"AT2G16780" 571 687 686 464 443 147 856 1031 591 682 751 222
"AT2G16790" 180 448 804 6842 468 60 163 280 281 3400 235 27
"AT2G16800" 676 1000 900 921 576 208 1410 1201 1344 1155 967 150
"AT2G16810" 0 0 0 0 0 0 0 0 0 0 1 1
"AT2G16820" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G16830" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G16832" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G16835" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G16840" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G16850" 545 393 346 64 277 63 905 860 510 80 557 56
"AT2G16860" 1525 2213 2061 2266 3107 1084 2217 2101 2340 2208 2231 1028
"AT2G16870" 145 328 297 1211 126 1649 153 248 217 1637 333 1205
"AT2G16880" 480 913 535 325 784 817 675 738 715 585 662 749
"AT2G16881" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G16890" 347 171 454 200 194 181 294 564 244 1501 813 282
"AT2G16895" 4 12 16 36 4 88 2 28 6 78 17 210
"AT2G16900" 686 955 1078 1814 2566 2414 798 872 868 3426 3842 1691
"AT2G16905" 0 0 0 0 0 3 0 0 0 0 0 2
"AT2G16910" 7 29 19 17 162 43 14 18 19 27 19 41
"AT2G16920" 1265 1717 1382 1034 1344 1050 1460 1792 1719 2137 2595 1086
"AT2G16930" 690 1496 1369 1086 1040 461 1148 1141 1265 707 1304 449
"AT2G16940" 2315 4688 2720 3483 3893 1601 4220 4504 4188 4878 4649 2154
"AT2G16950" 2740 3867 3614 4919 5288 2619 3911 4255 4842 7609 7377 2266
"AT2G16955" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G16960" 2 1 5 3 0 1 0 1 1 1 3 3
"AT2G16970" 22 33 39 6 3 0 14 81 23 4 9 9
"AT2G16980" 51 152 92 9 28 8 67 176 85 12 10 17
"AT2G16990" 105 161 170 36 91 65 164 305 135 83 48 77
"AT2G17000" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G17010" 9 7 9 5 57 8 12 4 15 16 9 10
"AT2G17020" 683 1284 863 704 1351 880 1140 1394 1440 1140 835 921
"AT2G17030" 195 418 335 391 525 299 349 418 400 597 408 254
"AT2G17033" 1610 1990 1853 835 578 861 2653 2385 2949 896 1499 324
"AT2G17036" 26 115 55 65 261 171 85 84 105 57 41 320
"AT2G17040" 322 232 1275 1435 73 10422 339 212 654 922 311 14445
"AT2G17043" 0 0 0 3 0 0 0 0 1 0 0 0
"AT2G17050" 53 76 64 17 16 54 27 53 38 117 99 40
"AT2G17055" 2 3 6 3 0 8 1 3 6 19 8 20
"AT2G17060" 59 95 79 16 18 21 28 84 51 36 112 38
"AT2G17064" 1 11 5 0 1 3 0 4 0 0 4 22
"AT2G17070" 12 12 12 0 11 21 6 13 11 0 43 88
"AT2G17080" 46 44 27 1 61 226 11 42 9 2 84 576
"AT2G17090" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G17110" 473 930 870 857 699 867 727 916 871 1245 1313 719
"AT2G17115" 0 0 0 7 0 0 0 0 1 0 0 0
"AT2G17120" 737 855 1091 1682 1212 8635 1196 962 1345 2309 2859 6936
"AT2G17130" 984 1188 1817 4324 655 1020 912 1307 1251 3972 2163 1077
"AT2G17140" 170 450 350 520 209 187 306 517 369 950 304 242
"AT2G17150" 570 1007 998 873 1206 762 808 1200 942 1698 889 609
"AT2G17160" 0 0 0 0 0 2 0 0 0 1 0 3
"AT2G17170" 0 0 0 0 0 0 0 0 0 0 0 2
"AT2G17180" 0 0 0 2 2 0 0 0 1 0 0 0
"AT2G17190" 2146 2614 2574 2840 4711 1576 2980 2990 3239 4416 3520 1515
"AT2G17200" 2164 3723 3467 5659 4790 1569 3419 3680 3866 8242 3520 1525
"AT2G17210" 56 267 196 241 81 123 125 278 214 547 153 157
"AT2G17220" 871 1098 1844 6224 1200 7250 1630 1646 2021 9231 3084 9515
"AT2G17230" 1369 3397 4827 822 4644 5652 968 764 1054 1125 2361 8262
"AT2G17240" 1746 1920 2594 1456 932 528 4245 2603 3328 822 2741 518
"AT2G17250" 1086 1137 894 1281 1138 868 1273 1116 1099 1583 4463 838
"AT2G17260" 157 288 199 255 117 249 208 391 229 386 137 274
"AT2G17265" 832 1048 1276 688 1065 339 1292 1592 1357 766 1462 259
"AT2G17270" 165 250 229 315 153 182 246 432 372 458 355 163
"AT2G17280" 532 388 769 1040 264 336 386 670 382 838 1523 1283
"AT2G17290" 1043 2306 2852 4020 5540 12680 794 1478 1638 4173 4642 11642
"AT2G17295" 1 0 0 0 0 0 0 2 0 0 0 0
"AT2G17300" 328 314 446 56 187 148 736 813 819 71 694 397
"AT2G17305" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G17310" 0 0 0 0 0 1 0 0 0 0 0 0
"AT2G17320" 479 1773 1417 1196 538 697 704 1577 1070 936 407 608
"AT2G17330" 7 29 5 3 11 7 5 12 2 8 5 7
"AT2G17340" 1904 2207 2483 1347 969 804 2882 3159 3116 1122 1334 634
"AT2G17350" 312 668 535 688 715 229 614 673 625 552 452 245
"AT2G17360" 5477 6714 6911 7111 5273 1069 8205 6209 7098 4224 14143 1069
"AT2G17370" 442 595 377 299 770 230 444 653 479 415 569 288
"AT2G17380" 734 1753 1691 2224 2255 461 903 1148 1132 1220 1020 461
"AT2G17390" 3057 4330 5824 3903 4348 1158 4640 4759 5197 4234 3544 1123
"AT2G17410" 1723 2375 1658 1426 4114 2577 2727 2601 2558 2707 3821 3095
"AT2G17420" 3360 4220 4175 6871 4805 796 3063 4123 3307 7294 5601 1052
"AT2G17430" 40 579 172 1034 381 94 72 367 202 1179 69 93
"AT2G17440" 860 2788 1917 3027 2858 2922 874 1507 1385 3936 936 1812
"AT2G17442" 111 209 174 71 57 460 126 192 111 79 155 516
"AT2G17450" 238 555 479 485 141 223 609 408 709 341 363 97
"AT2G17460" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G17470" 70 71 71 5 8 126 76 96 103 12 37 123
"AT2G17477" 0 0 4 0 0 0 0 0 1 0 1 1
"AT2G17480" 1092 2221 2390 2519 3179 12679 1062 1587 1413 3274 2491 16583
"AT2G17490" 34 92 66 5 56 38 74 120 90 71 43 55
"AT2G17500" 1694 6302 5543 14081 5337 1770 2766 4031 3868 21124 5520 5200
"AT2G17510" 1296 1694 1220 835 1556 1062 2255 1836 2137 1763 3100 788
"AT2G17520" 1163 2097 2023 2403 3640 5628 1631 1866 2015 4433 2923 6155
"AT2G17525" 295 1097 525 319 323 367 407 850 563 778 737 407
"AT2G17530" 749 1592 1225 1199 1426 520 1048 1363 1197 1592 1682 605
"AT2G17540" 467 1128 1037 488 441 492 850 1121 1275 549 978 246
"AT2G17550" 505 2037 1372 422 1703 2109 695 702 960 506 787 1256
"AT2G17556" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G17560" 1495 2145 1878 969 3546 303 1852 2245 1505 1236 2033 394
"AT2G17570" 177 354 328 498 425 295 235 184 241 441 533 280
"AT2G17580" 536 912 753 1159 917 465 765 815 866 1444 1759 741
"AT2G17590" 10 14 11 0 3 3 1 10 6 0 17 12
"AT2G17600" 0 0 2 0 0 10 0 3 0 0 0 106
"AT2G17610" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G17620" 100 91 56 9 52 23 88 122 51 22 52 34
"AT2G17630" 604 418 527 569 293 227 524 607 423 549 1003 202
"AT2G17640" 309 765 627 1246 154 134 618 740 750 1084 218 163
"AT2G17650" 189 317 255 24 108 1196 317 416 375 79 181 1633
"AT2G17660" 0 3 15 7 24 2870 4 4 15 3 48 3136
"AT2G17670" 279 384 421 439 485 563 430 356 421 462 1335 513
"AT2G17680" 0 0 0 0 3 1 0 1 0 5 0 14
"AT2G17690" 4 9 10 20 9 3 15 9 43 34 7 9
"AT2G17695" 998 1223 2224 450 105 120 2142 2201 2532 246 717 101
"AT2G17700" 683 991 836 739 1218 1285 1027 1133 1122 1177 1071 1245
"AT2G17705" 192 358 491 860 649 796 336 237 387 999 900 1640
"AT2G17710" 267 606 575 839 323 70 457 456 532 648 258 115
"AT2G17720" 1789 2112 3049 8665 2130 2455 1295 1653 1606 6931 3888 1609
"AT2G17723" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G17730" 344 499 430 1246 795 166 668 522 684 1373 588 171
"AT2G17740" 70 15 130 1083 26 84 70 29 70 647 867 136
"AT2G17750" 0 0 3 0 0 0 0 0 0 3 0 0
"AT2G17760" 875 1168 1248 4084 2066 2397 1147 1563 1415 7028 2049 2538
"AT2G17770" 33 67 60 12 19 18 45 94 48 41 32 22
"AT2G17780" 400 941 636 79 110 543 572 550 527 65 144 648
"AT2G17785" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G17787" 215 615 331 504 510 306 456 459 578 662 383 550
"AT2G17790" 1502 3604 2573 7347 2776 1577 1956 3460 2138 11310 1971 1826
"AT2G17800" 883 1642 1120 692 1287 502 1276 1553 1439 817 1302 678
"AT2G17810" 1 0 0 0 3 0 1 0 0 2 0 0
"AT2G17820" 1472 1257 1406 925 1935 297 2173 1939 2206 2199 1853 334
"AT2G17830" 94 212 109 142 115 249 106 118 90 136 149 308
"AT2G17840" 1054 1383 2915 1108 11531 29090 1356 1786 1554 2168 5825 20837
"AT2G17845" 16 38 26 119 54 2 1 5 3 10 1 2
"AT2G17850" 272 229 196 1638 156 3 5 32 30 61 6 7
"AT2G17860" 1 0 0 0 5 0 1 0 0 5 1 1
"AT2G17870" 601 909 757 788 1474 409 1340 1417 1248 1643 3179 655
"AT2G17880" 86 1121 293 75 425 67 236 211 286 38 108 114
"AT2G17890" 8 10 3 1 0 36 3 14 6 0 5 74
"AT2G17900" 176 533 234 324 543 93 302 344 291 132 331 60
"AT2G17910" 0 0 0 0 0 2 0 0 0 0 1 2
"AT2G17920" 0 0 1 20 0 0 0 0 0 24 1 0
"AT2G17930" 4187 4456 3008 1508 7295 2113 7439 7151 7235 7872 3287 1431
"AT2G17940" 4 21 6 2 2 0 6 23 3 0 4 0
"AT2G17950" 0 0 0 0 1 0 0 1 0 0 0 0
"AT2G17960" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G17970" 257 739 572 731 601 292 441 740 586 931 472 306
"AT2G17972" 656 823 1019 377 163 87 1327 1059 1212 186 836 72
"AT2G17975" 170 813 418 1021 184 300 254 481 320 619 283 262
"AT2G17980" 1403 2346 1877 1977 4193 775 1785 2151 1929 3030 2664 724
"AT2G17990" 1166 2032 1811 1495 1292 664 1798 2247 1918 1737 1176 678
"AT2G18000" 59 50 116 255 100 63 40 83 81 233 88 92
"AT2G18010" 8 41 6 0 60 22 7 19 17 0 17 2
"AT2G18020" 7939 8324 8438 8948 6195 843 13893 10806 11336 8123 22619 1099
"AT2G18030" 366 906 861 1069 792 208 589 702 645 776 523 204
"AT2G18040" 2481 3154 5063 6735 3245 461 3226 3798 3759 4766 4277 620
"AT2G18042" 1 3 5 0 6 1 1 4 2 0 1 0
"AT2G18050" 172 2008 1859 4355 414 109 828 2274 1649 3872 241 149
"AT2G18060" 39 35 46 2 67 50 44 38 34 9 82 28
"AT2G18070" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G18080" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G18090" 1722 2488 3055 3039 5868 11018 2383 2212 2459 4790 6041 15801
"AT2G18100" 63 101 98 78 200 67 69 148 74 155 55 72
"AT2G18110" 1968 3667 3542 3508 4816 634 2684 2731 2743 2354 4171 582
"AT2G18115" 2 4 10 2 4 0 9 17 7 2 5 1
"AT2G18120" 79 50 138 19 5 5 109 231 227 27 25 2
"AT2G18130" 0 0 2 2 0 0 0 1 0 0 0 1
"AT2G18140" 0 3 6 1 2 0 3 7 5 9 2 0
"AT2G18150" 735 939 1554 2002 411 93 509 1521 483 7750 1021 340
"AT2G18160" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G18162" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G18170" 727 1203 1492 1445 2253 239 1242 1085 1271 2447 915 140
"AT2G18180" 19 15 30 18 299 6 33 22 35 3 58 28
"AT2G18190" 0 0 5 68 401 54 40 9 47 16 1604 43
"AT2G18193" 299 482 660 1415 13515 45306 559 1032 1408 1231 75280 56473
"AT2G18196" 60 130 80 54 112 53 104 136 83 129 87 114
"AT2G18200" 0 0 0 0 0 89 0 0 0 0 0 62
"AT2G18210" 51 48 134 60 3 3243 33 85 36 118 289 2621
"AT2G18220" 890 1049 681 683 1183 1075 1303 1016 897 970 5738 1389
"AT2G18230" 1453 845 1557 178 354 46 1970 2598 1830 516 653 151
"AT2G18240" 360 492 614 883 579 87 557 537 638 874 281 83
"AT2G18245" 300 905 689 587 437 628 514 796 721 733 495 441
"AT2G18250" 303 736 766 873 629 378 413 493 496 561 603 386
"AT2G18260" 47 232 76 115 69 13 94 99 91 86 30 11
"AT2G18270" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G18280" 1818 4739 5463 4526 3019 183 4248 3804 6128 4746 885 115
"AT2G18290" 429 1875 1286 963 482 277 695 756 995 397 589 147
"AT2G18300" 2096 6752 4475 108 1516 448 3975 4233 6081 92 1062 168
"AT2G18310" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G18320" 1 3 1 2 0 0 2 2 1 2 0 0
"AT2G18323" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G18328" 126 66 204 19 118 106 320 400 279 24 206 120
"AT2G18330" 621 710 657 761 863 650 782 765 743 1048 1931 782
"AT2G18340" 0 0 1 4 30 66 1 17 5 110 2 126
"AT2G18350" 135 226 451 261 253 458 199 214 175 313 569 501
"AT2G18360" 264 322 412 166 326 66 140 259 110 261 449 80
"AT2G18370" 384 706 1362 244 697 78 289 655 356 582 631 78
"AT2G18380" 59 38 23 2 87 93 86 80 45 7 102 107
"AT2G18390" 592 944 808 1261 379 115 655 744 655 684 462 120
"AT2G18400" 369 531 617 676 299 93 563 699 483 441 583 111
"AT2G18410" 336 537 415 620 252 416 443 423 398 491 745 422
"AT2G18420" 1 1 2 0 0 0 0 0 1 6 0 0
"AT2G18440" 2955 12455 6923 6834 3193 971 6777 8388 6665 6279 6513 1229
"AT2G18450" 127 67 93 12 47 17 66 65 35 6 68 30
"AT2G18460" 0 0 0 0 1 2 0 0 0 1 0 4
"AT2G18465" 267 388 339 474 585 218 407 416 396 565 859 231
"AT2G18470" 50 137 85 8 13 1 128 257 74 25 17 4
"AT2G18480" 92 235 240 88 102 20 115 420 175 243 422 81
"AT2G18490" 14 60 28 36 0 0 2 30 13 70 1 0
"AT2G18500" 37 63 83 44 54 1 72 129 46 123 139 4
"AT2G18510" 1069 1011 1257 1266 2096 664 1421 1348 1374 1783 2368 663
"AT2G18520" 155 267 151 146 167 61 203 225 175 157 681 170
"AT2G18530" 24 0 25 9 0 0 3 4 1 8 3 2
"AT2G18540" 0 0 0 107 0 0 14 115 36 1961 5 3
"AT2G18550" 5 5 5 2 5 1 8 10 7 6 0 1
"AT2G18560" 232 1187 1044 286 44 60 521 1602 1650 601 149 55
"AT2G18570" 215 217 173 78 85 1 360 521 261 171 241 6
"AT2G18580" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G18590" 0 0 7 11 0 1 4 8 1 73 1 0
"AT2G18600" 87 190 251 678 277 89 73 145 102 333 115 66
"AT2G18610" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G18620" 16 76 59 18 2 16 18 43 19 30 8 21
"AT2G18630" 835 1147 1255 457 921 2915 885 1059 993 760 675 4067
"AT2G18640" 3 6 6 0 0 0 1 7 6 0 6 0
"AT2G18650" 65 92 105 50 40 110 77 75 85 33 94 39
"AT2G18660" 182 2 277 8271 2 867 204 58 407 5582 108 557
"AT2G18670" 219 573 727 918 230 1422 326 330 437 952 549 1934
"AT2G18680" 0 0 0 2 0 1 0 0 0 0 0 2
"AT2G18690" 558 376 943 7922 2518 52639 477 256 581 10879 9739 58290
"AT2G18700" 731 5767 1892 2717 5147 340 4010 1809 4565 9078 1811 153
"AT2G18710" 3305 5116 3612 859 2846 4392 5524 5017 5516 1209 3317 2871
"AT2G18720" 11 6 13 19 5 4 3 18 8 36 240 4
"AT2G18721" 2 0 0 0 0 0 0 0 0 1 8 0
"AT2G18730" 1081 1725 1671 1206 2364 4421 1197 1500 1336 1550 2635 6856
"AT2G18735" 122 258 244 591 111 12 222 240 234 310 82 35
"AT2G18740" 848 1431 1353 1923 1260 382 1158 944 1129 1188 2268 372
"AT2G18750" 1958 3638 2925 4706 2738 2465 3261 3364 3348 6862 3412 1606
"AT2G18760" 412 754 627 483 646 422 768 1113 980 1239 878 609
"AT2G18770" 476 747 725 738 530 386 542 557 660 574 585 408
"AT2G18780" 61 82 67 214 87 51 93 96 61 282 133 64
"AT2G18790" 3159 2207 3300 2298 7963 777 4830 5059 5417 5220 4540 622
"AT2G18800" 87 50 40 0 37 5 32 115 37 0 50 1
"AT2G18810" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G18820" 0 0 1 0 0 0 0 0 0 4 0 1
"AT2G18830" 0 0 0 1 0 1 1 0 2 0 1 0
"AT2G18840" 364 682 633 732 1129 223 607 617 717 857 634 126
"AT2G18850" 393 548 494 287 150 380 574 604 540 491 809 410
"AT2G18860" 700 1198 1546 748 1549 1068 889 861 1112 702 2261 1302
"AT2G18870" 0 0 0 0 0 0 0 0 1 0 0 1
"AT2G18876" 465 883 598 439 681 441 631 719 648 392 455 387
"AT2G18880" 0 5 2 6 2 0 1 13 1 32 1 1
"AT2G18890" 209 418 325 22 102 138 338 340 320 54 207 81
"AT2G18900" 918 1207 765 1183 2098 1459 1512 1089 1199 1651 7393 1658
"AT2G18910" 620 1041 955 409 1001 768 741 876 935 384 1852 1146
"AT2G18915" 331 588 409 444 782 393 755 701 787 741 659 417
"AT2G18917" 0 0 1 3 0 0 0 0 0 0 0 1
"AT2G18920" 0 0 0 0 0 0 0 0 0 0 0 0
