"GSM1496098" "GSM1496099" "GSM1496100" "GSM1496101" "GSM1496102" "GSM1496103"
"AT1G01610" 418 508 416 137 77 98
"AT1G01620" 212 259 179 76 52 105
"AT1G01630" 14 24 18 12 15 7
"AT1G01640" 7 5 2 5 4 4
"AT1G01650" 79 174 117 85 114 47
"AT1G01660" 2 3 3 0 2 4
"AT1G01670" 7 4 3 1 0 1
"AT1G01680" 0 0 1 0 0 0
"AT1G01690" 11 18 13 8 8 9
"AT1G01695" 2 1 0 0 0 1
"AT1G01700" 1 4 3 2 2 4
"AT1G01710" 75 125 86 66 87 56
"AT1G01720" 208 426 382 353 361 148
"AT1G01725" 33 58 51 36 44 19
"AT1G01730" 33 58 32 23 33 11
"AT1G01740" 2 8 6 8 7 9
"AT1G01750" 6 3 4 2 3 3
"AT1G01760" 11 11 7 5 3 7
"AT1G01770" 26 47 37 37 38 25
"AT1G01780" 5 19 21 16 17 11
"AT1G01790" 31 67 23 15 12 19
"AT1G01800" 54 91 75 77 65 36
"AT1G01810" 2 0 2 3 0 0
"AT1G01820" 91 164 124 96 108 47
"AT1G01830" 30 34 34 17 26 12
"AT1G01840" 1 2 1 3 3 0
"AT1G01860" 14 31 18 12 13 5
"AT1G01870" 0 0 0 0 0 0
"AT1G01880" 11 19 7 9 5 7
"AT1G01890" 0 0 0 0 0 0
"AT1G01900" 177 215 122 57 37 44
"AT1G01910" 140 221 177 100 109 69
"AT1G01920" 25 45 40 33 33 22
"AT1G01930" 30 43 50 24 13 11
"AT1G01940" 32 60 36 25 13 14
"AT1G01950" 49 71 53 50 51 38
"AT1G01960" 95 115 107 78 100 79
"AT1G01970" 22 35 35 13 28 21
"AT1G01980" 0 0 0 3 0 0
"AT1G01990" 57 87 77 51 68 42
"AT1G02000" 38 98 87 37 48 20
"AT1G02010" 10 30 12 20 10 13
"AT1G02020" 26 65 46 39 43 17
"AT1G02030" 1 10 6 2 0 1
"AT1G02040" 2 3 1 2 3 1
"AT1G02050" 15 26 21 14 16 7
"AT1G02060" 8 6 9 6 10 6
"AT1G02065" 0 0 0 0 0 1
"AT1G02070" 0 2 2 2 3 0
"AT1G02074" 0 0 0 0 0 0
"AT1G02080" 200 315 233 167 237 146
"AT1G02090" 100 152 114 68 74 52
"AT1G02100" 49 96 57 37 41 46
"AT1G02110" 72 98 72 38 46 26
"AT1G02120" 146 243 184 130 119 71
"AT1G02130" 72 104 66 55 63 42
"AT1G02136" 0 0 0 0 0 0
"AT1G02140" 293 518 365 304 273 170
"AT1G02145" 51 92 64 59 52 27
"AT1G02150" 35 70 32 41 39 33
"AT1G02160" 55 114 113 76 84 65
"AT1G02170" 75 104 87 71 63 51
"AT1G02180" 5 18 8 4 5 4
"AT1G02190" 0 3 1 19 18 7
"AT1G02205" 2 1 4 6 11 8
"AT1G02210" 0 0 0 0 0 0
"AT1G02220" 19 34 59 31 42 22
"AT1G02228" 0 0 0 0 0 0
"AT1G02230" 1 4 3 0 1 3
"AT1G02250" 0 4 3 1 1 0
"AT1G02260" 68 141 111 68 68 43
"AT1G02270" 47 63 44 56 42 32
"AT1G02280" 48 74 55 71 46 35
"AT1G02290" 14 23 13 19 9 14
"AT1G02300" 7 10 12 8 4 5
"AT1G02305" 1016 1592 1052 823 639 471
"AT1G02310" 77 157 73 140 126 66
"AT1G02320" 0 0 0 0 0 0
"AT1G02330" 63 103 89 55 48 34
"AT1G02335" 1 0 0 0 0 0
"AT1G02340" 1 9 11 5 6 6
"AT1G02350" 2 1 0 2 3 2
"AT1G02360" 0 0 0 0 0 0
"AT1G02370" 7 23 22 14 20 4
"AT1G02380" 4 9 10 5 7 5
"AT1G02390" 71 76 40 42 34 38
"AT1G02391" 0 0 0 0 0 0
"AT1G02400" 1 7 1 0 3 1
"AT1G02405" 2 4 1 8 3 0
"AT1G02410" 76 141 108 76 73 62
"AT1G02420" 2 8 7 3 8 1
"AT1G02430" 0 0 3 2 1 0
"AT1G02440" 2 0 0 0 0 0
"AT1G02450" 1 3 3 7 9 3
"AT1G02460" 4 1 0 1 2 1
"AT1G02470" 7 6 3 4 5 8
"AT1G02475" 31 51 24 18 20 16
"AT1G02480" 0 0 0 0 0 0
"AT1G02490" 0 0 1 0 0 0
"AT1G02500" 432 810 694 550 502 373
"AT1G02510" 0 0 0 0 0 0
"AT1G02520" 1 2 2 0 7 5
"AT1G02530" 0 0 0 1 1 1
"AT1G02540" 0 0 0 0 0 0
"AT1G02550" 0 0 0 0 0 0
"AT1G02560" 118 188 122 96 93 75
"AT1G02570" 5 4 2 1 0 4
"AT1G02575" 0 0 0 0 0 0
"AT1G02580" 8 6 5 6 7 13
"AT1G02590" 0 0 0 1 0 1
"AT1G02600" 0 0 0 0 0 0
"AT1G02610" 1 11 7 4 9 1
"AT1G02620" 0 1 1 0 0 0
"AT1G02630" 1 0 1 0 0 0
"AT1G02640" 1 4 2 0 0 0
"AT1G02650" 0 1 0 0 1 2
"AT1G02660" 113 227 127 71 83 69
"AT1G02670" 10 13 14 11 7 2
"AT1G02680" 36 78 76 41 40 35
"AT1G02681" 0 0 0 0 0 0
"AT1G02690" 18 30 32 17 13 8
"AT1G02700" 15 60 96 130 149 66
"AT1G02710" 2 2 8 2 2 1
"AT1G02720" 75 68 61 50 30 35
"AT1G02730" 29 25 17 5 5 14
"AT1G02740" 70 90 64 51 44 29
"AT1G02750" 30 79 48 26 33 19
"AT1G02760" 0 0 0 0 0 0
"AT1G02770" 50 65 69 55 47 26
"AT1G02780" 1469 2269 1668 1277 1141 756
"AT1G02790" 0 6 4 7 6 2
"AT1G02800" 4 7 3 5 3 5
"AT1G02810" 14 17 12 39 44 23
"AT1G02813" 0 1 0 0 0 0
"AT1G02816" 44 83 70 59 83 43
"AT1G02820" 0 0 0 0 0 0
"AT1G02830" 0 0 0 0 0 0
"AT1G02840" 226 423 348 312 260 183
"AT1G02850" 261 698 1040 1280 1424 583
"AT1G02860" 37 56 40 36 26 16
"AT1G02870" 19 17 29 26 16 14
"AT1G02880" 20 39 37 21 24 20
"AT1G02890" 366 680 516 409 473 342
"AT1G02900" 17 15 16 5 6 10
"AT1G02910" 22 72 53 34 37 20
"AT1G02920" 0 0 1 0 1 0
"AT1G02930" 3 5 4 7 6 3
"AT1G02940" 2 0 0 1 0 0
"AT1G02950" 0 0 0 0 0 0
"AT1G02952" 0 0 0 0 0 0
"AT1G02960" 43 68 53 45 46 33
"AT1G02965" 0 0 0 0 0 0
"AT1G02970" 12 3 7 7 10 5
"AT1G02980" 3 4 0 1 1 0
"AT1G02990" 36 67 29 44 52 34
"AT1G03000" 27 68 50 31 40 22
"AT1G03010" 0 0 0 0 0 0
"AT1G03020" 0 0 0 0 0 0
"AT1G03022" 0 0 0 0 0 0
"AT1G03030" 51 117 86 66 93 35
"AT1G03040" 118 217 157 124 105 64
"AT1G03050" 1 2 2 1 0 0
"AT1G03055" 3 4 2 6 2 7
"AT1G03060" 64 91 86 48 60 45
"AT1G03070" 6 9 7 6 9 3
"AT1G03080" 101 149 135 66 57 75
"AT1G03090" 61 98 52 63 70 43
"AT1G03100" 7 12 8 6 6 5
"AT1G03103" 768 1110 771 318 231 307
"AT1G03106" 80 229 209 97 135 67
"AT1G03110" 20 35 24 16 17 13
"AT1G03120" 105 215 125 63 66 41
"AT1G03130" 153 247 200 101 73 130
"AT1G03140" 81 160 111 54 77 53
"AT1G03150" 16 27 43 17 20 14
"AT1G03160" 30 33 16 17 17 14
"AT1G03170" 2 0 0 0 0 0
"AT1G03180" 9 14 7 7 8 2
"AT1G03190" 25 39 20 30 19 23
"AT1G03200" 1 2 3 5 5 1
"AT1G03210" 162 320 225 101 83 100
"AT1G03220" 5 22 21 19 34 38
"AT1G03230" 3 8 12 8 5 6
"AT1G03240" 0 0 2 0 0 1
"AT1G03250" 53 88 57 60 52 28
"AT1G03260" 24 33 28 19 26 20
"AT1G03270" 65 173 103 126 131 66
"AT1G03280" 111 203 159 104 112 82
"AT1G03290" 79 104 92 44 51 25
"AT1G03300" 14 8 25 7 1 5
"AT1G03310" 32 47 41 65 64 28
"AT1G03320" 0 0 0 0 1 0
"AT1G03330" 60 81 68 43 58 30
"AT1G03340" 1 7 0 2 1 3
"AT1G03350" 67 136 134 93 84 51
"AT1G03360" 28 31 27 31 24 15
"AT1G03365" 47 99 87 63 57 38
"AT1G03370" 11 17 10 8 7 2
"AT1G03380" 56 108 77 47 47 30
"AT1G03390" 0 0 0 0 0 0
"AT1G03400" 4 4 5 0 0 2
"AT1G03410" 1 2 2 2 3 1
"AT1G03420" 0 0 0 0 0 0
"AT1G03430" 18 34 31 20 13 15
"AT1G03440" 33 42 40 17 30 19
"AT1G03445" 1 2 1 1 1 0
"AT1G03457" 72 164 104 52 61 70
"AT1G03470" 44 107 166 106 141 78
"AT1G03475" 73 114 103 96 80 59
"AT1G03490" 0 0 0 0 0 0
"AT1G03495" 15 17 7 16 18 15
"AT1G03502" 0 0 0 2 0 0
"AT1G03506" 0 1 1 1 1 2
"AT1G03510" 2 8 5 7 3 4
"AT1G03515" 0 0 0 0 0 0
"AT1G03520" 11 26 20 22 18 5
"AT1G03530" 26 30 36 69 51 26
"AT1G03540" 6 11 3 5 4 2
"AT1G03545" 1 2 1 1 3 1
"AT1G03550" 29 35 31 18 18 10
"AT1G03560" 12 16 24 11 14 12
"AT1G03570" 0 0 0 0 0 0
"AT1G03580" 0 4 2 0 1 1
"AT1G03590" 54 91 67 56 47 45
"AT1G03600" 90 241 251 175 158 97
"AT1G03610" 46 164 213 95 147 67
"AT1G03620" 8 14 14 11 12 6
"AT1G03630" 15 10 16 3 9 6
"AT1G03640" 0 0 0 0 0 0
"AT1G03650" 6 6 2 3 6 1
"AT1G03660" 1 3 1 0 0 0
"AT1G03670" 0 0 0 0 0 0
"AT1G03680" 72 99 65 68 63 43
"AT1G03687" 12 22 26 17 23 14
"AT1G03700" 0 1 3 1 0 2
"AT1G03710" 19 33 22 24 19 12
"AT1G03720" 0 2 0 0 0 0
"AT1G03730" 42 68 42 48 47 42
"AT1G03740" 27 45 34 28 28 18
"AT1G03743" 0 0 0 0 0 0
"AT1G03746" 0 0 0 0 0 0
"AT1G03750" 18 30 22 21 25 10
"AT1G03760" 22 31 32 42 24 16
"AT1G03770" 54 92 82 33 47 29
"AT1G03780" 19 16 9 13 4 12
"AT1G03790" 9 42 182 164 182 71
"AT1G03800" 1 0 0 4 1 0
"AT1G03810" 0 0 0 0 0 0
"AT1G03820" 0 0 1 0 1 0
"AT1G03830" 64 115 89 52 46 34
"AT1G03840" 8 13 6 7 6 4
"AT1G03850" 2 7 6 2 3 1
"AT1G03860" 36 56 58 41 48 28
"AT1G03870" 0 1 3 4 6 2
"AT1G03880" 26617 73976 58321 80483 89756 46887
"AT1G03890" 4076 13089 11885 10677 12978 6845
"AT1G03900" 121 159 110 57 44 60
"AT1G03905" 38 68 63 27 28 15
"AT1G03910" 115 211 167 131 123 90
"AT1G03920" 44 82 51 33 41 33
"AT1G03930" 44 110 75 71 65 41
"AT1G03935" 2 4 1 1 0 1
"AT1G03940" 7 15 8 10 9 2
"AT1G03950" 41 88 55 34 41 14
"AT1G03960" 16 34 23 20 31 16
"AT1G03970" 29 34 26 16 20 21
"AT1G03980" 2 2 5 5 3 2
"AT1G03982" 1 0 0 0 0 0
"AT1G03990" 9 25 38 67 68 32
"AT1G04000" 22 43 26 20 19 12
"AT1G04010" 16 31 36 24 40 13
"AT1G04020" 2 2 8 6 0 2
"AT1G04030" 28 46 29 24 25 18
"AT1G04040" 2 1 4 3 6 2
"AT1G04050" 9 24 12 14 15 10
"AT1G04070" 9 17 24 11 20 10
"AT1G04080" 245 394 285 222 250 141
"AT1G04090" 9 16 14 4 4 5
"AT1G04100" 56 97 82 29 32 15
"AT1G04110" 0 3 1 0 3 1
"AT1G04120" 879 1775 1191 983 1090 684
"AT1G04130" 17 46 61 18 28 11
"AT1G04140" 105 140 125 121 125 97
"AT1G04150" 2 2 5 1 0 4
"AT1G04160" 31 55 43 34 33 25
"AT1G04170" 115 186 174 140 121 112
"AT1G04171" 0 0 0 0 0 0
"AT1G04180" 1 5 0 2 0 1
"AT1G04190" 48 69 45 44 43 28
"AT1G04200" 75 113 75 70 70 60
"AT1G04210" 44 69 54 58 60 49
"AT1G04220" 551 847 721 284 237 211
"AT1G04230" 30 72 58 60 39 36
"AT1G04240" 2 3 3 1 0 1
"AT1G04250" 26 45 22 20 8 15
"AT1G04260" 41 49 38 23 22 19
"AT1G04270" 562 839 755 536 474 247
"AT1G04280" 2 4 1 3 2 4
"AT1G04290" 0 3 2 5 5 0
"AT1G04295" 0 0 0 0 0 0
"AT1G04300" 209 392 282 225 224 131
"AT1G04310" 217 352 280 177 147 99
"AT1G04320" 0 0 0 0 0 0
"AT1G04330" 13 45 24 14 10 3
"AT1G04340" 29 37 47 28 32 26
"AT1G04350" 35 67 62 52 48 27
"AT1G04360" 47 129 103 35 44 15
"AT1G04370" 0 0 0 0 0 0
"AT1G04380" 262 432 267 176 129 149
"AT1G04390" 15 25 22 17 28 16
"AT1G04400" 44 79 55 32 46 22
"AT1G04410" 760 901 693 425 350 356
"AT1G04420" 31 57 42 16 21 14
"AT1G04425" 13 13 10 1 2 3
"AT1G04430" 29 67 58 51 37 28
"AT1G04440" 74 141 108 88 89 68
"AT1G04445" 0 0 0 0 0 0
"AT1G04450" 0 0 0 0 0 0
"AT1G04457" 0 0 0 0 0 1
"AT1G04470" 0 0 0 0 0 0
"AT1G04480" 98 153 130 92 107 61
"AT1G04490" 35 45 35 45 63 23
"AT1G04500" 12 4 1 1 3 1
"AT1G04501" 0 0 0 0 0 0
"AT1G04510" 83 147 129 95 76 53
"AT1G04520" 38 45 32 18 10 11
"AT1G04530" 202 387 261 196 174 99
"AT1G04540" 0 4 5 2 3 2
"AT1G04550" 55 111 96 57 53 48
"AT1G04555" 43 77 54 36 36 29
"AT1G04560" 2392 6967 5781 5198 6133 2725
"AT1G04570" 22 46 33 16 27 29
"AT1G04580" 550 1134 805 512 482 351
"AT1G04590" 39 78 51 48 64 41
"AT1G04600" 7 12 15 8 6 14
"AT1G04610" 8 8 7 1 5 1
"AT1G04620" 106 141 103 69 80 61
"AT1G04625" 0 0 0 0 0 0
"AT1G04630" 32 65 41 50 33 26
"AT1G04635" 0 1 2 9 3 1
"AT1G04640" 4 4 5 5 3 2
"AT1G04645" 9 4 6 1 3 2
"AT1G04650" 9 13 5 4 7 5
"AT1G04660" 12753 14532 12224 6097 5360 4363
"AT1G04670" 0 0 1 0 0 0
"AT1G04680" 111 197 84 52 35 50
"AT1G04684" 0 0 0 0 0 0
"AT1G04690" 245 438 332 232 251 205
"AT1G04700" 14 27 20 15 11 9
"AT1G04710" 93 155 107 65 77 57
"AT1G04720" 0 0 0 0 0 0
"AT1G04730" 5 8 5 13 6 5
"AT1G04750" 149 265 212 141 125 125
"AT1G04760" 13 19 6 7 3 4
"AT1G04770" 4 25 30 12 16 18
"AT1G04778" 4 10 12 26 21 6
"AT1G04780" 85 118 98 62 65 57
"AT1G04790" 39 85 59 47 42 29
"AT1G04800" 0 2 3 1 1 1
"AT1G04810" 73 116 104 60 82 44
"AT1G04820" 593 743 570 425 296 324
"AT1G04830" 90 188 133 112 137 76
"AT1G04840" 0 1 1 1 1 1
"AT1G04850" 254 436 318 223 217 137
"AT1G04860" 40 69 48 59 48 29
"AT1G04870" 25 36 26 17 19 11
"AT1G04880" 3 0 2 3 4 0
"AT1G04890" 0 0 0 0 0 0
"AT1G04900" 19 29 24 25 22 8
"AT1G04910" 41 53 45 32 36 31
"AT1G04920" 170 258 163 86 106 83
"AT1G04930" 6 11 9 13 10 4
"AT1G04940" 12 8 7 11 6 3
"AT1G04945" 7 22 19 19 21 12
"AT1G04950" 61 90 64 80 85 56
"AT1G04960" 54 86 61 41 52 31
"AT1G04970" 45 76 63 60 77 48
"AT1G04980" 84 158 123 86 78 68
"AT1G04985" 47 84 64 77 67 33
"AT1G04990" 176 235 178 150 103 87
"AT1G05000" 36 45 43 35 44 34
"AT1G05010" 12 24 11 6 2 4
"AT1G05020" 1 1 0 0 1 0
"AT1G05030" 17 33 25 17 24 17
"AT1G05040" 0 0 0 0 0 0
"AT1G05055" 15 27 14 13 19 11
"AT1G05060" 27 59 46 33 44 21
"AT1G05061" 0 0 1 1 0 1
"AT1G05065" 1 4 5 2 3 1
"AT1G05070" 62 94 74 63 60 49
"AT1G05080" 0 1 0 1 1 0
"AT1G05085" 0 0 0 0 0 0
"AT1G05090" 3 2 5 3 5 1
"AT1G05100" 31 31 27 22 5 9
"AT1G05120" 84 138 128 83 82 63
"AT1G05135" 0 2 0 1 1 2
"AT1G05136" 0 0 0 1 0 0
"AT1G05140" 14 37 26 31 25 14
"AT1G05150" 100 155 127 106 201 81
"AT1G05160" 184 369 248 154 173 126
"AT1G05170" 37 77 56 26 34 17
"AT1G05180" 27 38 44 31 26 26
"AT1G05190" 44 62 42 40 17 28
"AT1G05200" 10 11 5 5 2 3
"AT1G05205" 32 51 36 27 22 19
"AT1G05210" 5 8 3 1 1 0
"AT1G05220" 2 5 4 7 2 6
"AT1G05230" 67 94 80 55 46 39
"AT1G05240" 0 0 0 0 0 0
"AT1G05250" 0 0 0 0 0 0
"AT1G05260" 100 102 75 62 28 32
"AT1G05270" 96 187 138 92 93 57
"AT1G05280" 111 159 118 47 55 48
"AT1G05290" 0 1 1 1 0 2
"AT1G05291" 0 0 1 0 0 0
"AT1G05300" 11 26 16 8 15 5
"AT1G05310" 0 0 0 0 0 0
"AT1G05320" 74 174 172 60 59 46
"AT1G05330" 2 2 0 1 2 1
"AT1G05340" 192 382 245 121 102 52
"AT1G05350" 180 281 180 130 138 131
"AT1G05360" 20 45 27 26 17 21
"AT1G05370" 5 8 6 1 5 2
"AT1G05380" 40 54 48 57 55 44
"AT1G05385" 8 8 11 4 4 6
"AT1G05390" 0 0 0 0 0 0
"AT1G05400" 0 4 1 0 3 1
"AT1G05410" 83 130 101 88 92 54
"AT1G05420" 23 20 16 11 8 8
"AT1G05430" 48 68 51 49 51 27
"AT1G05440" 6 3 1 2 1 1
"AT1G05450" 450 702 521 210 192 193
"AT1G05460" 95 103 100 80 75 81
"AT1G05470" 30 37 35 7 7 10
"AT1G05490" 59 56 45 42 34 18
"AT1G05500" 185 284 184 182 169 102
"AT1G05510" 769 3268 3019 3386 4598 1508
"AT1G05520" 59 95 61 41 45 36
"AT1G05530" 0 0 0 0 0 0
"AT1G05540" 3 10 12 4 0 2
"AT1G05550" 8 10 16 8 16 5
"AT1G05560" 9 6 10 5 10 4
"AT1G05562" 0 0 0 0 0 0
"AT1G05570" 80 133 79 38 37 30
"AT1G05575" 0 0 0 0 1 1
"AT1G05577" 1 0 1 1 1 1
"AT1G05580" 0 1 0 1 0 1
"AT1G05590" 18 27 15 13 12 3
"AT1G05600" 4 6 5 12 5 5
"AT1G05610" 1 2 3 2 2 0
"AT1G05615" 0 0 0 0 0 0
"AT1G05620" 70 159 105 79 68 56
"AT1G05630" 19 17 12 20 13 8
"AT1G05640" 6 13 10 6 3 5
"AT1G05650" 0 0 0 0 0 0
"AT1G05660" 0 0 0 0 0 0
"AT1G05670" 7 13 15 6 7 7
"AT1G05675" 0 0 0 0 0 0
"AT1G05680" 0 5 14 0 1 0
"AT1G05690" 2 13 7 9 13 6
"AT1G05700" 0 0 0 0 0 0
"AT1G05710" 17 27 24 27 28 17
"AT1G05720" 58 77 96 37 57 34
"AT1G05730" 4 6 1 3 1 1
"AT1G05740" 0 0 0 0 1 0
"AT1G05750" 6 9 7 7 9 4
"AT1G05760" 0 0 0 0 0 0
"AT1G05770" 0 1 0 0 0 0
"AT1G05780" 12 22 12 10 10 4
"AT1G05785" 40 53 44 28 34 16
"AT1G05790" 65 146 115 70 109 57
"AT1G05800" 0 0 0 0 0 0
"AT1G05805" 9 28 11 6 8 7
"AT1G05810" 10 16 15 6 9 12
"AT1G05820" 9 7 5 6 10 4
"AT1G05830" 75 120 83 90 96 49
"AT1G05835" 39 44 32 12 4 14
"AT1G05840" 62 136 101 68 85 43
"AT1G05850" 1172 2617 1491 1092 1125 705
"AT1G05860" 19 52 44 28 31 13
"AT1G05870" 14 45 26 19 18 17
"AT1G05880" 0 0 0 0 0 0
"AT1G05890" 77 159 110 92 93 77
"AT1G05894" 1 4 2 0 0 0
"AT1G05900" 14 26 28 15 14 3
"AT1G05910" 141 166 119 94 90 73
"AT1G05920" 0 0 0 0 0 0
"AT1G05925" 0 0 0 0 0 0
"AT1G05930" 0 0 0 0 0 0
"AT1G05940" 41 79 63 41 50 43
"AT1G05950" 22 25 23 9 10 8
"AT1G05960" 52 98 67 66 83 44
"AT1G05970" 14 17 24 17 12 12
"AT1G05980" 0 0 0 0 0 0
"AT1G05990" 0 0 0 0 0 0
"AT1G06000" 190 202 137 109 66 36
"AT1G06002" 0 0 0 0 0 0
"AT1G06010" 49 104 66 60 55 50
"AT1G06020" 3 0 1 1 0 0
"AT1G06030" 0 0 0 0 0 0
"AT1G06040" 233 425 266 190 152 126
"AT1G06050" 15 25 22 13 17 9
"AT1G06060" 33 65 50 40 39 28
"AT1G06070" 39 89 86 63 74 51
"AT1G06080" 120 129 94 18 17 38
"AT1G06090" 0 0 0 0 0 0
"AT1G06100" 1 2 0 0 0 1
"AT1G06110" 42 82 53 50 61 40
"AT1G06120" 0 0 0 0 0 0
"AT1G06130" 55 104 55 59 62 33
"AT1G06135" 0 0 0 0 0 1
"AT1G06137" 0 0 0 0 0 0
"AT1G06140" 2 1 2 1 1 3
"AT1G06148" 7 15 17 7 3 4
"AT1G06149" 0 0 0 0 0 0
"AT1G06150" 10 4 4 3 6 1
"AT1G06160" 0 0 0 0 0 0
"AT1G06170" 2 2 4 3 2 1
"AT1G06180" 39 34 24 27 23 23
"AT1G06190" 51 70 74 41 50 38
"AT1G06200" 73 116 94 104 98 50
"AT1G06210" 103 209 144 96 116 76
"AT1G06220" 93 146 105 121 87 80
"AT1G06225" 0 0 0 0 0 0
"AT1G06230" 203 304 261 174 178 96
"AT1G06240" 21 23 23 19 19 18
"AT1G06250" 4 1 2 3 5 3
"AT1G06260" 0 0 0 0 0 0
"AT1G06265" 5 5 4 8 3 5
"AT1G06270" 10 23 17 14 12 5
"AT1G06280" 0 0 0 0 0 0
"AT1G06290" 66 109 83 37 58 30
"AT1G06310" 4 3 2 1 1 2
"AT1G06320" 0 0 1 2 1 0
"AT1G06330" 0 0 0 0 0 0
"AT1G06340" 0 0 0 0 0 0
"AT1G06350" 0 0 2 0 1 1
"AT1G06360" 0 4 6 2 6 3
"AT1G06370" 8 18 28 6 11 7
"AT1G06380" 11 16 25 13 10 8
"AT1G06390" 156 190 155 113 91 88
"AT1G06400" 64 131 110 62 81 44
"AT1G06410" 182 285 210 172 222 145
"AT1G06420" 9 10 11 4 4 4
"AT1G06430" 392 821 570 422 447 283
"AT1G06440" 0 2 1 1 1 1
"AT1G06450" 10 10 11 6 9 4
"AT1G06460" 9 16 11 11 7 12
"AT1G06470" 114 116 118 95 70 56
"AT1G06475" 11 10 12 1 5 8
"AT1G06480" 0 0 0 0 0 0
"AT1G06490" 20 28 20 21 16 17
"AT1G06500" 27 45 36 41 23 20
"AT1G06510" 11 33 24 18 12 16
"AT1G06515" 39 59 40 25 30 22
"AT1G06520" 7 6 10 60 67 40
"AT1G06530" 110 154 184 108 120 93
"AT1G06540" 1 0 1 2 0 0
"AT1G06550" 161 277 187 129 102 101
"AT1G06560" 17 24 22 18 20 11
"AT1G06570" 81 166 143 123 145 84
"AT1G06580" 4 7 10 8 10 3
"AT1G06590" 12 11 17 6 12 9
"AT1G06610" 0 0 0 0 0 0
"AT1G06620" 3 2 4 2 2 4
"AT1G06630" 40 117 93 70 80 50
"AT1G06640" 29 57 26 32 32 27
"AT1G06645" 3 16 16 8 17 13
"AT1G06650" 13 30 19 10 14 9
"AT1G06660" 3 2 3 3 0 2
"AT1G06670" 100 135 107 111 101 58
"AT1G06680" 703 976 638 335 235 418
"AT1G06690" 30 54 38 24 39 19
"AT1G06700" 149 201 136 116 113 98
"AT1G06710" 6 9 2 8 12 7
"AT1G06720" 79 109 118 91 96 40
"AT1G06730" 9 24 30 9 17 10
"AT1G06740" 13 17 15 12 12 5
"AT1G06750" 5 3 4 3 2 2
"AT1G06760" 479 700 517 437 468 457
"AT1G06770" 33 46 16 34 38 28
"AT1G06780" 62 246 92 68 103 39
"AT1G06790" 30 46 41 38 25 12
"AT1G06800" 10 23 19 18 17 14
"AT1G06810" 0 0 0 0 0 0
"AT1G06820" 51 79 38 40 50 23
"AT1G06830" 0 0 0 0 0 0
"AT1G06840" 17 55 54 37 38 15
"AT1G06850" 13 9 11 13 7 4
"AT1G06860" 0 0 0 0 0 0
