"GSM1466934" "GSM1466935" "GSM1466936" "GSM1466937" "GSM1466938" "GSM1466939"
"AT1G02350" 11 5 9 10 3 19
"AT1G02360" 52 68 38 57 85 130
"AT1G02370" 11 20 16 12 17 16
"AT1G02380" 12 5 2 7 8 10
"AT1G02390" 41 125 103 23 102 78
"AT1G02391" 0 0 0 0 0 0
"AT1G02400" 62 291 679 29 260 263
"AT1G02405" 1 2 7 0 2 1
"AT1G02410" 70 58 69 55 50 75
"AT1G02420" 0 6 2 2 2 11
"AT1G02430" 4 7 1 0 6 6
"AT1G02440" 2 4 2 0 3 5
"AT1G02450" 9 33 9 6 30 15
"AT1G02460" 13 7 8 12 15 11
"AT1G02470" 7 9 30 4 12 23
"AT1G02475" 59 75 57 43 62 80
"AT1G02480" 0 0 0 0 0 0
"AT1G02490" 0 0 0 0 0 0
"AT1G02500" 1667 1341 1321 974 974 1933
"AT1G02510" 0 1 0 0 0 0
"AT1G02520" 4 5 7 3 8 12
"AT1G02530" 0 1 1 1 2 1
"AT1G02540" 0 0 0 0 0 0
"AT1G02550" 0 0 0 0 0 0
"AT1G02560" 776 558 698 465 425 616
"AT1G02570" 1 0 0 0 0 0
"AT1G02575" 0 0 0 0 0 0
"AT1G02580" 0 3 0 0 3 4
"AT1G02590" 0 0 1 0 0 0
"AT1G02600" 0 0 0 0 0 0
"AT1G02610" 32 86 47 13 70 115
"AT1G02620" 10 12 5 4 4 13
"AT1G02630" 1 0 0 1 0 0
"AT1G02640" 78 54 22 43 46 151
"AT1G02650" 12 0 1 23 11 19
"AT1G02660" 252 476 897 135 410 576
"AT1G02670" 2 7 5 4 3 4
"AT1G02680" 36 64 59 41 38 65
"AT1G02681" 0 0 0 0 0 0
"AT1G02690" 10 11 7 16 16 10
"AT1G02700" 6 6 2 5 4 3
"AT1G02710" 18 5 13 17 6 7
"AT1G02720" 28 24 5 21 13 26
"AT1G02730" 36 37 3 38 38 16
"AT1G02740" 15 25 32 17 34 24
"AT1G02750" 32 34 55 19 37 31
"AT1G02760" 0 0 0 0 0 0
"AT1G02770" 7 1 1 2 1 4
"AT1G02780" 1917 1409 1149 1158 974 1461
"AT1G02790" 0 1 22 0 0 0
"AT1G02800" 2 2 1 6 0 1
"AT1G02810" 3 7 4 3 15 3
"AT1G02813" 0 0 0 0 0 0
"AT1G02816" 65 51 30 44 42 74
"AT1G02820" 174 2 70 141 15 182
"AT1G02830" 0 0 0 0 0 0
"AT1G02840" 204 379 270 194 264 320
"AT1G02850" 25 81 171 17 47 52
"AT1G02860" 21 45 55 22 56 53
"AT1G02870" 83 73 29 49 50 60
"AT1G02880" 40 68 85 37 82 73
"AT1G02890" 141 235 263 127 237 271
"AT1G02900" 5 6 4 1 4 5
"AT1G02910" 112 177 127 94 108 170
"AT1G02920" 132 387 834 108 793 690
"AT1G02930" 202 970 1199 190 1455 1225
"AT1G02940" 1 1 0 0 1 1
"AT1G02950" 17 6 3 12 13 7
"AT1G02952" 0 0 0 0 0 0
"AT1G02960" 26 81 36 50 52 37
"AT1G02965" 0 0 0 0 0 0
"AT1G02970" 5 3 0 6 3 3
"AT1G02980" 0 0 0 0 0 0
"AT1G02990" 47 63 77 33 73 78
"AT1G03000" 41 81 84 63 78 98
"AT1G03010" 2 6 0 1 5 2
"AT1G03020" 12 15 3 7 6 23
"AT1G03022" 0 0 0 0 0 0
"AT1G03030" 20 41 42 17 35 51
"AT1G03040" 111 165 99 108 147 159
"AT1G03050" 1 0 2 0 0 0
"AT1G03055" 6 6 14 5 3 13
"AT1G03060" 92 239 205 93 230 213
"AT1G03070" 4 1 11 2 2 3
"AT1G03080" 110 218 278 140 249 209
"AT1G03090" 110 218 123 124 133 177
"AT1G03100" 0 4 6 5 6 1
"AT1G03103" 0 0 0 0 0 0
"AT1G03106" 1 0 1 0 0 0
"AT1G03110" 17 12 11 16 14 14
"AT1G03120" 4 1 2 1 3 0
"AT1G03130" 3433 836 538 1326 810 1144
"AT1G03140" 138 147 141 101 97 171
"AT1G03150" 36 47 60 57 64 93
"AT1G03160" 113 169 146 103 122 122
"AT1G03170" 2 3 0 1 0 1
"AT1G03180" 4 2 3 2 7 5
"AT1G03190" 13 36 23 15 18 30
"AT1G03200" 1 2 2 1 4 3
"AT1G03210" 25 74 37 27 79 70
"AT1G03220" 334 282 209 223 197 347
"AT1G03230" 116 120 70 64 105 115
"AT1G03240" 0 1 1 0 0 1
"AT1G03250" 37 47 45 33 54 53
"AT1G03260" 24 30 22 21 24 43
"AT1G03270" 9 5 3 5 4 3
"AT1G03280" 74 147 205 83 117 165
"AT1G03290" 58 169 157 64 183 183
"AT1G03300" 12 7 8 7 7 12
"AT1G03310" 100 58 72 62 39 80
"AT1G03320" 1 1 0 2 2 0
"AT1G03330" 66 38 71 40 38 59
"AT1G03340" 11 11 10 4 11 7
"AT1G03350" 110 94 117 92 97 116
"AT1G03360" 29 32 17 34 20 23
"AT1G03365" 33 62 42 31 56 46
"AT1G03370" 113 275 286 104 335 235
"AT1G03380" 100 178 195 75 139 176
"AT1G03390" 0 0 0 0 0 0
"AT1G03400" 147 187 89 98 145 190
"AT1G03410" 38 47 28 21 26 21
"AT1G03420" 3 1 0 1 0 4
"AT1G03430" 42 77 86 32 67 85
"AT1G03440" 200 76 64 221 55 196
"AT1G03445" 1 1 0 1 0 1
"AT1G03457" 25 14 18 7 7 22
"AT1G03470" 9 19 16 7 9 15
"AT1G03475" 239 354 157 205 287 212
"AT1G03490" 0 0 0 0 0 0
"AT1G03495" 16 24 32 12 31 27
"AT1G03502" 0 0 0 1 1 1
"AT1G03506" 2 1 0 2 1 1
"AT1G03510" 2 6 6 1 7 4
"AT1G03515" 0 0 0 0 0 0
"AT1G03520" 55 80 81 35 43 81
"AT1G03530" 13 36 29 24 29 28
"AT1G03540" 4 1 6 0 4 2
"AT1G03545" 0 0 1 0 0 0
"AT1G03550" 11 24 106 17 34 58
"AT1G03560" 15 16 18 18 13 25
"AT1G03570" 0 0 0 0 0 0
"AT1G03580" 5 5 23 7 2 13
"AT1G03590" 105 80 43 112 83 111
"AT1G03600" 1129 399 314 558 238 679
"AT1G03610" 184 264 201 120 232 278
"AT1G03620" 12 32 14 11 22 32
"AT1G03630" 574 294 182 346 192 252
"AT1G03640" 0 0 0 0 0 0
"AT1G03650" 9 21 13 11 6 14
"AT1G03660" 0 0 1 1 2 2
"AT1G03670" 1 0 0 0 2 0
"AT1G03680" 994 557 628 529 370 639
"AT1G03687" 17 24 19 23 16 31
"AT1G03700" 0 0 0 0 0 0
"AT1G03710" 0 0 0 0 0 0
"AT1G03720" 0 1 0 0 0 0
"AT1G03730" 73 144 140 28 123 101
"AT1G03740" 165 367 618 84 583 397
"AT1G03743" 2 1 0 0 3 2
"AT1G03746" 5 1 0 0 0 5
"AT1G03750" 9 26 23 16 23 30
"AT1G03760" 17 37 20 18 25 19
"AT1G03770" 9 16 15 9 18 14
"AT1G03780" 7 7 2 15 12 7
"AT1G03790" 0 0 0 0 0 1
"AT1G03800" 1 0 3 5 0 0
"AT1G03810" 0 0 0 0 0 0
"AT1G03820" 24 10 5 22 19 25
"AT1G03830" 14 23 13 24 17 14
"AT1G03840" 2 2 1 5 2 1
"AT1G03850" 21 49 37 6 97 86
"AT1G03860" 136 166 72 100 108 125
"AT1G03870" 283 104 54 75 52 201
"AT1G03880" 0 0 0 0 0 0
"AT1G03890" 0 0 0 0 0 0
"AT1G03900" 230 320 201 170 223 270
"AT1G03905" 4 6 6 9 13 13
"AT1G03910" 103 163 129 77 146 155
"AT1G03920" 0 3 0 4 7 4
"AT1G03930" 134 144 180 120 94 226
"AT1G03935" 2 4 2 2 0 2
"AT1G03940" 15 23 17 9 23 7
"AT1G03950" 30 36 28 24 46 36
"AT1G03960" 16 39 46 30 40 45
"AT1G03970" 38 22 19 16 35 24
"AT1G03980" 0 2 0 1 2 2
"AT1G03982" 0 0 0 0 0 0
"AT1G03990" 12 20 18 10 10 20
"AT1G04000" 85 49 63 36 54 112
"AT1G04010" 13 45 39 11 29 36
"AT1G04020" 7 22 1 17 8 8
"AT1G04030" 3 17 13 15 30 16
"AT1G04040" 149 97 11 87 105 103
"AT1G04050" 6 9 1 1 3 7
"AT1G04070" 17 12 46 16 13 28
"AT1G04080" 143 293 376 186 243 337
"AT1G04090" 4 0 2 6 0 1
"AT1G04100" 14 10 15 11 9 20
"AT1G04110" 15 3 2 32 2 5
"AT1G04120" 99 243 239 127 214 234
"AT1G04130" 24 14 33 22 13 16
"AT1G04140" 162 255 278 150 234 265
"AT1G04150" 0 0 0 0 0 0
"AT1G04160" 15 19 10 20 14 26
"AT1G04170" 145 184 103 143 136 152
"AT1G04171" 0 0 0 0 0 0
"AT1G04180" 3 0 0 5 0 4
"AT1G04190" 43 58 48 33 49 47
"AT1G04200" 37 101 106 28 100 101
"AT1G04210" 104 125 154 98 125 153
"AT1G04220" 6 3 1 20 2 9
"AT1G04230" 19 35 58 17 37 63
"AT1G04240" 105 91 76 36 40 69
"AT1G04250" 85 22 48 34 11 54
"AT1G04260" 85 74 57 54 46 75
"AT1G04270" 643 393 156 379 326 288
"AT1G04280" 147 140 167 102 113 228
"AT1G04290" 6 6 8 5 5 8
"AT1G04295" 0 0 0 0 0 0
"AT1G04300" 184 369 348 150 290 327
"AT1G04310" 12 51 12 22 30 30
"AT1G04320" 0 0 0 0 0 0
"AT1G04330" 1 5 2 1 0 3
"AT1G04340" 38 42 42 18 31 44
"AT1G04350" 172 84 254 86 51 197
"AT1G04360" 33 11 6 20 2 24
"AT1G04370" 0 0 4 0 0 0
"AT1G04380" 1 0 0 0 3 1
"AT1G04390" 21 39 55 39 20 48
"AT1G04400" 333 615 323 321 552 363
"AT1G04410" 1608 1435 693 1152 1668 1176
"AT1G04420" 338 230 80 236 132 129
"AT1G04425" 0 2 0 1 1 1
"AT1G04430" 299 377 222 193 211 280
"AT1G04440" 166 298 400 148 260 455
"AT1G04445" 1 0 0 0 3 5
"AT1G04450" 0 0 0 0 0 0
"AT1G04457" 1 1 0 0 1 1
"AT1G04470" 0 0 3 0 0 0
"AT1G04480" 150 203 128 96 120 191
"AT1G04490" 2 6 15 4 17 8
"AT1G04500" 0 4 2 1 6 5
"AT1G04501" 0 0 0 0 0 0
"AT1G04510" 77 104 76 44 84 107
"AT1G04520" 16 11 3 9 4 10
"AT1G04530" 180 104 144 126 132 191
"AT1G04540" 5 6 6 8 3 14
"AT1G04550" 50 41 52 33 41 67
"AT1G04555" 22 39 37 16 30 45
"AT1G04560" 1 0 0 0 0 0
"AT1G04570" 10 1 63 9 2 8
"AT1G04580" 2 1 0 0 1 1
"AT1G04590" 36 44 27 24 23 26
"AT1G04600" 1 10 17 1 19 33
"AT1G04610" 0 0 0 0 0 0
"AT1G04620" 39 191 12 29 127 10
"AT1G04625" 0 0 0 0 0 1
"AT1G04630" 79 59 48 39 37 58
"AT1G04635" 8 4 1 5 6 2
"AT1G04640" 95 94 65 73 58 83
"AT1G04645" 0 0 0 0 0 1
"AT1G04650" 5 3 1 3 3 6
"AT1G04660" 0 1 0 0 0 2
"AT1G04670" 0 0 0 0 0 0
"AT1G04680" 397 244 56 346 212 341
"AT1G04684" 0 0 0 0 0 0
"AT1G04690" 153 166 124 108 190 162
"AT1G04700" 0 5 2 3 4 5
"AT1G04710" 52 67 64 36 58 62
"AT1G04720" 0 0 0 0 0 0
"AT1G04730" 7 16 2 13 10 9
"AT1G04750" 181 246 156 126 246 197
"AT1G04760" 2 2 1 1 3 1
"AT1G04770" 42 115 68 39 166 34
"AT1G04778" 1 3 1 0 0 0
"AT1G04780" 148 207 261 120 200 229
"AT1G04790" 52 74 51 44 72 67
"AT1G04800" 1020 401 25 2093 513 605
"AT1G04810" 96 149 70 90 134 118
"AT1G04820" 685 584 150 624 422 388
"AT1G04830" 40 73 68 33 73 76
"AT1G04840" 3 5 2 2 8 5
"AT1G04850" 172 225 168 179 221 249
"AT1G04860" 45 92 65 43 80 69
"AT1G04870" 44 79 41 34 66 72
"AT1G04880" 2 0 0 4 0 0
"AT1G04890" 0 0 0 0 0 0
"AT1G04900" 15 27 5 12 16 13
"AT1G04910" 56 114 90 57 88 119
"AT1G04920" 2 2 0 7 4 6
"AT1G04930" 13 8 12 5 8 8
"AT1G04940" 7 7 1 1 7 11
"AT1G04945" 12 28 11 15 20 17
"AT1G04950" 55 75 45 47 67 88
"AT1G04960" 76 96 68 54 95 70
"AT1G04970" 77 97 159 64 99 156
"AT1G04980" 16 74 37 22 63 95
"AT1G04985" 80 87 77 30 51 98
"AT1G04990" 16 94 23 29 71 47
"AT1G05000" 6 13 14 7 19 24
"AT1G05010" 522 815 364 297 859 492
"AT1G05020" 9 25 12 7 18 26
"AT1G05030" 20 105 74 43 56 55
"AT1G05040" 0 0 0 1 2 0
"AT1G05055" 31 26 18 17 14 17
"AT1G05060" 51 58 90 25 57 60
"AT1G05061" 1 2 2 1 3 0
"AT1G05065" 13 2 2 5 3 4
"AT1G05070" 97 112 87 64 38 77
"AT1G05080" 0 0 0 0 0 0
"AT1G05085" 0 0 0 0 0 0
"AT1G05090" 3 6 4 7 3 5
"AT1G05100" 14 14 62 7 37 29
"AT1G05120" 35 56 103 23 87 63
"AT1G05135" 407 1053 515 421 1067 718
"AT1G05136" 0 0 0 0 0 2
"AT1G05140" 143 118 86 111 64 100
"AT1G05150" 83 75 36 55 46 70
"AT1G05160" 18 54 33 20 27 36
"AT1G05170" 40 47 66 39 35 54
"AT1G05180" 48 83 99 58 80 106
"AT1G05190" 1660 879 659 1064 464 836
"AT1G05200" 162 203 237 139 150 179
"AT1G05205" 40 38 36 37 21 44
"AT1G05210" 10 11 3 10 4 8
"AT1G05220" 0 2 0 0 0 0
"AT1G05230" 32 59 46 37 59 54
"AT1G05240" 0 0 1 0 0 0
"AT1G05250" 0 0 1 2 0 1
"AT1G05260" 1 2 0 2 0 1
"AT1G05270" 33 64 49 38 59 78
"AT1G05280" 0 0 0 0 0 0
"AT1G05290" 0 0 0 0 0 0
"AT1G05291" 0 0 0 0 0 0
"AT1G05300" 52 194 238 50 331 167
"AT1G05310" 6 15 36 2 6 7
"AT1G05320" 36 77 50 30 109 61
"AT1G05330" 1 1 6 3 1 4
"AT1G05340" 21 84 252 6 112 116
"AT1G05350" 38 91 21 43 87 78
"AT1G05360" 21 25 32 34 18 45
"AT1G05370" 4 19 9 9 10 11
"AT1G05380" 75 97 93 57 103 90
"AT1G05385" 73 25 33 38 21 24
"AT1G05390" 0 0 0 0 0 0
"AT1G05400" 3 2 8 3 6 0
"AT1G05410" 50 30 33 34 29 52
"AT1G05420" 3 1 0 1 0 0
"AT1G05430" 55 54 57 36 41 59
"AT1G05440" 2 0 0 2 0 1
"AT1G05450" 0 0 0 0 0 0
"AT1G05460" 22 32 18 34 41 29
"AT1G05470" 23 41 11 18 23 34
"AT1G05490" 1 3 3 3 0 1
"AT1G05500" 135 127 84 121 106 189
"AT1G05510" 0 1 1 0 1 1
"AT1G05520" 53 110 107 82 84 109
"AT1G05530" 1 1 0 1 0 0
"AT1G05540" 23 10 12 11 5 13
"AT1G05550" 3 1 0 0 0 0
"AT1G05560" 10 12 2 2 5 3
"AT1G05562" 0 0 0 0 0 0
"AT1G05570" 43 305 305 59 402 283
"AT1G05575" 104 281 381 21 349 226
"AT1G05577" 0 1 1 0 0 0
"AT1G05580" 0 0 9 0 0 0
"AT1G05590" 63 55 37 57 42 44
"AT1G05600" 21 10 11 10 10 15
"AT1G05610" 1 2 0 2 3 1
"AT1G05615" 0 0 0 0 0 0
"AT1G05620" 22 23 26 25 21 29
"AT1G05630" 52 170 113 68 109 110
"AT1G05640" 8 12 2 3 7 3
"AT1G05650" 0 0 0 0 0 0
"AT1G05660" 0 0 1 0 0 0
"AT1G05670" 21 32 23 24 64 49
"AT1G05675" 47 112 101 21 132 120
"AT1G05680" 36 2 10 12 3 5
"AT1G05690" 19 13 36 11 10 25
"AT1G05700" 3 3 1 0 4 1
"AT1G05710" 12 64 60 10 64 59
"AT1G05720" 70 84 51 36 81 63
"AT1G05730" 2 10 4 1 9 6
"AT1G05740" 0 0 0 1 0 1
"AT1G05750" 8 21 7 15 14 2
"AT1G05760" 0 0 0 0 0 0
"AT1G05770" 2 1 2 6 4 1
"AT1G05780" 8 10 19 4 10 24
"AT1G05785" 10 15 31 11 18 29
"AT1G05790" 40 76 58 44 59 66
"AT1G05800" 2 0 4 0 1 1
"AT1G05805" 159 248 208 138 213 248
"AT1G05810" 71 46 36 30 47 68
"AT1G05820" 4 9 9 7 10 21
"AT1G05830" 45 113 156 81 93 129
"AT1G05835" 9 8 4 3 4 7
"AT1G05840" 60 129 94 46 104 112
"AT1G05850" 2387 1715 656 1424 1354 1463
"AT1G05860" 31 19 18 17 21 16
"AT1G05870" 57 27 35 47 20 49
"AT1G05880" 0 2 2 2 1 2
"AT1G05890" 120 266 281 93 211 221
"AT1G05894" 1 3 3 4 4 0
"AT1G05900" 36 43 55 26 25 55
"AT1G05910" 67 78 94 56 83 100
"AT1G05920" 0 0 0 0 0 0
"AT1G05925" 0 0 0 0 0 0
"AT1G05930" 0 0 0 0 0 0
"AT1G05940" 78 113 135 93 76 108
"AT1G05950" 5 19 3 2 7 4
"AT1G05960" 91 205 146 110 152 143
"AT1G05970" 17 25 17 11 29 22
"AT1G05980" 0 0 0 0 0 0
"AT1G05990" 0 1 0 0 0 0
"AT1G06000" 21 35 60 21 46 45
"AT1G06002" 1 0 1 0 0 0
"AT1G06010" 36 25 12 35 25 15
"AT1G06020" 1 1 3 1 2 3
"AT1G06030" 4 0 1 0 2 0
"AT1G06040" 890 164 553 452 202 598
"AT1G06050" 16 29 35 10 23 47
"AT1G06060" 70 67 80 39 51 69
"AT1G06070" 58 50 66 56 48 77
"AT1G06080" 112 24 1 69 11 11
"AT1G06090" 0 0 0 0 0 0
"AT1G06100" 0 0 0 0 0 1
"AT1G06110" 101 104 100 67 69 126
"AT1G06120" 0 0 0 0 2 0
"AT1G06130" 55 124 140 48 150 117
"AT1G06135" 1 8 28 0 11 33
"AT1G06137" 0 0 1 0 1 2
"AT1G06140" 1 6 3 1 13 5
"AT1G06148" 1 1 2 0 1 1
"AT1G06149" 0 0 0 0 0 0
"AT1G06150" 8 10 8 6 5 7
"AT1G06160" 6 24 54 1 29 50
"AT1G06170" 0 2 0 1 1 1
"AT1G06180" 2 8 5 2 11 7
"AT1G06190" 143 91 70 113 58 102
"AT1G06200" 206 172 169 122 155 149
"AT1G06210" 73 56 45 45 52 51
"AT1G06220" 124 155 116 102 120 146
"AT1G06225" 0 0 0 0 0 0
"AT1G06230" 101 195 186 74 193 197
"AT1G06240" 36 34 30 26 19 28
"AT1G06250" 18 17 17 12 7 14
"AT1G06260" 0 0 0 0 0 0
"AT1G06265" 5 11 6 8 2 11
"AT1G06270" 6 5 7 4 4 5
"AT1G06280" 0 0 0 0 0 0
"AT1G06290" 133 134 88 116 147 171
"AT1G06310" 1 2 0 0 2 0
"AT1G06320" 0 0 0 0 0 0
"AT1G06330" 0 0 0 0 0 0
"AT1G06340" 0 0 0 0 0 1
"AT1G06350" 1 2 0 3 0 1
"AT1G06360" 38 24 5 56 4 11
"AT1G06370" 3 27 12 14 10 20
"AT1G06380" 30 23 19 20 24 21
"AT1G06390" 94 153 137 83 129 155
"AT1G06400" 174 156 273 83 147 221
"AT1G06410" 239 380 628 178 473 490
"AT1G06420" 1 1 3 3 0 3
"AT1G06430" 250 114 178 106 93 247
"AT1G06440" 3 8 4 3 9 5
"AT1G06450" 38 46 46 26 44 35
"AT1G06460" 420 672 263 275 542 149
"AT1G06470" 44 77 50 63 78 65
"AT1G06475" 7 8 5 3 4 4
"AT1G06480" 0 0 0 0 0 0
"AT1G06490" 8 19 10 14 18 15
"AT1G06500" 23 30 22 13 16 24
"AT1G06510" 42 36 26 21 31 41
"AT1G06515" 25 21 13 19 21 32
"AT1G06520" 18 8 32 16 18 47
"AT1G06530" 108 162 118 92 129 119
"AT1G06540" 2 0 0 2 1 0
"AT1G06550" 51 86 49 53 48 59
"AT1G06560" 18 44 19 18 30 25
"AT1G06570" 218 59 171 112 55 223
"AT1G06580" 7 11 14 5 6 12
"AT1G06590" 20 47 31 11 29 35
"AT1G06610" 0 0 0 0 0 0
"AT1G06620" 35 154 318 16 258 225
"AT1G06630" 38 73 64 29 63 79
"AT1G06640" 238 233 244 241 277 352
"AT1G06645" 32 94 61 32 38 72
"AT1G06650" 192 186 253 131 189 273
"AT1G06660" 1 1 0 3 0 0
"AT1G06670" 68 157 117 73 126 132
"AT1G06680" 20161 6506 4896 10719 4376 7996
"AT1G06690" 94 87 80 59 38 82
"AT1G06700" 189 276 232 160 180 231
"AT1G06710" 5 20 7 3 11 8
"AT1G06720" 33 108 34 43 110 47
"AT1G06730" 30 33 17 16 22 13
"AT1G06740" 7 10 10 5 16 14
"AT1G06750" 1 2 2 1 3 4
"AT1G06760" 489 548 237 450 464 561
"AT1G06770" 13 36 15 22 36 38
"AT1G06780" 30 58 88 33 46 55
"AT1G06790" 8 22 14 8 14 19
"AT1G06800" 31 58 48 17 49 52
"AT1G06810" 0 0 0 0 1 0
"AT1G06820" 54 74 51 52 47 74
"AT1G06830" 175 66 54 143 43 146
"AT1G06840" 56 102 114 57 103 112
"AT1G06850" 17 31 11 17 32 14
"AT1G06860" 0 0 0 0 0 0
