"GSM1416617" "GSM1416618" "GSM1416619" "GSM1416620"
"AT1G02090" 114 340 203 75
"AT1G02100" 225 405 97 132
"AT1G02110" 155 338 199 137
"AT1G02120" 474 320 382 412
"AT1G02130" 96 102 484 58
"AT1G02136" 0 0 0 0
"AT1G02140" 754 420 928 476
"AT1G02145" 81 83 58 131
"AT1G02150" 1372 879 1111 834
"AT1G02160" 122 76 39 11
"AT1G02170" 81 95 197 29
"AT1G02180" 0 270 19 0
"AT1G02190" 0 0 0 0
"AT1G02205" 73 475 326 369
"AT1G02210" 0 0 0 0
"AT1G02220" 24 20 69 5
"AT1G02228" 0 0 0 0
"AT1G02230" 0 0 0 0
"AT1G02250" 0 0 0 0
"AT1G02260" 20 85 108 10
"AT1G02270" 148 125 115 142
"AT1G02280" 453 344 645 376
"AT1G02290" 10 0 146 0
"AT1G02300" 16 95 161 62
"AT1G02305" 502 678 697 635
"AT1G02310" 0 0 0 0
"AT1G02320" 0 0 0 0
"AT1G02330" 172 274 8 492
"AT1G02335" 31 33 0 0
"AT1G02340" 0 150 26 57
"AT1G02350" 0 0 0 5
"AT1G02360" 162 56 58 14
"AT1G02370" 69 0 72 0
"AT1G02380" 6 78 24 50
"AT1G02390" 0 0 0 0
"AT1G02391" 0 0 0 0
"AT1G02400" 25 36 9 0
"AT1G02405" 6 0 0 0
"AT1G02410" 83 204 195 168
"AT1G02420" 0 29 7 14
"AT1G02430" 5 0 0 0
"AT1G02440" 0 0 0 0
"AT1G02450" 0 0 0 0
"AT1G02460" 0 0 0 0
"AT1G02470" 36 0 0 0
"AT1G02475" 264 557 305 172
"AT1G02480" 0 0 0 0
"AT1G02490" 0 0 0 0
"AT1G02500" 2644 3515 3757 2433
"AT1G02510" 0 0 0 0
"AT1G02520" 0 32 0 1
"AT1G02530" 3 258 0 0
"AT1G02540" 0 0 0 0
"AT1G02550" 0 0 0 0
"AT1G02560" 2178 3109 2162 2218
"AT1G02570" 0 0 11 0
"AT1G02575" 0 0 0 0
"AT1G02580" 0 0 0 1
"AT1G02590" 0 0 0 0
"AT1G02600" 0 0 0 0
"AT1G02610" 105 127 11 104
"AT1G02620" 14 0 0 0
"AT1G02630" 0 0 0 0
"AT1G02640" 518 857 264 302
"AT1G02650" 0 0 0 13
"AT1G02660" 391 1112 585 2102
"AT1G02670" 13 195 1 0
"AT1G02680" 54 110 26 314
"AT1G02681" 0 0 0 0
"AT1G02690" 176 41 47 105
"AT1G02700" 0 31 0 0
"AT1G02710" 51 1 6 0
"AT1G02720" 77 56 27 0
"AT1G02730" 621 373 181 450
"AT1G02740" 44 13 4 65
"AT1G02750" 12 31 102 315
"AT1G02760" 0 0 0 0
"AT1G02770" 0 0 0 0
"AT1G02780" 7799 7506 6780 6726
"AT1G02790" 0 0 0 1
"AT1G02800" 0 0 0 0
"AT1G02810" 65 344 31 349
"AT1G02813" 3 0 0 0
"AT1G02816" 97 180 364 230
"AT1G02820" 138 11 331 40
"AT1G02830" 0 0 0 0
"AT1G02840" 360 279 892 1189
"AT1G02850" 145 364 560 1100
"AT1G02860" 70 306 192 27
"AT1G02870" 63 146 184 455
"AT1G02880" 1 415 44 21
"AT1G02890" 681 1905 1255 1131
"AT1G02900" 146 144 42 187
"AT1G02910" 384 518 468 908
"AT1G02920" 246 226 2 120
"AT1G02930" 642 805 305 741
"AT1G02940" 8 0 0 0
"AT1G02950" 13 0 57 0
"AT1G02952" 0 0 0 0
"AT1G02960" 90 288 55 456
"AT1G02965" 0 0 0 0
"AT1G02970" 0 0 15 0
"AT1G02980" 0 0 13 0
"AT1G02990" 189 125 527 459
"AT1G03000" 284 124 133 25
"AT1G03010" 0 0 0 0
"AT1G03020" 0 0 0 0
"AT1G03022" 0 0 0 0
"AT1G03030" 92 39 484 513
"AT1G03040" 234 220 63 49
"AT1G03050" 0 0 0 0
"AT1G03055" 25 116 5 177
"AT1G03060" 625 697 798 559
"AT1G03070" 0 0 0 0
"AT1G03080" 769 799 1296 840
"AT1G03090" 624 890 419 560
"AT1G03100" 4 54 38 0
"AT1G03103" 0 0 0 0
"AT1G03106" 0 1 0 2
"AT1G03110" 124 170 164 21
"AT1G03120" 11 0 195 0
"AT1G03130" 2819 4739 6129 4772
"AT1G03140" 322 433 407 154
"AT1G03150" 91 354 4 1
"AT1G03160" 469 463 337 1173
"AT1G03170" 0 0 24 0
"AT1G03180" 24 0 0 0
"AT1G03190" 47 79 146 18
"AT1G03200" 0 0 0 0
"AT1G03210" 135 70 36 0
"AT1G03220" 569 681 394 1081
"AT1G03230" 207 239 272 85
"AT1G03240" 1 0 0 0
"AT1G03250" 160 52 140 406
"AT1G03260" 44 0 66 36
"AT1G03270" 9 27 0 41
"AT1G03280" 465 517 290 730
"AT1G03290" 271 1464 62 74
"AT1G03300" 112 121 43 1
"AT1G03310" 556 371 267 339
"AT1G03320" 0 0 0 0
"AT1G03330" 211 387 61 188
"AT1G03340" 21 0 0 0
"AT1G03350" 414 472 578 396
"AT1G03360" 127 0 0 29
"AT1G03365" 243 200 150 80
"AT1G03370" 32 270 254 308
"AT1G03380" 252 615 390 279
"AT1G03390" 0 0 0 0
"AT1G03400" 23 121 147 109
"AT1G03410" 2 0 0 0
"AT1G03420" 0 1 0 0
"AT1G03430" 73 90 118 121
"AT1G03440" 39 102 223 82
"AT1G03445" 42 0 0 1
"AT1G03457" 98 76 18 60
"AT1G03470" 49 84 130 0
"AT1G03475" 1504 1337 966 531
"AT1G03490" 0 0 0 0
"AT1G03495" 1 0 40 1
"AT1G03502" 0 0 0 0
"AT1G03506" 3 0 0 0
"AT1G03510" 4 0 14 0
"AT1G03515" 0 1 0 1
"AT1G03520" 9 0 141 34
"AT1G03530" 21 144 56 74
"AT1G03540" 0 0 7 0
"AT1G03545" 7 0 0 0
"AT1G03550" 0 27 127 0
"AT1G03560" 31 473 145 0
"AT1G03570" 0 0 12 0
"AT1G03580" 0 0 0 0
"AT1G03590" 314 367 322 440
"AT1G03600" 2746 3700 3345 3693
"AT1G03610" 177 401 334 551
"AT1G03620" 0 0 0 0
"AT1G03630" 1191 1200 997 1193
"AT1G03640" 0 0 0 0
"AT1G03650" 14 129 4 0
"AT1G03660" 0 0 11 0
"AT1G03670" 0 0 0 0
"AT1G03680" 1768 953 1955 2337
"AT1G03687" 121 175 27 94
"AT1G03700" 0 1 0 0
"AT1G03710" 0 0 0 0
"AT1G03720" 0 0 0 0
"AT1G03730" 52 32 67 52
"AT1G03740" 801 735 292 827
"AT1G03743" 143 377 25 0
"AT1G03746" 53 2 5 482
"AT1G03750" 59 47 52 1
"AT1G03760" 15 346 13 1
"AT1G03770" 40 321 0 44
"AT1G03780" 50 133 37 18
"AT1G03790" 0 102 1 0
"AT1G03800" 41 0 0 0
"AT1G03810" 0 0 0 0
"AT1G03820" 2 211 0 0
"AT1G03830" 100 147 9 414
"AT1G03840" 0 1 0 0
"AT1G03850" 27 114 30 22
"AT1G03860" 691 344 481 325
"AT1G03870" 969 1922 542 814
"AT1G03880" 5 0 0 0
"AT1G03890" 0 0 0 0
"AT1G03900" 441 411 495 102
"AT1G03905" 38 3 0 0
"AT1G03910" 289 824 700 32
"AT1G03920" 0 0 49 0
"AT1G03930" 432 465 144 269
"AT1G03935" 0 1 0 0
"AT1G03940" 20 30 71 272
"AT1G03950" 23 114 41 66
"AT1G03960" 5 61 22 42
"AT1G03970" 7 126 85 23
"AT1G03980" 0 0 0 0
"AT1G03982" 0 0 0 0
"AT1G03990" 0 40 0 0
"AT1G04000" 25 57 17 39
"AT1G04010" 55 231 75 48
"AT1G04020" 121 215 27 180
"AT1G04030" 15 33 96 0
"AT1G04040" 1466 2110 914 1323
"AT1G04050" 6 31 23 1
"AT1G04070" 41 27 56 17
"AT1G04080" 762 662 966 827
"AT1G04090" 9 21 0 0
"AT1G04100" 0 0 19 1
"AT1G04110" 47 28 0 53
"AT1G04120" 714 488 382 445
"AT1G04130" 68 132 40 13
"AT1G04140" 499 148 436 1051
"AT1G04150" 7 0 0 0
"AT1G04160" 164 86 168 547
"AT1G04170" 637 1202 315 613
"AT1G04171" 0 0 0 0
"AT1G04180" 0 22 0 0
"AT1G04190" 101 481 30 237
"AT1G04200" 107 182 20 35
"AT1G04210" 406 805 414 518
"AT1G04220" 84 39 276 175
"AT1G04230" 62 61 48 222
"AT1G04240" 232 1450 82 121
"AT1G04250" 439 443 490 523
"AT1G04260" 23 0 68 230
"AT1G04270" 2948 2565 2628 2838
"AT1G04280" 182 166 142 65
"AT1G04290" 90 71 0 0
"AT1G04295" 0 0 0 0
"AT1G04300" 391 738 831 1244
"AT1G04310" 151 167 69 162
"AT1G04320" 0 0 0 0
"AT1G04330" 0 0 16 0
"AT1G04340" 92 94 307 220
"AT1G04350" 227 315 475 271
"AT1G04360" 32 0 23 0
"AT1G04370" 0 0 0 0
"AT1G04380" 0 0 0 3
"AT1G04390" 146 0 13 363
"AT1G04400" 1190 1522 1487 773
"AT1G04410" 7961 6326 6358 8903
"AT1G04420" 993 723 1013 1308
"AT1G04425" 8 0 48 0
"AT1G04430" 599 2205 615 655
"AT1G04440" 547 813 397 571
"AT1G04445" 0 0 0 0
"AT1G04450" 0 0 0 1
"AT1G04457" 22 14 87 4
"AT1G04470" 0 0 0 0
"AT1G04480" 1217 1383 608 675
"AT1G04490" 0 0 0 0
"AT1G04500" 0 0 0 1
"AT1G04501" 0 0 0 0
"AT1G04510" 557 261 246 257
"AT1G04520" 148 70 110 37
"AT1G04530" 450 256 798 681
"AT1G04540" 0 0 7 4
"AT1G04550" 192 131 8 159
"AT1G04555" 40 0 20 30
"AT1G04560" 0 0 0 0
"AT1G04570" 0 0 0 0
"AT1G04580" 2 0 0 0
"AT1G04590" 73 405 140 398
"AT1G04600" 0 0 0 0
"AT1G04610" 0 0 10 0
"AT1G04620" 214 85 462 637
"AT1G04625" 0 0 0 0
"AT1G04630" 196 265 309 253
"AT1G04635" 0 0 13 167
"AT1G04640" 306 543 151 125
"AT1G04645" 0 0 0 1
"AT1G04650" 50 0 0 0
"AT1G04660" 42 58 0 0
"AT1G04670" 0 0 0 0
"AT1G04680" 630 1252 399 483
"AT1G04684" 0 0 0 0
"AT1G04690" 547 508 336 1031
"AT1G04700" 6 0 34 0
"AT1G04710" 195 301 176 143
"AT1G04720" 0 0 0 0
"AT1G04730" 14 0 24 0
"AT1G04750" 490 586 539 113
"AT1G04760" 14 0 0 0
"AT1G04770" 152 328 97 493
"AT1G04778" 9 0 0 0
"AT1G04780" 470 429 473 436
"AT1G04790" 111 32 286 159
"AT1G04800" 1399 1468 928 1071
"AT1G04810" 361 624 401 497
"AT1G04820" 1740 1596 1080 1547
"AT1G04830" 137 33 70 38
"AT1G04840" 31 30 0 0
"AT1G04850" 761 837 870 1143
"AT1G04860" 415 310 675 451
"AT1G04870" 355 448 222 159
"AT1G04880" 1 1 1 0
"AT1G04890" 0 0 0 0
"AT1G04900" 42 0 9 470
"AT1G04910" 216 547 150 157
"AT1G04920" 0 0 2 0
"AT1G04930" 14 14 6 0
"AT1G04940" 87 34 158 265
"AT1G04945" 19 145 79 0
"AT1G04950" 173 26 278 70
"AT1G04960" 177 404 523 300
"AT1G04970" 154 67 216 267
"AT1G04980" 183 170 141 284
"AT1G04985" 150 660 72 213
"AT1G04990" 149 303 198 448
"AT1G05000" 19 12 15 331
"AT1G05010" 4874 5674 5224 3924
"AT1G05020" 28 124 71 89
"AT1G05030" 69 128 265 96
"AT1G05040" 0 0 0 0
"AT1G05055" 127 139 29 215
"AT1G05060" 149 0 142 5
"AT1G05061" 0 0 0 0
"AT1G05065" 46 0 0 0
"AT1G05070" 78 92 219 34
"AT1G05080" 0 0 0 0
"AT1G05085" 0 0 0 0
"AT1G05090" 0 0 17 0
"AT1G05100" 0 0 6 0
"AT1G05120" 162 327 147 145
"AT1G05135" 3970 4310 3590 4133
"AT1G05136" 0 0 0 0
"AT1G05140" 182 796 405 575
"AT1G05150" 214 771 587 690
"AT1G05160" 15 261 0 0
"AT1G05170" 88 28 88 67
"AT1G05180" 302 193 212 245
"AT1G05190" 3784 3864 4665 4544
"AT1G05200" 143 504 418 378
"AT1G05205" 67 444 136 38
"AT1G05210" 110 33 64 37
"AT1G05220" 13 0 9 0
"AT1G05230" 201 66 151 186
"AT1G05240" 2 75 0 27
"AT1G05250" 3 1 0 1
"AT1G05260" 234 287 119 230
"AT1G05270" 212 206 89 24
"AT1G05280" 0 0 0 0
"AT1G05290" 0 0 0 0
"AT1G05291" 0 0 0 0
"AT1G05300" 23 0 0 46
"AT1G05310" 0 1 0 0
"AT1G05320" 253 80 304 364
"AT1G05330" 0 0 0 0
"AT1G05340" 8 56 31 289
"AT1G05350" 238 381 182 105
"AT1G05360" 34 0 89 245
"AT1G05370" 0 0 0 0
"AT1G05380" 296 136 186 257
"AT1G05385" 91 92 189 36
"AT1G05390" 0 0 0 0
"AT1G05400" 3 0 0 0
"AT1G05410" 9 864 32 73
"AT1G05420" 0 0 0 0
"AT1G05430" 280 121 88 669
"AT1G05440" 0 0 0 0
"AT1G05450" 0 0 0 0
"AT1G05460" 124 339 78 65
"AT1G05470" 37 0 35 85
"AT1G05490" 0 39 18 35
"AT1G05500" 631 377 330 238
"AT1G05510" 0 0 0 0
"AT1G05520" 347 360 59 194
"AT1G05530" 14 1 92 3
"AT1G05540" 19 0 0 0
"AT1G05550" 0 0 1 0
"AT1G05560" 80 249 296 0
"AT1G05562" 0 0 0 0
"AT1G05570" 433 989 525 475
"AT1G05575" 68 0 39 0
"AT1G05577" 0 0 0 0
"AT1G05580" 0 0 0 0
"AT1G05590" 227 23 12 68
"AT1G05600" 18 0 38 39
"AT1G05610" 0 0 0 0
"AT1G05615" 0 0 0 0
"AT1G05620" 277 172 35 22
"AT1G05630" 89 208 61 52
"AT1G05640" 3 0 129 21
"AT1G05650" 0 0 0 0
"AT1G05660" 21 22 0 0
"AT1G05670" 28 9 29 0
"AT1G05675" 68 169 10 2
"AT1G05680" 25 39 34 0
"AT1G05690" 3 40 15 44
"AT1G05700" 26 0 0 0
"AT1G05710" 25 172 203 48
"AT1G05720" 74 46 0 0
"AT1G05730" 0 0 0 30
"AT1G05740" 0 0 0 0
"AT1G05750" 156 0 5 0
"AT1G05760" 0 0 0 0
"AT1G05770" 11 0 0 0
"AT1G05780" 57 42 5 0
"AT1G05785" 48 0 78 33
"AT1G05790" 54 632 231 241
"AT1G05800" 0 0 0 0
"AT1G05805" 115 560 83 246
"AT1G05810" 23 96 83 36
"AT1G05820" 24 0 0 1
"AT1G05830" 259 478 188 699
"AT1G05835" 141 0 91 34
"AT1G05840" 133 257 111 227
"AT1G05850" 3057 4082 3464 4132
"AT1G05860" 12 26 107 0
"AT1G05870" 47 161 330 52
"AT1G05880" 0 0 0 0
"AT1G05890" 378 701 558 881
"AT1G05894" 0 0 0 0
"AT1G05900" 98 175 45 267
"AT1G05910" 197 181 429 0
"AT1G05920" 0 0 0 0
"AT1G05925" 0 0 0 0
"AT1G05930" 0 0 0 0
"AT1G05940" 136 672 233 552
"AT1G05950" 173 261 84 0
"AT1G05960" 286 303 542 565
"AT1G05970" 18 77 0 32
"AT1G05980" 1 5 12 12
"AT1G05990" 102 27 26 0
"AT1G06000" 167 52 192 46
"AT1G06002" 0 0 0 0
"AT1G06010" 48 38 46 44
"AT1G06020" 0 0 0 0
"AT1G06030" 0 0 0 0
"AT1G06040" 926 1467 845 907
"AT1G06050" 38 125 28 0
"AT1G06060" 119 137 168 68
"AT1G06070" 256 77 274 278
"AT1G06080" 192 452 120 123
"AT1G06090" 33 61 94 0
"AT1G06100" 15 25 1 27
"AT1G06110" 102 166 199 182
"AT1G06120" 6 0 0 0
"AT1G06130" 165 495 344 87
"AT1G06135" 0 0 0 0
"AT1G06137" 0 0 0 0
"AT1G06140" 3 30 27 0
"AT1G06148" 0 0 0 1
"AT1G06149" 0 0 0 0
"AT1G06150" 72 0 0 0
"AT1G06160" 83 0 117 1
"AT1G06170" 0 1 0 1
"AT1G06180" 129 29 106 15
"AT1G06190" 658 920 508 276
"AT1G06200" 230 202 230 819
"AT1G06210" 116 287 214 120
"AT1G06220" 333 880 313 441
"AT1G06225" 0 0 0 0
"AT1G06230" 389 951 718 166
"AT1G06240" 246 17 88 0
"AT1G06250" 6 23 0 0
"AT1G06260" 0 0 0 0
"AT1G06265" 0 0 0 0
"AT1G06270" 5 7 0 0
"AT1G06280" 0 0 0 0
"AT1G06290" 455 428 312 414
"AT1G06310" 16 0 0 1
"AT1G06320" 0 0 0 0
"AT1G06330" 0 0 0 0
"AT1G06340" 0 0 0 0
"AT1G06350" 54 10 0 220
"AT1G06360" 235 89 335 271
"AT1G06370" 15 143 97 50
"AT1G06380" 0 15 17 0
"AT1G06390" 400 476 338 143
"AT1G06400" 316 1251 394 236
"AT1G06410" 1889 3091 1258 1194
"AT1G06420" 0 1 16 0
"AT1G06430" 1235 1997 2532 1511
"AT1G06440" 0 43 0 0
"AT1G06450" 0 47 0 0
"AT1G06460" 414 535 810 680
"AT1G06470" 58 79 320 290
"AT1G06475" 0 36 0 42
"AT1G06480" 0 0 0 0
"AT1G06490" 24 0 11 44
"AT1G06500" 98 377 115 258
"AT1G06510" 40 51 135 239
"AT1G06515" 151 489 100 116
"AT1G06520" 18 27 0 0
"AT1G06530" 411 712 749 529
"AT1G06540" 0 18 0 0
"AT1G06550" 272 289 198 566
"AT1G06560" 206 8 53 305
"AT1G06570" 663 756 922 457
"AT1G06580" 0 0 12 0
"AT1G06590" 95 0 82 29
"AT1G06610" 0 0 0 0
"AT1G06620" 24 90 0 467
"AT1G06630" 19 34 206 165
"AT1G06640" 620 827 533 742
"AT1G06645" 74 41 106 102
"AT1G06650" 246 287 516 739
"AT1G06660" 18 0 34 0
"AT1G06670" 586 796 279 33
"AT1G06680" 20853 29032 27507 26320
"AT1G06690" 407 346 240 361
"AT1G06700" 468 603 342 410
"AT1G06710" 9 211 0 0
"AT1G06720" 289 253 514 82
"AT1G06730" 183 137 26 115
"AT1G06740" 0 19 18 170
"AT1G06750" 0 0 0 0
"AT1G06760" 1229 1180 1335 1411
"AT1G06770" 45 33 82 21
"AT1G06780" 61 143 100 89
"AT1G06790" 108 18 8 52
"AT1G06800" 25 119 40 39
"AT1G06810" 0 0 0 0
"AT1G06820" 370 140 500 151
"AT1G06830" 11 0 13 64
"AT1G06840" 233 195 271 128
"AT1G06850" 111 101 22 51
"AT1G06860" 0 0 8 0
"AT1G06870" 47 106 193 47
"AT1G06880" 0 0 0 0
"AT1G06890" 422 249 356 282
"AT1G06900" 243 364 611 1024
"AT1G06910" 5 100 10 0
"AT1G06920" 0 0 0 0
"AT1G06923" 2 0 0 0
"AT1G06925" 0 0 0 0
"AT1G06930" 0 0 1 0
"AT1G06950" 2021 1735 1807 1572
"AT1G06960" 184 56 61 2
"AT1G06970" 0 0 0 0
"AT1G06980" 6 0 40 0
"AT1G06990" 0 0 0 0
"AT1G07000" 211 364 38 24
"AT1G07010" 376 477 513 1071
"AT1G07020" 130 33 205 137
"AT1G07025" 0 0 0 0
"AT1G07030" 95 181 90 72
"AT1G07040" 189 303 188 200
"AT1G07050" 7 96 131 128
"AT1G07051" 0 0 0 0
"AT1G07060" 0 0 0 0
"AT1G07070" 180 206 196 383
"AT1G07080" 330 409 266 289
"AT1G07090" 151 0 63 44
"AT1G07100" 0 0 0 0
"AT1G07110" 970 1212 915 1283
"AT1G07119" 9 0 0 0
"AT1G07120" 9 0 19 0
"AT1G07128" 0 0 0 0
"AT1G07130" 0 0 10 0
"AT1G07135" 360 792 466 754
"AT1G07140" 1390 1400 1163 1465
"AT1G07150" 92 82 108 0
"AT1G07160" 0 0 0 0
"AT1G07170" 37 405 75 81
"AT1G07175" 0 14 0 0
"AT1G07180" 415 605 1201 555
"AT1G07190" 0 0 0 0
"AT1G07200" 126 324 114 638
"AT1G07210" 123 207 138 164
"AT1G07220" 133 1 80 51
"AT1G07230" 108 273 309 56
"AT1G07240" 35 441 283 148
"AT1G07250" 201 441 211 110
"AT1G07260" 22 38 58 0
"AT1G07270" 0 0 0 0
"AT1G07280" 482 380 552 405
"AT1G07290" 0 0 0 0
"AT1G07300" 8 0 0 0
"AT1G07310" 212 326 472 550
"AT1G07320" 3107 2665 2742 4113
"AT1G07330" 0 0 0 0
"AT1G07340" 0 0 0 0
"AT1G07350" 198 86 173 220
"AT1G07360" 325 171 382 445
"AT1G07370" 116 0 47 50
"AT1G07380" 45 61 138 203
"AT1G07390" 44 121 19 0
"AT1G07400" 34 0 14 0
"AT1G07410" 0 0 3 0
"AT1G07420" 92 341 83 107
"AT1G07430" 0 0 0 1
"AT1G07440" 299 207 238 309
"AT1G07450" 0 0 30 0
"AT1G07460" 0 0 0 0
"AT1G07470" 21 203 0 148
"AT1G07473" 0 0 0 0
"AT1G07476" 0 0 0 0
"AT1G07480" 68 48 140 0
"AT1G07485" 0 0 0 0
"AT1G07490" 0 0 0 0
"AT1G07500" 0 73 0 0
"AT1G07510" 197 686 325 168
"AT1G07520" 83 61 94 0
"AT1G07530" 346 334 250 407
"AT1G07540" 0 0 0 0
"AT1G07550" 0 0 0 0
"AT1G07560" 24 0 0 0
"AT1G07570" 238 125 148 73
"AT1G07580" 0 0 0 0
"AT1G07590" 2759 2868 2814 3455
"AT1G07600" 0 0 0 0
"AT1G07610" 988 985 751 1063
"AT1G07615" 76 114 80 195
"AT1G07620" 0 101 0 0
"AT1G07630" 49 246 177 225
"AT1G07640" 60 721 92 322
"AT1G07645" 0 0 0 0
"AT1G07650" 378 703 347 348
"AT1G07660" 158 408 15 211
"AT1G07670" 207 253 484 460
"AT1G07680" 0 0 2 0
"AT1G07690" 0 0 0 0
"AT1G07700" 479 210 170 707
"AT1G07702" 0 0 0 0
"AT1G07705" 92 72 16 66
"AT1G07710" 0 65 0 0
"AT1G07720" 212 147 248 448
"AT1G07725" 0 0 0 0
"AT1G07728" 0 0 0 0
"AT1G07730" 0 0 0 0
"AT1G07740" 21 0 0 0
"AT1G07745" 66 22 17 26
"AT1G07747" 0 0 0 0
"AT1G07750" 140 195 113 37
"AT1G07760" 0 0 0 0
"AT1G07770" 1673 2176 777 2074
"AT1G07780" 74 78 116 9
"AT1G07790" 487 164 247 211
"AT1G07795" 0 0 0 0
"AT1G07800" 0 0 0 0
"AT1G07810" 440 628 435 330
"AT1G07820" 477 391 220 94
"AT1G07830" 160 273 188 136
"AT1G07840" 99 347 154 307
"AT1G07850" 0 0 0 0
"AT1G07860" 0 0 0 0
"AT1G07870" 92 145 58 178
"AT1G07880" 43 26 0 134
"AT1G07885" 0 0 0 0
"AT1G07890" 3862 4933 6194 7256
"AT1G07900" 0 0 0 0
"AT1G07901" 35 243 0 0
"AT1G07910" 480 132 124 245
"AT1G07920" 2900 2880 2191 3101
"AT1G07930" 1943 3155 1340 2341
"AT1G07940" 2340 1402 1044 718
"AT1G07950" 40 261 86 32
"AT1G07960" 131 297 132 94
"AT1G07970" 60 51 74 542
"AT1G07980" 95 311 150 214
"AT1G07985" 71 0 0 0
"AT1G07990" 210 395 608 157
"AT1G08000" 6 60 42 0
"AT1G08005" 0 0 0 0
"AT1G08010" 93 125 165 126
"AT1G08030" 126 232 26 49
"AT1G08032" 0 0 0 0
"AT1G08035" 0 0 0 0
"AT1G08040" 94 369 39 81
"AT1G08050" 9 0 255 1
"AT1G08060" 61 184 219 77
"AT1G08065" 0 0 0 0
"AT1G08070" 32 33 0 0
"AT1G08080" 0 0 0 0
"AT1G08090" 0 0 0 0
"AT1G08100" 0 0 0 0
"AT1G08105" 0 0 0 0
