"GSM897684" "GSM897685" "GSM897686" "GSM897687"
"AT1G01910" 1032 1610 1021 1646
"AT1G01920" 261 1064 297 1122
"AT1G01930" 504 743 536 731
"AT1G01940" 193 357 197 371
"AT1G01950" 517 1087 678 1109
"AT1G01960" 3728 6897 3701 6963
"AT1G01970" 601 981 560 876
"AT1G01980" 0 6 0 2
"AT1G01990" 755 618 855 714
"AT1G02000" 428 225 392 269
"AT1G02010" 286 757 309 633
"AT1G02020" 902 698 865 762
"AT1G02030" 4 26 1 17
"AT1G02040" 0 0 0 2
"AT1G02050" 346 849 447 920
"AT1G02060" 411 844 462 963
"AT1G02065" 1 351 2 511
"AT1G02070" 1 76 1 72
"AT1G02074" 6 8 3 6
"AT1G02080" 5007 9111 4745 8893
"AT1G02090" 581 877 622 895
"AT1G02100" 1478 2091 1810 2044
"AT1G02110" 1444 3577 1996 4039
"AT1G02120" 3335 4313 4022 4301
"AT1G02130" 835 1250 876 1266
"AT1G02136" 0 3 1 2
"AT1G02140" 1634 2492 1887 2300
"AT1G02145" 471 1093 608 1056
"AT1G02150" 2723 4471 3099 4850
"AT1G02160" 416 802 537 944
"AT1G02170" 1443 1371 1521 1562
"AT1G02180" 72 305 87 304
"AT1G02190" 8 29 7 19
"AT1G02205" 4182 3666 1418 2775
"AT1G02210" 0 0 0 0
"AT1G02220" 86 77 87 61
"AT1G02228" 0 0 0 0
"AT1G02230" 16 25 17 13
"AT1G02250" 3 4 3 4
"AT1G02260" 506 979 600 1006
"AT1G02270" 459 412 398 398
"AT1G02280" 1346 4972 1642 5408
"AT1G02290" 157 463 139 492
"AT1G02300" 713 1520 558 1245
"AT1G02305" 3388 5001 3879 4642
"AT1G02310" 7 9 3 2
"AT1G02320" 0 1 0 0
"AT1G02330" 445 801 489 881
"AT1G02335" 187 517 138 370
"AT1G02340" 534 92 690 103
"AT1G02350" 21 61 14 74
"AT1G02360" 604 62 531 129
"AT1G02370" 54 160 71 250
"AT1G02380" 48 47 38 49
"AT1G02390" 124 25 107 26
"AT1G02391" 0 0 0 0
"AT1G02400" 1662 248 1587 281
"AT1G02405" 42 9 39 9
"AT1G02410" 437 840 527 783
"AT1G02420" 108 155 114 168
"AT1G02430" 35 49 50 57
"AT1G02440" 2 1 2 5
"AT1G02450" 2 5 0 6
"AT1G02460" 575 133 546 114
"AT1G02470" 335 26 137 21
"AT1G02475" 1206 441 1058 457
"AT1G02480" 0 0 0 0
"AT1G02490" 0 6 0 9
"AT1G02500" 13262 11464 12218 13303
"AT1G02510" 1 0 1 0
"AT1G02520" 44 97 27 75
"AT1G02530" 1 7 1 11
"AT1G02540" 0 0 0 0
"AT1G02550" 0 0 0 0
"AT1G02560" 7016 5608 5779 5719
"AT1G02570" 2 1 1 0
"AT1G02575" 0 0 0 0
"AT1G02580" 15 3 2 3
"AT1G02590" 0 0 1 0
"AT1G02600" 0 0 0 0
"AT1G02610" 713 410 492 287
"AT1G02620" 397 166 407 212
"AT1G02630" 26 277 17 217
"AT1G02640" 1071 5609 1489 6182
"AT1G02650" 77 85 59 66
"AT1G02660" 2625 1284 2679 1218
"AT1G02670" 92 74 53 65
"AT1G02680" 269 615 304 583
"AT1G02681" 0 0 0 2
"AT1G02690" 152 1057 148 1128
"AT1G02700" 19 11 23 3
"AT1G02710" 31 18 59 16
"AT1G02720" 116 322 154 424
"AT1G02730" 94 2734 123 2671
"AT1G02740" 202 352 200 367
"AT1G02750" 367 581 395 619
"AT1G02760" 1 1 0 0
"AT1G02770" 15 9 25 6
"AT1G02780" 8769 26349 8811 29899
"AT1G02790" 0 1 0 0
"AT1G02800" 3 258 2 261
"AT1G02810" 3 33 8 28
"AT1G02813" 0 1 0 0
"AT1G02816" 520 194 420 198
"AT1G02820" 115 14 150 18
"AT1G02830" 0 0 1 0
"AT1G02840" 5985 13784 7416 15098
"AT1G02850" 758 425 449 206
"AT1G02860" 981 481 936 427
"AT1G02870" 241 811 312 1083
"AT1G02880" 424 458 448 539
"AT1G02890" 3572 3741 3805 3749
"AT1G02900" 99 68 57 60
"AT1G02910" 1139 1493 1312 1395
"AT1G02920" 2700 2669 4439 3410
"AT1G02930" 4840 3470 6129 4784
"AT1G02940" 2 24 3 12
"AT1G02950" 47 65 63 69
"AT1G02952" 0 0 1 0
"AT1G02960" 580 1055 671 851
"AT1G02965" 0 0 0 0
"AT1G02970" 5 69 27 51
"AT1G02980" 0 1 0 1
"AT1G02990" 802 779 731 704
"AT1G03000" 886 1645 860 1374
"AT1G03010" 16 26 23 30
"AT1G03020" 21 9 36 20
"AT1G03022" 0 0 0 0
"AT1G03030" 307 427 386 467
"AT1G03040" 913 1315 872 1414
"AT1G03050" 1 1 0 0
"AT1G03055" 57 39 93 41
"AT1G03060" 3159 6024 3470 6177
"AT1G03070" 25 17 13 17
"AT1G03080" 7297 6486 8245 6322
"AT1G03090" 22680 28543 25831 30406
"AT1G03100" 65 92 123 94
"AT1G03103" 2 0 1 0
"AT1G03106" 48 10 10 3
"AT1G03110" 157 354 155 363
"AT1G03120" 46 92 21 75
"AT1G03130" 28107 19639 25591 15430
"AT1G03140" 2176 4340 2649 4192
"AT1G03150" 656 641 543 659
"AT1G03160" 1986 2790 1639 2490
"AT1G03170" 8 14 2 6
"AT1G03180" 27 112 24 110
"AT1G03190" 282 445 305 481
"AT1G03200" 41 33 22 35
"AT1G03210" 516 689 654 828
"AT1G03220" 10677 3032 10778 4108
"AT1G03230" 962 1656 1474 2236
"AT1G03240" 5 10 3 4
"AT1G03250" 669 753 635 662
"AT1G03260" 268 279 241 304
"AT1G03270" 51 203 62 202
"AT1G03280" 1219 1554 1289 1510
"AT1G03290" 1181 1239 1155 1041
"AT1G03300" 66 207 77 174
"AT1G03310" 684 1265 578 1057
"AT1G03320" 9 9 5 11
"AT1G03330" 537 882 585 953
"AT1G03340" 45 30 43 43
"AT1G03350" 1072 1135 1176 1013
"AT1G03360" 115 438 126 649
"AT1G03365" 525 1034 611 977
"AT1G03370" 1830 1252 2127 1372
"AT1G03380" 3219 2991 3115 2581
"AT1G03390" 9 3 7 2
"AT1G03400" 1318 319 1422 367
"AT1G03410" 249 179 316 157
"AT1G03420" 1 0 0 1
"AT1G03430" 364 323 437 318
"AT1G03440" 425 452 400 403
"AT1G03445" 2 6 2 2
"AT1G03457" 139 645 172 776
"AT1G03470" 139 242 158 243
"AT1G03475" 3152 5097 3056 5174
"AT1G03490" 0 2 1 0
"AT1G03495" 166 151 171 135
"AT1G03502" 5 1 2 1
"AT1G03506" 12 9 5 7
"AT1G03510" 21 63 14 79
"AT1G03515" 0 0 0 0
"AT1G03520" 791 590 759 535
"AT1G03530" 327 685 335 758
"AT1G03540" 64 117 69 117
"AT1G03545" 0 6 1 9
"AT1G03550" 315 189 231 186
"AT1G03560" 310 395 342 388
"AT1G03570" 0 0 0 0
"AT1G03580" 418 277 387 197
"AT1G03590" 1017 1868 1195 1986
"AT1G03600" 9841 11779 10477 11754
"AT1G03610" 2443 3828 2899 3921
"AT1G03620" 131 491 96 455
"AT1G03630" 1843 3594 1516 3482
"AT1G03640" 0 0 0 0
"AT1G03650" 49 56 78 100
"AT1G03660" 5 36 7 26
"AT1G03670" 11 7 4 2
"AT1G03680" 4787 3115 4266 3264
"AT1G03687" 278 546 260 653
"AT1G03700" 0 0 0 0
"AT1G03710" 16 28 4 12
"AT1G03720" 2 0 0 0
"AT1G03730" 185 145 246 145
"AT1G03740" 1601 952 2291 1095
"AT1G03743" 0 0 0 0
"AT1G03746" 0 1 0 0
"AT1G03750" 249 359 264 346
"AT1G03760" 170 607 188 615
"AT1G03770" 260 477 194 559
"AT1G03780" 21 839 11 781
"AT1G03790" 17 0 13 1
"AT1G03800" 39 37 47 32
"AT1G03810" 0 0 0 0
"AT1G03820" 515 75 159 60
"AT1G03830" 75 534 109 581
"AT1G03840" 5 23 3 25
"AT1G03850" 219 122 287 107
"AT1G03860" 771 1652 825 1861
"AT1G03870" 571 862 829 1009
"AT1G03880" 0 0 0 1
"AT1G03890" 2 0 0 0
"AT1G03900" 2716 2569 2641 2772
"AT1G03905" 51 77 64 112
"AT1G03910" 1551 4292 2063 4149
"AT1G03920" 23 84 19 62
"AT1G03930" 1218 826 1232 763
"AT1G03935" 16 17 14 22
"AT1G03940" 114 109 76 86
"AT1G03950" 402 182 442 188
"AT1G03960" 317 465 267 429
"AT1G03970" 185 265 159 303
"AT1G03980" 3 10 4 7
"AT1G03982" 0 1 0 0
"AT1G03990" 171 203 156 163
"AT1G04000" 415 343 447 330
"AT1G04010" 120 527 95 508
"AT1G04020" 73 297 89 265
"AT1G04030" 90 156 68 146
"AT1G04040" 516 629 962 792
"AT1G04050" 36 172 60 162
"AT1G04070" 108 105 104 117
"AT1G04080" 3734 6094 3878 6227
"AT1G04090" 13 23 7 14
"AT1G04100" 91 76 95 89
"AT1G04110" 21 509 23 394
"AT1G04120" 1993 3453 2030 3401
"AT1G04130" 224 317 198 331
"AT1G04140" 4201 5909 4407 5904
"AT1G04150" 0 38 0 32
"AT1G04160" 93 279 71 280
"AT1G04170" 1521 3041 1672 3187
"AT1G04171" 0 0 0 0
"AT1G04180" 10 1 3 1
"AT1G04190" 318 651 371 683
"AT1G04200" 655 1054 543 1098
"AT1G04210" 1516 2208 1638 2264
"AT1G04220" 1870 134 582 71
"AT1G04230" 230 406 272 390
"AT1G04240" 585 488 737 513
"AT1G04250" 262 182 352 208
"AT1G04260" 472 720 492 795
"AT1G04270" 3072 8889 3165 10990
"AT1G04280" 1918 2922 2023 2497
"AT1G04290" 33 37 35 38
"AT1G04295" 0 0 0 0
"AT1G04300" 4545 7989 6092 7815
"AT1G04310" 401 798 478 943
"AT1G04320" 0 0 0 0
"AT1G04330" 3 5 2 6
"AT1G04340" 252 381 237 403
"AT1G04350" 1469 515 1345 568
"AT1G04360" 140 73 138 85
"AT1G04370" 0 0 0 1
"AT1G04380" 4 7 3 4
"AT1G04390" 428 685 421 681
"AT1G04400" 6111 7037 5541 5934
"AT1G04410" 24449 17002 23897 20116
"AT1G04420" 1906 2571 2218 2500
"AT1G04425" 5 347 8 348
"AT1G04430" 1613 2539 1891 2731
"AT1G04440" 2577 2009 2531 1818
"AT1G04445" 2 4 1 5
"AT1G04450" 0 0 0 0
"AT1G04457" 36 46 24 49
"AT1G04470" 0 3 0 1
"AT1G04480" 1797 4249 1757 5090
"AT1G04490" 7 16 9 12
"AT1G04500" 9 1 8 2
"AT1G04501" 0 0 0 0
"AT1G04510" 1346 2890 1514 3158
"AT1G04520" 110 437 116 502
"AT1G04530" 2389 2208 2541 2250
"AT1G04540" 31 68 72 89
"AT1G04550" 329 586 379 574
"AT1G04555" 99 127 117 123
"AT1G04560" 0 0 0 0
"AT1G04570" 56 30 35 44
"AT1G04580" 3 3 3 0
"AT1G04590" 381 900 399 833
"AT1G04600" 6 52 7 23
"AT1G04610" 2 37 3 50
"AT1G04620" 1034 1027 1059 973
"AT1G04625" 0 0 0 0
"AT1G04630" 636 1138 635 1124
"AT1G04635" 17 30 13 27
"AT1G04640" 501 600 489 636
"AT1G04645" 0 0 0 0
"AT1G04650" 69 80 55 75
"AT1G04660" 52 16 41 77
"AT1G04670" 0 0 0 0
"AT1G04680" 6659 1929 3008 1962
"AT1G04684" 0 0 0 0
"AT1G04690" 2477 2357 1981 2556
"AT1G04700" 43 149 24 157
"AT1G04710" 465 500 418 603
"AT1G04720" 0 0 0 0
"AT1G04730" 57 268 54 232
"AT1G04750" 1743 2501 1640 2581
"AT1G04760" 2 69 8 50
"AT1G04770" 115 234 102 239
"AT1G04778" 8 7 4 6
"AT1G04780" 2206 1635 2183 1581
"AT1G04790" 797 1437 890 1471
"AT1G04800" 353 2292 413 2142
"AT1G04810" 2496 3217 2727 3367
"AT1G04820" 3679 10176 3114 10924
"AT1G04830" 890 1117 902 1087
"AT1G04840" 22 35 21 22
"AT1G04850" 1954 3132 1943 3369
"AT1G04860" 1075 1082 1110 1080
"AT1G04870" 544 1159 570 1463
"AT1G04880" 12 7 10 10
"AT1G04890" 1 0 0 0
"AT1G04900" 35 221 38 233
"AT1G04910" 625 971 664 963
"AT1G04920" 15 230 21 207
"AT1G04930" 89 61 67 63
"AT1G04940" 46 71 36 87
"AT1G04945" 115 107 117 137
"AT1G04950" 729 1884 843 1766
"AT1G04960" 670 424 700 401
"AT1G04970" 1562 1075 1486 1059
"AT1G04980" 210 199 143 195
"AT1G04985" 799 789 903 806
"AT1G04990" 467 483 438 514
"AT1G05000" 101 22 138 27
"AT1G05010" 5458 5564 8250 5955
"AT1G05020" 122 61 127 70
"AT1G05030" 377 404 366 407
"AT1G05040" 5 1 0 0
"AT1G05055" 247 356 231 377
"AT1G05060" 280 338 308 314
"AT1G05061" 8 14 10 10
"AT1G05065" 17 21 8 24
"AT1G05070" 410 577 433 553
"AT1G05080" 0 0 0 0
"AT1G05085" 0 0 0 0
"AT1G05090" 49 110 65 129
"AT1G05100" 237 28 238 33
"AT1G05120" 949 1171 850 1071
"AT1G05135" 20131 6350 22609 5659
"AT1G05136" 15 4 4 6
"AT1G05140" 1018 1305 985 1191
"AT1G05150" 879 2553 925 2539
"AT1G05160" 444 1091 506 1014
"AT1G05170" 307 269 361 276
"AT1G05180" 713 1204 740 1188
"AT1G05190" 5391 9982 5303 10220
"AT1G05200" 1425 1406 1446 1294
"AT1G05205" 121 343 151 438
"AT1G05210" 33 73 27 127
"AT1G05220" 1 7 3 5
"AT1G05230" 637 1480 708 1448
"AT1G05240" 0 2 0 0
"AT1G05250" 2 1 1 1
"AT1G05260" 4 29 4 46
"AT1G05270" 981 1415 1206 1453
"AT1G05280" 0 2 0 0
"AT1G05290" 0 0 0 0
"AT1G05291" 0 0 0 0
"AT1G05300" 266 375 227 314
"AT1G05310" 108 166 123 140
"AT1G05320" 343 653 361 593
"AT1G05330" 13 2 15 8
"AT1G05340" 1432 305 1015 173
"AT1G05350" 624 945 651 1103
"AT1G05360" 242 1179 241 970
"AT1G05370" 21 135 22 106
"AT1G05380" 2023 2665 2200 2648
"AT1G05385" 202 417 272 387
"AT1G05390" 0 0 0 0
"AT1G05400" 21 23 23 34
"AT1G05410" 675 1565 811 1742
"AT1G05420" 45 88 27 96
"AT1G05430" 483 593 477 588
"AT1G05440" 2 76 4 77
"AT1G05450" 1 5 2 5
"AT1G05460" 215 1068 213 1148
"AT1G05470" 174 966 199 996
"AT1G05490" 7 60 15 76
"AT1G05500" 1168 1837 1189 1717
"AT1G05510" 0 1 0 0
"AT1G05520" 1331 1458 1107 1506
"AT1G05530" 5 2 1 4
"AT1G05540" 56 64 67 56
"AT1G05550" 6 21 3 19
"AT1G05560" 387 112 491 105
"AT1G05562" 1 0 0 0
"AT1G05570" 1222 5173 1946 4860
"AT1G05575" 93 31 169 74
"AT1G05577" 0 10 0 6
"AT1G05580" 0 1 1 0
"AT1G05590" 352 571 293 519
"AT1G05600" 226 472 258 418
"AT1G05610" 13 43 23 40
"AT1G05615" 0 0 0 0
"AT1G05620" 173 436 138 391
"AT1G05630" 327 881 415 959
"AT1G05640" 29 213 31 240
"AT1G05650" 0 0 0 0
"AT1G05660" 0 0 0 0
"AT1G05670" 223 317 290 320
"AT1G05675" 558 94 1059 254
"AT1G05680" 546 37 171 37
"AT1G05690" 287 88 326 80
"AT1G05700" 10 2 4 6
"AT1G05710" 54 246 57 218
"AT1G05720" 293 429 279 471
"AT1G05730" 10 14 5 13
"AT1G05740" 0 0 1 0
"AT1G05750" 126 236 145 239
"AT1G05760" 0 0 0 0
"AT1G05770" 20 39 9 39
"AT1G05780" 147 144 96 131
"AT1G05785" 141 158 128 152
"AT1G05790" 993 1468 1097 1390
"AT1G05800" 0 1 0 0
"AT1G05805" 1848 2278 1867 1970
"AT1G05810" 371 330 487 410
"AT1G05820" 126 78 106 85
"AT1G05830" 1668 2935 1879 2859
"AT1G05835" 63 3945 48 3602
"AT1G05840" 1655 2083 2082 1992
"AT1G05850" 9362 9504 10171 10403
"AT1G05860" 244 533 183 575
"AT1G05870" 463 1075 519 1106
"AT1G05880" 3 1 0 2
"AT1G05890" 3595 5115 4093 4810
"AT1G05894" 26 16 9 13
"AT1G05900" 527 432 488 401
"AT1G05910" 592 1032 495 1011
"AT1G05920" 0 0 0 0
"AT1G05925" 0 0 0 0
"AT1G05930" 0 0 0 1
"AT1G05940" 1363 1615 1355 1629
"AT1G05950" 72 306 111 288
"AT1G05960" 2503 2883 2866 2930
"AT1G05970" 207 590 288 793
"AT1G05980" 0 0 0 0
"AT1G05990" 0 1 0 0
"AT1G06000" 153 438 174 358
"AT1G06002" 0 0 0 0
"AT1G06010" 136 559 128 580
"AT1G06020" 44 52 18 21
"AT1G06030" 4 1 6 1
"AT1G06040" 6842 6306 6685 6042
"AT1G06050" 149 137 171 130
"AT1G06060" 671 727 622 748
"AT1G06070" 540 1065 567 1137
"AT1G06080" 29 401 7 333
"AT1G06090" 3 132 0 98
"AT1G06100" 1 84 0 97
"AT1G06110" 1722 2549 2074 2549
"AT1G06120" 1 3 0 7
"AT1G06130" 936 1482 939 1345
"AT1G06135" 0 0 1 1
"AT1G06137" 1 0 2 5
"AT1G06140" 18 36 24 36
"AT1G06148" 38 44 36 49
"AT1G06149" 0 0 0 0
"AT1G06150" 83 119 76 95
"AT1G06160" 53 36 59 54
"AT1G06170" 4 18 3 25
"AT1G06180" 160 352 106 331
"AT1G06190" 972 2178 979 2233
"AT1G06200" 1417 2483 1831 2327
"AT1G06210" 645 794 619 711
"AT1G06220" 1617 3454 1688 3780
"AT1G06225" 0 0 0 0
"AT1G06230" 2510 4894 2497 4619
"AT1G06240" 211 467 230 504
"AT1G06250" 105 206 76 180
"AT1G06260" 0 2 1 2
"AT1G06265" 74 274 100 288
"AT1G06270" 50 202 49 167
"AT1G06280" 0 0 0 1
"AT1G06290" 1566 2586 1563 2376
"AT1G06310" 1 12 0 6
"AT1G06320" 0 0 0 2
"AT1G06330" 0 0 0 0
"AT1G06340" 2 0 0 0
"AT1G06350" 6 126 4 145
"AT1G06360" 26 2528 18 2492
"AT1G06370" 116 229 171 327
"AT1G06380" 143 187 132 197
"AT1G06390" 1563 2658 1944 3136
"AT1G06400" 1566 2136 1779 1982
"AT1G06410" 4012 4134 4176 3788
"AT1G06420" 0 99 2 95
"AT1G06430" 5952 2789 5758 2777
"AT1G06440" 18 38 26 54
"AT1G06450" 140 291 143 316
"AT1G06460" 5191 2207 4508 1775
"AT1G06470" 489 562 417 524
"AT1G06475" 9 13 9 20
"AT1G06480" 0 0 0 0
"AT1G06490" 103 313 115 324
"AT1G06500" 195 532 172 440
"AT1G06510" 365 425 364 481
"AT1G06515" 214 424 215 434
"AT1G06520" 220 268 247 260
"AT1G06530" 1426 2169 1628 2039
"AT1G06540" 2 7 3 1
"AT1G06550" 322 1102 323 1129
"AT1G06560" 237 702 363 912
"AT1G06570" 14861 9044 16072 7502
"AT1G06580" 71 160 75 168
"AT1G06590" 321 732 367 823
"AT1G06610" 0 0 0 0
"AT1G06620" 294 683 385 798
"AT1G06630" 689 1375 606 1421
"AT1G06640" 1316 2295 1671 2327
"AT1G06645" 281 280 302 292
"AT1G06650" 1792 1221 1876 1152
"AT1G06660" 9 253 9 246
"AT1G06670" 1416 3220 1471 3265
"AT1G06680" 115966 81356 118461 76283
"AT1G06690" 882 868 993 936
"AT1G06700" 3905 4270 4186 4127
"AT1G06710" 96 229 128 246
"AT1G06720" 356 1057 380 1459
"AT1G06730" 230 424 264 442
"AT1G06740" 110 259 76 212
"AT1G06750" 6 11 9 2
"AT1G06760" 5495 10352 4825 9031
"AT1G06770" 274 389 336 414
"AT1G06780" 316 301 326 291
"AT1G06790" 69 207 63 278
"AT1G06800" 435 476 530 552
"AT1G06810" 1 1 1 1
"AT1G06820" 909 979 865 892
"AT1G06830" 43 21 68 25
"AT1G06840" 1324 1150 1574 1317
"AT1G06850" 102 217 133 272
"AT1G06860" 0 0 0 0
"AT1G06870" 396 351 402 354
"AT1G06880" 0 0 0 0
"AT1G06890" 1317 1655 1265 1718
"AT1G06900" 1245 2404 1424 2532
"AT1G06910" 122 166 109 186
"AT1G06920" 0 0 0 0
"AT1G06923" 0 0 0 0
"AT1G06925" 0 0 0 0
"AT1G06930" 0 2 0 0
"AT1G06950" 3072 7922 3065 8353
"AT1G06960" 253 767 319 788
"AT1G06970" 8 5 4 2
"AT1G06980" 42 63 58 61
"AT1G06990" 0 0 0 0
"AT1G07000" 746 375 1091 506
"AT1G07010" 1009 1183 1309 1266
"AT1G07020" 222 524 254 553
"AT1G07025" 1 1 1 0
"AT1G07030" 642 596 615 643
"AT1G07040" 7696 2381 5615 2119
"AT1G07050" 163 134 184 105
"AT1G07051" 0 0 1 0
"AT1G07060" 0 3 1 4
"AT1G07070" 137 406 145 573
"AT1G07080" 3143 2206 2911 2137
"AT1G07090" 247 360 290 405
"AT1G07100" 0 0 0 0
"AT1G07110" 6872 7152 7854 7071
"AT1G07119" 6 6 8 5
"AT1G07120" 9 17 9 16
"AT1G07128" 0 0 0 0
"AT1G07130" 6 11 4 8
"AT1G07135" 916 200 1519 437
"AT1G07140" 2746 2900 3036 3166
"AT1G07150" 489 333 657 317
"AT1G07160" 66 11 127 33
"AT1G07170" 448 627 424 846
"AT1G07175" 0 34 1 36
"AT1G07180" 1780 1026 2495 1092
"AT1G07190" 0 0 0 0
"AT1G07200" 1236 3112 1661 3156
"AT1G07210" 278 695 305 747
"AT1G07220" 226 298 221 317
"AT1G07230" 1447 1681 1581 1649
"AT1G07240" 1597 1401 1910 1456
"AT1G07250" 2183 1508 2089 1354
"AT1G07260" 60 173 45 215
"AT1G07270" 5 43 14 13
"AT1G07280" 4650 1195 4439 897
"AT1G07290" 56 55 56 58
"AT1G07300" 76 148 77 145
"AT1G07310" 2564 2701 2523 2665
"AT1G07320" 6969 14248 7597 14951
"AT1G07330" 4 5 3 4
"AT1G07340" 3 1 5 2
"AT1G07350" 1069 2160 1139 2253
"AT1G07360" 1516 1941 1417 2019
"AT1G07370" 37 250 43 286
"AT1G07380" 401 550 376 544
"AT1G07390" 398 220 307 175
"AT1G07400" 29 46 39 51
"AT1G07410" 29 29 20 35
"AT1G07420" 561 690 599 665
"AT1G07430" 269 68 337 53
"AT1G07440" 738 338 889 338
"AT1G07450" 37 18 64 33
"AT1G07460" 0 1 0 0
"AT1G07470" 855 1116 877 1028
"AT1G07473" 6 2 2 6
"AT1G07476" 1 0 0 1
"AT1G07480" 989 1592 1098 1513
"AT1G07485" 0 0 0 2
"AT1G07490" 0 3 0 1
"AT1G07500" 24 12 30 17
"AT1G07510" 1044 1552 969 1391
"AT1G07520" 304 291 420 313
"AT1G07530" 1228 3112 1392 3023
"AT1G07540" 0 0 0 1
"AT1G07550" 0 0 0 2
"AT1G07560" 0 1 0 2
"AT1G07570" 1114 1571 1049 1609
"AT1G07580" 0 0 0 0
"AT1G07590" 7459 4811 5154 3769
"AT1G07600" 0 0 0 0
"AT1G07610" 655 500 413 381
"AT1G07615" 138 562 185 563
"AT1G07620" 50 9 43 22
"AT1G07630" 931 832 993 828
"AT1G07640" 630 362 563 444
"AT1G07645" 2 2 1 0
"AT1G07650" 3187 3041 3500 2654
"AT1G07660" 517 655 422 790
"AT1G07670" 1397 1519 1237 1708
"AT1G07680" 0 0 0 0
"AT1G07690" 0 1 0 3
"AT1G07700" 1093 956 1247 996
"AT1G07702" 0 0 0 0
"AT1G07705" 437 654 433 677
"AT1G07710" 46 26 28 32
"AT1G07720" 4500 606 4458 577
"AT1G07725" 0 0 0 0
"AT1G07728" 4 1 1 2
"AT1G07730" 0 0 0 0
"AT1G07740" 47 103 53 101
"AT1G07745" 242 572 305 574
"AT1G07747" 1 0 0 0
"AT1G07750" 807 604 640 578
"AT1G07760" 0 0 0 0
"AT1G07770" 5605 15185 5627 16761
"AT1G07780" 204 524 128 510
"AT1G07790" 253 699 254 629
"AT1G07795" 0 0 1 0
"AT1G07800" 0 1 0 0
"AT1G07810" 2182 2322 2054 2365
"AT1G07820" 729 2687 839 3432
"AT1G07830" 207 1047 283 1177
"AT1G07840" 265 541 267 577
