"GSM967453" "GSM967454" "GSM967455" "GSM967456"
"AT1G01900" 10 10 17 18
"AT1G01910" 113 231 149 205
"AT1G01920" 31 78 23 24
"AT1G01930" 76 94 88 69
"AT1G01940" 76 199 89 110
"AT1G01950" 77 192 178 74
"AT1G01960" 290 518 337 396
"AT1G01970" 67 206 64 64
"AT1G01980" 0 9 4 3
"AT1G01990" 182 229 116 144
"AT1G02000" 77 90 61 54
"AT1G02010" 37 28 43 40
"AT1G02020" 127 172 113 121
"AT1G02030" 10 1 2 1
"AT1G02040" 0 7 0 0
"AT1G02050" 50 69 38 35
"AT1G02060" 3 5 11 9
"AT1G02065" 0 2 10 4
"AT1G02070" 3 3 1 0
"AT1G02074" 0 1 0 0
"AT1G02080" 375 491 286 422
"AT1G02090" 148 274 102 232
"AT1G02100" 148 211 214 177
"AT1G02110" 147 245 127 176
"AT1G02120" 445 783 476 735
"AT1G02130" 156 230 106 184
"AT1G02136" 0 0 0 0
"AT1G02140" 1287 1347 882 1209
"AT1G02145" 65 153 51 54
"AT1G02150" 499 718 245 386
"AT1G02160" 189 455 160 174
"AT1G02170" 195 258 205 359
"AT1G02180" 22 42 17 8
"AT1G02190" 2 13 0 12
"AT1G02205" 429 269 113 132
"AT1G02210" 0 0 1 0
"AT1G02220" 24 11 12 53
"AT1G02228" 0 0 0 0
"AT1G02230" 0 16 0 32
"AT1G02250" 3 0 0 2
"AT1G02260" 78 119 77 101
"AT1G02270" 100 122 117 59
"AT1G02280" 139 272 120 92
"AT1G02290" 33 35 20 39
"AT1G02300" 162 162 58 116
"AT1G02305" 960 1084 587 796
"AT1G02310" 14 1 0 3
"AT1G02320" 0 0 0 0
"AT1G02330" 110 201 164 132
"AT1G02335" 122 99 177 65
"AT1G02340" 60 167 118 19
"AT1G02350" 3 30 0 0
"AT1G02360" 2 28 18 55
"AT1G02370" 24 32 5 14
"AT1G02380" 14 29 0 2
"AT1G02390" 49 15 25 34
"AT1G02391" 0 1 0 0
"AT1G02400" 5 29 179 43
"AT1G02405" 11 8 4 4
"AT1G02410" 87 119 118 125
"AT1G02420" 3 14 21 4
"AT1G02430" 12 10 1 7
"AT1G02440" 1 0 2 10
"AT1G02450" 4 57 13 248
"AT1G02460" 5 19 0 10
"AT1G02470" 49 28 16 73
"AT1G02475" 365 379 309 425
"AT1G02480" 0 2 0 0
"AT1G02490" 0 0 0 0
"AT1G02500" 2009 4701 2035 4156
"AT1G02510" 0 0 0 2
"AT1G02520" 8 9 5 12
"AT1G02530" 1 0 11 0
"AT1G02540" 0 0 0 0
"AT1G02550" 0 1 0 0
"AT1G02560" 1958 2331 1458 1614
"AT1G02570" 0 0 4 2
"AT1G02575" 0 0 0 0
"AT1G02580" 0 15 5 31
"AT1G02590" 0 0 0 0
"AT1G02600" 1 2 2 0
"AT1G02610" 110 74 57 26
"AT1G02620" 0 8 0 3
"AT1G02630" 1 1 0 8
"AT1G02640" 83 70 43 35
"AT1G02650" 6 7 5 1
"AT1G02660" 68 107 270 48
"AT1G02670" 0 7 0 2
"AT1G02680" 151 180 64 125
"AT1G02681" 0 0 0 0
"AT1G02690" 7 41 13 13
"AT1G02700" 6 13 2 3
"AT1G02710" 11 15 13 11
"AT1G02720" 34 75 14 22
"AT1G02730" 7 26 3 22
"AT1G02740" 21 47 37 28
"AT1G02750" 53 113 53 48
"AT1G02760" 2 1 5 0
"AT1G02770" 6 8 0 7
"AT1G02780" 3572 5535 2328 4116
"AT1G02790" 2 94 32 3
"AT1G02800" 0 0 12 6
"AT1G02810" 0 2 0 1
"AT1G02813" 0 2 0 0
"AT1G02816" 64 148 75 97
"AT1G02820" 59 93 12 80
"AT1G02830" 3 0 0 0
"AT1G02840" 410 681 455 589
"AT1G02850" 600 437 393 527
"AT1G02860" 63 67 40 31
"AT1G02870" 88 129 58 94
"AT1G02880" 50 93 78 101
"AT1G02890" 244 336 215 273
"AT1G02900" 2 2 7 3
"AT1G02910" 239 361 145 308
"AT1G02920" 450 1041 554 3299
"AT1G02930" 504 1475 921 4539
"AT1G02940" 6 7 0 10
"AT1G02950" 1 20 6 8
"AT1G02952" 0 0 0 0
"AT1G02960" 33 68 59 31
"AT1G02965" 0 0 0 0
"AT1G02970" 1 6 1 6
"AT1G02980" 0 1 3 3
"AT1G02990" 157 156 72 146
"AT1G03000" 70 122 52 72
"AT1G03010" 6 12 15 4
"AT1G03020" 28 21 18 6
"AT1G03022" 0 0 0 0
"AT1G03030" 39 80 41 88
"AT1G03040" 182 386 199 286
"AT1G03050" 0 11 1 1
"AT1G03055" 30 41 2 20
"AT1G03060" 214 303 205 321
"AT1G03070" 1 2 0 0
"AT1G03080" 403 464 267 524
"AT1G03090" 276 198 110 110
"AT1G03100" 9 12 0 2
"AT1G03103" 0 0 0 0
"AT1G03106" 1 0 3 0
"AT1G03110" 19 15 3 12
"AT1G03120" 3 14 2 1
"AT1G03130" 7431 9753 4575 4781
"AT1G03140" 207 316 175 237
"AT1G03150" 65 99 40 39
"AT1G03160" 193 260 181 155
"AT1G03170" 0 0 0 8
"AT1G03180" 1 10 0 4
"AT1G03190" 34 23 29 28
"AT1G03200" 1 2 0 0
"AT1G03210" 80 183 103 259
"AT1G03220" 542 363 202 483
"AT1G03230" 134 242 119 198
"AT1G03240" 0 1 2 1
"AT1G03250" 97 178 94 114
"AT1G03260" 25 64 56 29
"AT1G03270" 11 53 4 12
"AT1G03280" 178 287 156 196
"AT1G03290" 298 376 209 665
"AT1G03300" 15 54 15 15
"AT1G03310" 256 364 132 134
"AT1G03320" 1 0 12 0
"AT1G03330" 205 281 164 183
"AT1G03340" 10 14 11 16
"AT1G03350" 184 345 275 265
"AT1G03360" 15 29 15 26
"AT1G03365" 167 170 74 143
"AT1G03370" 48 211 303 209
"AT1G03380" 172 200 129 197
"AT1G03390" 0 0 0 0
"AT1G03400" 200 465 246 609
"AT1G03410" 41 63 83 69
"AT1G03420" 1 7 0 0
"AT1G03430" 55 86 129 122
"AT1G03440" 76 202 74 88
"AT1G03445" 0 4 0 1
"AT1G03457" 12 20 28 2
"AT1G03470" 19 32 11 7
"AT1G03475" 955 1624 887 1019
"AT1G03490" 0 3 0 0
"AT1G03495" 18 34 40 32
"AT1G03502" 0 1 3 0
"AT1G03506" 3 4 20 4
"AT1G03510" 6 9 1 4
"AT1G03515" 57 54 50 62
"AT1G03520" 122 153 82 94
"AT1G03530" 92 70 74 109
"AT1G03540" 8 4 3 16
"AT1G03545" 0 0 0 1
"AT1G03550" 19 29 23 14
"AT1G03560" 34 27 13 52
"AT1G03570" 4 3 9 7
"AT1G03580" 51 28 1 5
"AT1G03590" 55 86 62 82
"AT1G03600" 3860 5701 2136 1980
"AT1G03610" 123 216 115 77
"AT1G03620" 7 0 0 0
"AT1G03630" 1027 1553 696 808
"AT1G03640" 1 0 0 0
"AT1G03650" 20 28 2 17
"AT1G03660" 4 5 4 2
"AT1G03670" 0 0 0 0
"AT1G03680" 2023 3637 1882 1787
"AT1G03687" 37 96 25 23
"AT1G03700" 0 0 0 0
"AT1G03710" 1 1 0 24
"AT1G03720" 0 2 0 0
"AT1G03730" 87 133 106 109
"AT1G03740" 179 279 346 333
"AT1G03743" 20 74 13 13
"AT1G03746" 1 8 14 2
"AT1G03750" 61 66 52 37
"AT1G03760" 39 51 27 57
"AT1G03770" 15 12 1 17
"AT1G03780" 2 2 1 13
"AT1G03790" 0 1 1 3
"AT1G03800" 5 6 0 3
"AT1G03810" 0 0 0 1
"AT1G03820" 49 65 25 11
"AT1G03830" 23 13 6 15
"AT1G03840" 3 1 2 1
"AT1G03850" 11 75 18 133
"AT1G03860" 155 279 88 205
"AT1G03870" 245 1938 514 295
"AT1G03880" 0 0 0 0
"AT1G03890" 0 2 2 0
"AT1G03900" 395 710 477 631
"AT1G03905" 3 2 7 9
"AT1G03910" 256 205 139 211
"AT1G03920" 0 4 11 2
"AT1G03930" 178 359 140 178
"AT1G03935" 16 24 29 11
"AT1G03940" 29 37 19 32
"AT1G03950" 142 170 48 140
"AT1G03960" 27 41 24 16
"AT1G03970" 31 39 34 26
"AT1G03980" 0 0 0 3
"AT1G03982" 0 0 0 0
"AT1G03990" 8 11 7 12
"AT1G04000" 147 281 170 197
"AT1G04010" 23 32 8 24
"AT1G04020" 3 20 12 32
"AT1G04030" 7 9 5 2
"AT1G04040" 24 810 263 134
"AT1G04050" 15 45 18 23
"AT1G04070" 67 107 69 73
"AT1G04080" 350 512 307 445
"AT1G04090" 0 6 2 4
"AT1G04100" 19 44 6 34
"AT1G04110" 0 6 0 3
"AT1G04120" 159 151 118 236
"AT1G04130" 13 26 33 39
"AT1G04140" 279 430 217 291
"AT1G04150" 3 1 3 3
"AT1G04160" 11 19 9 7
"AT1G04170" 358 615 341 431
"AT1G04171" 0 0 0 0
"AT1G04180" 0 9 5 0
"AT1G04190" 126 175 85 138
"AT1G04200" 30 80 108 106
"AT1G04210" 42 127 93 102
"AT1G04220" 42 31 21 24
"AT1G04230" 52 72 37 74
"AT1G04240" 30 154 108 17
"AT1G04250" 52 61 57 28
"AT1G04260" 166 257 158 222
"AT1G04270" 1199 1891 780 1220
"AT1G04280" 273 463 249 620
"AT1G04290" 18 4 18 20
"AT1G04295" 0 0 0 0
"AT1G04300" 488 500 297 543
"AT1G04310" 54 66 20 46
"AT1G04320" 54 103 90 70
"AT1G04330" 4 0 0 2
"AT1G04340" 45 81 83 115
"AT1G04350" 401 441 230 260
"AT1G04360" 8 17 0 5
"AT1G04370" 5 0 4 0
"AT1G04380" 0 6 4 1
"AT1G04390" 31 36 24 31
"AT1G04400" 693 1027 529 548
"AT1G04410" 3911 8614 3525 5676
"AT1G04420" 511 839 414 317
"AT1G04425" 1 0 0 3
"AT1G04430" 234 646 407 264
"AT1G04440" 410 500 336 463
"AT1G04445" 4 4 1 3
"AT1G04450" 0 0 0 0
"AT1G04457" 34 52 19 22
"AT1G04470" 0 13 3 0
"AT1G04480" 493 925 525 708
"AT1G04490" 0 0 1 1
"AT1G04500" 3 4 3 3
"AT1G04501" 0 0 0 0
"AT1G04510" 109 223 124 130
"AT1G04520" 11 78 13 26
"AT1G04530" 222 504 281 497
"AT1G04540" 6 10 0 10
"AT1G04550" 101 221 88 95
"AT1G04555" 103 105 93 56
"AT1G04560" 0 0 0 1
"AT1G04570" 22 7 22 12
"AT1G04580" 4 0 0 11
"AT1G04590" 75 169 44 84
"AT1G04600" 3 11 5 33
"AT1G04610" 1 0 0 0
"AT1G04620" 170 262 164 96
"AT1G04625" 0 0 0 0
"AT1G04630" 199 380 201 264
"AT1G04635" 6 3 4 3
"AT1G04640" 171 269 135 140
"AT1G04645" 0 0 0 10
"AT1G04650" 1 3 9 3
"AT1G04660" 0 70 12 14
"AT1G04670" 0 0 0 0
"AT1G04680" 96 497 220 240
"AT1G04684" 0 0 0 0
"AT1G04690" 316 435 277 406
"AT1G04700" 2 10 2 2
"AT1G04710" 176 259 104 107
"AT1G04720" 11 15 13 13
"AT1G04730" 0 8 0 18
"AT1G04750" 232 518 290 434
"AT1G04760" 2 10 0 3
"AT1G04770" 182 148 241 228
"AT1G04778" 0 0 9 10
"AT1G04780" 373 364 250 380
"AT1G04790" 73 85 46 66
"AT1G04800" 32 1321 150 1352
"AT1G04810" 224 261 183 365
"AT1G04820" 614 2176 748 711
"AT1G04830" 67 99 58 76
"AT1G04840" 3 1 2 2
"AT1G04850" 943 1160 563 1309
"AT1G04860" 117 137 123 106
"AT1G04870" 53 125 63 145
"AT1G04880" 2 4 1 0
"AT1G04890" 0 2 3 0
"AT1G04900" 15 25 3 29
"AT1G04910" 80 77 106 114
"AT1G04920" 2 8 2 13
"AT1G04930" 14 10 17 10
"AT1G04940" 51 89 25 41
"AT1G04945" 10 24 28 27
"AT1G04950" 74 74 36 50
"AT1G04960" 85 108 65 97
"AT1G04970" 263 218 128 212
"AT1G04980" 30 96 26 364
"AT1G04985" 157 189 176 173
"AT1G04990" 78 199 81 153
"AT1G05000" 39 16 11 13
"AT1G05010" 1007 3187 2897 5490
"AT1G05020" 1 0 9 12
"AT1G05030" 45 75 47 42
"AT1G05040" 1 0 0 0
"AT1G05055" 47 88 51 64
"AT1G05060" 110 90 91 88
"AT1G05061" 0 0 0 0
"AT1G05065" 0 9 3 2
"AT1G05070" 136 285 102 178
"AT1G05080" 0 0 0 2
"AT1G05085" 0 0 0 0
"AT1G05090" 6 3 4 16
"AT1G05100" 22 8 11 35
"AT1G05120" 86 107 71 93
"AT1G05135" 2025 13047 9375 5294
"AT1G05136" 0 0 0 0
"AT1G05140" 600 622 303 288
"AT1G05150" 106 203 97 107
"AT1G05160" 32 45 41 35
"AT1G05170" 95 114 51 157
"AT1G05180" 69 186 95 106
"AT1G05190" 3299 4733 1970 1743
"AT1G05200" 202 286 204 164
"AT1G05205" 109 213 123 135
"AT1G05210" 1 37 6 20
"AT1G05220" 0 1 0 0
"AT1G05230" 36 47 42 39
"AT1G05240" 0 0 0 0
"AT1G05250" 1 0 4 0
"AT1G05260" 0 4 0 1
"AT1G05270" 112 161 111 124
"AT1G05280" 0 0 0 0
"AT1G05290" 0 0 0 0
"AT1G05291" 0 0 0 0
"AT1G05300" 71 42 25 41
"AT1G05310" 261 38 36 15
"AT1G05320" 144 83 62 35
"AT1G05330" 2 4 0 0
"AT1G05340" 289 80 210 122
"AT1G05350" 76 204 81 149
"AT1G05360" 23 24 23 16
"AT1G05370" 3 23 10 0
"AT1G05380" 190 215 159 127
"AT1G05385" 178 294 73 59
"AT1G05390" 1 0 1 0
"AT1G05400" 3 0 5 1
"AT1G05410" 50 79 49 30
"AT1G05420" 8 1 17 4
"AT1G05430" 79 124 108 88
"AT1G05440" 0 0 3 0
"AT1G05450" 5 0 1 1
"AT1G05460" 176 170 120 151
"AT1G05470" 15 25 15 3
"AT1G05490" 7 4 4 0
"AT1G05500" 162 322 97 216
"AT1G05510" 1 5 1 0
"AT1G05520" 98 179 179 144
"AT1G05530" 18 12 3 11
"AT1G05540" 25 54 10 11
"AT1G05550" 1 3 0 13
"AT1G05560" 355 537 209 322
"AT1G05562" 0 0 0 0
"AT1G05570" 156 271 143 521
"AT1G05575" 19 46 42 56
"AT1G05577" 1 0 0 0
"AT1G05580" 2 3 4 3
"AT1G05590" 49 193 17 69
"AT1G05600" 49 42 28 27
"AT1G05610" 0 0 0 1
"AT1G05615" 0 0 0 0
"AT1G05620" 19 87 28 82
"AT1G05630" 25 93 92 179
"AT1G05640" 3 14 5 21
"AT1G05650" 0 0 0 0
"AT1G05660" 0 0 0 0
"AT1G05670" 19 14 18 8
"AT1G05675" 3 30 50 28
"AT1G05680" 205 75 108 172
"AT1G05690" 39 55 12 30
"AT1G05700" 0 7 0 0
"AT1G05710" 40 73 55 68
"AT1G05720" 159 260 105 160
"AT1G05730" 18 3 0 0
"AT1G05740" 0 3 0 0
"AT1G05750" 30 35 8 14
"AT1G05760" 0 0 0 0
"AT1G05770" 2 2 0 2
"AT1G05780" 38 45 10 15
"AT1G05785" 14 49 26 26
"AT1G05790" 79 116 66 100
"AT1G05800" 0 0 0 1
"AT1G05805" 191 349 229 255
"AT1G05810" 43 167 49 67
"AT1G05820" 2 7 8 3
"AT1G05830" 93 140 35 76
"AT1G05835" 5 35 9 19
"AT1G05840" 76 89 43 105
"AT1G05850" 967 4175 1599 1977
"AT1G05860" 18 38 34 37
"AT1G05870" 124 124 33 116
"AT1G05880" 0 6 0 0
"AT1G05890" 209 319 196 200
"AT1G05894" 4 1 0 0
"AT1G05900" 57 74 101 47
"AT1G05910" 115 140 115 166
"AT1G05920" 0 3 0 0
"AT1G05925" 0 0 0 0
"AT1G05930" 0 0 0 0
"AT1G05940" 231 224 166 270
"AT1G05950" 10 22 2 15
"AT1G05960" 111 239 144 155
"AT1G05970" 34 74 63 25
"AT1G05980" 1 0 0 0
"AT1G05990" 0 0 3 0
"AT1G06000" 36 114 84 209
"AT1G06002" 0 0 0 0
"AT1G06010" 47 97 39 63
"AT1G06020" 0 5 7 4
"AT1G06030" 0 0 0 0
"AT1G06040" 1215 1304 926 663
"AT1G06050" 25 47 44 36
"AT1G06060" 78 104 62 40
"AT1G06070" 60 112 93 61
"AT1G06080" 0 82 0 2
"AT1G06090" 5 2 1 1
"AT1G06100" 1 1 0 0
"AT1G06110" 177 255 150 180
"AT1G06120" 0 0 2 0
"AT1G06130" 156 276 119 274
"AT1G06135" 0 1 0 2
"AT1G06137" 0 0 0 1
"AT1G06140" 0 0 0 3
"AT1G06148" 4 3 3 9
"AT1G06149" 0 0 0 0
"AT1G06150" 8 18 6 39
"AT1G06160" 80 229 130 246
"AT1G06170" 1 0 6 0
"AT1G06180" 44 95 49 82
"AT1G06190" 531 561 317 322
"AT1G06200" 310 364 349 274
"AT1G06210" 104 170 117 111
"AT1G06220" 126 214 112 171
"AT1G06225" 0 0 0 0
"AT1G06230" 375 428 234 339
"AT1G06240" 62 129 45 43
"AT1G06250" 5 7 2 6
"AT1G06260" 0 0 0 0
"AT1G06265" 5 8 4 15
"AT1G06270" 8 22 21 11
"AT1G06280" 0 0 0 0
"AT1G06290" 154 205 111 259
"AT1G06310" 1 4 1 5
"AT1G06320" 1 1 4 0
"AT1G06330" 0 0 0 0
"AT1G06340" 1 6 0 0
"AT1G06350" 0 4 0 0
"AT1G06360" 3 101 67 12
"AT1G06370" 7 8 10 8
"AT1G06380" 32 70 50 47
"AT1G06390" 166 331 208 213
"AT1G06400" 413 568 408 380
"AT1G06410" 401 664 547 465
"AT1G06420" 6 1 9 1
"AT1G06430" 564 661 470 786
"AT1G06440" 5 4 3 7
"AT1G06450" 50 86 53 42
"AT1G06460" 981 1388 986 493
"AT1G06470" 75 116 46 47
"AT1G06475" 4 3 24 11
"AT1G06480" 0 0 0 0
"AT1G06490" 0 1 12 1
"AT1G06500" 52 147 50 68
"AT1G06510" 79 135 78 94
"AT1G06515" 40 108 48 64
"AT1G06520" 22 8 0 8
"AT1G06530" 504 765 430 674
"AT1G06540" 3 0 1 4
"AT1G06550" 35 58 44 37
"AT1G06560" 30 43 19 46
"AT1G06570" 640 474 366 478
"AT1G06580" 8 6 30 9
"AT1G06590" 15 30 18 20
"AT1G06610" 6 0 0 1
"AT1G06620" 10 41 124 222
"AT1G06630" 48 78 55 25
"AT1G06640" 71 291 293 368
"AT1G06645" 115 84 50 55
"AT1G06650" 326 442 324 410
"AT1G06660" 0 6 0 4
"AT1G06670" 234 262 152 203
"AT1G06680" 43614 68717 36631 27240
"AT1G06690" 329 366 160 242
"AT1G06700" 349 563 368 350
"AT1G06710" 2 4 5 5
"AT1G06720" 72 141 100 73
"AT1G06730" 39 79 53 32
"AT1G06740" 9 10 10 7
"AT1G06750" 0 4 0 0
"AT1G06760" 1106 1754 588 1895
"AT1G06770" 23 48 20 38
"AT1G06780" 89 111 82 82
"AT1G06790" 38 106 52 56
"AT1G06800" 52 91 81 99
"AT1G06810" 1 0 0 0
"AT1G06820" 130 171 128 102
"AT1G06830" 4 129 18 59
"AT1G06840" 70 81 69 83
"AT1G06850" 33 72 72 36
"AT1G06860" 5 3 24 1
"AT1G06870" 41 86 59 50
"AT1G06880" 2 6 12 10
"AT1G06890" 237 437 226 298
"AT1G06900" 71 115 53 83
"AT1G06910" 20 33 18 39
"AT1G06920" 0 0 0 0
"AT1G06923" 0 0 0 1
"AT1G06925" 0 0 0 0
"AT1G06930" 0 0 0 0
"AT1G06950" 687 584 344 492
"AT1G06960" 68 130 53 56
"AT1G06970" 0 0 1 0
"AT1G06980" 27 49 38 13
"AT1G06990" 0 0 0 0
"AT1G07000" 56 206 335 414
"AT1G07010" 478 500 213 397
"AT1G07020" 47 193 144 214
"AT1G07025" 0 0 0 0
"AT1G07030" 115 145 106 150
"AT1G07040" 389 343 195 239
"AT1G07050" 331 581 282 215
"AT1G07051" 0 0 0 0
"AT1G07060" 0 3 1 0
"AT1G07070" 59 138 33 44
"AT1G07080" 479 995 515 739
"AT1G07090" 451 596 622 494
"AT1G07100" 8 0 0 1
"AT1G07110" 544 618 372 305
"AT1G07119" 0 0 0 0
"AT1G07120" 2 0 3 3
"AT1G07128" 0 0 0 0
"AT1G07130" 0 6 0 5
"AT1G07135" 74 401 174 265
"AT1G07140" 1319 2002 903 1488
"AT1G07150" 8 8 11 13
"AT1G07160" 0 0 1 0
"AT1G07170" 133 213 93 147
"AT1G07175" 0 1 0 0
"AT1G07180" 291 603 258 445
"AT1G07190" 0 0 0 0
"AT1G07200" 107 121 23 155
"AT1G07210" 96 140 62 90
"AT1G07220" 49 73 49 127
"AT1G07230" 275 339 187 319
"AT1G07240" 349 564 402 386
"AT1G07250" 339 632 333 383
"AT1G07260" 13 20 8 14
"AT1G07270" 0 0 0 1
"AT1G07280" 785 1009 505 526
"AT1G07290" 5 0 14 2
"AT1G07300" 19 35 6 26
"AT1G07310" 231 406 296 314
"AT1G07320" 2164 3722 1298 1209
"AT1G07330" 1 0 0 6
"AT1G07340" 1 1 0 0
"AT1G07350" 186 218 305 257
"AT1G07360" 154 237 124 246
"AT1G07370" 9 62 11 35
"AT1G07380" 60 46 28 60
"AT1G07390" 27 26 32 24
"AT1G07400" 8 4 2 20
"AT1G07410" 8 29 3 11
"AT1G07420" 130 155 56 106
"AT1G07430" 275 46 50 81
"AT1G07440" 615 360 244 127
"AT1G07450" 1 0 0 0
"AT1G07460" 0 0 0 0
"AT1G07470" 91 130 48 79
"AT1G07473" 2 0 0 5
"AT1G07476" 0 0 0 0
"AT1G07480" 92 116 81 130
"AT1G07485" 1 0 3 1
"AT1G07490" 2 6 3 0
"AT1G07500" 0 8 2 15
"AT1G07510" 200 297 195 267
"AT1G07520" 30 72 46 81
"AT1G07530" 184 207 139 169
"AT1G07540" 0 2 0 0
"AT1G07550" 1 0 0 0
"AT1G07560" 0 0 1 0
"AT1G07570" 40 146 55 79
"AT1G07580" 1 0 0 0
"AT1G07590" 2382 1338 633 1189
"AT1G07600" 0 0 0 0
"AT1G07610" 198 179 81 160
"AT1G07615" 45 56 27 47
"AT1G07620" 53 52 61 150
"AT1G07630" 136 140 126 168
"AT1G07640" 120 197 111 132
"AT1G07645" 0 0 0 0
"AT1G07650" 258 546 487 474
"AT1G07660" 158 369 172 204
"AT1G07670" 135 218 107 326
"AT1G07680" 0 0 0 0
"AT1G07690" 0 0 0 0
"AT1G07700" 224 358 182 253
"AT1G07702" 0 0 0 0
"AT1G07705" 46 37 81 66
"AT1G07710" 1 1 0 6
"AT1G07720" 315 422 324 313
"AT1G07725" 0 0 0 0
"AT1G07728" 0 0 0 0
"AT1G07730" 0 0 0 0
"AT1G07740" 5 4 9 2
"AT1G07745" 28 35 20 20
"AT1G07747" 0 0 0 0
"AT1G07750" 328 501 269 361
"AT1G07760" 5 12 19 12
"AT1G07770" 1978 2872 1214 1438
"AT1G07780" 23 32 26 26
"AT1G07790" 241 358 132 271
"AT1G07795" 0 0 0 0
"AT1G07800" 0 0 0 1
"AT1G07810" 170 223 151 272
"AT1G07820" 246 515 199 363
"AT1G07830" 92 159 97 87
"AT1G07840" 83 103 45 69
"AT1G07850" 1 0 0 1
"AT1G07860" 0 0 0 0
"AT1G07870" 23 32 33 104
"AT1G07880" 4 3 7 8
"AT1G07885" 0 0 0 3
"AT1G07890" 5753 6148 5338 8979
"AT1G07900" 28 51 9 14
"AT1G07901" 12 14 4 5
"AT1G07910" 82 118 68 81
"AT1G07920" 2274 2816 1463 2657
"AT1G07930" 1913 2245 1023 2010
"AT1G07940" 2181 2700 1198 2541
"AT1G07950" 86 136 69 78
"AT1G07960" 119 188 120 169
"AT1G07970" 68 107 66 50
"AT1G07980" 83 137 92 89
"AT1G07985" 31 0 1 5
"AT1G07990" 195 260 189 246
"AT1G08000" 43 67 39 20
"AT1G08005" 0 0 1 0
"AT1G08010" 78 132 102 80
"AT1G08030" 76 95 39 42
"AT1G08032" 0 0 0 0
"AT1G08035" 1 4 15 2
"AT1G08040" 141 163 99 91
"AT1G08050" 20 93 83 352
"AT1G08060" 186 83 97 144
"AT1G08065" 0 0 0 2
"AT1G08070" 0 4 0 1
"AT1G08080" 0 3 3 2
"AT1G08090" 0 0 0 2
"AT1G08100" 1 0 0 3
"AT1G08105" 1 4 0 2
"AT1G08110" 733 897 699 508
"AT1G08115" 4962 6146 7050 5516
"AT1G08120" 5 2 9 2
