"GSM1655653" "GSM1655654" "GSM1655655" "GSM1655656" "GSM1655657" "GSM1655658" "GSM1655659" "GSM1655660" "GSM1655661" "GSM1655662" "GSM1655663" "GSM1655664"
"AT1G01530" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G01540" 4598 5117 6528 1450 1602 2254 1050 1647 1520 967 1602 905
"AT1G01550" 11433 10574 14278 23809 23290 27836 22071 24892 26363 28130 23290 22816
"AT1G01560" 225 145 103 5640 7183 3495 2914 3400 4429 4675 7183 2583
"AT1G01570" 40 54 52 53 42 115 36 109 83 29 42 31
"AT1G01580" 157 141 242 242 182 375 312 283 212 96 182 97
"AT1G01590" 1 1 7 13 1 6 3 6 15 14 1 0
"AT1G01600" 9 22 16 8 5 11 11 10 15 8 5 9
"AT1G01610" 1933 2118 2980 919 664 1394 586 756 522 452 664 339
"AT1G01620" 47761 49476 76808 13026 13214 15082 10812 11469 10490 9938 13214 10056
"AT1G01630" 1632 1298 2094 1298 1110 2026 1158 1340 1435 1644 1110 1368
"AT1G01640" 436 407 723 531 476 713 437 557 453 611 476 502
"AT1G01650" 4045 4419 5759 6949 7426 9523 7147 8400 10103 9160 7426 7462
"AT1G01660" 54 38 84 129 144 144 43 97 86 111 144 99
"AT1G01670" 180 185 241 327 312 483 209 264 236 278 312 274
"AT1G01680" 46 46 34 76 66 78 108 92 468 1572 66 810
"AT1G01690" 23 45 54 64 82 103 44 79 61 77 82 70
"AT1G01695" 8 6 6 21 16 14 7 14 12 14 16 3
"AT1G01700" 163 164 248 264 283 412 168 210 195 287 283 280
"AT1G01710" 2135 2061 3052 2578 2492 3326 2790 3059 3087 3828 2492 3268
"AT1G01720" 2320 2799 2394 4417 4719 5550 6500 6614 8602 5113 4719 3685
"AT1G01725" 1100 1016 1249 1267 1035 1632 891 1249 1247 958 1035 942
"AT1G01730" 2575 2244 3180 3011 2722 4365 3073 3674 4148 4844 2722 4161
"AT1G01740" 297 273 356 601 604 742 638 710 830 691 604 676
"AT1G01750" 36 45 64 67 62 81 49 82 101 72 62 93
"AT1G01760" 218 251 335 260 295 309 289 293 358 309 295 347
"AT1G01770" 4134 4062 6129 4004 4134 4447 4782 4608 5430 6449 4134 5947
"AT1G01780" 1552 1298 1863 1897 1741 1858 1970 2110 2300 3079 1741 2374
"AT1G01790" 946 1151 1685 1389 1439 1995 1462 1562 2104 1856 1439 1825
"AT1G01800" 2388 3083 3664 1669 1454 2522 1492 1849 1990 2547 1454 2307
"AT1G01810" 3 10 7 15 6 12 21 13 25 19 6 15
"AT1G01820" 6637 6876 9083 7139 7511 9476 7050 8798 9068 9098 7511 9261
"AT1G01830" 1278 1163 1805 1830 1696 2386 1456 1631 1458 1828 1696 1736
"AT1G01840" 7 17 12 6 3 14 6 5 1 3 3 0
"AT1G01860" 558 670 886 544 525 813 407 545 509 522 525 491
"AT1G01870" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G01880" 91 77 113 152 170 171 133 193 133 156 170 175
"AT1G01890" 0 0 0 0 1 0 0 0 0 0 1 0
"AT1G01900" 40 125 95 22 32 49 19 35 28 10 32 12
"AT1G01910" 1242 1439 1848 1287 1272 1707 1248 1467 1744 2730 1272 2367
"AT1G01920" 622 910 1166 580 604 795 248 355 295 235 604 373
"AT1G01930" 806 775 1015 780 732 1005 739 793 827 921 732 879
"AT1G01940" 297 220 338 298 350 465 340 378 363 511 350 440
"AT1G01950" 794 920 1312 2707 3392 4731 2438 2860 3071 1072 3392 832
"AT1G01960" 4267 5183 7678 5006 5781 7023 4389 5029 5825 5760 5781 5990
"AT1G01970" 679 736 978 640 520 853 447 596 569 358 520 385
"AT1G01980" 10 8 24 245 30 185 76 228 350 22 30 23
"AT1G01990" 1561 1378 1974 1376 1203 1835 993 1462 1410 1449 1203 1274
"AT1G02000" 707 605 912 1228 981 1567 1171 1350 1405 1362 981 1010
"AT1G02010" 1009 1126 1349 981 956 1300 763 829 815 522 956 461
"AT1G02020" 1371 1328 1989 1956 1719 2480 1777 2087 1933 2112 1719 1826
"AT1G02030" 5 3 4 3 1 4 13 10 9 13 1 16
"AT1G02040" 1 2 4 2 6 3 1 4 5 3 6 1
"AT1G02050" 501 486 686 733 701 856 460 660 485 455 701 474
"AT1G02060" 540 553 891 692 705 925 494 505 556 392 705 513
"AT1G02065" 0 0 0 1 0 0 0 0 0 0 0 0
"AT1G02070" 20 19 23 11 19 24 9 21 3 1 19 0
"AT1G02074" 1 2 1 0 0 0 0 0 0 0 0 0
"AT1G02080" 8120 8956 13732 10049 11264 12883 8425 10135 10392 12258 11264 12837
"AT1G02090" 643 537 800 925 860 1163 969 1077 1185 1413 860 1041
"AT1G02100" 3279 3043 4297 4627 4912 6347 4816 5409 5817 5129 4912 5090
"AT1G02110" 1243 1785 2248 986 1104 1130 561 857 640 572 1104 919
"AT1G02120" 5740 5640 8083 7957 8876 10598 8124 9359 10067 10643 8876 10705
"AT1G02130" 1616 1599 2132 2005 1858 2643 1941 2271 2364 2867 1858 2331
"AT1G02136" 0 0 0 0 0 1 0 1 0 0 0 0
"AT1G02140" 2604 2667 3436 2788 2634 4023 2302 3027 3262 3139 2634 2717
"AT1G02145" 937 1034 1380 1236 1405 1605 948 1294 1213 1232 1405 1237
"AT1G02150" 3037 3915 4861 2947 2536 3603 2303 2996 2814 2351 2536 2313
"AT1G02160" 532 572 715 376 298 522 252 341 388 408 298 333
"AT1G02170" 2551 2591 3526 4421 4756 5010 4522 4943 5138 5511 4756 4910
"AT1G02180" 74 87 132 20 10 27 10 4 8 7 10 5
"AT1G02190" 4 2 4 0 0 0 0 0 0 1 0 0
"AT1G02205" 614 683 1127 13 4 44 43 10 14 51 4 11
"AT1G02210" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G02220" 15 21 25 20 27 43 129 44 114 1520 27 869
"AT1G02228" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G02230" 1 6 5 4 5 4 20 2 24 56 5 70
"AT1G02250" 5 3 5 6 7 8 3 14 7 16 7 18
"AT1G02260" 1341 1641 1915 1689 1743 2525 1391 1806 1959 2138 1743 2211
"AT1G02270" 701 561 949 2252 2515 3104 2127 2907 3202 2320 2515 1625
"AT1G02280" 2702 3396 4025 2025 2116 2666 2021 2574 2485 1960 2116 2244
"AT1G02290" 249 291 434 239 239 423 117 148 151 102 239 169
"AT1G02300" 2273 2421 3013 2559 2347 3205 1351 1805 1778 2444 2347 2276
"AT1G02305" 23143 24329 31196 23144 20379 31651 16916 22650 21871 26324 20379 25007
"AT1G02310" 1 3 0 27 25 11 177 252 496 914 25 394
"AT1G02320" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G02330" 769 804 1212 670 601 1037 758 819 925 1161 601 891
"AT1G02335" 120 276 405 31 13 93 4 11 4 65 13 39
"AT1G02340" 6297 4830 7209 1161 1494 1281 1407 2447 1842 3930 1494 6180
"AT1G02350" 267 299 370 80 84 90 29 49 49 45 84 72
"AT1G02360" 144 169 125 291 258 295 175 139 194 435 258 352
"AT1G02370" 227 182 285 273 280 381 172 260 181 120 280 187
"AT1G02380" 329 301 537 55 31 73 86 54 126 143 31 84
"AT1G02390" 234 145 121 2221 2192 1835 1733 1462 1938 1315 2192 574
"AT1G02391" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G02400" 1131 1372 1251 10343 14288 8950 10991 13216 15109 7040 14288 4679
"AT1G02405" 7 13 11 54 89 51 33 44 55 24 89 34
"AT1G02410" 396 437 550 608 547 1008 585 635 764 942 547 656
"AT1G02420" 65 84 123 147 183 268 129 180 201 159 183 180
"AT1G02430" 36 26 28 70 43 92 71 76 69 81 43 79
"AT1G02440" 3 1 1 10 10 13 4 11 20 20 10 14
"AT1G02450" 2 1 0 2 1 3 29 1 82 61 1 35
"AT1G02460" 14 13 26 167 151 246 249 122 258 247 151 220
"AT1G02470" 823 493 953 3221 2358 5026 3202 3479 5372 6158 2358 3862
"AT1G02475" 1973 1618 2643 2947 2395 4120 2531 2589 3366 3657 2395 2309
"AT1G02480" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G02490" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G02500" 11743 11861 19715 14322 13003 19774 13889 15902 17646 25316 13003 20566
"AT1G02510" 0 0 1 2 0 0 0 0 1 2 0 0
"AT1G02520" 22 24 42 64 83 88 78 155 169 200 83 250
"AT1G02530" 2 2 2 4 3 3 3 6 3 7 3 4
"AT1G02540" 0 0 0 1 0 0 0 1 2 2 0 1
"AT1G02550" 0 0 0 0 0 0 0 0 1 0 0 1
"AT1G02560" 20883 15432 27658 28816 20184 39998 22190 25533 29413 26376 20184 16066
"AT1G02570" 30 6 36 34 20 32 4 8 10 62 20 27
"AT1G02575" 0 0 1 0 0 0 0 0 0 0 0 0
"AT1G02580" 10 8 14 3 3 7 9 10 15 317 3 67
"AT1G02590" 0 0 0 0 0 0 0 0 2 2 0 0
"AT1G02600" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G02610" 2893 3037 3312 849 647 1069 739 995 858 925 647 993
"AT1G02620" 1209 1188 1374 561 479 554 573 685 761 450 479 504
"AT1G02630" 88 83 136 32 36 24 41 50 46 18 36 26
"AT1G02640" 2198 2796 3467 530 495 592 378 539 382 225 495 253
"AT1G02650" 124 156 120 10 10 19 15 17 19 8 10 12
"AT1G02660" 11487 11745 14625 15262 18514 10885 14037 22785 22426 18080 18514 12937
"AT1G02670" 109 132 206 395 279 320 566 741 719 363 279 435
"AT1G02680" 967 993 1149 767 702 900 724 920 863 883 702 873
"AT1G02681" 0 0 0 3 4 3 0 0 2 0 4 0
"AT1G02690" 110 121 223 270 306 308 303 322 298 227 306 325
"AT1G02700" 57 39 84 68 47 155 34 58 77 49 47 34
"AT1G02710" 27 24 62 109 59 241 40 80 122 41 59 30
"AT1G02720" 62 76 101 76 59 101 61 89 67 52 59 42
"AT1G02730" 17 45 69 26 19 16 17 10 6 11 19 8
"AT1G02740" 323 302 444 1020 1089 1291 855 1129 1067 836 1089 705
"AT1G02750" 891 1053 1156 759 632 989 789 880 933 1297 632 1138
"AT1G02760" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G02770" 5 15 18 27 19 63 56 52 81 177 19 91
"AT1G02780" 8355 8968 12754 8213 8207 11234 8010 10805 10301 10920 8207 11054
"AT1G02790" 54 36 156 1271 125 926 401 1172 1866 122 125 117
"AT1G02800" 0 1 1 0 0 0 2 0 0 0 0 1
"AT1G02810" 5 6 1 2 8 5 2 0 0 1 8 0
"AT1G02813" 0 0 0 0 0 2 0 0 0 0 0 0
"AT1G02816" 1730 1699 2476 1209 1050 1734 1164 1439 1694 1799 1050 1218
"AT1G02820" 117 86 119 127 140 153 134 118 119 51 140 85
"AT1G02830" 0 0 0 1 0 0 0 0 0 0 0 1
"AT1G02840" 11913 12875 15399 9865 10891 12656 8574 11396 10409 10495 10891 11967
"AT1G02850" 1726 1437 1920 3347 3902 4538 3603 5015 4221 4873 3902 5543
"AT1G02860" 3507 3335 4555 3058 2795 3530 2777 3162 3075 3217 2795 2675
"AT1G02870" 647 698 1044 382 372 592 333 424 348 390 372 433
"AT1G02880" 493 454 557 1289 1347 1682 1061 1211 1243 1331 1347 1030
"AT1G02890" 5341 5314 8097 8035 9133 10910 6906 7845 7731 7919 9133 8117
"AT1G02900" 50 55 80 56 63 88 48 36 48 14 63 11
"AT1G02910" 1369 1466 1871 1991 2095 2577 1942 2197 2259 1805 2095 1861
"AT1G02920" 634 1060 428 9990 11958 12268 14028 9748 14807 39282 11958 24673
"AT1G02930" 1107 1360 686 11770 12822 12886 14809 9924 17176 34251 12822 18934
"AT1G02940" 0 0 0 0 0 0 1 0 0 2 0 0
"AT1G02950" 89 105 184 48 40 74 16 22 17 19 40 16
"AT1G02952" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G02960" 1237 1254 1701 1526 1572 2028 1166 1493 1384 1266 1572 1233
"AT1G02965" 0 1 1 2 1 1 0 3 0 1 1 1
"AT1G02970" 8 10 24 0 0 2 1 0 1 5 0 1
"AT1G02980" 35 25 48 25 40 61 50 45 39 63 40 44
"AT1G02990" 1067 1112 1920 2263 2397 3243 2156 2362 3020 2787 2397 2737
"AT1G03000" 1687 1752 2497 1788 1867 2268 1473 1822 1623 1658 1867 1868
"AT1G03010" 421 445 715 73 53 79 8 14 8 17 53 37
"AT1G03020" 94 47 69 67 67 112 23 74 56 47 67 70
"AT1G03022" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G03030" 722 696 937 1144 988 1613 1016 1108 1241 1330 988 1054
"AT1G03040" 1717 1422 2107 2396 2370 3475 2193 2510 2836 3452 2370 3192
"AT1G03050" 1 4 4 105 12 91 41 116 207 17 12 13
"AT1G03055" 1 1 3 0 1 1 2 1 3 87 1 36
"AT1G03060" 3026 3647 6135 4994 6287 7444 5151 5446 6910 7240 6287 7631
"AT1G03070" 26 17 33 29 27 56 34 51 57 55 27 70
"AT1G03080" 6122 6829 11850 11089 14413 16528 11194 12087 15974 18323 14413 15175
"AT1G03090" 72595 95335 113949 41255 35253 38967 46710 45206 47965 43373 35253 42443
"AT1G03100" 89 107 134 117 114 144 61 93 104 63 114 86
"AT1G03103" 0 1 0 2 0 1 0 1 3 0 0 0
"AT1G03106" 3 1 6 55 21 33 54 115 156 57 21 45
"AT1G03110" 45 48 55 41 62 46 47 37 64 72 62 51
"AT1G03120" 43 47 63 26 19 33 5 10 16 5 19 14
"AT1G03130" 17867 21231 29633 12985 7840 16479 5989 10208 8499 11298 7840 10229
"AT1G03140" 6802 7772 10088 4284 3830 5125 3249 4314 3967 4999 3830 4821
"AT1G03150" 1736 1836 2041 1077 968 1374 784 1046 895 973 968 785
"AT1G03160" 2586 3020 3715 3285 3506 4378 2550 3085 2844 2099 3506 2436
"AT1G03170" 60 71 69 72 87 77 37 73 41 82 87 60
"AT1G03180" 10 22 29 12 10 22 24 24 20 23 10 28
"AT1G03190" 535 506 756 706 657 931 598 573 680 743 657 701
"AT1G03200" 67 72 159 312 264 363 164 345 335 300 264 220
"AT1G03210" 2038 2126 2641 1625 1390 1867 1276 1615 1704 1366 1390 1523
"AT1G03220" 3174 2960 3727 3756 3139 3132 3360 3569 4794 12454 3139 6487
"AT1G03230" 233 244 260 529 457 591 332 370 354 485 457 363
"AT1G03240" 27 22 27 42 94 72 74 84 76 53 94 61
"AT1G03250" 867 860 1159 1434 1289 1965 1466 1661 1767 2272 1289 1831
"AT1G03260" 348 367 518 468 358 574 466 419 514 450 358 425
"AT1G03270" 31 57 70 23 12 21 7 6 2 4 12 8
"AT1G03280" 1814 1858 2791 2237 2195 3087 1998 2450 2778 2767 2195 2361
"AT1G03290" 5142 5797 7367 6618 6051 8823 6238 7095 9151 9495 6051 7465
"AT1G03300" 311 221 498 90 69 158 46 88 119 46 69 41
"AT1G03310" 272 413 556 280 241 488 102 103 80 118 241 103
"AT1G03320" 8 4 7 7 11 13 1 6 6 2 11 1
"AT1G03330" 1002 963 1285 674 560 973 690 767 858 1119 560 954
"AT1G03340" 138 83 148 223 202 313 214 178 270 297 202 253
"AT1G03350" 2195 2084 3263 3240 3046 4831 3027 3720 4358 4900 3046 3458
"AT1G03360" 67 87 110 70 48 86 59 56 51 62 48 60
"AT1G03365" 1031 1277 1851 1406 1339 1904 1058 1329 1362 1364 1339 1449
"AT1G03370" 1649 1594 2186 7525 11077 10929 7683 9264 11982 6184 11077 6606
"AT1G03380" 7031 7133 10911 10463 9839 14003 8627 10281 10481 11765 9839 11017
"AT1G03390" 1 1 2 4 9 12 1 8 8 14 9 17
"AT1G03400" 3378 3388 4158 2378 1756 3084 2223 2586 2724 4052 1756 3155
"AT1G03410" 339 318 436 911 863 1108 582 737 593 461 863 573
"AT1G03420" 3 6 1 4 0 1 2 0 0 0 0 0
"AT1G03430" 727 636 914 1221 981 1689 987 1134 1394 1071 981 928
"AT1G03440" 988 1177 1461 1351 1148 1824 752 1042 845 604 1148 596
"AT1G03445" 0 2 0 1 1 1 0 1 1 0 1 2
"AT1G03457" 342 372 526 181 134 225 238 477 422 49 134 57
"AT1G03470" 742 602 911 683 781 842 659 944 845 521 781 485
"AT1G03475" 2452 2769 3608 2991 2722 3711 2492 2805 3085 3132 2722 2681
"AT1G03490" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G03495" 71 42 100 270 242 255 157 244 303 196 242 120
"AT1G03502" 3 4 6 13 5 23 2 11 16 9 5 8
"AT1G03506" 17 14 11 24 12 37 15 49 25 14 12 10
"AT1G03510" 31 35 49 55 58 54 30 55 32 22 58 33
"AT1G03515" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G03520" 2587 2992 3475 1410 1280 1672 1320 1610 1586 1157 1280 1202
"AT1G03530" 453 512 777 847 792 1079 599 764 628 508 792 645
"AT1G03540" 22 49 64 70 81 62 66 54 44 32 81 61
"AT1G03545" 5 8 9 12 10 14 10 8 9 6 10 8
"AT1G03550" 979 818 1192 2295 2742 2670 1548 2665 2272 2150 2742 1848
"AT1G03560" 393 460 647 341 443 587 398 426 427 290 443 369
"AT1G03570" 0 0 0 0 0 0 0 0 1 0 0 0
"AT1G03580" 2232 2420 2833 1412 1745 1468 2060 2569 2234 884 1745 1483
"AT1G03590" 1915 2283 3032 701 679 1002 630 626 637 743 679 785
"AT1G03600" 10355 15127 18363 3271 2652 4180 1873 2912 2155 2256 2652 2352
"AT1G03610" 11082 13588 14464 6144 5777 6789 4609 6114 5885 3881 5777 3979
"AT1G03620" 141 121 181 129 137 182 135 119 149 140 137 170
"AT1G03630" 306 358 452 557 401 612 205 294 231 252 401 253
"AT1G03640" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G03650" 99 117 149 86 114 93 70 121 114 155 114 158
"AT1G03660" 2 8 4 7 4 12 18 13 38 165 4 79
"AT1G03670" 63 93 79 32 22 19 40 30 48 35 22 25
"AT1G03680" 8884 8872 12432 6873 4773 9024 5141 5724 5753 6735 4773 5083
"AT1G03687" 200 226 313 230 178 324 182 159 186 161 178 154
"AT1G03700" 1 0 0 0 2 1 6 6 11 4 2 5
"AT1G03710" 3 1 5 11 6 3 16 17 14 11 6 11
"AT1G03720" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G03730" 624 575 471 2093 2254 1916 1351 1614 1644 890 2254 812
"AT1G03740" 2936 2677 3828 14705 20505 17932 13842 15890 16783 12732 20505 15452
"AT1G03743" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G03746" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G03750" 456 452 750 790 709 1146 738 786 768 927 709 901
"AT1G03760" 672 711 999 668 645 970 464 598 514 471 645 635
"AT1G03770" 192 179 248 323 435 418 328 349 286 316 435 309
"AT1G03780" 4 21 19 7 7 5 2 2 2 4 7 1
"AT1G03790" 10 13 15 10 4 6 30 22 28 25 4 9
"AT1G03800" 29 49 44 8 13 4 6 16 8 21 13 21
"AT1G03810" 0 0 0 0 1 0 0 1 0 0 1 0
"AT1G03820" 59 177 54 130 73 192 101 99 72 14 73 63
"AT1G03830" 103 159 276 77 64 85 25 37 39 29 64 33
"AT1G03840" 9 11 7 58 19 69 44 47 53 57 19 71
"AT1G03850" 42 54 31 35 25 48 199 88 425 2577 25 1388
"AT1G03860" 1266 1262 1821 1337 1216 1773 1047 1353 1326 1077 1216 1251
"AT1G03870" 7902 6073 14124 789 1249 1432 273 1295 907 1008 1249 560
"AT1G03880" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G03890" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G03900" 6236 6408 8507 6468 6447 8757 6794 8369 8439 10468 6447 7980
"AT1G03905" 47 51 53 91 105 111 105 91 105 170 105 114
"AT1G03910" 2774 3070 4026 2971 3274 3896 2832 3360 2958 2999 3274 3915
"AT1G03920" 8 16 20 3 5 12 5 3 7 4 5 2
"AT1G03930" 1598 1639 2322 1491 1254 2099 1395 1616 1812 1928 1254 1480
"AT1G03935" 38 23 35 59 39 126 88 72 72 41 39 52
"AT1G03940" 22 28 46 189 207 174 135 218 277 158 207 102
"AT1G03950" 1135 1151 1566 1257 1180 1704 959 1257 1295 1441 1180 1234
"AT1G03960" 705 728 975 1033 984 1172 719 870 867 620 984 666
"AT1G03970" 909 952 1291 1864 2053 2024 1318 1572 1559 1235 2053 1096
"AT1G03980" 8 7 12 85 42 43 31 46 67 49 42 25
"AT1G03982" 2 0 0 0 0 0 0 1 1 0 0 0
"AT1G03990" 682 772 998 1004 913 1249 803 1059 959 808 913 825
"AT1G04000" 401 383 515 454 331 525 454 536 498 736 331 677
"AT1G04010" 214 284 362 287 322 442 238 281 295 305 322 278
"AT1G04020" 18 30 57 0 0 3 1 0 0 14 0 3
"AT1G04030" 130 96 152 204 215 268 181 243 277 257 215 188
"AT1G04040" 2272 3684 5166 124 110 413 88 90 79 73 110 174
"AT1G04050" 101 67 143 38 50 70 20 27 32 19 50 25
"AT1G04070" 130 111 117 237 207 284 182 285 323 267 207 246
"AT1G04080" 4616 4714 6934 6406 6911 8284 5840 7060 7382 6482 6911 6745
"AT1G04090" 7 14 18 5 4 8 1 0 7 2 4 1
"AT1G04100" 133 105 168 261 252 356 238 284 294 591 252 499
"AT1G04110" 0 1 0 0 3 1 0 1 1 0 3 0
"AT1G04120" 1785 2000 3113 2884 3177 4454 2799 2793 4073 4537 3177 3650
"AT1G04130" 132 138 197 186 155 308 194 175 227 307 155 151
"AT1G04140" 9127 9759 13255 11249 12304 15309 10489 12730 12512 12411 12304 12236
"AT1G04150" 0 0 0 1 0 0 0 0 1 0 0 1
"AT1G04160" 34 67 75 45 57 95 38 53 90 44 57 36
"AT1G04170" 2868 3183 4173 3200 2959 4200 2813 3290 3391 3097 2959 2963
"AT1G04171" 0 0 0 0 0 1 0 0 0 0 0 0
"AT1G04180" 182 303 196 21 24 43 10 4 0 1 24 15
"AT1G04190" 630 672 969 831 779 1098 685 779 783 696 779 632
"AT1G04200" 617 606 837 1462 1692 2259 1521 1979 2134 1608 1692 1390
"AT1G04210" 1822 1901 2756 4630 5318 6525 4895 5480 6556 4689 5318 4297
"AT1G04220" 71 36 141 43 33 47 89 36 81 61 33 32
"AT1G04230" 408 413 561 784 898 1234 853 1063 1052 810 898 759
"AT1G04240" 5231 4850 7577 1371 1124 2394 1093 2539 2144 1650 1124 2009
"AT1G04250" 200 181 391 42 37 121 7 19 10 5 37 13
"AT1G04260" 507 542 701 522 461 727 509 702 744 927 461 817
"AT1G04270" 3183 3962 5061 2696 2624 3641 2308 3351 3183 3249 2624 3692
"AT1G04280" 1598 1927 2514 2049 2098 2600 2467 2762 2997 5639 2098 3949
"AT1G04290" 38 31 44 43 23 74 32 45 62 37 23 35
"AT1G04295" 0 0 0 1 1 1 0 3 0 0 1 0
"AT1G04300" 16761 19040 24245 13544 15464 15575 10539 14748 12196 14167 15464 17201
"AT1G04310" 1647 2268 3242 920 867 1119 781 799 873 1311 867 1130
"AT1G04320" 0 0 0 0 0 0 0 0 0 0 0 0
