"GSM1655653" "GSM1655654" "GSM1655655" "GSM1655656" "GSM1655657" "GSM1655658" "GSM1655659" "GSM1655660" "GSM1655661" "GSM1655662" "GSM1655663" "GSM1655664"
"AT2G12475" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12480" 8 5 7 6 4 8 5 3 9 4 4 2
"AT2G12490" 478 575 798 438 541 815 297 377 478 546 541 634
"AT2G12500" 50 38 58 8 1 21 1 1 0 5 1 8
"AT2G12505" 0 1 2 4 0 1 0 4 7 7 0 5
"AT2G12510" 0 0 1 0 0 0 0 0 0 0 0 1
"AT2G12520" 3 2 1 0 4 0 4 0 1 0 4 1
"AT2G12530" 0 0 0 0 0 0 0 0 0 0 0 1
"AT2G12540" 0 2 2 1 0 1 2 0 0 1 0 0
"AT2G12550" 471 437 646 1081 1049 1384 987 1055 1035 1221 1049 1071
"AT2G12557" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12560" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12570" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12580" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12590" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12600" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12610" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12620" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12630" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12640" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12646" 0 0 0 0 0 2 0 1 1 0 0 1
"AT2G12650" 0 0 0 0 0 0 0 0 2 0 0 0
"AT2G12660" 0 0 0 0 0 0 0 0 1 0 0 0
"AT2G12670" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12680" 0 0 0 1 0 0 0 1 0 1 0 0
"AT2G12685" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12690" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12695" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12700" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12710" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12720" 0 0 0 0 0 0 0 0 1 0 0 0
"AT2G12730" 0 0 0 0 0 0 0 0 0 0 0 1
"AT2G12740" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12750" 0 0 0 0 0 1 0 0 0 0 0 0
"AT2G12760" 0 0 1 0 0 0 0 0 0 0 0 0
"AT2G12770" 0 0 0 0 1 0 0 0 0 0 1 0
"AT2G12780" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12800" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12810" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12815" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12820" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12830" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12832" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12835" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12840" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12845" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12850" 0 0 0 0 1 0 0 0 0 0 1 0
"AT2G12855" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12860" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12870" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12875" 2 0 3 34 1 2 1 4 11 24 1 0
"AT2G12880" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12890" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12900" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12905" 0 0 0 1 0 1 0 0 0 0 0 0
"AT2G12910" 0 0 0 0 0 0 0 0 0 0 0 1
"AT2G12920" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12930" 0 0 2 0 0 1 0 0 1 0 0 0
"AT2G12935" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12940" 0 0 0 0 1 0 0 3 0 0 1 0
"AT2G12945" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12950" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12960" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12970" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12977" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G12980" 0 0 0 0 1 0 0 0 0 0 1 0
"AT2G12990" 0 0 0 0 0 0 0 1 0 1 0 0
"AT2G13000" 0 1 1 0 1 0 2 1 0 4 1 1
"AT2G13010" 0 0 0 0 0 0 1 0 0 0 0 0
"AT2G13020" 0 1 0 0 0 0 0 0 2 0 0 0
"AT2G13040" 0 0 0 1 1 2 0 0 0 0 1 0
"AT2G13050" 1 0 0 1 2 2 1 3 1 0 2 0
"AT2G13060" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13070" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13080" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13090" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13100" 1364 1366 2128 1895 2209 2658 1448 1774 2177 1936 2209 1617
"AT2G13110" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13115" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13116" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13118" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13120" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13125" 0 0 0 1 0 0 0 0 0 0 0 0
"AT2G13126" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13128" 36 35 34 45 35 70 41 41 58 51 35 50
"AT2G13130" 181 177 242 322 365 474 231 333 336 344 365 333
"AT2G13140" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13142" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13143" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13145" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13146" 0 0 1 2 0 0 0 0 0 0 0 0
"AT2G13150" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13160" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13170" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13175" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13180" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13190" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13200" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13230" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13240" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13250" 0 0 0 0 0 0 1 0 0 0 0 0
"AT2G13260" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13270" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13272" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13273" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13274" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13280" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13290" 526 539 768 595 509 992 523 713 641 700 509 582
"AT2G13295" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13300" 0 0 0 0 0 4 0 0 0 0 0 0
"AT2G13310" 0 2 0 0 0 0 0 0 0 0 0 0
"AT2G13320" 0 0 0 0 0 0 0 0 0 2 0 0
"AT2G13330" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13335" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13350" 0 2 16 34 7 35 9 57 73 10 7 7
"AT2G13360" 252259 301626 370060 180284 145797 203028 177660 201670 196942 195509 145797 203272
"AT2G13363" 0 0 0 0 0 0 0 0 0 0 0 1
"AT2G13370" 5725 6468 9374 6691 8755 9277 5634 7020 7094 8060 8755 9060
"AT2G13380" 30 26 26 13 10 24 17 9 6 10 10 13
"AT2G13390" 0 1 2 0 2 4 0 2 0 1 2 1
"AT2G13400" 1 1 0 0 0 0 0 0 0 0 0 0
"AT2G13410" 21 19 56 43 79 57 41 32 54 72 79 46
"AT2G13420" 67 71 110 170 302 191 146 180 192 206 302 237
"AT2G13422" 1 7 6 18 22 14 9 17 22 24 22 19
"AT2G13430" 0 1 7 5 16 8 3 3 12 6 16 6
"AT2G13431" 16 13 37 24 37 43 13 30 39 29 37 25
"AT2G13440" 703 835 1157 941 1008 1199 569 665 616 445 1008 514
"AT2G13450" 4 2 9 12 3 9 4 11 12 16 3 11
"AT2G13460" 1 2 11 4 14 8 3 9 14 12 14 17
"AT2G13463" 2 5 1 7 5 8 4 4 6 6 5 4
"AT2G13469" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13470" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13480" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13490" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13500" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13510" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13520" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13530" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13540" 1422 1844 2437 2062 2295 2179 1761 2127 1876 1123 2295 1556
"AT2G13542" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13547" 0 0 0 2 1 10 3 4 6 8 1 7
"AT2G13550" 35 35 56 33 57 56 42 51 52 30 57 31
"AT2G13560" 4759 5046 7473 6118 6490 8862 6333 6950 7488 9274 6490 8109
"AT2G13570" 1 9 4 4 1 7 4 7 5 1 1 0
"AT2G13580" 2 2 9 18 1 10 4 3 12 8 1 1
"AT2G13590" 0 0 0 1 0 0 0 0 0 0 0 0
"AT2G13600" 23 44 55 52 70 78 24 33 37 22 70 42
"AT2G13610" 555 979 1131 242 326 365 70 85 80 37 326 36
"AT2G13620" 0 0 1 4 1 3 2 3 6 0 1 0
"AT2G13623" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13630" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13640" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13650" 463 499 665 1511 1486 1984 1330 1581 1930 1858 1486 1349
"AT2G13660" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13665" 8 13 20 25 23 28 20 23 20 13 23 12
"AT2G13680" 2 2 3 8 2 15 5 11 14 1 2 1
"AT2G13690" 107 116 188 96 61 123 32 38 43 37 61 35
"AT2G13700" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13705" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13706" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13710" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13720" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13730" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13740" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13750" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13760" 2 0 0 0 0 1 0 0 0 0 0 0
"AT2G13770" 0 0 0 2 1 1 3 0 2 0 1 0
"AT2G13790" 1265 1075 1425 11458 13608 15849 9366 11529 15044 8361 13608 6970
"AT2G13800" 752 681 993 3527 3841 4546 2902 4047 4689 2806 3841 2336
"AT2G13810" 0 0 1 0 0 0 6 12 49 291 0 124
"AT2G13820" 91 79 146 5 4 20 1 2 0 0 4 1
"AT2G13830" 0 0 0 0 1 0 0 0 0 1 1 1
"AT2G13840" 544 606 790 314 243 480 280 340 344 462 243 431
"AT2G13850" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13851" 0 0 0 1 0 0 0 0 1 4 0 0
"AT2G13860" 0 0 0 1 0 0 0 0 4 7 0 5
"AT2G13865" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13870" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13890" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13895" 0 0 0 0 0 0 1 0 0 0 0 0
"AT2G13900" 0 1 0 0 0 0 0 0 0 0 0 0
"AT2G13910" 0 0 0 0 0 0 0 1 1 0 0 0
"AT2G13920" 0 0 0 0 0 1 0 0 0 0 0 0
"AT2G13930" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13940" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13950" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13960" 62 54 79 63 60 58 66 70 78 61 60 75
"AT2G13970" 2726 2847 3911 3039 3276 3694 2880 3738 3328 3006 3276 3497
"AT2G13975" 649 592 781 655 660 1025 577 783 725 499 660 638
"AT2G13980" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G13990" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14000" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14010" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14020" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14030" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14040" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14045" 612 662 849 928 882 1275 773 894 964 859 882 750
"AT2G14050" 95 93 132 243 351 303 280 357 290 279 351 312
"AT2G14060" 1 0 0 1 1 0 4 0 0 1 1 0
"AT2G14070" 1 3 2 9 14 13 7 14 18 28 14 29
"AT2G14080" 3285 2925 4463 6276 7092 8342 4684 6007 6713 8542 7092 8012
"AT2G14090" 95 112 126 92 109 183 99 100 108 71 109 102
"AT2G14095" 6 13 15 8 4 8 10 7 5 14 4 32
"AT2G14100" 1 1 1 0 0 0 2 0 4 3 0 3
"AT2G14110" 194 149 224 264 220 450 271 270 372 517 220 248
"AT2G14115" 71 56 89 57 43 80 63 57 69 55 43 50
"AT2G14120" 2581 2648 3895 3338 3636 4519 2879 3375 3476 3395 3636 3323
"AT2G14130" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14140" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14150" 1 0 0 0 0 0 0 0 0 0 0 0
"AT2G14160" 33 49 44 8 11 10 5 14 10 5 11 12
"AT2G14170" 25570 30290 39039 13595 11252 14258 16112 16033 17827 19071 11252 16296
"AT2G14180" 0 0 1 1 2 0 0 0 1 1 2 0
"AT2G14190" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14200" 0 0 0 2 0 0 0 0 0 0 0 0
"AT2G14206" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14210" 4 5 5 9 3 9 10 5 13 8 3 15
"AT2G14220" 671 897 1281 514 388 802 504 543 491 490 388 535
"AT2G14230" 0 0 1 0 0 0 0 0 0 0 0 0
"AT2G14240" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14245" 0 0 0 0 0 0 0 0 1 2 0 0
"AT2G14247" 1 1 2 2 2 2 0 2 5 0 2 1
"AT2G14255" 1025 893 1318 1389 1451 1639 1119 1353 1596 1664 1451 1537
"AT2G14260" 3990 4452 5537 3625 3700 4904 2778 3337 3339 3811 3700 3275
"AT2G14270" 0 1 3 54 5 25 5 23 34 13 5 2
"AT2G14280" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14282" 0 0 0 1 0 3 0 0 1 0 0 0
"AT2G14285" 236 216 272 257 267 418 160 237 226 136 267 157
"AT2G14288" 0 0 0 0 1 0 0 0 0 2 1 0
"AT2G14289" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14290" 13 8 8 144 392 104 159 133 268 279 392 84
"AT2G14300" 0 0 0 0 0 0 0 0 0 2 0 0
"AT2G14310" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14320" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14330" 0 0 0 0 0 0 0 0 1 0 0 0
"AT2G14335" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14340" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14350" 1 0 0 0 0 0 0 0 0 0 0 0
"AT2G14365" 0 0 0 0 0 0 0 0 0 0 0 1
"AT2G14370" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14378" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14380" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14390" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14400" 0 0 0 0 0 0 0 0 0 1 0 0
"AT2G14405" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14410" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14415" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14420" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14430" 0 1 0 2 0 0 0 1 1 2 0 0
"AT2G14440" 0 0 0 0 0 0 0 0 0 1 0 0
"AT2G14450" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14455" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14460" 42 25 60 79 54 80 56 83 64 54 54 57
"AT2G14470" 0 0 0 1 0 0 0 0 0 0 0 0
"AT2G14475" 1 1 3 5 1 7 2 3 7 5 1 2
"AT2G14490" 14 11 16 6 4 8 5 8 12 8 4 5
"AT2G14500" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14510" 0 0 0 1 0 1 0 3 0 3 0 2
"AT2G14520" 36 39 67 32 20 39 12 10 5 13 20 13
"AT2G14530" 679 860 1003 699 634 803 518 647 537 559 634 692
"AT2G14535" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14540" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14550" 1 1 3 2 2 3 0 4 0 0 2 1
"AT2G14560" 153 64 9 36 60 86 1112 43 3098 10369 60 7971
"AT2G14570" 0 0 0 0 1 0 0 0 0 0 1 1
"AT2G14580" 0 0 0 0 0 1 0 0 0 7 0 0
"AT2G14590" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14595" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14600" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14605" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14610" 4 1 2 16 5 2 512 70 834 14902 5 4972
"AT2G14620" 7 11 17 3 2 6 14 5 82 224 2 111
"AT2G14630" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14635" 2 0 1 0 3 3 2 2 4 10 3 4
"AT2G14640" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14650" 0 0 0 0 0 3 1 0 1 1 0 0
"AT2G14660" 7 17 16 16 15 26 8 14 8 8 15 11
"AT2G14661" 3 1 0 0 0 1 0 2 2 15 0 13
"AT2G14670" 0 0 0 0 2 0 0 1 1 0 2 0
"AT2G14680" 1097 998 1626 1573 1662 2063 1405 1710 1733 1884 1662 1730
"AT2G14690" 1 0 1 0 1 1 2 1 0 3 1 0
"AT2G14692" 0 0 0 0 0 0 0 0 1 0 0 1
"AT2G14700" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14710" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14720" 4208 4140 5922 7878 7472 10827 7921 9241 10435 12334 7472 10329
"AT2G14730" 0 0 0 0 0 1 0 0 0 0 0 0
"AT2G14740" 1630 1676 2413 3092 3242 4113 2653 3676 3788 2964 3242 2761
"AT2G14750" 514 451 757 2823 2506 5478 2087 2938 2517 2570 2506 2416
"AT2G14760" 0 0 1 0 0 0 1 0 0 0 0 0
"AT2G14770" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14772" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14774" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14777" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14780" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14790" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14793" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14796" 0 0 0 0 1 0 1 0 1 1 1 0
"AT2G14800" 38 37 64 58 28 55 34 38 38 57 28 40
"AT2G14810" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14820" 0 1 0 0 0 0 0 0 0 0 0 0
"AT2G14830" 242 271 321 291 290 448 336 370 373 410 290 335
"AT2G14835" 1306 1391 1906 1440 1542 1967 1354 1644 1795 1914 1542 1723
"AT2G14840" 115 124 280 260 135 295 74 201 137 83 135 41
"AT2G14843" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14846" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14850" 298 300 403 555 555 848 626 714 857 706 555 668
"AT2G14860" 20 26 30 24 15 25 11 14 15 7 15 11
"AT2G14870" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14878" 5120 5541 7028 7001 6257 10554 6047 7778 9779 8911 6257 6417
"AT2G14880" 294 298 470 541 511 627 297 441 350 239 511 293
"AT2G14890" 3929 3712 8051 592 597 822 270 309 287 140 597 184
"AT2G14900" 1169 811 1814 48 38 104 9 1 0 1 38 0
"AT2G14910" 20967 19488 29412 22156 18079 32230 14696 18335 20567 11714 18079 11026
"AT2G14920" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14930" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14935" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14940" 0 1 0 1 1 0 1 0 0 2 1 1
"AT2G14950" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14960" 0 9 1 0 0 0 0 0 0 1 0 0
"AT2G14970" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14980" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G14990" 0 0 1 0 0 0 0 0 0 0 0 0
"AT2G15000" 153 235 280 230 213 305 110 182 171 110 213 162
"AT2G15010" 0 0 1 0 0 0 0 0 0 0 0 0
"AT2G15012" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G15013" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G15014" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G15015" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G15016" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G15017" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G15020" 0 2 9 59 37 215 13 53 33 1 37 4
"AT2G15025" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G15029" 7 7 12 1 9 10 4 9 11 6 9 12
"AT2G15030" 130 120 220 160 208 246 142 161 135 176 208 176
"AT2G15040" 143 215 230 489 979 695 344 436 616 811 979 1227
"AT2G15042" 514 555 721 1720 2969 1908 1227 1851 1846 2923 2969 3603
"AT2G15045" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G15050" 805 671 932 471 261 735 91 119 71 43 261 48
"AT2G15060" 33 23 40 52 154 87 77 162 158 180 154 327
"AT2G15070" 18 26 26 34 78 50 22 72 67 80 78 134
"AT2G15080" 3683 4018 4504 2498 3237 2905 2415 2544 3062 4058 3237 5315
"AT2G15090" 966 1114 910 1929 1930 1555 712 1338 716 586 1930 381
"AT2G15100" 0 0 1 0 0 0 0 0 0 0 0 0
"AT2G15110" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G15120" 0 0 0 0 0 1 0 0 0 0 0 0
"AT2G15128" 32 34 54 31 21 36 22 28 26 24 21 38
"AT2G15130" 0 1 1 1 0 1 0 3 0 0 0 1
"AT2G15140" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G15145" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G15150" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G15160" 0 0 2 0 0 2 0 2 1 1 0 1
"AT2G15170" 2 1 4 3 2 5 3 1 0 0 2 0
"AT2G15180" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G15185" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G15190" 1 0 0 0 0 0 0 1 0 0 0 0
"AT2G15200" 0 0 0 0 2 0 0 1 1 0 2 1
"AT2G15210" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G15220" 11 26 9 80 90 83 119 72 136 455 90 180
"AT2G15230" 745 764 1049 848 746 1174 896 968 1113 1872 746 1605
"AT2G15240" 2492 2437 3310 1957 1955 2993 1634 2108 2135 2041 1955 2084
"AT2G15250" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G15260" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G15270" 303 355 512 316 330 537 331 541 504 542 330 413
"AT2G15271" 1 0 1 0 0 0 2 1 2 1 0 0
"AT2G15280" 149 201 238 111 106 169 96 88 127 107 106 102
"AT2G15290" 635 800 1219 942 821 1182 802 931 938 918 821 766
"AT2G15292" 816 851 1388 1277 1484 1887 1053 1231 1377 795 1484 961
"AT2G15300" 104 75 127 221 248 314 127 179 180 112 248 106
"AT2G15310" 86 72 129 371 362 506 656 831 957 881 362 688
"AT2G15318" 1 1 1 0 3 6 5 2 3 0 3 3
"AT2G15320" 718 705 1015 1302 1112 1838 876 1032 894 974 1112 1213
"AT2G15325" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G15327" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G15330" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G15340" 0 0 0 1 0 0 0 0 4 2 0 1
"AT2G15345" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G15350" 0 0 0 10 3 3 0 0 8 5 3 0
"AT2G15360" 0 1 0 22 8 1 1 5 32 20 8 0
"AT2G15370" 1 0 1 35 14 15 15 21 51 52 14 5
"AT2G15380" 0 0 0 0 0 0 1 3 5 4 0 6
"AT2G15390" 767 453 525 14740 17089 12180 11723 13604 15500 16604 17089 12255
"AT2G15400" 24 24 24 15 11 25 13 8 15 27 11 6
"AT2G15410" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G15420" 0 0 1 0 0 0 0 0 0 0 0 0
"AT2G15430" 469 566 700 601 538 791 465 555 579 568 538 552
"AT2G15440" 6 4 11 7 9 11 10 8 5 5 9 4
"AT2G15450" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G15460" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G15470" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G15480" 270 224 248 4718 6366 5326 7338 8207 10869 6457 6366 6212
"AT2G15490" 0 0 0 4 23 15 76 77 115 289 23 278
"AT2G15500" 0 0 0 1 0 0 0 0 0 0 0 0
"AT2G15510" 0 0 0 0 0 0 0 0 1 0 0 0
"AT2G15520" 0 0 0 0 0 0 0 0 2 0 0 0
"AT2G15530" 717 832 1101 1156 1129 1580 1017 1152 1313 1673 1129 1122
"AT2G15535" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G15540" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G15550" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G15555" 0 0 1 3 26 1 0 0 2 2 26 0
"AT2G15560" 1079 1112 1690 1086 923 1799 1014 1161 1195 1139 923 1137
"AT2G15570" 1780 1756 2510 1716 1620 2141 1750 1862 2070 2625 1620 2264
"AT2G15580" 6617 6050 8720 5245 4502 6954 3918 5402 5209 5126 4502 4855
"AT2G15590" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G15600" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G15610" 0 0 0 0 0 0 0 0 0 0 0 0
"AT2G15620" 2437 2382 3792 5472 8724 4002 1688 2217 2374 3313 8724 2455
"AT2G15630" 39 34 56 95 93 152 64 84 74 42 93 46
"AT2G15640" 0 0 0 0 0 0 0 0 1 0 0 0
"AT2G15650" 4 5 15 48 10 38 9 24 60 32 10 4
