"GSM1224479" "GSM1224480" "GSM1224481" "GSM1224482" "GSM1224483" "GSM1224484" "GSM1224485" "GSM1224486"
"AT1G02391" 0 0 0 0 0 0 0 0
"AT1G02400" 83 68 48 71 259 88 209 127
"AT1G02405" 1 3 4 3 2 5 7 5
"AT1G02410" 127 101 81 75 298 203 379 271
"AT1G02420" 39 15 17 10 66 36 76 51
"AT1G02430" 6 2 1 0 14 6 3 5
"AT1G02440" 3 0 5 1 4 1 3 2
"AT1G02450" 0 1 0 0 0 2 4 9
"AT1G02460" 6 1 1 3 14 3 4 8
"AT1G02470" 10 1 3 1 12 3 15 4
"AT1G02475" 319 186 245 251 739 418 726 668
"AT1G02480" 0 0 0 0 1 0 0 0
"AT1G02490" 1 0 1 1 1 0 1 2
"AT1G02500" 7605 4117 2878 1742 10173 5492 5513 4352
"AT1G02510" 0 0 0 0 0 0 0 1
"AT1G02520" 63 31 6 10 120 86 36 36
"AT1G02530" 2 4 3 6 12 11 9 5
"AT1G02540" 0 0 0 0 0 0 0 0
"AT1G02550" 0 0 0 0 0 0 0 0
"AT1G02560" 1818 916 1370 1568 5223 3046 5556 4930
"AT1G02570" 10 6 0 0 27 6 0 2
"AT1G02575" 2 0 0 1 14 1 2 0
"AT1G02580" 2 1 2 0 1 0 0 0
"AT1G02590" 0 0 0 0 0 0 0 0
"AT1G02600" 1 0 0 0 0 0 0 0
"AT1G02610" 94 121 40 56 89 81 65 123
"AT1G02620" 18 10 5 2 6 1 6 4
"AT1G02630" 1 1 1 3 4 1 4 2
"AT1G02640" 1939 1005 2040 2114 1072 450 1185 1192
"AT1G02650" 52 12 26 14 34 18 22 30
"AT1G02660" 580 319 330 339 253 155 233 216
"AT1G02670" 9 8 2 2 12 7 11 6
"AT1G02680" 96 109 80 37 162 126 151 92
"AT1G02681" 0 0 0 0 0 0 0 0
"AT1G02690" 214 82 60 53 380 148 176 135
"AT1G02700" 51 32 77 51 86 46 96 105
"AT1G02710" 16 8 24 23 17 10 19 16
"AT1G02720" 112 58 83 21 198 127 211 94
"AT1G02730" 655 155 210 228 1131 454 717 836
"AT1G02740" 103 81 73 44 162 96 165 105
"AT1G02750" 101 100 52 42 252 222 169 138
"AT1G02760" 3 2 2 1 3 1 4 1
"AT1G02770" 18 4 11 8 27 18 29 30
"AT1G02780" 7495 4963 7938 3221 11845 6861 13456 7546
"AT1G02790" 0 0 2 2 1 0 2 1
"AT1G02800" 10 1 2 2 24 9 10 7
"AT1G02810" 136 83 18 24 248 138 37 55
"AT1G02813" 2 0 0 0 1 1 4 2
"AT1G02816" 276 88 206 215 697 294 835 500
"AT1G02820" 91 47 50 27 96 28 66 26
"AT1G02830" 0 0 0 0 1 0 0 0
"AT1G02840" 510 396 215 106 1158 847 706 425
"AT1G02850" 80 65 48 47 500 265 344 229
"AT1G02860" 142 148 129 161 282 233 304 318
"AT1G02870" 247 178 238 55 291 199 384 222
"AT1G02880" 53 42 24 31 163 87 93 98
"AT1G02890" 1544 1011 754 884 2351 1524 1810 2572
"AT1G02900" 362 182 144 121 702 325 314 193
"AT1G02910" 629 439 407 255 1026 606 1228 860
"AT1G02920" 189 283 233 576 447 463 553 677
"AT1G02930" 488 658 655 1074 1040 921 1210 1304
"AT1G02940" 0 0 5 0 3 1 2 8
"AT1G02950" 25 17 36 48 118 69 115 165
"AT1G02952" 0 0 0 0 0 0 0 0
"AT1G02960" 108 62 53 8 195 124 140 105
"AT1G02965" 1 0 1 0 0 1 0 1
"AT1G02970" 34 25 13 14 45 43 49 41
"AT1G02980" 2 0 1 0 5 0 0 3
"AT1G02990" 171 57 89 36 378 158 324 260
"AT1G03000" 230 115 132 109 473 246 414 355
"AT1G03010" 13 3 7 3 34 6 16 6
"AT1G03020" 22 16 44 48 35 19 63 89
"AT1G03022" 0 0 0 0 0 0 0 0
"AT1G03030" 124 98 60 94 284 189 296 267
"AT1G03040" 191 116 177 94 457 256 506 422
"AT1G03050" 0 0 0 0 0 0 0 1
"AT1G03055" 11 9 7 8 45 45 46 40
"AT1G03060" 690 277 109 114 1099 693 455 602
"AT1G03070" 0 1 1 2 8 7 11 13
"AT1G03080" 735 275 193 120 1670 722 1079 1150
"AT1G03090" 1430 1608 692 1010 1141 1418 976 1620
"AT1G03100" 24 5 17 1 47 21 36 30
"AT1G03103" 0 0 0 0 0 0 0 0
"AT1G03106" 11 13 0 5 8 7 2 4
"AT1G03110" 123 115 76 60 216 102 152 93
"AT1G03120" 11 5 6 17 17 9 15 14
"AT1G03130" 9521 6097 13733 20180 6146 4853 9332 14135
"AT1G03140" 614 357 490 197 954 480 870 491
"AT1G03150" 71 46 59 57 206 113 216 192
"AT1G03160" 329 233 134 119 754 538 680 555
"AT1G03170" 3 0 6 2 6 1 8 5
"AT1G03180" 23 22 14 6 37 27 32 20
"AT1G03190" 116 86 50 43 231 141 166 182
"AT1G03200" 3 2 1 0 7 7 1 4
"AT1G03210" 215 177 99 40 252 161 198 141
"AT1G03220" 1894 5358 1007 7833 3258 8613 2551 9384
"AT1G03230" 636 586 475 1275 909 855 943 1560
"AT1G03240" 2 0 0 0 1 0 0 0
"AT1G03250" 238 121 149 128 348 231 384 332
"AT1G03260" 137 80 68 54 180 97 158 139
"AT1G03270" 35 22 6 8 43 31 33 36
"AT1G03280" 255 144 143 56 548 263 617 437
"AT1G03290" 344 261 221 141 595 404 534 551
"AT1G03300" 52 10 40 5 83 21 81 41
"AT1G03310" 337 133 286 198 670 323 874 740
"AT1G03320" 0 0 2 0 3 3 3 3
"AT1G03330" 308 216 176 77 484 343 352 222
"AT1G03340" 41 32 15 8 50 48 58 41
"AT1G03350" 635 296 606 267 1219 581 1188 1003
"AT1G03360" 88 81 56 28 228 143 175 110
"AT1G03365" 264 159 139 127 543 331 332 488
"AT1G03370" 463 245 199 267 781 406 592 510
"AT1G03380" 606 375 398 633 909 678 789 1348
"AT1G03390" 0 0 0 0 0 0 1 0
"AT1G03400" 155 127 85 74 199 149 191 152
"AT1G03410" 48 25 6 6 113 49 27 24
"AT1G03420" 0 0 0 0 2 7 0 0
"AT1G03430" 81 72 66 72 174 114 165 131
"AT1G03440" 170 80 84 136 348 184 235 266
"AT1G03445" 0 3 1 0 2 2 2 5
"AT1G03457" 94 68 52 27 245 159 207 112
"AT1G03470" 32 34 37 29 155 104 152 231
"AT1G03475" 1327 1106 842 1141 3323 2203 2891 3554
"AT1G03490" 0 0 0 0 3 1 3 0
"AT1G03495" 24 15 5 6 59 24 27 20
"AT1G03502" 0 0 0 0 0 0 0 0
"AT1G03506" 1 0 0 0 9 7 1 0
"AT1G03510" 14 8 8 7 30 19 33 15
"AT1G03515" 0 0 0 0 1 1 0 2
"AT1G03520" 97 62 59 53 197 92 160 137
"AT1G03530" 153 42 90 21 238 105 209 172
"AT1G03540" 14 3 5 0 29 12 23 18
"AT1G03545" 1 1 1 0 7 3 6 1
"AT1G03550" 13 6 1 4 22 15 12 5
"AT1G03560" 58 27 59 22 146 61 157 72
"AT1G03570" 2 4 1 0 5 5 7 2
"AT1G03580" 49 41 34 29 29 37 18 16
"AT1G03590" 522 577 209 206 792 647 690 687
"AT1G03600" 3951 2963 5117 3702 4645 3760 6058 4689
"AT1G03610" 504 3306 463 5503 391 3788 419 5871
"AT1G03620" 12 5 10 5 7 6 8 6
"AT1G03630" 1333 809 789 641 2179 1171 1880 1567
"AT1G03640" 0 0 0 0 0 0 0 0
"AT1G03650" 26 30 15 5 89 56 63 34
"AT1G03660" 2 1 0 2 21 5 6 5
"AT1G03670" 0 0 0 0 0 0 0 0
"AT1G03680" 2117 1252 1953 2009 5449 3667 6556 6108
"AT1G03687" 124 91 70 32 252 140 186 137
"AT1G03700" 2 2 1 1 23 11 4 4
"AT1G03710" 1 2 3 0 2 0 0 1
"AT1G03720" 0 0 0 0 0 0 0 0
"AT1G03730" 71 52 37 54 121 65 111 93
"AT1G03740" 685 413 307 266 924 469 718 570
"AT1G03743" 41 19 2 3 330 184 35 6
"AT1G03746" 6 3 0 1 22 9 2 2
"AT1G03750" 97 35 44 33 147 71 137 98
"AT1G03760" 88 47 31 14 140 110 144 97
"AT1G03770" 64 43 20 8 62 52 84 58
"AT1G03780" 115 58 52 29 210 96 124 147
"AT1G03790" 74 16 81 47 169 68 154 192
"AT1G03800" 13 11 10 4 11 12 9 10
"AT1G03810" 0 0 0 0 0 0 0 0
"AT1G03820" 39 9 53 8 112 24 192 66
"AT1G03830" 199 63 50 26 252 117 218 196
"AT1G03840" 32 20 23 10 44 30 27 18
"AT1G03850" 158 157 147 262 364 418 185 329
"AT1G03860" 679 388 494 232 1305 720 1275 741
"AT1G03870" 2078 483 3241 1340 3069 1007 4182 2811
"AT1G03880" 4 3 3 10 6 4 3 9
"AT1G03890" 0 0 2 0 0 0 0 0
"AT1G03900" 1048 744 1065 343 1719 988 1865 856
"AT1G03905" 36 30 34 16 79 67 69 63
"AT1G03910" 487 269 240 76 1027 571 826 543
"AT1G03920" 21 9 11 4 40 20 33 26
"AT1G03930" 402 214 276 203 662 401 745 698
"AT1G03935" 4 10 1 4 27 21 5 1
"AT1G03940" 64 59 16 19 71 71 24 26
"AT1G03950" 77 48 59 20 211 130 193 158
"AT1G03960" 41 16 9 14 114 55 62 71
"AT1G03970" 62 50 56 29 98 60 73 89
"AT1G03980" 4 6 1 1 9 6 4 8
"AT1G03982" 0 0 0 0 0 0 0 0
"AT1G03990" 13 3 4 3 21 15 13 10
"AT1G04000" 85 7 90 22 121 36 161 71
"AT1G04010" 62 28 22 8 102 42 83 45
"AT1G04020" 86 39 31 27 204 91 116 89
"AT1G04030" 68 31 40 25 108 68 115 88
"AT1G04040" 1707 1226 1361 603 4412 3013 5719 4715
"AT1G04050" 38 28 27 26 70 60 70 88
"AT1G04070" 63 18 72 46 99 55 132 120
"AT1G04080" 811 1102 276 657 1776 1991 967 2317
"AT1G04090" 16 10 11 2 25 9 21 13
"AT1G04100" 50 29 47 35 89 36 102 63
"AT1G04110" 102 37 7 9 130 62 23 32
"AT1G04120" 676 179 176 137 1306 541 995 802
"AT1G04130" 140 125 55 35 204 147 145 119
"AT1G04140" 841 384 528 262 1316 739 1303 989
"AT1G04150" 2 1 0 0 2 1 0 1
"AT1G04160" 104 32 21 17 257 95 78 89
"AT1G04170" 922 595 441 600 2224 1264 1808 1793
"AT1G04171" 0 0 0 0 1 0 0 0
"AT1G04180" 40 15 48 24 21 5 17 14
"AT1G04190" 343 249 196 72 599 335 647 443
"AT1G04200" 165 109 70 100 294 193 179 194
"AT1G04210" 726 305 266 79 1324 534 1021 636
"AT1G04220" 119 44 45 18 217 90 136 101
"AT1G04230" 107 143 134 107 159 141 206 234
"AT1G04240" 354 117 309 88 512 247 835 428
"AT1G04250" 819 557 1431 1596 1340 968 1819 2080
"AT1G04260" 173 74 156 59 279 150 356 174
"AT1G04270" 3043 1787 2424 985 6278 3662 6667 2974
"AT1G04280" 643 322 452 286 1214 598 1355 1055
"AT1G04290" 8 8 3 4 45 30 56 34
"AT1G04295" 0 0 0 0 0 1 0 0
"AT1G04300" 459 219 189 56 942 571 813 485
"AT1G04310" 153 41 79 8 253 58 240 48
"AT1G04320" 33 34 17 37 28 11 24 27
"AT1G04330" 17 16 18 18 22 26 38 73
"AT1G04340" 211 180 172 63 360 233 429 269
"AT1G04350" 365 365 289 433 1025 1210 1136 1476
"AT1G04360" 56 25 38 20 126 50 108 83
"AT1G04370" 0 0 0 0 0 0 0 1
"AT1G04380" 3 2 3 2 9 4 8 8
"AT1G04390" 72 38 15 6 114 62 74 55
"AT1G04400" 3014 1829 1795 1565 3457 2153 3629 3838
"AT1G04410" 9750 5503 9238 9941 22035 12129 19608 19813
"AT1G04420" 1057 900 479 286 1978 1212 1662 1057
"AT1G04425" 6 3 1 1 26 12 2 5
"AT1G04430" 2747 1488 1268 621 3254 1526 2983 1989
"AT1G04440" 481 393 232 369 891 664 642 762
"AT1G04445" 0 2 0 0 2 0 0 2
"AT1G04450" 0 0 0 0 0 0 0 0
"AT1G04457" 42 16 16 6 61 49 66 43
"AT1G04470" 0 0 0 0 2 1 1 1
"AT1G04480" 1174 718 528 239 2886 1982 2080 702
"AT1G04490" 9 7 3 5 19 9 15 26
"AT1G04500" 4 1 1 2 6 4 21 7
"AT1G04501" 0 0 0 0 0 0 0 0
"AT1G04510" 456 212 279 147 1176 577 1048 730
"AT1G04520" 85 59 47 44 301 179 246 267
"AT1G04530" 294 213 243 203 637 467 561 829
"AT1G04540" 19 37 11 23 28 42 22 42
"AT1G04550" 192 117 224 255 448 339 540 642
"AT1G04555" 46 49 24 39 89 80 116 89
"AT1G04560" 66 49 30 90 85 45 88 95
"AT1G04570" 3 2 4 1 4 3 4 3
"AT1G04580" 0 0 0 0 6 2 5 4
"AT1G04590" 161 76 88 18 320 166 341 147
"AT1G04600" 1 1 0 2 8 2 5 3
"AT1G04610" 31 41 17 26 54 36 22 41
"AT1G04620" 214 138 117 61 789 498 644 513
"AT1G04625" 0 0 0 1 0 0 0 0
"AT1G04630" 341 262 350 143 534 309 703 577
"AT1G04635" 21 4 21 27 31 27 49 27
"AT1G04640" 397 268 184 112 983 633 911 407
"AT1G04645" 0 0 0 0 0 1 0 0
"AT1G04650" 24 5 8 2 33 14 14 21
"AT1G04660" 6 8 17 39 16 14 53 77
"AT1G04670" 0 0 0 0 0 0 0 0
"AT1G04680" 894 434 852 531 1420 989 1648 1901
"AT1G04684" 0 0 0 0 0 0 0 0
"AT1G04690" 914 587 529 781 1511 1010 1355 1302
"AT1G04700" 32 10 7 2 111 30 27 18
"AT1G04710" 155 104 89 135 430 298 417 522
"AT1G04720" 0 0 0 0 1 0 0 0
"AT1G04730" 55 32 14 8 98 58 57 54
"AT1G04750" 611 567 596 371 1081 711 1192 1154
"AT1G04760" 21 12 17 31 24 26 24 23
"AT1G04770" 146 148 82 231 373 429 307 834
"AT1G04778" 10 4 18 4 10 8 8 8
"AT1G04780" 573 253 374 60 800 426 877 553
"AT1G04790" 465 358 289 145 635 431 647 563
"AT1G04800" 1586 711 598 420 2843 1322 1415 1320
"AT1G04810" 560 274 218 157 1317 584 690 485
"AT1G04820" 2105 1296 1195 1049 3169 1520 2113 1918
"AT1G04830" 161 121 98 52 200 161 211 147
"AT1G04840" 8 2 6 0 38 20 20 13
"AT1G04850" 960 567 524 161 1733 874 1843 1038
"AT1G04860" 493 178 255 65 812 299 853 481
"AT1G04870" 284 213 93 61 422 259 277 159
"AT1G04880" 1 1 2 0 4 1 11 6
"AT1G04890" 0 0 0 0 0 0 0 0
"AT1G04900" 115 65 39 26 179 96 134 65
"AT1G04910" 309 158 103 63 499 283 420 281
"AT1G04920" 31 17 7 1 48 25 15 24
"AT1G04930" 31 17 50 23 59 33 64 56
"AT1G04940" 155 119 126 71 193 90 182 135
"AT1G04945" 53 33 36 20 149 63 176 105
"AT1G04950" 196 131 81 48 373 290 341 257
"AT1G04960" 293 280 186 196 452 329 388 443
"AT1G04970" 321 168 127 159 753 402 581 592
"AT1G04980" 112 75 44 78 240 171 145 199
"AT1G04985" 284 242 114 40 519 391 444 336
"AT1G04990" 153 81 152 89 338 245 448 427
"AT1G05000" 133 83 162 97 336 251 277 254
"AT1G05010" 11391 3676 12691 10612 15090 4829 22829 12711
"AT1G05020" 173 32 165 13 121 26 142 43
"AT1G05030" 97 47 36 40 167 89 203 181
"AT1G05040" 0 0 0 0 0 0 0 0
"AT1G05055" 103 73 82 87 224 139 225 191
"AT1G05060" 186 110 154 151 276 175 335 328
"AT1G05061" 2 0 1 0 2 1 1 1
"AT1G05065" 2 3 1 0 7 5 8 6
"AT1G05070" 240 230 112 50 393 279 372 188
"AT1G05080" 0 0 0 0 0 0 0 0
"AT1G05085" 2 1 1 0 3 4 0 1
"AT1G05090" 11 9 4 5 9 6 3 5
"AT1G05100" 6 0 6 7 14 3 10 9
"AT1G05120" 195 83 80 41 406 168 316 274
"AT1G05135" 2573 2010 4423 5412 4764 3074 5758 9194
"AT1G05136" 0 1 0 0 2 0 3 4
"AT1G05140" 423 234 360 521 1070 634 1020 940
"AT1G05150" 678 182 511 187 1024 365 946 732
"AT1G05160" 82 61 20 13 154 145 121 108
"AT1G05170" 87 24 62 12 222 85 223 150
"AT1G05180" 363 238 176 107 682 381 651 427
"AT1G05190" 2460 1611 1699 1053 6524 3885 6208 4239
"AT1G05200" 293 130 107 123 651 352 486 498
"AT1G05205" 68 63 139 81 125 79 165 170
"AT1G05210" 58 58 31 26 84 51 87 36
"AT1G05220" 7 4 0 2 12 13 2 1
"AT1G05230" 177 182 96 204 374 420 323 762
"AT1G05240" 507 73 32 18 969 105 45 18
"AT1G05250" 2 0 0 0 24 2 1 0
"AT1G05260" 269 138 33 65 877 383 233 267
"AT1G05270" 418 324 169 103 503 350 411 285
"AT1G05280" 8 2 0 0 11 3 8 3
"AT1G05290" 0 0 0 0 0 0 0 0
"AT1G05291" 0 0 0 0 0 0 0 0
"AT1G05300" 79 38 42 65 118 81 94 157
"AT1G05310" 59 25 33 51 100 37 59 68
"AT1G05320" 349 167 80 75 984 458 536 765
"AT1G05330" 2 0 2 0 3 1 11 5
"AT1G05340" 64 59 55 44 115 120 90 117
"AT1G05350" 234 142 113 82 458 322 395 374
"AT1G05360" 107 42 37 8 216 67 128 61
"AT1G05370" 6 7 5 9 21 16 14 35
"AT1G05380" 488 115 256 27 990 388 844 403
"AT1G05385" 123 71 92 67 357 241 282 219
"AT1G05390" 1 0 0 0 0 0 0 0
"AT1G05400" 0 2 0 3 3 5 5 4
"AT1G05410" 416 310 241 62 478 305 506 236
"AT1G05420" 3 3 4 1 4 0 1 2
"AT1G05430" 306 203 166 162 565 342 632 492
"AT1G05440" 25 12 3 8 54 18 23 24
"AT1G05450" 1 0 0 0 4 1 1 3
"AT1G05460" 154 33 101 32 325 143 355 284
"AT1G05470" 174 89 117 51 313 161 363 259
"AT1G05490" 13 7 10 14 28 13 21 19
"AT1G05500" 925 592 390 752 1671 995 1225 1560
"AT1G05510" 33 29 17 26 44 18 38 41
"AT1G05520" 316 141 145 73 757 335 554 456
"AT1G05530" 23 11 16 4 66 25 36 53
"AT1G05540" 14 7 5 12 21 19 31 22
"AT1G05550" 0 0 2 0 0 0 1 1
"AT1G05560" 47 19 16 14 263 104 159 143
"AT1G05562" 0 0 0 0 0 0 0 0
"AT1G05570" 650 239 119 48 1334 452 494 358
"AT1G05575" 20 60 13 88 54 71 83 113
"AT1G05577" 2 2 2 3 5 4 0 2
"AT1G05580" 0 0 0 0 0 0 0 0
"AT1G05590" 281 106 138 240 466 237 404 518
"AT1G05600" 91 41 44 18 184 109 174 104
"AT1G05610" 2 3 4 1 2 2 2 4
"AT1G05615" 0 0 0 0 0 0 0 0
"AT1G05620" 179 139 103 36 314 182 273 190
"AT1G05630" 156 61 79 23 249 122 192 104
"AT1G05640" 28 11 6 4 49 26 53 36
"AT1G05650" 9 0 0 0 30 4 1 1
"AT1G05660" 38 15 1 5 91 34 13 6
"AT1G05670" 34 10 7 4 65 16 53 18
"AT1G05675" 15 32 11 74 322 94 443 297
"AT1G05680" 23 44 8 24 593 199 627 344
"AT1G05690" 37 12 18 17 78 58 51 43
"AT1G05700" 58 15 3 3 122 36 12 8
"AT1G05710" 56 49 36 27 187 97 115 59
"AT1G05720" 163 81 121 52 225 139 236 184
"AT1G05730" 9 6 4 3 18 9 10 12
"AT1G05740" 0 0 0 0 0 0 0 0
"AT1G05750" 41 29 34 18 109 49 107 66
"AT1G05760" 0 0 0 0 0 0 0 0
"AT1G05770" 7 2 4 1 7 6 10 11
"AT1G05780" 70 54 17 14 133 120 75 70
"AT1G05785" 47 33 31 48 80 70 120 117
