"GSM1076098" "GSM1076099" "GSM1076100" "GSM1076101" "GSM1076102" "GSM1076103" "GSM1076104" "GSM1076105"
"AT1G01410" 0 0 8 0 0 0 1 1
"AT1G01420" 1359 1790 126 555 789 1556 98 491
"AT1G01430" 5130 19276 6943 22760 5188 10333 7525 11368
"AT1G01440" 5831 4862 3306 2991 5864 5271 3867 3208
"AT1G01448" 1745 1621 1356 1175 1519 1806 1807 1594
"AT1G01450" 0 0 0 0 0 0 0 0
"AT1G01453" 364 2 5 3 443 6 0 37
"AT1G01460" 4 7 3227 433 7 6 4787 145
"AT1G01470" 16354 6457 2252 5719 78138 50435 2756 10565
"AT1G01471" 0 0 0 0 0 0 0 0
"AT1G01480" 740 63 642 1644 1215 1781 1053 5140
"AT1G01490" 8251 11718 7072 3039 7417 10580 7921 9810
"AT1G01500" 3049 3691 4006 3070 2215 5673 5621 3213
"AT1G01510" 10907 7851 11079 9086 9353 8221 13596 7784
"AT1G01520" 31 404 638 140 36 1735 187 58
"AT1G01530" 0 4 14 500 0 9 42 137
"AT1G01540" 8788 13830 15180 9490 11028 12215 12928 11115
"AT1G01550" 44536 30328 27079 23635 49492 34436 24267 27213
"AT1G01560" 138 138 410 163 718 1538 297 909
"AT1G01570" 696 401 1417 591 778 1316 1726 476
"AT1G01580" 59231 241 1524 30 13471 442 961 33
"AT1G01590" 2 47 1889 1895 1 69 1715 426
"AT1G01600" 1219 938 14181 5359 962 646 7827 776
"AT1G01610" 7430 12934 18389 24802 10374 15113 19602 13197
"AT1G01620" 74947 84956 78061 52369 106192 101402 91985 37482
"AT1G01630" 8196 8677 13621 6588 7977 6313 13423 4677
"AT1G01640" 7230 192 526 553 5545 378 586 979
"AT1G01650" 7809 5403 13086 12059 11461 11828 13108 11704
"AT1G01660" 905 58 505 541 1072 149 628 351
"AT1G01670" 344 146 596 723 342 343 849 500
"AT1G01680" 64 8 38 14 361 38 45 79
"AT1G01690" 1984 1439 2631 1227 1204 907 2760 1074
"AT1G01695" 55 46 206 202 58 44 182 107
"AT1G01700" 297 397 1105 500 275 723 1058 312
"AT1G01710" 5640 5919 9393 9527 5698 6928 9517 8715
"AT1G01720" 8907 9027 7395 5827 17143 38399 7257 12195
"AT1G01725" 1480 1193 1788 1558 1346 1613 1958 1889
"AT1G01730" 6479 3167 3993 3775 4911 3898 4586 3653
"AT1G01740" 1372 1161 1211 1122 1122 1193 1363 912
"AT1G01750" 5271 246 677 285 5680 250 632 233
"AT1G01760" 1294 1007 818 796 1164 1014 1045 802
"AT1G01770" 6996 6704 5519 5405 4558 8149 8585 6526
"AT1G01780" 5167 1999 6045 2154 4740 2244 7592 2147
"AT1G01790" 6400 42891 21386 22044 5495 36554 18163 8539
"AT1G01800" 11455 8199 10747 6197 11100 8864 9987 5149
"AT1G01810" 75 33 223 155 59 24 142 175
"AT1G01820" 15348 8645 5968 7020 13455 9535 8815 7344
"AT1G01830" 4872 3834 8828 8977 4296 4356 9311 6226
"AT1G01840" 132 160 461 286 75 154 425 220
"AT1G01860" 1110 2650 2103 1583 797 2071 2164 1535
"AT1G01870" 0 0 2 0 0 0 1 0
"AT1G01880" 380 901 1738 852 348 657 1754 856
"AT1G01890" 0 0 3 1 0 0 1 0
"AT1G01900" 1053 1916 3566 2894 765 1348 3966 27256
"AT1G01910" 10932 8857 9819 9446 9259 8614 11527 9800
"AT1G01920" 5467 3230 6491 3918 4843 2719 7149 2785
"AT1G01930" 3435 3188 3685 3047 3330 3996 4172 3026
"AT1G01940" 2482 1404 2026 1565 2263 1443 2233 1676
"AT1G01950" 7077 4911 7074 5191 6634 5815 6112 5449
"AT1G01960" 45778 26780 28495 25372 37407 26955 34695 22650
"AT1G01970" 1328 5658 4029 5651 1106 4537 4394 3240
"AT1G01980" 1 14 12256 1791 15 10 20622 789
"AT1G01990" 3645 3488 3100 3321 3215 3671 3868 3725
"AT1G02000" 3024 1809 10283 3273 4373 2165 12375 4515
"AT1G02010" 1887 2761 6053 2274 1798 2354 5719 1801
"AT1G02020" 1850 3543 3598 2913 1674 3914 3753 3276
"AT1G02030" 220 33 271 49 225 117 151 90
"AT1G02040" 4 2 1917 11 20 7 1605 70
"AT1G02050" 2143 1274 19338 1272 1849 1502 13260 1464
"AT1G02060" 2737 1707 2119 1287 2282 1850 2821 1447
"AT1G02065" 0 367 5998 1878 0 382 6357 585
"AT1G02070" 57 35 1194 277 25 24 1115 121
"AT1G02074" 1 7 4 8 1 6 6 7
"AT1G02080" 56792 38555 50827 39956 49548 36934 55722 43153
"AT1G02090" 7189 4791 8370 7605 6260 4077 7582 6389
"AT1G02100" 9989 5154 5355 4018 8791 6309 6345 4417
"AT1G02110" 5779 6370 6534 3716 4538 5813 8372 5202
"AT1G02120" 20487 15712 11962 15534 20764 16164 13739 14136
"AT1G02130" 8692 6982 7783 7422 7488 6606 8655 6367
"AT1G02136" 0 0 0 1 0 0 0 2
"AT1G02140" 15385 12083 18386 16312 13752 11199 17662 15200
"AT1G02145" 5457 4466 5476 5103 4550 3952 5482 4472
"AT1G02150" 5963 26247 14782 13317 4140 20527 17127 9053
"AT1G02160" 2946 2668 3853 3998 2542 2627 4110 3493
"AT1G02170" 6090 3873 4249 4748 6958 5929 4913 6451
"AT1G02180" 481 667 1878 1794 426 632 2020 1103
"AT1G02190" 1 63 38989 8280 5 195 40033 2142
"AT1G02205" 241 10719 180577 203561 142 27380 161736 39335
"AT1G02210" 0 0 0 0 0 0 0 0
"AT1G02220" 4695 681 494 627 6845 534 344 1846
"AT1G02228" 0 0 0 0 0 0 0 1
"AT1G02230" 252 63 120 59 350 58 69 127
"AT1G02250" 33 5 31 21 45 6 16 22
"AT1G02260" 6274 3307 4291 5250 6023 3651 5198 5440
"AT1G02270" 4124 4278 3319 5256 5252 5325 3753 4476
"AT1G02280" 5604 18629 14402 10908 3639 17548 18726 8031
"AT1G02290" 2522 2091 3247 2055 1588 1775 3568 1718
"AT1G02300" 2482 5181 3094 5547 1871 5403 5566 4054
"AT1G02305" 31286 13262 19676 31935 28167 15626 25657 43522
"AT1G02310" 330 19 176 77 2864 56 210 2572
"AT1G02320" 10 1 1 3 12 3 1 0
"AT1G02330" 6749 4351 6692 4871 6112 4344 7186 5350
"AT1G02335" 4667 1604 3385 2729 4363 1529 5015 1063
"AT1G02340" 3175 3597 3380 939 3902 4392 2399 1099
"AT1G02350" 223 794 509 367 129 454 495 224
"AT1G02360" 9016 206 15 5 11218 995 9 26
"AT1G02370" 2497 1183 2935 1306 1789 776 2982 942
"AT1G02380" 602 552 985 376 771 583 818 357
"AT1G02390" 896 501 686 342 669 1137 280 1743
"AT1G02391" 0 0 0 0 0 1 0 1
"AT1G02400" 5806 516 1124 560 17414 8026 502 1601
"AT1G02405" 11 5 25 99 12 26 48 112
"AT1G02410" 4364 3798 5482 4512 3677 3941 5197 5037
"AT1G02420" 995 766 978 864 796 905 1068 646
"AT1G02430" 684 188 336 260 620 254 363 235
"AT1G02440" 74 14 38 9 84 9 25 32
"AT1G02450" 6 13 654 397 14 17 445 308
"AT1G02460" 1713 172 269 306 4057 478 125 74
"AT1G02470" 42 341 6680 244 38 420 3885 491
"AT1G02475" 1003 9689 6367 8020 714 8744 6043 5997
"AT1G02480" 0 0 1 0 0 1 0 0
"AT1G02490" 13 19 25 3 5 10 23 1
"AT1G02500" 117192 45126 51891 104453 116488 43669 55301 87627
"AT1G02510" 0 0 378 0 0 2 232 0
"AT1G02520" 14398 253 2884 1319 13159 230 1946 481
"AT1G02530" 270 30 1917 14934 246 9 2322 3386
"AT1G02540" 0 0 6 1 0 0 10 0
"AT1G02550" 0 0 15 16 1 0 18 5
"AT1G02560" 11181 57363 32468 31849 9820 60206 38298 32025
"AT1G02570" 790 1 8 407 1010 14 10 5176
"AT1G02575" 169 0 1 10 180 17 2 15
"AT1G02580" 244 10 148 518 444 242 334 1074
"AT1G02590" 0 0 4 14 0 2 6 108
"AT1G02600" 0 0 0 0 0 1 0 0
"AT1G02610" 2890 5027 1272 958 2836 3978 1955 2168
"AT1G02620" 54 545 29 44 24 594 52 207
"AT1G02630" 50 167 806 1561 34 176 832 556
"AT1G02640" 14303 10049 7623 31082 11524 6571 17842 17910
"AT1G02650" 67 458 163 133 70 420 297 333
"AT1G02660" 2093 11811 8718 10146 7755 19294 9731 15742
"AT1G02670" 176 436 1492 810 169 1019 1253 757
"AT1G02680" 2410 1912 2992 2349 2121 2403 3239 2797
"AT1G02681" 3 2 69 13 6 2 57 9
"AT1G02690" 9132 3430 7755 3680 5754 2374 6733 3767
"AT1G02700" 63 116 73 154 69 166 47 3712
"AT1G02710" 33 183 78 103 37 184 84 113
"AT1G02720" 2726 2163 3814 3682 2704 2250 3635 29670
"AT1G02730" 12441 16257 25821 6693 6435 7383 19777 8134
"AT1G02740" 2285 2016 2240 2056 1869 2366 2663 2093
"AT1G02750" 2525 2044 1640 1850 2331 2506 2179 2401
"AT1G02760" 0 0 0 0 1 0 0 0
"AT1G02770" 24 67 585 2578 17 76 497 3574
"AT1G02780" 137444 81153 120465 83013 96901 57130 134389 85369
"AT1G02790" 7 0 162513 9999 43 21 168421 3883
"AT1G02800" 8 703 8608 1478 3 501 7932 1125
"AT1G02810" 14466 99 1845 628 12646 151 1355 685
"AT1G02813" 33 3 5372 42 28 1 2972 10
"AT1G02816" 4074 2379 4669 4496 4063 3385 4213 6335
"AT1G02820" 55 1422 1515 733 40 1941 584 159
"AT1G02830" 0 0 18 7 0 0 11 0
"AT1G02840" 34247 20653 24910 15643 30953 20466 27796 16965
"AT1G02850" 5742 5948 7302 653 5030 8770 5485 28783
"AT1G02860" 8697 2839 1573 2451 8684 5129 2289 5868
"AT1G02870" 5488 2215 3721 2051 3972 1810 4796 1774
"AT1G02880" 6029 2170 3437 2412 5679 3839 3733 3009
"AT1G02890" 28886 19703 19698 18792 30194 21453 21676 31506
"AT1G02900" 13562 286 827 168 18156 233 555 658
"AT1G02910" 3898 13450 7250 7300 3179 12885 7686 5472
"AT1G02920" 50240 7114 67 554 121936 13516 52 2852
"AT1G02930" 20928 7642 1810 96437 65217 25754 1451 27377
"AT1G02940" 3 12 187 4584 3 17 189 1399
"AT1G02950" 1595 596 738 875 1599 576 749 217
"AT1G02952" 9 1 12 5 5 0 7 3
"AT1G02960" 4885 4592 5155 4635 4532 4686 5268 4093
"AT1G02965" 3 1 18 8 0 0 8 4
"AT1G02970" 912 594 1012 1155 508 249 894 1092
"AT1G02980" 48 6 743 5608 71 5 433 2259
"AT1G02990" 9187 7244 7115 5505 9375 7072 8816 6805
"AT1G03000" 6446 8226 6779 6762 5047 7920 7904 5599
"AT1G03010" 1662 111 348 1152 1180 101 570 370
"AT1G03020" 7 306 41 117 29 624 53 80
"AT1G03022" 0 0 2 0 0 1 0 0
"AT1G03030" 3964 2776 4023 4051 3734 3887 4188 4861
"AT1G03040" 7026 6074 9891 10872 7856 7581 11080 9761
"AT1G03050" 3 0 17281 1457 11 5 21520 593
"AT1G03055" 22 921 554 831 23 919 238 1077
"AT1G03060" 42490 21417 24442 18919 39358 21419 28769 18851
"AT1G03070" 577 90 627 468 603 171 603 535
"AT1G03080" 47407 17967 39534 23642 66175 41753 41727 23508
"AT1G03090" 22545 22138 9972 9237 23239 38777 26155 26745
"AT1G03100" 1166 600 753 554 915 756 944 717
"AT1G03103" 0 0 5 3 0 3 2 14496
"AT1G03106" 106 9 54 32 21 11 50 4513
"AT1G03110" 4097 1965 3995 2032 2872 1300 3450 1694
"AT1G03120" 46 107 526 151 34 192 456 1649
"AT1G03130" 1328 227081 59773 124280 524 154176 65103 51725
"AT1G03140" 12294 10808 10010 8005 9798 12446 12906 9228
"AT1G03150" 2279 2535 2264 2135 1970 2330 2255 1815
"AT1G03160" 3421 13758 10255 9804 2971 13990 11431 5821
"AT1G03170" 32 49 7385 3134 52 136 6744 966
"AT1G03180" 1013 546 1288 598 811 513 1348 501
"AT1G03190" 2830 2197 3571 2808 2392 2130 3421 2636
"AT1G03200" 413 138 213 220 438 126 303 255
"AT1G03210" 9566 2494 3003 2060 8132 2538 3065 6492
"AT1G03220" 115422 18461 4909 12369 145922 41936 10642 73988
"AT1G03230" 18582 6010 2719 472 13436 6551 3021 1483
"AT1G03240" 114 22 68 35 95 44 119 55
"AT1G03250" 3579 4200 4704 4184 3787 4342 4648 4163
"AT1G03260" 2229 1543 2186 2248 2034 1898 2324 2453
"AT1G03270" 599 711 1649 1531 531 523 1728 4160
"AT1G03280" 11100 8950 9452 7469 10270 7850 9771 8056
"AT1G03290" 10569 5310 12966 10700 10697 10244 12166 11376
"AT1G03300" 520 1380 3623 2698 326 681 3089 1374
"AT1G03310" 2277 11184 9915 14359 1424 7010 8090 6739
"AT1G03320" 4 39 52 28 1 29 34 13
"AT1G03330" 5996 3761 6168 4596 4876 3793 6174 4190
"AT1G03340" 653 562 469 179 468 689 437 225
"AT1G03350" 11830 7159 11982 12238 11557 8092 11190 11232
"AT1G03360" 3656 1738 3855 1865 2753 1222 3492 1590
"AT1G03365" 5567 4911 6539 5185 5053 5391 6357 5217
"AT1G03370" 14957 6120 5087 5487 18100 13207 5879 5120
"AT1G03380" 20535 13013 6412 8325 16902 12523 9171 10169
"AT1G03390" 28 15 1192 8 27 39 467 2
"AT1G03400" 458 3172 1250 994 483 4023 686 1020
"AT1G03410" 228 850 1432 720 392 664 1051 387
"AT1G03420" 2 0 1 1 0 1 0 0
"AT1G03430" 3502 2726 2609 1703 3170 2809 2342 1725
"AT1G03440" 1416 4975 2797 1904 1179 3008 2398 3662
"AT1G03445" 19 15 143 1169 60 29 176 445
"AT1G03457" 4092 1622 2174 742 5096 1104 2642 3471
"AT1G03470" 1966 1776 2724 1246 1477 1815 2648 3161
"AT1G03475" 7368 39934 24814 22742 5661 35637 25864 13088
"AT1G03490" 1 5 64 1 3 6 37 0
"AT1G03495" 864 672 845 594 1306 653 664 1080
"AT1G03502" 8 12 21 19 11 17 9 8
"AT1G03506" 49 30 38 31 51 32 36 47
"AT1G03510" 350 301 420 342 298 280 494 342
"AT1G03515" 0 0 0 0 0 0 0 0
"AT1G03520" 3346 3706 4221 4419 3202 3244 4730 3257
"AT1G03530" 6288 2991 4705 3029 4220 2157 4913 2386
"AT1G03540" 576 483 786 447 518 515 876 625
"AT1G03545" 34 30 47 16 29 24 43 39
"AT1G03550" 2378 684 1396 1040 2439 908 1414 1209
"AT1G03560" 2340 1944 2006 2011 2193 2029 2142 1948
"AT1G03570" 0 0 0 0 0 0 0 0
"AT1G03580" 596 815 27 78 381 962 89 291
"AT1G03590" 7833 7888 12365 9659 9052 7489 13727 6657
"AT1G03600" 1257 72048 28219 35769 818 67619 31412 20721
"AT1G03610" 14913 18073 8091 5487 14964 25354 11681 10050
"AT1G03620" 1315 476 895 461 1108 601 1091 553
"AT1G03630" 694 37362 23850 35766 443 31917 21185 11101
"AT1G03640" 0 0 0 0 0 0 0 0
"AT1G03650" 786 399 343 310 680 385 510 312
"AT1G03660" 241 155 266 57 230 73 199 36
"AT1G03670" 0 2 31 5 1 3 20 1
"AT1G03680" 1839 46221 18685 29819 1080 42160 19639 19132
"AT1G03687" 2521 2394 2698 2197 2024 2137 2824 1875
"AT1G03700" 599 12 88 11 1093 7 29 57
"AT1G03710" 3 17 3016 3586 45 365 7664 4223
"AT1G03720" 0 0 159 36 0 1 161 8
"AT1G03730" 4182 1406 1134 1306 4716 1529 1113 1130
"AT1G03740" 25773 10002 2899 3972 28365 18238 4084 6386
"AT1G03743" 0 0 5 2 0 1 1 1
"AT1G03746" 4 1 4 2 0 0 6 4
"AT1G03750" 3215 1594 2469 2061 2689 2003 2920 2375
"AT1G03760" 2797 1269 2368 1606 2530 1297 2968 1592
"AT1G03770" 2753 869 2052 1766 2600 929 2368 2481
"AT1G03780" 4510 4618 9151 2214 3024 2608 8566 3312
"AT1G03790" 152 20 301 7 65 64 556 3315
"AT1G03800" 45 102 168 206 37 103 95 80
"AT1G03810" 0 0 15 0 1 2 17 0
"AT1G03820" 5160 713 3837 2526 4052 572 3154 314
"AT1G03830" 4349 2920 5071 3880 3268 2264 6673 4833
"AT1G03840" 2357 103 335 90 1407 62 228 420
"AT1G03850" 12423 1289 670 308 11298 787 630 726
"AT1G03860" 16733 9101 12166 9260 12329 6383 12698 6808
"AT1G03870" 20404 11164 5854 2696 17026 2085 3039 1150
"AT1G03880" 1315 7 2 7 0 5 20 2553822
"AT1G03890" 50 0 0 10 0 0 2 212770
"AT1G03900" 24987 8264 12617 13360 23709 9843 14174 13822
"AT1G03905" 2083 309 808 1154 2531 630 715 1257
"AT1G03910" 16372 10967 14934 10680 14872 13748 17762 12785
"AT1G03920" 2053 298 2445 3034 1832 227 2510 7616
"AT1G03930" 5720 9645 7039 7950 5687 7409 7595 5726
"AT1G03935" 170 93 137 122 146 92 138 170
"AT1G03940" 703 407 815 609 804 378 612 967
"AT1G03950" 3325 2254 2400 3015 3429 2728 2601 3258
"AT1G03960" 3418 2912 3697 3144 3074 2685 4319 2603
"AT1G03970" 2022 1403 1622 2086 2128 2092 2065 2855
"AT1G03980" 340 58 132 145 323 47 168 111
"AT1G03982" 0 0 4 2 0 3 23 1
"AT1G03990" 697 571 783 870 675 446 770 1594
"AT1G04000" 1223 1110 1562 3813 1015 833 1562 2243
"AT1G04010" 3359 1163 3300 3440 3070 1180 3178 2122
"AT1G04020" 2784 2128 3290 3516 1634 1060 2775 1748
"AT1G04030" 2558 880 2656 3270 2178 729 2762 5687
"AT1G04040" 37544 5651 1310 4754 30984 2803 1722 2821
"AT1G04050" 1413 701 2721 1862 929 571 2856 1232
"AT1G04070" 1405 506 1428 1328 1126 479 1173 1145
"AT1G04080" 26660 24027 27199 21094 25810 23378 29639 22425
"AT1G04090" 256 127 1273 371 199 97 896 723
"AT1G04100" 1338 751 1179 1500 1407 704 900 2326
"AT1G04110" 14 2521 1686 115 7 2070 1726 101
"AT1G04120" 39459 15166 45126 41910 40538 17524 41371 77822
"AT1G04130" 1973 952 3355 3097 1815 1337 2813 2025
"AT1G04140" 31986 21252 21429 19203 26711 22493 24481 19207
"AT1G04150" 254 54 625 364 107 29 647 715
"AT1G04160" 4789 2384 5930 4959 5429 1917 5451 4370
"AT1G04170" 26075 15912 23466 19205 18830 12479 21861 15017
"AT1G04171" 0 0 1 1 0 1 0 0
"AT1G04180" 1552 53 13 17 1662 217 9 17
"AT1G04190" 8307 4024 7364 5306 6180 3285 6768 4998
"AT1G04200" 11841 5045 8182 10444 12600 6053 8306 7314
"AT1G04210" 19269 14190 18261 11747 16985 15147 18614 10448
"AT1G04220" 6734 353 19260 24923 11846 2599 16312 20442
"AT1G04230" 3288 2022 3386 3323 3143 2445 3484 3781
"AT1G04240" 4245 6334 4694 4692 4435 4954 3124 1906
"AT1G04250" 18101 3086 4322 9827 14480 1580 3363 2002
"AT1G04260" 2779 1618 2549 2752 2585 2035 2651 2851
"AT1G04270" 78652 41036 69289 47138 52032 30500 66285 37338
"AT1G04280" 9668 9641 3102 1447 11109 8291 5106 1930
"AT1G04290" 236 198 593 361 168 208 536 263
"AT1G04295" 0 0 0 0 0 0 0 0
"AT1G04300" 26388 18646 18950 16031 24527 25472 25766 25007
"AT1G04310" 3957 1779 6181 4935 3434 4279 6978 12250
"AT1G04320" 0 0 0 0 0 0 0 1
"AT1G04330" 220 26 43 37 143 37 30 203
"AT1G04340" 6154 2311 5705 5229 4349 2077 4982 4411
"AT1G04350" 1110 11997 7179 6347 497 10746 4452 5715
"AT1G04360" 2347 605 178 95 2681 601 169 1263
"AT1G04370" 2 0 2 0 41 5 0 0
"AT1G04380" 54 21 75 3421 33 25 60 18136
"AT1G04390" 3436 3056 3171 2649 3108 3600 3583 2594
"AT1G04400" 32891 40718 29815 22983 36070 42922 41172 18495
"AT1G04410" 258270 136512 102880 132356 171331 132434 119280 99876
"AT1G04420" 1295 22340 9957 14639 994 20931 12180 7840
"AT1G04425" 882 1012 782 614 512 705 756 1461
"AT1G04430" 30953 20625 20458 30787 37365 18633 19641 14250
"AT1G04440" 28453 12506 10237 11019 33296 15843 12085 13905
"AT1G04445" 106 2 27 374 145 21 36 118
"AT1G04450" 1 0 1408 43 0 0 1347 28
"AT1G04457" 29 395 168 256 25 327 189 95
"AT1G04470" 2 8 13183 1469 7 12 19034 571
"AT1G04480" 22179 12964 21603 16472 14895 8921 18894 10092
"AT1G04490" 1241 62 254 264 2036 107 205 1012
"AT1G04500" 8 63 843 224 3 290 909 1334
"AT1G04501" 0 0 0 1 0 0 0 0
"AT1G04510" 14740 10129 13792 10605 11062 9575 15537 10091
"AT1G04520" 4352 2716 7141 2196 2512 1459 4690 2823
"AT1G04530" 7224 12803 13843 9339 6176 11177 10535 6179
"AT1G04540" 1095 253 12052 2917 866 105 17134 1138
"AT1G04550" 3794 4436 7298 4383 2531 3298 5658 3840
"AT1G04555" 1653 754 1508 1938 1801 1022 1880 2195
"AT1G04560" 567 12 13 38 19 5 18 83891
"AT1G04570" 241 203 1119 2636 313 850 924 1417
"AT1G04580" 14 14 5678 18747 10 102 4707 102680
"AT1G04590" 4689 3043 5622 4234 3595 2844 5853 3998
"AT1G04600" 468 107 2931 669 397 76 2774 652
"AT1G04610" 4805 142 638 318 2981 64 634 238
"AT1G04620" 1663 3104 1127 3012 1451 4332 2758 6834
"AT1G04625" 1 1 11 0 0 1 18 6
"AT1G04630" 4530 4134 4843 5220 4013 3428 4668 4024
"AT1G04635" 558 255 581 364 319 190 507 268
"AT1G04640" 1420 5532 2547 2936 1027 5385 2758 1834
"AT1G04645" 0 0 574 4345 0 1 516 2473
"AT1G04650" 1119 917 1155 1142 588 616 1123 1063
"AT1G04660" 55 96 2705 3546 60 31 442 96406
"AT1G04670" 16 0 2263 3 12 1 1758 4
"AT1G04680" 17551 10026 30117 52688 15751 9282 30674 13811
"AT1G04684" 0 0 0 0 0 0 0 0
"AT1G04690" 20570 15378 21758 24908 14618 17914 23508 23347
"AT1G04700" 2105 496 5130 1225 2279 450 6077 1321
"AT1G04710" 1670 3156 5633 5396 1272 2876 4701 5561
"AT1G04720" 0 0 0 0 0 0 0 0
"AT1G04730" 2158 1646 2855 1770 1428 1023 2222 1021
"AT1G04750" 22591 11898 20011 18459 20446 12502 21457 17386
"AT1G04760" 534 591 1834 496 368 310 1549 813
"AT1G04770" 4021 3613 5253 7340 3051 3035 1264 2566
"AT1G04778" 110 22 66 30 65 11 115 172
"AT1G04780" 19775 11954 16276 13883 18883 17652 20023 16121
"AT1G04790" 6096 5884 6855 5077 5633 6400 8103 5561
"AT1G04800" 23 26121 8036 7313 17 18562 8525 1516
"AT1G04810" 23431 11617 14129 14613 17948 11161 15979 11595
"AT1G04820" 119907 79497 125609 128868 83025 53587 126566 91663
"AT1G04830" 4837 3089 4170 3360 4674 4736 4398 6261
"AT1G04840" 420 200 338 245 376 243 444 208
"AT1G04850" 29774 12968 24864 23184 24191 13019 25854 20256
"AT1G04860" 11075 7348 7084 6931 9325 7115 7511 6761
"AT1G04870" 10498 3520 5586 3727 7480 2694 6496 3229
"AT1G04880" 118 73 3200 722 93 52 2387 235
"AT1G04890" 0 0 969 19 0 1 829 7
"AT1G04900" 4255 1447 3305 2347 3297 1032 3474 1800
"AT1G04910" 8542 5071 7887 7401 6995 4914 7930 5704
"AT1G04920" 44 635 3847 666 46 649 2901 5584
"AT1G04930" 973 482 1042 542 821 446 988 664
"AT1G04940" 125 416 345 384 90 240 313 187
"AT1G04945" 1890 914 1861 1242 1796 770 1753 1223
"AT1G04950" 5907 5582 6853 5830 4563 5908 7952 7238
"AT1G04960" 4870 3425 3876 3768 5532 4035 3888 4563
"AT1G04970" 8708 6089 8533 6423 7788 7246 7520 8590
"AT1G04980" 7786 1293 5246 5343 5123 949 3189 5587
"AT1G04985" 4503 4636 5053 4173 4796 5714 5864 4745
"AT1G04990" 4731 2377 5701 10715 4783 4281 8094 12135
"AT1G05000" 5160 770 624 457 5191 1248 582 3700
"AT1G05010" 14573 58868 6159 2288 14969 67629 7035 6124
"AT1G05020" 188 846 972 100 269 678 1158 82
"AT1G05030" 1824 3303 1876 1996 1693 3467 1895 2009
"AT1G05040" 0 8 258 2 2 3 174 3
"AT1G05055" 2663 1653 2654 2598 1826 1356 2503 1875
"AT1G05060" 3294 2546 2443 2944 3375 2778 2784 3833
"AT1G05061" 162 69 91 47 172 110 124 64
"AT1G05065" 170 259 222 80 176 210 204 71
"AT1G05070" 2927 2999 4515 4337 2250 3308 4420 3580
"AT1G05080" 1 1 126 66 0 0 102 64
"AT1G05085" 9 0 1 4 8 1 5 1
"AT1G05090" 592 473 584 416 595 545 587 370
"AT1G05100" 175 51 1286 323 1394 5491 1428 629
"AT1G05120" 10533 5064 9018 7539 11511 6051 9075 8217
"AT1G05135" 2939 14652 1034 454 1203 16113 2025 612
"AT1G05136" 10 46 2 2 6 78 10 5
"AT1G05140" 2213 11878 7163 7509 1641 9775 7215 5716
