"GSM1076098" "GSM1076099" "GSM1076100" "GSM1076101" "GSM1076102" "GSM1076103" "GSM1076104" "GSM1076105"
"AT1G23660" 0 0 3395 0 0 0 1772 204
"AT1G23670" 0 0 2956 2 0 1 2074 11
"AT1G23680" 0 0 38 0 0 0 12 0
"AT1G23690" 0 0 1355 0 0 0 910 0
"AT1G23700" 11 20 766 10 5 22 430 6
"AT1G23710" 4356 5319 2315 2124 10909 10448 2670 6175
"AT1G23720" 208525 120 432 0 174783 452 1979 0
"AT1G23724" 0 0 0 0 0 0 0 0
"AT1G23730" 173 960 7022 2303 397 1471 6385 1560
"AT1G23740" 421 25999 24297 25321 311 23793 15427 6947
"AT1G23750" 4881 1399 2985 2910 4045 1632 2590 3806
"AT1G23760" 5072 187 1906 3710 6119 111 1639 1031
"AT1G23770" 0 2 161 97 1 4 127 135
"AT1G23780" 9927 5892 8014 8407 8198 7567 9250 9235
"AT1G23790" 1105 1619 2866 520 566 811 2561 693
"AT1G23800" 8939 1692 7407 120 23833 1256 5692 1929
"AT1G23810" 0 2 317 1 0 1 157 1
"AT1G23820" 27077 14267 24196 19142 19498 15163 24544 17829
"AT1G23830" 2590 441 46 96 2545 561 32 233
"AT1G23840" 172 413 94 40 310 825 86 139
"AT1G23850" 2711 176 383 212 6683 554 506 390
"AT1G23860" 7529 5268 7317 4922 6946 6019 8586 5420
"AT1G23870" 46607 19915 9633 4705 62192 28871 18882 7865
"AT1G23880" 1113 1042 2107 1701 1594 1371 1889 1537
"AT1G23890" 3916 1625 3344 2772 2560 1632 3395 2488
"AT1G23900" 18162 9651 11883 11154 16517 9982 12078 9845
"AT1G23910" 5 2 4 5 5 2 5 1
"AT1G23920" 0 0 2 0 0 0 0 0
"AT1G23930" 0 0 0 0 0 0 0 0
"AT1G23935" 1065 418 1888 869 724 374 2127 682
"AT1G23940" 915 350 1733 756 525 273 1638 583
"AT1G23950" 4231 3238 5207 8691 4308 2893 4379 6904
"AT1G23960" 9275 7376 9565 8927 9223 8872 10358 7627
"AT1G23965" 18 16 62 26 29 5 79 15
"AT1G23970" 1000 755 3178 3561 952 657 2491 2653
"AT1G23980" 1325 727 1727 2340 904 534 1261 1288
"AT1G23990" 0 0 0 0 0 0 0 0
"AT1G24000" 13 2 112 251 11 1 103 62
"AT1G24010" 3 1 51 2171 1 1 81 800
"AT1G24020" 22 8173 126450 35012 42 6940 89917 3617
"AT1G24030" 1124 320 1585 2289 1270 370 1369 1350
"AT1G24040" 1851 3244 2618 3291 1507 3517 3488 2590
"AT1G24050" 16991 8564 12536 8973 12802 7941 12608 8568
"AT1G24060" 0 0 10 13 1 0 11 460
"AT1G24062" 0 0 9 1644 0 0 10 440
"AT1G24068" 6 1 12 4 6 1 15 0
"AT1G24070" 5 1199 30827 11037 26 1239 24782 3124
"AT1G24080" 0 0 0 0 0 0 0 0
"AT1G24090" 844 371 778 501 605 226 1039 281
"AT1G24095" 816 242 1818 1643 681 179 1519 888
"AT1G24100" 10338 7950 4994 3914 24318 11922 5311 9897
"AT1G24110" 0 0 221 34 0 0 340 24
"AT1G24120" 7280 5895 6599 7006 6319 5443 6953 5315
"AT1G24130" 875 59 104 61 1783 46 91 56
"AT1G24140" 468 122 403 28 1241 397 259 596
"AT1G24145" 13 268 47 17 69 1148 29 320
"AT1G24147" 0 399 31 7 14 1358 10 69
"AT1G24148" 38 2161 397 563 64 2705 415 645
"AT1G24150" 4935 1256 1181 2651 6968 3771 1078 3722
"AT1G24159" 1 9 0 1 1 20 1 0
"AT1G24160" 12712 21278 14164 15034 11052 20006 18715 13555
"AT1G24170" 7882 6242 8036 13058 14771 4387 5507 4142
"AT1G24180" 45562 9745 17103 14224 38395 10079 17070 10487
"AT1G24190" 19738 13459 13873 12289 18455 15295 17387 12582
"AT1G24200" 1 0 74 0 0 0 47 0
"AT1G24210" 147 195 304 381 138 194 351 365
"AT1G24212" 0 0 0 554 0 0 0 368
"AT1G24220" 1 0 434 7 0 1 355 2
"AT1G24230" 6 0 177 1 2 1 76 3
"AT1G24240" 2681 1836 3050 3362 2009 1447 3267 2630
"AT1G24250" 0 1 287 4 0 4 135 2
"AT1G24256" 0 0 12 0 0 26 14 2
"AT1G24260" 0 865 32923 33900 33 8941 28852 13014
"AT1G24265" 833 736 1820 1286 653 757 1856 1256
"AT1G24267" 7950 5875 8515 7863 7092 6094 8869 7956
"AT1G24270" 14 16 16 3 17 77 22 6
"AT1G24280" 7344 1718 2044 3523 4556 1374 2251 3377
"AT1G24290" 824 1031 985 1199 572 828 1311 998
"AT1G24300" 16663 11662 10501 10841 14860 11644 13558 11982
"AT1G24310" 5042 3037 4565 4046 3682 2099 5231 3319
"AT1G24320" 3194 19 366 241 3063 34 298 174
"AT1G24330" 635 736 2174 1566 1397 1177 2189 1737
"AT1G24340" 5527 4904 4754 3640 4395 4761 4362 3088
"AT1G24350" 3742 2608 2904 4192 3753 2960 2842 3707
"AT1G24360" 22987 19387 27406 19441 16109 15211 26081 40837
"AT1G24370" 100 1 3 5 54 2 3 14
"AT1G24380" 1 4 4 5 1 3 8 4
"AT1G24388" 0 0 2 0 0 1 0 0
"AT1G24390" 1 0 0 0 0 0 1 0
"AT1G24400" 35 1886 10412 1177 25 2195 7358 518
"AT1G24405" 310 74 237 101 274 91 325 86
"AT1G24420" 389 12 16 7 409 21 35 12
"AT1G24430" 2447 38 1 17 2729 32 3 1426
"AT1G24440" 5644 4430 2068 2172 4835 3918 3326 2868
"AT1G24450" 2567 2174 3183 4197 1715 2014 3244 5133
"AT1G24460" 24657 15353 21436 17236 24738 17187 21107 27379
"AT1G24470" 47 199 2225 1654 23 326 1769 1418
"AT1G24480" 68 9 79 21 127 18 95 6
"AT1G24485" 4 0 0 0 9 0 0 0
"AT1G24490" 4097 5495 6845 5165 3240 5322 7146 6281
"AT1G24510" 54268 26641 43628 31789 38527 22038 49907 24074
"AT1G24520" 3 3 10750 1491 7 12 15366 630
"AT1G24530" 4253 4215 1598 626 2991 1147 1336 944
"AT1G24540" 3 42 2595 19137 1 5 4002 8610
"AT1G24560" 14857 7392 7022 6982 13267 9180 8560 8373
"AT1G24570" 46 18 384 298 49 20 288 99
"AT1G24575" 1259 964 3575 1102 3133 1381 4430 1479
"AT1G24577" 5 334 127 134 5 250 121 66
"AT1G24580" 9 268 232 80 57 3828 136 97
"AT1G24590" 1 11 3 69 0 4 5 34
"AT1G24600" 280 163 1707 525 585 542 1566 1003
"AT1G24610" 3600 6499 5032 4638 2825 5770 6168 3901
"AT1G24620" 394 1 2031 67 220 3 2017 44
"AT1G24625" 5791 2236 502 93 4837 2312 656 160
"AT1G24640" 0 0 0 0 0 0 0 0
"AT1G24650" 3 1 102 372 0 3 133 644
"AT1G24657" 0 0 218 0 0 0 156 0
"AT1G24686" 0 0 45 0 0 0 20 0
"AT1G24706" 20671 17683 19638 13736 17948 17260 21617 16604
"AT1G24733" 1 0 0 1 1 0 0 0
"AT1G24735" 469 79 257 395 511 194 223 4595
"AT1G24764" 7433 7307 12945 7237 5938 7306 15052 5996
"AT1G24792" 3 1 1 0 0 0 1 2
"AT1G24793" 0 0 0 0 0 0 0 0
"AT1G24800" 0 0 0 0 0 0 0 0
"AT1G24807" 0 0 0 0 0 0 0 0
"AT1G24822" 0 0 0 0 0 0 0 0
"AT1G24851" 0 0 0 0 0 0 0 0
"AT1G24879" 0 0 0 0 0 0 0 0
"AT1G24880" 420 688 1132 690 425 648 1036 494
"AT1G24881" 0 0 0 0 0 0 0 0
"AT1G24909" 0 0 0 0 0 0 0 0
"AT1G24938" 3 1 6 2 2 0 3 2
"AT1G24967" 0 0 3 1 0 2 4 2
"AT1G24996" 1350 1869 2676 2130 1622 1659 4879 2224
"AT1G25025" 43 20 8 10 41 42 19 22
"AT1G25053" 23 16 17 29 41 11 26 26
"AT1G25054" 1916 2425 3320 2719 2134 2182 4337 2494
"AT1G25055" 351 376 623 1014 443 297 1145 1056
"AT1G25083" 104 65 164 54 267 145 196 90
"AT1G25097" 0 0 1 1 0 0 0 0
"AT1G25098" 627 942 1581 902 647 867 1380 672
"AT1G25112" 1 1 0 0 0 1 0 1
"AT1G25141" 0 0 0 0 0 0 0 0
"AT1G25145" 481 274 314 437 496 248 419 350
"AT1G25150" 427 415 663 1077 529 337 1099 1135
"AT1G25155" 139 102 212 76 394 172 240 124
"AT1G25175" 2101 3098 4771 3937 2603 2881 7344 3430
"AT1G25180" 18 8 6 6 19 8 5 8
"AT1G25209" 50 32 28 33 82 20 40 29
"AT1G25210" 0 0 0 0 0 0 0 0
"AT1G25211" 863 484 1072 1098 812 591 1055 1171
"AT1G25220" 4844 2598 6089 2488 12375 6244 7356 4811
"AT1G25230" 10786 9478 8786 2311 13488 6052 12595 891
"AT1G25240" 206 1 3788 463 446 1 5535 187
"AT1G25250" 376 221 1104 1770 301 281 1778 760
"AT1G25260" 23092 8548 15438 8127 16205 7311 15705 7258
"AT1G25270" 0 0 19 52 0 0 38 4429
"AT1G25275" 8460 18109 2154 3460 11577 29439 8123 12126
"AT1G25280" 14976 7461 9716 5928 14662 8826 9155 6087
"AT1G25290" 948 2626 2277 2336 727 2601 2696 1867
"AT1G25300" 0 0 26 0 0 0 14 0
"AT1G25310" 9 0 3 0 21 1 3 249
"AT1G25320" 4400 2008 2786 2740 3815 2339 4124 2944
"AT1G25330" 0 0 6713 32 0 5 7149 41
"AT1G25340" 0 3 400 13 0 6 431 2
"AT1G25350" 21341 12733 17260 13175 18991 11389 17006 23504
"AT1G25360" 779 283 611 457 546 244 661 373
"AT1G25370" 1591 460 1923 1337 2104 972 1628 1937
"AT1G25375" 2735 2300 3158 4098 2225 2141 3392 3553
"AT1G25380" 5819 3798 5515 4919 5552 4054 5566 6064
"AT1G25390" 6381 3694 2201 2517 7332 3942 2569 5465
"AT1G25400" 4218 4698 415 1292 10237 2553 1187 6153
"AT1G25410" 0 0 0 51 0 0 0 7160
"AT1G25420" 6256 5792 6655 6410 6320 6427 6862 6166
"AT1G25422" 150 53 2 1 303 92 2 233
"AT1G25425" 89 893 194 220 68 701 172 145
"AT1G25430" 0 68 53 820 0 57 32 917
"AT1G25440" 1063 44427 22901 38772 430 30556 31128 17787
"AT1G25450" 2733 9576 7529 11841 2050 8656 6384 5431
"AT1G25460" 390 114 45 2159 420 99 41 701
"AT1G25470" 0 0 0 0 0 0 0 0
"AT1G25472" 0 0 0 0 0 0 0 0
"AT1G25480" 3856 2907 4368 4085 3270 2349 5001 5912
"AT1G25490" 30318 18709 25428 20921 25198 18889 27473 18753
"AT1G25500" 3198 1012 2396 2345 2820 1555 2787 2501
"AT1G25510" 2840 1053 10656 13480 2136 1159 6717 6815
"AT1G25520" 7167 3881 7903 4948 5237 5386 5949 4287
"AT1G25530" 7546 906 4509 2722 5695 1014 5965 18817
"AT1G25540" 10431 7127 10865 8529 10262 7884 11593 11848
"AT1G25550" 18066 28429 1963 1482 28057 19514 2755 2759
"AT1G25560" 10163 22788 1386 1187 14078 12608 2863 1669
"AT1G25570" 10055 7167 9070 10737 9801 6743 8321 5794
"AT1G25580" 6791 2658 3855 2154 5642 2760 4582 2117
"AT1G25682" 5223 3790 4423 3806 6578 5625 4817 4580
"AT1G25784" 0 0 0 0 0 0 0 0
"AT1G25886" 0 0 0 0 0 0 0 0
"AT1G25988" 274 173 225 176 309 272 229 199
"AT1G26090" 1463 2475 2532 2409 1298 2425 2418 2203
"AT1G26100" 1710 836 2012 1774 855 716 1799 910
"AT1G26110" 52032 31170 44960 33590 44638 30500 48219 33780
"AT1G26120" 4697 3607 3439 3597 4167 3978 3868 4173
"AT1G26130" 3152 4354 6143 5361 2900 4638 6988 3734
"AT1G26140" 3 8 183 4 12 35 130 7
"AT1G26150" 6257 40509 31568 27810 6097 32948 31641 15093
"AT1G26160" 3648 4595 4088 4120 2989 4722 4281 4183
"AT1G26170" 7837 6864 9187 7276 6634 6426 8855 6187
"AT1G26180" 1694 4988 5378 4283 1313 5374 6256 3207
"AT1G26190" 3080 2502 5675 2370 2592 1902 5779 1717
"AT1G26200" 293 52 28 89 379 42 19 53
"AT1G26208" 176 534 807 657 201 381 733 313
"AT1G26210" 34 454 453 406 87 227 387 270
"AT1G26218" 284 204 361 321 333 249 462 1192
"AT1G26220" 0 0 0 0 0 0 0 0
"AT1G26230" 388 4595 3280 3947 183 4337 3627 1115
"AT1G26233" 22 5 26 16 18 0 24 16
"AT1G26235" 0 0 0 0 0 0 0 0
"AT1G26240" 873 0 0 0 7389 17 1 2
"AT1G26250" 7469 8 16 2 28921 57 32 8
"AT1G26260" 2483 1141 2151 1421 2383 944 2529 3174
"AT1G26270" 34388 11142 8148 6434 40429 15060 11025 8900
"AT1G26290" 158 224 521 244 140 187 766 67
"AT1G26300" 5222 2128 4261 4196 4528 2322 4497 4646
"AT1G26310" 0 13 1563 72 8 62 2655 85
"AT1G26320" 0 0 2197 4 0 0 1568 1
"AT1G26330" 1476 897 1850 1322 985 547 1719 1086
"AT1G26340" 2451 1029 2132 1953 2241 982 1994 1537
"AT1G26350" 0 0 0 12 0 0 0 1
"AT1G26355" 0 0 8 0 0 0 11 2
"AT1G26360" 591 1 11 3 615 7 12 6
"AT1G26370" 6280 3895 6560 5136 4996 3438 6255 4569
"AT1G26380" 1348 255 14 35 3863 1092 16 525
"AT1G26390" 3480 20 16 42 8496 280 27 947
"AT1G26400" 8 2 7 3 11 0 1 355
"AT1G26410" 597 42 3 2 1978 181 4 269
"AT1G26420" 1320 295 44 14 2320 592 61 279
"AT1G26430" 0 0 0 0 0 0 0 0
"AT1G26440" 18140 3635 3019 3288 15209 4973 3571 3659
"AT1G26450" 4767 1316 3814 3265 6735 1881 5728 3944
"AT1G26460" 14893 7079 12677 9458 10186 5325 13238 6533
"AT1G26470" 3265 1570 3271 2444 2797 1583 3234 2159
"AT1G26480" 5 0 9978 86 2 1 8370 41
"AT1G26490" 0 0 0 1 0 0 0 0
"AT1G26500" 259 268 307 334 203 250 370 323
"AT1G26510" 6 5 16 9 9 6 19 6
"AT1G26515" 1 0 138 309 0 0 118 161
"AT1G26520" 1475 1101 1629 1181 1091 811 1612 1087
"AT1G26530" 221 132 273 134 159 118 215 97
"AT1G26540" 104 942 3420 3547 41 407 4120 1270
"AT1G26550" 17576 11368 14906 14752 15500 11661 15416 13355
"AT1G26558" 8 43 120 28 4 82 101 68
"AT1G26560" 196 3550 10282 24756 3128 5017 8958 14679
"AT1G26570" 486 1780 4198 3844 575 1823 4368 6775
"AT1G26580" 29278 28833 30646 24319 28305 30254 40228 26302
"AT1G26590" 206 21 366 206 124 29 276 401
"AT1G26600" 0 509 285 232 0 424 286 121
"AT1G26610" 74 98 1958 1202 68 72 1537 719
"AT1G26620" 6811 4171 4602 3532 5512 5033 6196 3539
"AT1G26630" 90888 63319 89382 80413 69765 52634 92280 59949
"AT1G26640" 8564 3975 6301 5693 7552 3567 6049 4420
"AT1G26650" 4987 4274 7142 8413 3809 3373 6124 4934
"AT1G26660" 1917 822 1230 1008 1783 981 1541 1294
"AT1G26665" 10527 2569 3567 3765 9482 3589 5983 5821
"AT1G26670" 14696 9548 8787 10744 13266 12801 11443 13993
"AT1G26680" 1054 59 238 448 979 44 171 12729
"AT1G26690" 4781 1936 5602 7842 5618 3452 5170 7515
"AT1G26700" 948 3 14 2 875 3 13 1
"AT1G26710" 1 0 1800 0 4 0 745 1
"AT1G26720" 65 1 5446 45 55 0 2705 848
"AT1G26730" 1380 423 3153 2049 7542 891 3210 1065
"AT1G26740" 3495 1405 3194 2271 2326 1150 3242 1891
"AT1G26750" 4368 2698 4904 3799 3482 2004 4471 2387
"AT1G26760" 1123 695 1689 449 551 408 1532 998
"AT1G26761" 54 7782 2028 5341 14 6538 2083 2294
"AT1G26762" 6 31 68 52 15 17 75 168
"AT1G26770" 663 4240 10006 23591 376 10072 8816 14122
"AT1G26771" 0 0 0 0 0 0 0 0
"AT1G26773" 0 0 0 0 0 0 0 1
"AT1G26780" 4 131 1881 20 5 126 1161 190
"AT1G26790" 28 15 416 48 13 7 162 63
"AT1G26795" 0 0 393 16 0 0 505 12
"AT1G26796" 0 0 0 636 1 0 1 823
"AT1G26797" 0 0 0 1064 0 2 3 1480
"AT1G26798" 0 0 0 105 0 0 0 69
"AT1G26799" 0 0 0 450 0 0 0 231
"AT1G26800" 3783 4813 826 2076 4596 4575 2435 2558
"AT1G26810" 1432 1642 2409 4553 1280 1488 2608 2330
"AT1G26815" 1 0 2 11 0 0 0 5
"AT1G26820" 5033 684 4631 2406 3894 777 4910 13965
"AT1G26830" 21605 14300 19503 16120 19866 14710 20698 18015
"AT1G26840" 1263 432 1718 1004 713 239 1681 612
"AT1G26850" 58951 36710 53248 56551 52498 38477 55308 33038
"AT1G26860" 0 0 0 0 0 0 0 1
"AT1G26870" 367 4 1 13 208 5 0 123
"AT1G26880" 26816 14019 26053 19051 17604 8734 24460 14223
"AT1G26890" 255 101 253 135 210 109 281 107
"AT1G26900" 2005 742 1675 1372 2056 802 1699 1217
"AT1G26910" 6261 2190 4707 3456 3623 1645 3846 2254
"AT1G26911" 56 69 52 44 41 59 70 18
"AT1G26916" 0 0 1 4 2 0 1 1
"AT1G26920" 3913 13234 5633 5432 3342 12065 8577 6849
"AT1G26921" 0 0 1 0 0 0 3 2
"AT1G26930" 7423 2294 4539 9176 7389 3830 9922 10416
"AT1G26940" 3837 1529 2536 2660 3570 1494 2387 1852
"AT1G26945" 813 2397 5463 574 652 1542 4012 67
"AT1G26950" 0 0 0 0 1 1 0 0
"AT1G26960" 3152 505 3151 2558 2787 640 2557 908
"AT1G26970" 664 4 83 7 893 10 44 10
"AT1G26973" 1 0 0 0 1 0 0 0
"AT1G26975" 0 0 0 0 0 0 0 0
"AT1G26976" 0 1 0 5 2 2 0 0
"AT1G26985" 0 0 0 3 1 0 0 0
"AT1G26990" 0 1 1 0 1 0 0 1
"AT1G27000" 19109 10322 11744 12463 17360 10995 13496 14069
"AT1G27008" 1 0 3 0 5 5 5 5
"AT1G27020" 14691 7859 21 30 17617 5631 61 92
"AT1G27030" 11318 1125 1080 515 18079 1089 1122 174
"AT1G27040" 6 24 927 450 3 33 1067 7987
"AT1G27045" 3 55 6430 7808 5 225 5715 3398
"AT1G27050" 1320 1013 1689 1245 1138 712 1651 901
"AT1G27060" 682 543 600 439 601 499 628 332
"AT1G27070" 2473 3012 4181 2218 2331 2931 4275 2706
"AT1G27080" 2 5 237 6498 16 58 389 7778
"AT1G27090" 26412 27602 24083 20207 19392 26263 25830 17898
"AT1G27100" 14359 16306 8873 10051 25780 16534 8905 18477
"AT1G27110" 1439 155 287 102 1204 162 332 186
"AT1G27120" 1115 4725 8028 5886 787 3552 7013 6338
"AT1G27130" 24941 9927 6563 7286 31684 16918 7009 8097
"AT1G27135" 0 0 0 4 0 0 0 1
"AT1G27140" 1459 6 7 2 1278 17 7 5
"AT1G27150" 9580 6281 6968 5897 7312 6966 7433 7492
"AT1G27160" 9 1 8 3 17 9 7 6
"AT1G27170" 4803 830 951 980 4490 1402 1847 1374
"AT1G27180" 6360 1686 1932 2048 6039 2189 2067 1539
"AT1G27190" 13612 12039 13894 11423 11788 10836 13793 7989
"AT1G27200" 5651 3549 3190 4985 7620 11223 2707 4978
"AT1G27210" 10273 14236 8476 5767 7809 12142 10121 2331
"AT1G27213" 1 0 0 0 0 0 0 0
"AT1G27220" 0 0 0 190 0 0 0 202
"AT1G27240" 0 1 34 28 0 1 19 39
"AT1G27250" 0 0 6 682 0 1 4 476
"AT1G27260" 0 0 162 4 0 0 70 3
"AT1G27270" 0 0 336 0 0 0 140 0
"AT1G27280" 0 0 77 0 0 1 36 0
"AT1G27285" 87 559 779 424 89 585 946 293
"AT1G27290" 19293 20270 11636 15245 22023 18003 16250 14721
"AT1G27300" 6522 3710 5205 3709 8451 4680 6255 7092
"AT1G27310" 18841 8917 10954 11387 14652 9200 13536 7993
"AT1G27320" 29464 27847 21688 21161 30367 34076 27107 23504
"AT1G27330" 12545 3892 9703 13521 11705 4418 6676 11948
"AT1G27340" 12177 5430 5674 5627 9683 5586 6321 4981
"AT1G27350" 8348 3573 9200 9484 8011 4280 7324 20400
"AT1G27360" 1330 1048 11180 9311 1061 1198 12948 4847
"AT1G27370" 2568 3598 14434 6312 2197 2401 10524 2721
"AT1G27380" 797 82 207 6959 828 45 231 3666
"AT1G27385" 1446 5535 3794 3544 1395 4989 4195 3965
"AT1G27390" 8830 4287 9823 6819 6345 2971 8475 5923
"AT1G27400" 38748 18259 33062 22482 26611 12954 37996 18016
"AT1G27410" 445 1356 1853 1337 383 1095 2032 1151
"AT1G27420" 1306 567 847 415 1137 483 798 428
"AT1G27430" 16644 11902 11981 11715 14562 12410 14313 11836
"AT1G27435" 4553 2331 4161 3507 3191 1790 4084 2495
"AT1G27440" 4212 1349 2498 14846 3913 1257 2572 6468
"AT1G27450" 30516 16241 20271 22186 22993 13800 25076 14945
"AT1G27460" 2930 9673 6806 5320 2765 5564 7183 6169
"AT1G27461" 25 0 22 26 0 14 18 21203
"AT1G27470" 10117 3343 5932 3392 7768 3459 6690 3218
"AT1G27480" 74 4760 3090 4031 15 3717 3067 2833
"AT1G27490" 0 0 6 0 0 0 0 0
"AT1G27500" 2706 1940 2527 1429 2637 1693 3134 1773
"AT1G27510" 8849 13841 10632 8625 7462 15709 14921 10264
"AT1G27520" 9608 9003 9353 7215 8850 9425 9836 6809
"AT1G27530" 11144 6144 8432 7550 8526 6481 9195 8744
"AT1G27540" 2925 2733 3401 2328 2525 2686 3944 2562
"AT1G27550" 0 0 0 0 0 0 0 0
"AT1G27560" 4 5 54 53 1 3 24 60
"AT1G27565" 13 11 27 17 17 12 23 36
"AT1G27570" 0 0 2 0 2 1 2 1
"AT1G27580" 6 3 148 123 4 9 107 135
"AT1G27590" 3538 3169 2675 2081 3124 2953 3257 2114
"AT1G27595" 11293 6809 9770 6262 9439 6752 10741 7373
"AT1G27600" 8315 6008 7709 6050 8402 6961 8050 5908
"AT1G27610" 87 3 3 0 60 1 4 1
"AT1G27620" 1973 108 308 80 1650 155 275 18
"AT1G27630" 9056 4838 4273 5951 7829 6939 7325 6225
"AT1G27640" 38 22 24 17 31 25 44 29
"AT1G27650" 13435 9765 11853 8926 12486 11313 15760 10630
"AT1G27660" 2416 1119 3174 1183 2228 1620 2786 1155
"AT1G27670" 2091 263 15 7 1896 386 22 14
"AT1G27671" 0 0 1 0 0 0 0 0
"AT1G27680" 3621 4288 7627 4890 2518 3734 7847 5265
"AT1G27690" 2315 3080 3384 2817 1848 2353 3649 2602
"AT1G27695" 1879 1580 1634 1808 1663 1502 1650 1643
"AT1G27700" 1912 1463 2390 2626 2071 1518 2522 1706
"AT1G27710" 1 3 14255 35 10 6 7768 205
"AT1G27720" 465 253 611 244 729 320 581 435
"AT1G27730" 9334 5264 344 515 31331 11669 396 7561
"AT1G27740" 1911 1 0 0 2469 6 0 0
"AT1G27750" 7639 6165 5783 5032 6997 7460 8015 7576
"AT1G27752" 11295 7272 6552 5788 10365 8771 7744 6569
"AT1G27760" 13316 9283 14730 14136 23627 13782 11191 17309
"AT1G27770" 33648 8085 9880 11092 33909 23568 9671 19100
"AT1G27780" 2 0 0 2 2 0 0 1
"AT1G27790" 0 0 0 0 0 0 0 0
"AT1G27800" 0 0 0 0 0 0 0 0
"AT1G27810" 0 0 0 0 0 0 0 0
"AT1G27815" 0 1 0 0 2 0 0 0
"AT1G27820" 29 6 8 5 19 3 12 14
"AT1G27840" 4685 3617 4530 4245 4216 3677 5236 4802
"AT1G27850" 13935 10570 9736 11123 12153 10365 12077 10410
"AT1G27860" 1 9 386 234 2 13 197 421
"AT1G27870" 0 0 1 0 0 0 0 0
"AT1G27880" 1809 820 1783 1026 1123 381 1368 749
"AT1G27890" 24 11 12 6 23 21 12 5
"AT1G27900" 5862 4289 6260 5010 4678 3607 6069 4463
"AT1G27910" 3770 3319 3039 2951 7396 6012 3140 3309
"AT1G27920" 4779 3590 4912 3762 5050 3033 5142 2195
"AT1G27921" 440 365 316 248 498 337 388 184
"AT1G27930" 7364 6366 8504 3362 8037 10374 7594 2032
"AT1G27940" 24 512 2092 7393 41 333 1556 1390
"AT1G27950" 4784 21747 31007 34914 2584 22763 28178 34857
"AT1G27960" 2938 1363 3160 4046 2196 1072 3387 3693
"AT1G27970" 11515 8604 10589 12588 9791 8015 10025 11227
"AT1G27980" 7777 4886 3937 4309 7509 5570 3841 10623
"AT1G27990" 55 25 3 6 1 13 14 5116
"AT1G28000" 12 34 2 2 24 7 5 64
"AT1G28002" 0 0 0 0 0 0 0 0
"AT1G28007" 0 0 0 0 0 0 0 0
"AT1G28010" 1312 3872 84 32 513 4864 96 16
"AT1G28020" 0 0 8 2 0 1 11 0
"AT1G28030" 0 0 34 1003 2 4 31 1899
"AT1G28040" 20 0 10 3 17 12 12 10
"AT1G28050" 9279 2237 2614 5894 8116 5580 7695 7455
"AT1G28060" 11312 8723 10888 8682 9987 8964 13953 8374
"AT1G28070" 2177 802 1023 489 2003 1224 1355 579
"AT1G28080" 611 51 59 158 412 21 47 180
"AT1G28090" 4068 3820 3970 3222 3401 3474 4524 2437
"AT1G28100" 3579 2629 3439 2458 2240 2502 4121 1849
"AT1G28110" 6002 2663 4822 4489 5067 2563 5936 3899
"AT1G28120" 8957 6047 6764 5596 7504 6706 6672 4564
"AT1G28130" 28386 4059 6777 1168 19400 3321 5751 2432
"AT1G28135" 1 0 1 0 2 1 0 3
"AT1G28140" 3586 14247 6425 8037 2703 15954 6691 7502
"AT1G28150" 2131 6614 3134 4279 1302 7133 4108 3458
"AT1G28160" 57 0 0 0 52 0 0 0
"AT1G28170" 142 2 0 356 16 0 0 1712
"AT1G28180" 0 0 55 6 2 1 70 2
"AT1G28190" 1612 1202 1016 218 4723 3290 1347 1475
"AT1G28200" 6654 3876 3997 5323 7917 5057 4973 6671
"AT1G28210" 937 625 1511 1251 995 566 1493 1225
"AT1G28220" 7 22 141 54 3 28 162 9
"AT1G28230" 156 1306 2522 7567 315 3905 3380 5661
"AT1G28240" 8519 5912 7410 10922 9844 6484 6780 10047
"AT1G28250" 5192 3209 4057 3907 5343 3810 5177 4394
"AT1G28260" 7225 8046 7140 4960 12295 13745 9984 6508
"AT1G28270" 0 0 10688 813 2 0 12163 395
"AT1G28280" 11360 7849 8934 4738 14512 9206 8904 6860
"AT1G28281" 10 2 4 3 20 3 4 15
"AT1G28290" 163996 16181 63108 6607 116772 11212 57265 10872
"AT1G28300" 1 21 24 554 3 10 11 896
"AT1G28304" 0 0 2 0 0 0 2 2
"AT1G28305" 0 0 1179 12 1 0 1337 11
"AT1G28306" 0 0 1444 26 0 0 1495 8
"AT1G28307" 0 0 0 0 0 0 0 0
"AT1G28310" 2644 2707 2465 1053 1482 2688 3256 1341
"AT1G28320" 10029 9446 7808 6675 9578 9282 9436 6446
"AT1G28323" 0 0 0 4 0 1 1 1
"AT1G28327" 4 2 3 161 1 12 4 49
"AT1G28330" 91979 28350 9333 9261 83485 53273 51234 25210
"AT1G28335" 0 1 1253 18 1 0 1265 9
"AT1G28340" 12346 10833 11493 13102 10185 10799 12708 14306
"AT1G28350" 12197 5563 8460 5967 9907 5578 8888 4684
"AT1G28360" 300 105 880 102 176 319 1101 673
"AT1G28370" 1281 367 305 737 5741 2305 178 2516
"AT1G28375" 0 0 4504 0 6 0 2116 0
"AT1G28380" 10446 7553 5621 4181 19983 18467 4867 7323
"AT1G28390" 3644 762 1058 772 4217 780 1319 432
"AT1G28395" 2726 1328 2560 1645 1974 738 2543 1216
"AT1G28400" 59303 7742 22330 13850 57616 6429 20463 22722
"AT1G28410" 5791 3458 3705 3416 5021 3428 4116 3011
