"GSM1077432" "GSM1077433" "GSM1077434" "GSM1077435"
"AT1G03420" 0 1 0 0
"AT1G03430" 5 9 10 2
"AT1G03440" 7 9 7 2
"AT1G03445" 0 0 0 0
"AT1G03457" 10 21 6 12
"AT1G03470" 4 7 6 1
"AT1G03475" 26 36 27 14
"AT1G03490" 0 0 0 0
"AT1G03495" 8 11 10 4
"AT1G03502" 0 0 0 0
"AT1G03506" 2 3 1 3
"AT1G03510" 0 1 2 0
"AT1G03515" 0 0 1 0
"AT1G03520" 5 5 3 3
"AT1G03530" 37 58 59 46
"AT1G03540" 1 4 3 2
"AT1G03545" 0 0 0 0
"AT1G03550" 7 5 2 1
"AT1G03560" 4 12 11 11
"AT1G03570" 0 2 1 1
"AT1G03580" 0 0 1 0
"AT1G03590" 46 48 26 27
"AT1G03600" 4 5 8 2
"AT1G03610" 32 49 28 36
"AT1G03620" 1 2 1 1
"AT1G03630" 1 3 1 5
"AT1G03640" 0 0 0 0
"AT1G03650" 4 3 2 2
"AT1G03660" 1 0 0 0
"AT1G03670" 0 0 0 0
"AT1G03680" 2 5 3 1
"AT1G03687" 3 11 2 2
"AT1G03700" 4 4 2 1
"AT1G03710" 0 0 0 0
"AT1G03720" 0 0 0 0
"AT1G03730" 36 20 16 11
"AT1G03740" 79 95 46 33
"AT1G03743" 2 0 1 4
"AT1G03746" 0 3 0 1
"AT1G03750" 7 15 9 3
"AT1G03760" 11 14 7 9
"AT1G03770" 10 11 7 5
"AT1G03780" 7 4 2 2
"AT1G03790" 1 1 0 0
"AT1G03800" 2 2 2 1
"AT1G03810" 0 0 0 0
"AT1G03820" 10 17 8 1
"AT1G03830" 17 20 10 7
"AT1G03840" 21 22 19 14
"AT1G03850" 32 20 73 49
"AT1G03860" 63 88 68 54
"AT1G03870" 73 104 55 56
"AT1G03880" 0 0 0 0
"AT1G03890" 0 0 0 0
"AT1G03900" 152 180 140 122
"AT1G03905" 28 35 32 13
"AT1G03910" 94 110 81 64
"AT1G03920" 9 3 5 2
"AT1G03930" 24 15 12 8
"AT1G03935" 3 4 1 1
"AT1G03940" 7 15 21 10
"AT1G03950" 9 5 11 6
"AT1G03960" 6 7 6 4
"AT1G03970" 15 13 10 4
"AT1G03980" 1 4 1 1
"AT1G03982" 0 0 0 0
"AT1G03990" 3 2 1 1
"AT1G04000" 7 11 1 4
"AT1G04010" 19 21 4 10
"AT1G04020" 5 5 4 2
"AT1G04030" 5 8 5 5
"AT1G04040" 140 157 86 63
"AT1G04050" 7 8 2 4
"AT1G04070" 17 31 15 16
"AT1G04080" 65 104 57 77
"AT1G04090" 1 0 0 1
"AT1G04100" 8 11 2 2
"AT1G04110" 0 0 0 0
"AT1G04120" 161 259 156 134
"AT1G04130" 3 16 10 6
"AT1G04140" 81 116 38 55
"AT1G04150" 2 0 2 0
"AT1G04160" 14 16 8 4
"AT1G04170" 84 124 105 65
"AT1G04171" 0 0 0 0
"AT1G04180" 6 9 5 3
"AT1G04190" 29 27 28 18
"AT1G04200" 30 34 16 9
"AT1G04210" 31 52 23 39
"AT1G04220" 42 36 20 14
"AT1G04230" 14 17 4 10
"AT1G04240" 17 12 11 8
"AT1G04250" 311 306 194 153
"AT1G04260" 21 16 11 11
"AT1G04270" 408 590 335 301
"AT1G04280" 81 90 84 59
"AT1G04290" 1 0 1 0
"AT1G04295" 0 0 0 0
"AT1G04300" 63 77 62 51
"AT1G04310" 23 32 16 6
"AT1G04320" 1 1 0 1
"AT1G04330" 10 9 6 8
"AT1G04340" 15 21 5 14
"AT1G04350" 4 2 1 1
"AT1G04360" 15 28 16 12
"AT1G04370" 1 2 0 0
"AT1G04380" 0 1 0 0
"AT1G04390" 12 10 8 7
"AT1G04400" 84 139 74 53
"AT1G04410" 1028 1276 1204 969
"AT1G04420" 2 9 4 6
"AT1G04425" 3 0 1 1
"AT1G04430" 139 184 101 68
"AT1G04440" 57 75 44 25
"AT1G04445" 0 0 0 0
"AT1G04450" 0 0 0 0
"AT1G04457" 0 0 0 0
"AT1G04470" 0 0 0 0
"AT1G04480" 152 225 146 148
"AT1G04490" 2 0 1 2
"AT1G04500" 0 0 0 0
"AT1G04501" 0 0 0 0
"AT1G04510" 33 40 23 20
"AT1G04520" 9 14 12 12
"AT1G04530" 59 54 42 22
"AT1G04540" 4 3 2 2
"AT1G04550" 36 39 33 24
"AT1G04555" 9 9 19 4
"AT1G04560" 0 0 0 0
"AT1G04570" 3 2 1 1
"AT1G04580" 0 0 0 0
"AT1G04590" 14 25 16 6
"AT1G04600" 0 1 0 0
"AT1G04610" 13 10 5 5
"AT1G04620" 0 0 1 0
"AT1G04625" 0 0 0 1
"AT1G04630" 34 57 36 33
"AT1G04635" 2 5 9 1
"AT1G04640" 4 6 3 4
"AT1G04645" 0 0 0 0
"AT1G04650" 2 0 3 0
"AT1G04660" 0 3 0 0
"AT1G04670" 0 0 0 0
"AT1G04680" 55 71 18 23
"AT1G04684" 0 0 0 0
"AT1G04690" 128 155 86 53
"AT1G04700" 0 6 6 3
"AT1G04710" 7 7 8 6
"AT1G04720" 6 2 1 0
"AT1G04730" 2 2 4 2
"AT1G04750" 166 195 156 106
"AT1G04760" 0 2 0 1
"AT1G04770" 42 45 97 44
"AT1G04778" 1 2 0 2
"AT1G04780" 80 83 63 47
"AT1G04790" 12 24 10 8
"AT1G04800" 2 3 6 2
"AT1G04810" 61 121 36 72
"AT1G04820" 350 473 229 217
"AT1G04830" 18 27 12 9
"AT1G04840" 3 0 1 1
"AT1G04850" 151 183 132 121
"AT1G04860" 52 47 37 29
"AT1G04870" 36 49 51 52
"AT1G04880" 0 0 0 0
"AT1G04890" 0 0 0 0
"AT1G04900" 11 9 9 8
"AT1G04910" 27 33 11 12
"AT1G04920" 0 0 0 0
"AT1G04930" 2 6 1 0
"AT1G04940" 0 2 1 1
"AT1G04945" 4 5 7 10
"AT1G04950" 7 17 11 7
"AT1G04960" 39 34 19 26
"AT1G04970" 15 22 14 12
"AT1G04980" 19 20 31 14
"AT1G04985" 14 15 14 9
"AT1G04990" 11 5 3 10
"AT1G05000" 16 16 20 22
"AT1G05010" 82 109 27 38
"AT1G05020" 0 1 1 0
"AT1G05030" 5 11 2 3
"AT1G05040" 0 0 0 0
"AT1G05055" 14 13 11 12
"AT1G05060" 16 12 4 7
"AT1G05061" 0 0 1 1
"AT1G05065" 1 0 0 0
"AT1G05070" 13 10 5 5
"AT1G05080" 0 0 0 0
"AT1G05085" 0 0 1 1
"AT1G05090" 2 1 1 0
"AT1G05100" 4 7 3 2
"AT1G05120" 39 43 21 24
"AT1G05135" 579 587 517 331
"AT1G05136" 0 0 0 0
"AT1G05140" 8 11 5 5
"AT1G05150" 65 93 59 42
"AT1G05160" 4 9 1 5
"AT1G05170" 23 22 14 7
"AT1G05180" 26 32 18 30
"AT1G05190" 12 14 5 12
"AT1G05200" 9 11 2 8
"AT1G05205" 19 19 13 13
"AT1G05210" 8 7 9 3
"AT1G05220" 0 4 1 2
"AT1G05230" 1 1 4 2
"AT1G05240" 171 176 146 93
"AT1G05250" 27 25 18 17
"AT1G05260" 122 167 160 118
"AT1G05270" 34 72 35 18
"AT1G05280" 6 7 0 2
"AT1G05290" 0 0 0 0
"AT1G05291" 0 0 0 0
"AT1G05300" 26 19 6 4
"AT1G05310" 0 1 0 0
"AT1G05320" 24 27 22 12
"AT1G05330" 0 0 0 0
"AT1G05340" 15 8 3 5
"AT1G05350" 48 55 24 22
"AT1G05360" 9 11 2 7
"AT1G05370" 0 0 0 0
"AT1G05380" 68 116 46 49
"AT1G05385" 2 4 2 2
"AT1G05390" 4 4 1 0
"AT1G05400" 1 0 1 1
"AT1G05410" 27 22 15 8
"AT1G05420" 0 0 0 0
"AT1G05430" 20 18 21 8
"AT1G05440" 1 1 2 1
"AT1G05450" 0 1 0 0
"AT1G05460" 14 20 17 8
"AT1G05470" 3 4 5 4
"AT1G05490" 1 1 2 0
"AT1G05500" 57 41 23 35
"AT1G05510" 0 0 0 0
"AT1G05520" 54 80 39 29
"AT1G05530" 0 1 2 0
"AT1G05540" 0 1 0 0
"AT1G05550" 0 0 0 0
"AT1G05560" 3 1 6 3
"AT1G05562" 0 0 0 0
"AT1G05570" 243 223 151 121
"AT1G05575" 8 4 5 4
"AT1G05577" 4 1 2 1
"AT1G05580" 0 0 0 0
"AT1G05590" 15 20 16 10
"AT1G05600" 5 8 8 5
"AT1G05610" 0 1 0 1
"AT1G05615" 0 0 0 0
"AT1G05620" 26 37 16 15
"AT1G05630" 21 27 22 8
"AT1G05640" 5 4 7 5
"AT1G05650" 2 1 0 0
"AT1G05660" 3 2 1 1
"AT1G05670" 11 3 3 1
"AT1G05675" 1 2 0 0
"AT1G05680" 7 7 8 7
"AT1G05690" 2 5 1 1
"AT1G05700" 32 36 12 14
"AT1G05710" 19 16 4 12
"AT1G05720" 15 30 9 8
"AT1G05730" 4 5 4 2
"AT1G05740" 0 0 0 0
"AT1G05750" 6 4 5 3
"AT1G05760" 0 0 0 0
"AT1G05770" 1 0 0 1
"AT1G05780" 1 3 0 0
"AT1G05785" 6 5 3 1
"AT1G05790" 12 12 12 7
"AT1G05800" 0 0 0 0
"AT1G05805" 18 24 5 15
"AT1G05810" 42 29 18 18
"AT1G05820" 0 2 1 1
"AT1G05830" 33 26 33 19
"AT1G05835" 0 2 1 0
"AT1G05840" 30 27 10 11
"AT1G05850" 439 512 255 204
"AT1G05860" 8 8 3 3
"AT1G05870" 41 40 25 17
"AT1G05880" 0 3 4 1
"AT1G05890" 45 90 34 35
"AT1G05894" 2 1 0 0
"AT1G05900" 2 5 3 2
"AT1G05910" 53 52 42 29
"AT1G05920" 0 0 0 0
"AT1G05925" 0 0 0 0
"AT1G05930" 0 0 0 0
"AT1G05940" 24 25 10 16
"AT1G05950" 1 0 0 0
"AT1G05960" 47 53 32 29
"AT1G05970" 7 8 14 5
"AT1G05980" 12 18 9 4
"AT1G05990" 4 4 3 3
"AT1G06000" 217 297 195 142
"AT1G06002" 0 0 0 0
"AT1G06010" 16 7 15 11
"AT1G06020" 2 0 0 0
"AT1G06030" 0 3 0 0
"AT1G06040" 238 217 212 117
"AT1G06050" 5 7 5 3
"AT1G06060" 8 8 3 11
"AT1G06070" 19 17 11 11
"AT1G06080" 20 14 11 5
"AT1G06090" 44 29 10 12
"AT1G06100" 0 0 1 0
"AT1G06110" 33 39 12 19
"AT1G06120" 7 6 2 6
"AT1G06130" 13 24 8 9
"AT1G06135" 0 0 0 0
"AT1G06137" 0 0 0 0
"AT1G06140" 1 1 3 0
"AT1G06148" 0 0 0 0
"AT1G06149" 0 0 0 0
"AT1G06150" 4 3 1 3
"AT1G06160" 3 4 0 1
"AT1G06170" 0 1 0 0
"AT1G06180" 8 11 7 13
"AT1G06190" 9 21 13 11
"AT1G06200" 54 69 36 43
"AT1G06210" 40 38 28 26
"AT1G06220" 55 83 42 53
"AT1G06225" 0 0 2 0
"AT1G06230" 87 111 98 86
"AT1G06240" 7 7 1 4
"AT1G06250" 1 1 0 0
"AT1G06260" 0 0 0 0
"AT1G06265" 0 0 0 1
"AT1G06270" 6 2 3 4
"AT1G06280" 0 0 0 0
"AT1G06290" 76 87 35 36
"AT1G06310" 2 2 0 0
"AT1G06320" 0 0 1 0
"AT1G06330" 3 2 0 0
"AT1G06340" 0 0 0 0
"AT1G06350" 4 3 1 1
"AT1G06360" 1 0 0 0
"AT1G06370" 1 0 0 0
"AT1G06380" 13 15 8 17
"AT1G06390" 36 38 24 16
"AT1G06400" 114 130 85 63
"AT1G06410" 168 219 155 116
"AT1G06420" 1 1 2 0
"AT1G06430" 70 86 55 31
"AT1G06440" 3 1 3 1
"AT1G06450" 0 5 4 2
"AT1G06460" 0 2 2 1
"AT1G06470" 40 30 12 14
"AT1G06475" 1 5 5 2
"AT1G06480" 1 0 0 0
"AT1G06490" 8 10 2 5
"AT1G06500" 5 3 4 3
"AT1G06510" 2 3 1 2
"AT1G06515" 4 1 3 3
"AT1G06520" 0 1 2 0
"AT1G06530" 138 141 210 114
"AT1G06540" 5 3 1 1
"AT1G06550" 135 215 80 70
"AT1G06560" 15 15 7 13
"AT1G06570" 66 46 43 25
"AT1G06580" 0 1 4 1
"AT1G06590" 8 18 8 9
"AT1G06610" 0 0 0 0
"AT1G06620" 63 70 25 32
"AT1G06630" 17 16 12 13
"AT1G06640" 243 351 128 118
"AT1G06645" 1 0 0 0
"AT1G06650" 11 10 10 6
"AT1G06660" 5 5 3 2
"AT1G06670" 56 74 38 49
"AT1G06680" 33 36 18 24
"AT1G06690" 3 13 9 9
"AT1G06700" 75 93 48 49
"AT1G06710" 0 4 4 0
"AT1G06720" 44 48 43 35
"AT1G06730" 6 14 16 13
"AT1G06740" 4 2 1 0
"AT1G06750" 0 0 1 0
"AT1G06760" 228 222 205 117
"AT1G06770" 8 6 5 4
"AT1G06780" 44 48 51 36
"AT1G06790" 9 13 9 7
"AT1G06800" 38 45 23 29
"AT1G06810" 0 0 0 0
"AT1G06820" 15 34 17 7
"AT1G06830" 9 7 6 3
"AT1G06840" 77 95 42 47
"AT1G06850" 5 14 9 13
"AT1G06860" 1 0 0 1
"AT1G06870" 20 20 17 20
"AT1G06880" 0 0 0 0
"AT1G06890" 60 77 38 29
"AT1G06900" 50 62 36 47
"AT1G06910" 10 6 5 0
"AT1G06920" 0 0 0 0
"AT1G06923" 2 1 1 1
"AT1G06925" 0 0 0 0
"AT1G06930" 2 2 3 1
"AT1G06950" 49 75 54 56
"AT1G06960" 7 8 9 10
"AT1G06970" 0 0 1 0
"AT1G06980" 4 1 3 3
"AT1G06990" 0 0 0 0
"AT1G07000" 81 107 43 50
"AT1G07010" 2 5 1 6
"AT1G07020" 33 19 25 17
"AT1G07025" 0 0 0 0
"AT1G07030" 37 50 31 18
"AT1G07040" 9 14 8 9
"AT1G07050" 0 0 0 0
"AT1G07051" 0 0 0 0
"AT1G07060" 0 0 0 0
"AT1G07070" 12 16 15 11
"AT1G07080" 54 73 28 35
"AT1G07090" 26 39 17 18
"AT1G07100" 1 1 0 1
"AT1G07110" 25 26 20 12
"AT1G07119" 0 0 0 0
"AT1G07120" 1 0 0 0
"AT1G07128" 0 0 0 0
"AT1G07130" 1 0 1 0
"AT1G07135" 36 9 9 2
"AT1G07140" 314 436 368 256
"AT1G07150" 5 6 35 55
"AT1G07160" 0 1 2 1
"AT1G07170" 39 45 31 30
"AT1G07175" 1 0 1 0
"AT1G07180" 1 3 2 2
"AT1G07190" 0 0 0 0
"AT1G07200" 47 57 51 39
"AT1G07210" 38 54 37 26
"AT1G07220" 9 12 8 6
"AT1G07230" 33 40 17 13
"AT1G07240" 71 107 52 61
"AT1G07250" 85 106 71 34
"AT1G07260" 32 36 20 20
"AT1G07270" 0 1 0 0
"AT1G07280" 1 3 1 1
"AT1G07290" 3 7 4 3
"AT1G07300" 5 6 2 6
"AT1G07310" 51 72 35 27
"AT1G07320" 22 34 39 15
"AT1G07330" 0 0 0 1
"AT1G07340" 0 0 0 0
"AT1G07350" 51 64 32 45
"AT1G07360" 20 42 13 24
"AT1G07370" 13 16 8 11
"AT1G07380" 29 34 23 14
"AT1G07390" 0 2 0 2
"AT1G07400" 42 101 175 48
"AT1G07410" 9 16 5 6
"AT1G07420" 24 26 23 20
"AT1G07430" 0 0 0 0
"AT1G07440" 0 0 1 0
"AT1G07450" 0 0 0 0
"AT1G07460" 1 0 0 0
"AT1G07470" 25 35 20 14
"AT1G07473" 0 0 0 0
"AT1G07476" 0 0 0 0
"AT1G07480" 8 18 6 4
"AT1G07485" 0 0 0 0
"AT1G07490" 0 0 0 0
"AT1G07500" 37 18 16 17
"AT1G07510" 76 85 54 43
"AT1G07520" 29 39 20 25
"AT1G07530" 64 73 63 36
"AT1G07540" 0 0 0 0
"AT1G07550" 27 27 17 16
"AT1G07560" 20 26 9 3
"AT1G07570" 23 36 23 13
"AT1G07580" 0 0 0 1
"AT1G07590" 2265 2405 2498 2006
"AT1G07600" 0 0 0 0
"AT1G07610" 421 411 660 580
"AT1G07615" 23 22 24 14
"AT1G07620" 9 13 7 5
"AT1G07630" 54 59 59 38
"AT1G07640" 29 32 25 30
"AT1G07645" 0 0 0 0
"AT1G07650" 18 32 15 9
"AT1G07660" 49 61 44 31
"AT1G07670" 134 147 81 90
"AT1G07680" 3 8 4 2
"AT1G07690" 0 0 0 0
"AT1G07700" 7 11 6 8
"AT1G07702" 0 0 0 0
"AT1G07705" 8 10 12 8
"AT1G07710" 5 5 1 4
"AT1G07720" 14 8 4 2
"AT1G07725" 0 0 0 0
"AT1G07728" 0 0 0 0
"AT1G07730" 0 0 0 0
"AT1G07740" 5 7 4 0
"AT1G07745" 2 5 4 1
"AT1G07747" 0 0 0 0
"AT1G07750" 89 109 50 50
"AT1G07760" 3 5 1 1
"AT1G07770" 553 652 454 404
"AT1G07780" 9 24 10 15
"AT1G07790" 18 29 17 21
"AT1G07795" 7 13 3 1
"AT1G07800" 0 0 0 0
"AT1G07810" 131 178 88 86
"AT1G07820" 78 97 68 64
"AT1G07830" 55 90 51 30
"AT1G07840" 11 23 18 20
"AT1G07850" 0 0 0 0
"AT1G07860" 0 0 0 0
"AT1G07870" 51 56 26 19
"AT1G07880" 4 3 3 5
"AT1G07885" 0 0 0 0
"AT1G07890" 1034 1184 789 655
"AT1G07900" 0 1 0 0
"AT1G07901" 0 2 0 0
"AT1G07910" 11 14 14 2
"AT1G07920" 536 914 532 554
"AT1G07930" 392 672 412 462
"AT1G07940" 249 379 271 245
"AT1G07950" 14 30 18 13
"AT1G07960" 47 56 41 20
"AT1G07970" 4 25 13 9
"AT1G07980" 16 16 13 3
"AT1G07985" 1 0 4 3
"AT1G07990" 46 79 56 33
"AT1G08000" 5 2 5 4
"AT1G08005" 0 0 0 0
"AT1G08010" 17 24 6 7
"AT1G08030" 16 23 18 13
"AT1G08032" 0 0 0 0
"AT1G08035" 0 0 0 0
"AT1G08040" 23 33 20 9
"AT1G08050" 29 55 21 28
"AT1G08060" 19 22 14 13
"AT1G08065" 0 0 0 0
"AT1G08070" 0 1 1 1
"AT1G08080" 0 0 0 0
"AT1G08090" 50 249 1301 1877
"AT1G08100" 2 16 86 104
"AT1G08105" 0 0 0 0
"AT1G08110" 34 54 54 41
"AT1G08115" 108 278 130 123
"AT1G08120" 3 1 6 4
"AT1G08125" 9 30 17 13
"AT1G08130" 13 26 11 16
"AT1G08135" 0 0 0 0
"AT1G08140" 0 0 0 0
"AT1G08150" 0 0 0 0
"AT1G08160" 12 23 7 10
