"GSM912634" "GSM912635" "GSM912636" "GSM912637" "GSM912638" "GSM912639" "GSM912640" "GSM912641"
"AT1G02690" 218 121 185 202 203 183 158 103
"AT1G02700" 39 29 31 33 31 23 22 8
"AT1G02710" 30 18 21 27 41 33 29 17
"AT1G02720" 350 209 218 176 350 292 243 138
"AT1G02730" 219 141 349 349 229 231 155 98
"AT1G02740" 243 161 200 234 209 178 176 78
"AT1G02750" 583 320 437 373 335 334 515 287
"AT1G02760" 0 0 0 0 0 0 0 0
"AT1G02770" 89 44 219 177 55 33 35 23
"AT1G02780" 10742 6548 6371 5945 9653 9068 6719 3856
"AT1G02790" 1 0 0 0 1 0 0 0
"AT1G02800" 79 54 511 490 25 20 21 8
"AT1G02810" 88 52 333 324 44 45 61 48
"AT1G02813" 0 0 0 0 0 0 0 0
"AT1G02816" 1439 866 1364 1300 528 420 731 414
"AT1G02820" 36 25 26 21 49 24 39 27
"AT1G02830" 0 0 0 0 0 0 0 0
"AT1G02840" 9756 5947 6019 5746 7161 7031 10806 6361
"AT1G02850" 6274 3635 2249 2026 5472 5190 6244 3390
"AT1G02860" 1320 749 1167 1060 623 587 891 539
"AT1G02870" 420 238 292 287 534 472 394 195
"AT1G02880" 400 226 351 337 223 237 275 155
"AT1G02890" 4768 2722 2952 2837 2913 2850 3698 2205
"AT1G02900" 488 316 260 225 192 194 206 117
"AT1G02910" 1480 872 1019 953 1454 1369 1302 755
"AT1G02920" 626 357 425 338 1206 1120 5632 3019
"AT1G02930" 66 38 131 123 795 751 2858 1560
"AT1G02940" 0 0 0 0 3 6 2 1
"AT1G02950" 118 66 82 69 68 76 120 56
"AT1G02952" 0 1 1 0 0 0 0 0
"AT1G02960" 1013 640 771 699 678 670 848 447
"AT1G02965" 2 3 1 0 0 2 1 0
"AT1G02970" 21 13 18 23 28 20 13 6
"AT1G02980" 59 45 38 34 42 40 46 22
"AT1G02990" 909 463 739 726 552 508 564 334
"AT1G03000" 1311 698 977 899 951 914 1098 634
"AT1G03010" 99 44 59 54 54 51 93 49
"AT1G03020" 2 0 0 0 1 0 0 1
"AT1G03022" 0 0 0 0 0 0 0 0
"AT1G03030" 622 367 462 432 502 504 449 246
"AT1G03040" 1437 882 878 876 1028 972 1082 539
"AT1G03050" 0 0 0 0 0 0 0 0
"AT1G03055" 2 0 3 3 3 4 2 1
"AT1G03060" 3414 1903 2445 2510 1974 2071 2578 1488
"AT1G03070" 9 13 20 22 6 9 9 4
"AT1G03080" 4725 2619 4775 4889 2873 2678 4084 2236
"AT1G03090" 24095 13822 17356 16591 7702 7255 17780 9866
"AT1G03100" 69 45 60 48 86 86 53 39
"AT1G03103" 0 0 0 0 0 0 0 1
"AT1G03106" 191 133 196 152 133 151 151 74
"AT1G03110" 317 171 218 201 324 301 221 133
"AT1G03120" 26 18 21 16 6 15 13 1
"AT1G03130" 6196 3906 5759 5294 9867 9595 9663 5323
"AT1G03140" 3674 2208 2358 2262 2149 1931 2922 1595
"AT1G03150" 351 257 347 308 354 370 503 306
"AT1G03160" 2047 1221 1489 1394 1693 1585 1898 1051
"AT1G03170" 20 12 1 2 14 13 16 8
"AT1G03180" 93 52 13 13 70 48 54 19
"AT1G03190" 398 246 372 380 324 285 311 192
"AT1G03200" 34 14 4 8 16 11 15 7
"AT1G03210" 1093 624 584 538 535 567 803 458
"AT1G03220" 6748 4209 6139 5906 3904 3642 4269 2516
"AT1G03230" 1271 755 492 520 954 888 1027 574
"AT1G03240" 7 5 9 4 5 1 5 2
"AT1G03250" 407 258 351 335 308 292 351 204
"AT1G03260" 442 254 300 265 257 284 257 134
"AT1G03270" 92 62 77 63 76 78 68 32
"AT1G03280" 1541 931 1198 1210 922 916 1121 599
"AT1G03290" 2296 1396 2029 1927 925 859 1651 910
"AT1G03300" 223 151 157 150 208 221 236 130
"AT1G03310" 465 315 291 336 602 576 421 232
"AT1G03320" 4 10 5 8 11 14 14 3
"AT1G03330" 761 456 542 480 528 460 526 293
"AT1G03340" 123 77 63 60 122 119 95 65
"AT1G03350" 1569 973 1329 1373 898 901 1102 642
"AT1G03360" 239 155 128 113 286 330 219 98
"AT1G03365" 1004 559 635 718 783 687 826 435
"AT1G03370" 1165 675 1173 1183 784 770 1015 616
"AT1G03380" 2920 1645 2581 2468 1444 1255 2096 1077
"AT1G03390" 1 0 3 1 0 1 1 2
"AT1G03400" 109 105 206 215 80 75 163 88
"AT1G03410" 258 155 190 166 164 198 240 126
"AT1G03420" 4 2 2 0 1 1 2 0
"AT1G03430" 474 331 507 478 292 247 341 176
"AT1G03440" 575 337 385 390 330 260 414 237
"AT1G03445" 4 1 35 20 0 1 2 1
"AT1G03457" 1000 611 615 524 565 533 773 446
"AT1G03470" 956 596 988 861 466 391 712 384
"AT1G03475" 5348 3162 3765 3639 5737 5778 5015 2713
"AT1G03490" 0 0 1 0 0 0 0 0
"AT1G03495" 86 55 69 65 88 99 101 64
"AT1G03502" 0 0 0 0 0 0 0 0
"AT1G03506" 9 8 5 10 5 7 9 2
"AT1G03510" 99 62 47 64 91 97 73 60
"AT1G03515" 0 0 0 0 0 0 0 0
"AT1G03520" 649 374 526 519 413 378 589 300
"AT1G03530" 467 320 295 326 570 559 462 274
"AT1G03540" 52 22 29 36 47 52 55 29
"AT1G03545" 13 11 12 6 10 15 14 4
"AT1G03550" 299 182 245 230 170 180 228 137
"AT1G03560" 360 224 245 219 310 265 303 174
"AT1G03570" 0 0 0 0 0 0 0 0
"AT1G03580" 208 131 170 145 247 211 546 285
"AT1G03590" 1755 1033 1624 1577 1271 1224 1924 1065
"AT1G03600" 4467 2788 3295 3236 4622 4591 4442 2641
"AT1G03610" 2271 1435 1828 1746 898 926 1499 783
"AT1G03620" 68 42 45 49 28 30 59 31
"AT1G03630" 1147 714 855 787 2666 2356 1688 944
"AT1G03640" 0 0 0 0 0 0 0 0
"AT1G03650" 96 51 56 52 106 103 105 59
"AT1G03660" 20 16 33 25 11 15 34 19
"AT1G03670" 0 0 0 0 0 0 3 1
"AT1G03680" 2020 1269 1558 1456 2707 2637 2193 1222
"AT1G03687" 547 316 322 323 553 566 415 211
"AT1G03700" 9 4 6 13 4 3 6 3
"AT1G03710" 0 1 3 2 0 3 3 3
"AT1G03720" 0 0 0 0 0 0 0 0
"AT1G03730" 237 144 229 229 159 175 217 119
"AT1G03740" 1244 710 1327 1264 1016 921 1372 748
"AT1G03743" 0 0 0 0 0 0 0 0
"AT1G03746" 0 0 0 0 1 0 0 1
"AT1G03750" 285 164 225 217 204 198 186 112
"AT1G03760" 377 221 236 195 325 308 360 215
"AT1G03770" 251 131 227 226 197 156 166 112
"AT1G03780" 102 53 145 154 54 61 47 40
"AT1G03790" 3099 1924 2203 2178 507 495 658 382
"AT1G03800" 190 105 118 109 24 21 13 11
"AT1G03810" 0 0 0 1 0 0 0 0
"AT1G03820" 9 7 30 31 23 28 17 9
"AT1G03830" 439 237 235 244 456 450 319 175
"AT1G03840" 28 16 26 23 16 20 23 10
"AT1G03850" 1051 649 1516 1502 516 493 1281 666
"AT1G03860" 1892 1118 1156 1008 1866 1716 1650 944
"AT1G03870" 3586 2192 12233 11478 1142 908 2999 1709
"AT1G03880" 80 40 15 9 12 9 23 21
"AT1G03890" 3 4 0 0 2 3 4 3
"AT1G03900" 4812 3033 3420 3310 2412 2284 3003 1864
"AT1G03905" 131 75 79 75 78 84 80 43
"AT1G03910" 3193 1955 1916 1822 1759 1803 2218 1159
"AT1G03920" 164 94 131 124 56 46 48 25
"AT1G03930" 795 464 772 691 658 656 706 401
"AT1G03935" 34 12 17 14 25 16 26 19
"AT1G03940" 50 32 54 43 63 44 31 22
"AT1G03950" 311 172 309 269 195 186 241 141
"AT1G03960" 456 260 306 340 298 277 366 197
"AT1G03970" 276 212 189 185 174 146 193 112
"AT1G03980" 7 3 8 5 12 11 8 5
"AT1G03982" 0 0 0 0 0 0 0 0
"AT1G03990" 206 114 147 144 137 119 197 111
"AT1G04000" 160 88 254 219 164 140 201 106
"AT1G04010" 471 303 337 319 279 300 437 214
"AT1G04020" 82 50 75 63 106 114 38 29
"AT1G04030" 117 65 163 180 77 67 91 35
"AT1G04040" 4311 2690 3055 2871 2917 2693 3591 2068
"AT1G04050" 146 88 123 120 98 110 93 47
"AT1G04070" 101 64 64 76 81 100 68 43
"AT1G04080" 4149 2429 3050 2855 3075 3004 3125 1775
"AT1G04090" 20 12 27 24 12 16 13 5
"AT1G04100" 112 46 105 116 66 62 73 39
"AT1G04110" 46 29 48 42 62 79 29 16
"AT1G04120" 4632 2716 3275 3312 2852 2746 2869 1593
"AT1G04130" 189 102 151 138 153 138 116 68
"AT1G04140" 5507 3203 4063 3955 3634 3413 4585 2559
"AT1G04150" 7 7 2 6 7 3 8 2
"AT1G04160" 257 130 222 242 133 141 80 54
"AT1G04170" 3681 2124 2360 2124 3615 3387 2833 1475
"AT1G04171" 0 0 1 0 0 0 0 0
"AT1G04180" 8 7 7 7 29 10 7 7
"AT1G04190" 902 522 555 511 658 642 649 377
"AT1G04200" 974 571 666 625 567 491 527 333
"AT1G04210" 2310 1248 1695 1628 1844 1715 1888 1062
"AT1G04220" 746 410 1205 1151 103 88 83 47
"AT1G04230" 371 221 239 218 246 226 229 159
"AT1G04240" 1670 941 2272 1998 609 574 1268 637
"AT1G04250" 2300 1385 3408 3172 534 501 890 485
"AT1G04260" 445 304 263 281 278 248 366 181
"AT1G04270" 8637 5279 3891 3479 7002 6445 5499 3070
"AT1G04280" 3663 2279 2365 2268 2579 2634 3407 1811
"AT1G04290" 60 36 50 31 57 42 79 25
"AT1G04295" 1 1 1 1 1 2 3 0
"AT1G04300" 9311 5247 5040 5052 4493 4205 7275 4001
"AT1G04310" 1804 1029 993 933 548 592 949 549
"AT1G04320" 0 0 0 0 0 0 0 0
"AT1G04330" 7 5 1 1 5 2 2 1
"AT1G04340" 411 211 292 289 279 239 264 136
"AT1G04350" 262 135 186 186 190 152 212 144
"AT1G04360" 138 86 56 59 175 162 179 113
"AT1G04370" 0 0 0 0 0 0 1 0
"AT1G04380" 3 6 6 7 2 4 8 1
"AT1G04390" 494 257 410 370 363 343 469 281
"AT1G04400" 10723 6263 6486 6152 5321 5071 7238 3937
"AT1G04410" 28836 17314 21061 19638 18801 18084 19111 10943
"AT1G04420" 3589 2157 2006 1815 3348 3319 2611 1626
"AT1G04425" 23 19 25 32 20 17 17 5
"AT1G04430" 11139 6557 2612 2431 4694 4217 5221 2752
"AT1G04440" 2938 1692 2680 2541 1577 1503 2182 1143
"AT1G04445" 7 1 2 4 0 2 4 2
"AT1G04450" 0 0 0 0 0 0 0 0
"AT1G04457" 11 9 5 6 9 7 2 2
"AT1G04470" 0 0 2 1 0 0 0 0
"AT1G04480" 3274 2087 1710 1490 3646 3450 2210 1261
"AT1G04490" 29 12 26 33 22 11 7 4
"AT1G04500" 3 3 1 4 2 9 9 7
"AT1G04501" 0 0 0 0 0 0 0 0
"AT1G04510" 2352 1404 1344 1306 1780 1769 1758 1003
"AT1G04520" 358 215 215 207 371 355 203 138
"AT1G04530" 1793 1051 1361 1329 1235 1246 1432 801
"AT1G04540" 119 65 43 40 47 35 21 7
"AT1G04550" 661 379 601 540 560 562 569 329
"AT1G04555" 176 126 127 135 115 123 120 72
"AT1G04560" 41 31 7 5 6 3 16 8
"AT1G04570" 23 14 21 16 22 21 12 7
"AT1G04580" 6 5 29 15 2 2 4 2
"AT1G04590" 544 317 369 335 522 521 390 227
"AT1G04600" 8 5 6 8 11 10 4 3
"AT1G04610" 16 11 30 35 16 14 53 31
"AT1G04620" 1154 712 1003 876 900 811 1062 533
"AT1G04625" 0 0 0 0 0 0 0 0
"AT1G04630" 564 384 414 402 456 396 479 254
"AT1G04635" 32 16 12 25 49 34 28 17
"AT1G04640" 737 414 410 353 851 776 698 407
"AT1G04645" 0 0 0 0 0 0 0 0
"AT1G04650" 18 14 16 18 23 24 13 5
"AT1G04660" 0 2 3 1 0 0 0 0
"AT1G04670" 0 0 0 0 1 0 0 0
"AT1G04680" 2454 1446 2701 2510 674 605 738 394
"AT1G04684" 0 0 0 0 0 0 0 0
"AT1G04690" 1997 1189 1531 1438 1216 1178 1290 672
"AT1G04700" 77 41 47 55 45 31 17 17
"AT1G04710" 234 135 312 231 387 379 269 162
"AT1G04720" 0 0 0 0 0 0 0 0
"AT1G04730" 86 57 74 51 108 107 62 30
"AT1G04750" 2591 1664 2130 2085 1677 1635 2022 1111
"AT1G04760" 10 11 19 19 7 8 5 6
"AT1G04770" 324 206 340 330 359 333 165 75
"AT1G04778" 14 4 12 16 5 7 5 2
"AT1G04780" 2813 1737 2515 2414 1654 1535 2185 1184
"AT1G04790" 1246 783 821 762 800 783 936 563
"AT1G04800" 4037 2559 3380 3547 3489 3569 3449 1954
"AT1G04810" 4240 2485 2684 2600 2904 2968 3145 1904
"AT1G04820" 9086 5139 8890 8162 5630 5385 4831 2791
"AT1G04830" 781 480 743 650 475 471 639 305
"AT1G04840" 39 24 26 19 38 43 47 27
"AT1G04850" 4300 2446 2522 2376 2254 2197 2600 1453
"AT1G04860" 1706 962 1249 1227 1295 1184 1405 744
"AT1G04870" 668 405 391 363 769 698 520 311
"AT1G04880" 8 13 12 5 20 13 10 7
"AT1G04890" 0 0 0 0 0 0 0 0
"AT1G04900" 182 110 115 94 208 213 99 67
"AT1G04910" 1483 812 1005 953 698 722 830 418
"AT1G04920" 56 22 24 28 29 35 28 13
"AT1G04930" 94 72 60 67 88 74 58 30
"AT1G04940" 142 93 100 99 190 183 143 81
"AT1G04945" 141 91 112 110 186 188 144 81
"AT1G04950" 1561 872 934 878 942 960 1297 678
"AT1G04960" 494 315 561 544 300 302 380 230
"AT1G04970" 1729 1014 1722 1525 1023 956 1266 776
"AT1G04980" 183 118 118 128 151 143 109 55
"AT1G04985" 1260 751 965 885 970 938 1123 619
"AT1G04990" 715 404 411 488 252 251 180 89
"AT1G05000" 367 218 593 560 290 283 399 200
"AT1G05010" 11164 6845 5128 4565 7623 7200 11909 6664
"AT1G05020" 290 144 119 112 129 104 239 138
"AT1G05030" 353 237 129 121 282 257 343 148
"AT1G05040" 0 0 0 0 0 0 0 0
"AT1G05055" 250 163 192 199 197 209 189 132
"AT1G05060" 447 272 392 381 240 238 381 210
"AT1G05061" 11 8 6 14 17 21 21 9
"AT1G05065" 11 6 10 8 11 11 3 3
"AT1G05070" 790 510 339 301 551 547 641 351
"AT1G05080" 0 0 0 0 0 0 0 0
"AT1G05085" 1 0 1 1 1 0 1 0
"AT1G05090" 24 14 15 15 14 19 21 17
"AT1G05100" 6 2 5 7 2 2 1 3
"AT1G05120" 1095 633 843 769 775 723 942 507
"AT1G05135" 3393 2053 2347 2760 1400 1513 2392 1302
"AT1G05136" 6 5 6 9 4 3 1 2
"AT1G05140" 1309 758 941 921 1224 1202 1279 687
"AT1G05150" 2214 1347 1579 1490 1299 1307 1579 896
"AT1G05160" 689 387 406 354 481 447 617 347
"AT1G05170" 212 102 243 218 133 107 126 61
"AT1G05180" 1276 740 888 774 978 899 1014 574
"AT1G05190" 9509 5635 6952 6379 10425 9993 9095 5097
"AT1G05200" 779 472 75 81 957 981 1244 705
"AT1G05205" 344 211 246 208 277 255 214 120
"AT1G05210" 55 44 45 44 59 71 36 24
"AT1G05220" 74 39 23 14 39 35 34 14
"AT1G05230" 395 242 278 264 465 446 415 242
"AT1G05240" 0 0 0 0 0 0 0 0
"AT1G05250" 1 0 0 0 0 0 0 0
"AT1G05260" 2022 1255 1403 1299 627 561 503 281
"AT1G05270" 2042 1271 1013 883 1149 1036 1738 952
"AT1G05280" 13 12 7 5 13 15 7 1
"AT1G05290" 0 0 0 0 0 0 0 0
"AT1G05291" 0 0 0 0 0 0 0 0
"AT1G05300" 71 54 36 51 108 109 122 81
"AT1G05310" 48 29 43 44 27 25 24 13
"AT1G05320" 758 408 1828 1801 547 567 566 340
"AT1G05330" 5 4 4 7 5 5 1 4
"AT1G05340" 408 225 228 219 133 112 284 149
"AT1G05350" 979 534 410 351 601 635 648 359
"AT1G05360" 787 465 312 288 555 467 795 457
"AT1G05370" 39 20 32 38 43 38 36 23
"AT1G05380" 3703 2049 2375 2248 2251 2124 3023 1707
"AT1G05385" 873 533 526 484 802 724 1021 511
"AT1G05390" 0 0 0 0 0 0 0 0
"AT1G05400" 23 23 30 20 15 16 21 13
"AT1G05410" 910 539 409 371 616 640 762 482
"AT1G05420" 15 5 24 40 11 9 16 9
"AT1G05430" 635 390 495 458 564 488 543 292
"AT1G05440" 13 7 15 12 7 9 9 5
"AT1G05450" 1 0 1 3 0 0 1 1
"AT1G05460" 418 242 245 221 383 369 315 188
"AT1G05470" 449 259 298 273 432 403 428 229
"AT1G05490" 273 150 469 447 42 36 32 15
"AT1G05500" 1946 1115 1261 1125 1258 1195 1269 725
"AT1G05510" 21 13 5 7 1 3 11 10
"AT1G05520" 2013 1159 1434 1310 1245 1232 1420 794
"AT1G05530" 21 19 12 7 14 10 11 3
"AT1G05540" 8 2 5 3 10 16 7 2
"AT1G05550" 5 2 0 0 0 0 3 0
"AT1G05560" 308 191 281 295 303 297 393 218
"AT1G05562" 0 0 0 0 0 0 1 0
"AT1G05570" 7236 4111 5346 5362 3911 3713 4746 2700
"AT1G05575" 148 76 203 160 71 78 173 82
"AT1G05577" 7 8 3 5 11 7 9 6
"AT1G05580" 0 0 0 0 0 0 0 1
"AT1G05590" 542 305 385 430 529 493 478 271
"AT1G05600" 551 340 428 371 517 441 708 381
"AT1G05610" 20 11 22 9 10 6 15 5
"AT1G05615" 0 0 0 0 0 0 0 0
"AT1G05620" 546 310 679 575 294 306 235 146
"AT1G05630" 242 162 146 145 254 275 279 209
