"GSM797869" "GSM797870" "GSM797871" "GSM797874" "GSM797873" "GSM797872"
"AT1G01471" 0 0 0 0 0 0
"AT1G01480" 137 114 163 128 182 75
"AT1G01490" 1484 2135 2054 2018 2083 1361
"AT1G01500" 294 352 324 243 291 195
"AT1G01510" 1431 1394 1347 1129 1172 821
"AT1G01520" 3 6 3 5 4 3
"AT1G01530" 0 0 1 1 0 0
"AT1G01540" 2232 2612 2881 2349 2416 1708
"AT1G01550" 4083 4499 5074 4321 4286 2698
"AT1G01560" 27 5 12 5 11 0
"AT1G01570" 49 51 63 61 54 47
"AT1G01580" 403 196 618 848 687 129
"AT1G01590" 6 6 3 0 3 2
"AT1G01600" 1201 1750 1391 1131 1199 969
"AT1G01610" 2442 3211 3631 3237 3028 2538
"AT1G01620" 23900 42173 63392 52074 62571 39805
"AT1G01630" 1841 2529 2781 2267 2152 1554
"AT1G01640" 288 351 373 319 332 168
"AT1G01650" 894 1109 978 999 996 651
"AT1G01660" 26 62 28 27 17 11
"AT1G01670" 5 5 6 7 10 7
"AT1G01680" 2 5 6 4 4 5
"AT1G01690" 128 116 97 105 90 53
"AT1G01695" 0 4 10 7 0 1
"AT1G01700" 44 24 31 18 30 14
"AT1G01710" 800 851 880 775 785 510
"AT1G01720" 1490 1462 1422 1622 1900 1274
"AT1G01725" 196 178 206 134 181 132
"AT1G01730" 702 782 947 793 855 545
"AT1G01740" 84 89 106 76 58 36
"AT1G01750" 257 547 192 156 160 68
"AT1G01760" 92 67 70 53 45 27
"AT1G01770" 596 508 554 469 475 320
"AT1G01780" 604 890 778 634 885 527
"AT1G01790" 1213 1258 1115 1201 1275 963
"AT1G01800" 1667 2046 1913 1599 1612 941
"AT1G01810" 19 28 40 21 29 16
"AT1G01820" 1255 1380 1494 1158 1309 805
"AT1G01830" 785 887 1011 890 937 557
"AT1G01840" 10 20 20 21 26 8
"AT1G01860" 196 210 170 179 166 110
"AT1G01870" 0 0 0 0 0 0
"AT1G01880" 54 62 62 33 53 29
"AT1G01890" 0 0 0 0 0 0
"AT1G01900" 818 977 616 798 805 550
"AT1G01910" 1305 1629 1578 1287 1236 826
"AT1G01920" 344 344 295 253 269 163
"AT1G01930" 414 429 476 421 383 238
"AT1G01940" 290 245 289 207 215 149
"AT1G01950" 1184 967 1092 859 893 587
"AT1G01960" 5025 4431 4767 3618 3737 2662
"AT1G01970" 650 780 571 543 571 404
"AT1G01980" 0 0 1 0 0 0
"AT1G01990" 660 720 737 518 554 357
"AT1G02000" 660 742 873 721 760 503
"AT1G02010" 286 256 260 235 311 149
"AT1G02020" 398 408 383 360 390 262
"AT1G02030" 12 27 24 27 29 17
"AT1G02040" 0 0 0 0 0 0
"AT1G02050" 214 163 148 180 144 81
"AT1G02060" 308 212 225 206 212 126
"AT1G02065" 5 5 3 4 9 4
"AT1G02070" 6 2 1 2 4 1
"AT1G02074" 0 3 6 1 13 5
"AT1G02080" 4496 3186 3839 2926 2983 2196
"AT1G02090" 894 993 921 863 846 580
"AT1G02100" 1498 1409 1613 1255 1372 838
"AT1G02110" 1664 1320 1387 984 1073 847
"AT1G02120" 2194 2352 2691 2182 2414 1544
"AT1G02130" 1052 1446 1319 1154 1284 822
"AT1G02136" 1 0 0 0 0 1
"AT1G02140" 3102 3913 3690 2625 2888 1862
"AT1G02145" 554 561 517 419 457 282
"AT1G02150" 3098 3844 2739 2533 2744 2027
"AT1G02160" 354 535 474 413 432 313
"AT1G02170" 1042 1042 1117 967 1078 662
"AT1G02180" 201 260 201 216 209 125
"AT1G02190" 22 39 29 35 26 19
"AT1G02205" 6385 8587 6084 6455 6100 4228
"AT1G02210" 0 0 0 0 0 0
"AT1G02220" 337 235 328 190 215 121
"AT1G02228" 0 0 0 0 0 0
"AT1G02230" 30 19 11 21 29 12
"AT1G02250" 0 1 0 0 1 1
"AT1G02260" 591 555 537 391 483 297
"AT1G02270" 606 642 676 560 599 355
"AT1G02280" 3446 3960 2971 2672 2866 1973
"AT1G02290" 306 361 313 290 317 194
"AT1G02300" 225 194 170 162 205 122
"AT1G02305" 3248 4568 5209 4370 4824 3124
"AT1G02310" 21 37 22 60 42 30
"AT1G02320" 1 1 1 2 0 0
"AT1G02330" 763 855 915 642 701 424
"AT1G02335" 555 626 539 599 620 377
"AT1G02340" 950 1254 2260 1611 1829 1180
"AT1G02350" 31 22 20 22 33 11
"AT1G02360" 3076 1175 1947 1232 1702 803
"AT1G02370" 156 161 134 76 95 56
"AT1G02380" 47 47 34 19 24 12
"AT1G02390" 79 48 32 49 43 32
"AT1G02391" 0 0 0 0 0 0
"AT1G02400" 508 514 542 663 651 429
"AT1G02405" 17 16 25 10 21 12
"AT1G02410" 453 467 465 347 369 231
"AT1G02420" 143 146 108 96 99 83
"AT1G02430" 76 60 44 43 39 25
"AT1G02440" 3 3 2 0 3 1
"AT1G02450" 0 3 0 0 3 0
"AT1G02460" 189 175 155 108 133 67
"AT1G02470" 11 27 18 13 12 14
"AT1G02475" 367 481 406 309 348 254
"AT1G02480" 0 0 0 0 0 0
"AT1G02490" 1 2 1 1 0 0
"AT1G02500" 17587 19366 21434 16738 17987 12025
"AT1G02510" 0 0 0 0 0 0
"AT1G02520" 605 284 472 319 380 126
"AT1G02530" 18 10 0 5 2 5
"AT1G02540" 0 0 0 0 0 0
"AT1G02550" 0 0 0 0 0 0
"AT1G02560" 4196 4750 3957 3320 3263 2411
"AT1G02570" 23 81 35 17 27 14
"AT1G02575" 2 12 4 11 12 7
"AT1G02580" 35 30 83 30 28 31
"AT1G02590" 0 0 0 0 0 0
"AT1G02600" 0 0 0 0 0 0
"AT1G02610" 108 101 115 87 115 45
"AT1G02620" 56 57 52 32 39 35
"AT1G02630" 14 13 11 6 13 8
"AT1G02640" 7326 8321 7131 6097 6747 4197
"AT1G02650" 41 62 86 46 43 35
"AT1G02660" 517 688 974 889 956 638
"AT1G02670" 34 47 22 31 16 22
"AT1G02680" 234 247 206 211 190 118
"AT1G02681" 0 1 0 0 0 1
"AT1G02690" 459 496 374 337 325 222
"AT1G02700" 25 26 31 39 58 37
"AT1G02710" 48 66 22 50 47 35
"AT1G02720" 473 609 430 402 439 291
"AT1G02730" 1425 1594 1356 1071 1020 848
"AT1G02740" 203 242 265 255 202 126
"AT1G02750" 317 380 362 278 303 201
"AT1G02760" 0 0 0 0 0 0
"AT1G02770" 37 54 56 43 35 35
"AT1G02780" 15164 17972 14544 11768 11668 7836
"AT1G02790" 0 0 1 0 0 0
"AT1G02800" 1576 1517 1873 1212 1252 1072
"AT1G02810" 1204 1192 1281 822 861 658
"AT1G02813" 3 2 2 1 1 0
"AT1G02816" 774 1114 999 787 807 569
"AT1G02820" 16 25 18 28 32 17
"AT1G02830" 0 2 0 0 0 0
"AT1G02840" 3142 3454 2608 2626 3174 2015
"AT1G02850" 420 257 244 291 331 87
"AT1G02860" 286 394 613 501 577 298
"AT1G02870" 436 394 333 257 220 161
"AT1G02880" 408 451 494 348 409 251
"AT1G02890" 3993 3693 3983 3292 3525 2357
"AT1G02900" 977 1625 1410 1464 1489 874
"AT1G02910" 898 895 829 763 728 525
"AT1G02920" 20284 1752 2695 1791 2259 1044
"AT1G02930" 16939 1054 1367 1202 1167 742
"AT1G02940" 5 1 0 0 1 0
"AT1G02950" 137 191 202 165 153 112
"AT1G02952" 0 0 0 2 0 0
"AT1G02960" 361 391 458 390 344 227
"AT1G02965" 0 0 0 0 0 0
"AT1G02970" 98 125 105 88 79 66
"AT1G02980" 1 12 28 3 6 3
"AT1G02990" 819 801 1054 780 788 533
"AT1G03000" 994 871 961 702 729 490
"AT1G03010" 86 82 34 48 52 22
"AT1G03020" 0 0 0 2 0 0
"AT1G03022" 0 0 0 0 0 0
"AT1G03030" 488 591 529 434 426 263
"AT1G03040" 921 1073 994 913 992 641
"AT1G03050" 0 0 0 0 0 0
"AT1G03055" 0 1 0 2 1 3
"AT1G03060" 3247 2546 3278 2392 2371 1808
"AT1G03070" 64 67 42 50 48 31
"AT1G03080" 4436 3224 4585 4222 4154 2751
"AT1G03090" 1409 1998 2968 2361 3340 1763
"AT1G03100" 89 90 74 53 50 22
"AT1G03103" 0 0 0 0 0 0
"AT1G03106" 55 50 50 34 37 28
"AT1G03110" 313 338 297 211 247 156
"AT1G03120" 12 16 17 19 24 14
"AT1G03130" 1380 2328 1028 2438 2399 1522
"AT1G03140" 1595 1813 1803 1557 1703 1034
"AT1G03150" 268 314 297 243 288 151
"AT1G03160" 1343 1242 977 947 928 698
"AT1G03170" 59 70 145 105 98 45
"AT1G03180" 62 94 72 55 64 28
"AT1G03190" 359 319 352 303 346 216
"AT1G03200" 8 14 13 8 15 9
"AT1G03210" 864 1019 1000 934 941 540
"AT1G03220" 26001 12064 16866 13238 14299 9055
"AT1G03230" 3316 2797 2298 2303 2421 1670
"AT1G03240" 4 1 0 2 2 2
"AT1G03250" 488 523 626 459 461 348
"AT1G03260" 343 405 469 404 369 281
"AT1G03270" 92 79 79 54 56 36
"AT1G03280" 1296 1349 1515 1373 1514 997
"AT1G03290" 735 836 997 764 892 502
"AT1G03300" 83 101 86 94 83 49
"AT1G03310" 853 809 541 665 562 446
"AT1G03320" 52 76 45 45 38 44
"AT1G03330" 594 775 672 495 544 386
"AT1G03340" 67 111 83 115 110 54
"AT1G03350" 1957 2661 2809 2266 2207 1475
"AT1G03360" 200 201 138 113 94 60
"AT1G03365" 689 540 585 502 505 338
"AT1G03370" 1439 1424 1711 1390 1530 960
"AT1G03380" 2313 2756 3039 2470 2898 1915
"AT1G03390" 4 1 2 4 0 1
"AT1G03400" 62 66 72 68 78 47
"AT1G03410" 142 202 127 171 211 136
"AT1G03420" 1 0 0 1 1 0
"AT1G03430" 419 517 644 400 417 307
"AT1G03440" 329 293 352 320 337 293
"AT1G03445" 39 52 59 45 46 24
"AT1G03457" 466 543 590 563 594 284
"AT1G03470" 243 330 321 274 251 153
"AT1G03475" 4321 5113 3658 3443 3342 2560
"AT1G03490" 1 0 1 3 3 1
"AT1G03495" 154 211 271 187 190 112
"AT1G03502" 4 7 3 0 2 2
"AT1G03506" 4 2 5 6 1 3
"AT1G03510" 52 60 36 47 42 20
"AT1G03515" 0 0 1 0 0 0
"AT1G03520" 354 485 461 384 407 274
"AT1G03530" 503 439 308 273 329 187
"AT1G03540" 53 52 55 38 52 32
"AT1G03545" 0 2 0 1 0 3
"AT1G03550" 109 78 99 54 68 38
"AT1G03560" 307 334 327 277 324 189
"AT1G03570" 0 0 0 0 0 0
"AT1G03580" 16 21 8 12 11 5
"AT1G03590" 1360 1597 1693 1399 1665 1000
"AT1G03600" 2337 2389 1986 2216 2434 1709
"AT1G03610" 1528 1001 1319 745 783 479
"AT1G03620" 21 16 24 24 26 19
"AT1G03630" 1349 1808 1021 1415 1369 1012
"AT1G03640" 0 0 0 0 0 0
"AT1G03650" 55 66 66 42 45 21
"AT1G03660" 20 27 25 23 23 14
"AT1G03670" 0 0 0 0 0 0
"AT1G03680" 1858 2412 1724 1697 1728 1417
"AT1G03687" 434 415 300 258 317 200
"AT1G03700" 7 16 18 30 34 34
"AT1G03710" 3 0 4 0 3 0
"AT1G03720" 0 0 0 0 0 0
"AT1G03730" 370 518 359 430 413 256
"AT1G03740" 1782 1346 1710 1355 1390 858
"AT1G03743" 0 11 3 4 6 3
"AT1G03746" 0 5 1 3 2 0
"AT1G03750" 228 221 238 214 219 140
"AT1G03760" 166 170 168 119 147 82
"AT1G03770" 318 260 367 250 284 137
"AT1G03780" 334 361 311 299 260 186
"AT1G03790" 437 566 363 604 606 581
"AT1G03800" 77 98 99 59 72 44
"AT1G03810" 0 0 0 0 0 0
"AT1G03820" 122 184 118 104 140 78
"AT1G03830" 382 389 281 258 263 165
"AT1G03840" 56 70 32 33 36 22
"AT1G03850" 785 979 1192 1229 1585 772
"AT1G03860" 1632 1527 1350 1022 1052 672
"AT1G03870" 29689 40821 62549 37686 38595 30988
"AT1G03880" 41 9 17 11 38 3
"AT1G03890" 1 1 0 0 1 0
"AT1G03900" 3631 4339 4367 3797 4241 2555
"AT1G03905" 213 194 267 187 213 130
"AT1G03910" 2037 2037 2094 1796 1878 1179
"AT1G03920" 133 126 156 143 151 64
"AT1G03930" 852 975 1173 999 1055 627
"AT1G03935" 30 46 54 31 51 26
"AT1G03940" 222 223 234 245 200 137
"AT1G03950" 351 402 481 384 386 219
"AT1G03960" 238 181 211 155 213 107
"AT1G03970" 151 193 231 187 195 123
"AT1G03980" 20 15 14 8 7 8
"AT1G03982" 0 0 0 0 0 0
"AT1G03990" 144 107 93 134 124 77
"AT1G04000" 302 337 206 317 410 276
"AT1G04010" 320 354 368 278 278 217
"AT1G04020" 326 344 270 259 222 162
"AT1G04030" 294 282 281 262 320 192
"AT1G04040" 9927 8939 9099 5958 5625 3981
"AT1G04050" 119 111 146 119 134 71
"AT1G04070" 173 225 198 177 201 127
"AT1G04080" 3477 2392 2376 1833 1997 1357
"AT1G04090" 31 48 25 37 57 32
"AT1G04100" 131 152 113 126 115 64
"AT1G04110" 114 167 127 113 109 99
"AT1G04120" 4429 4394 4776 3986 3964 2440
"AT1G04130" 228 184 224 187 183 125
"AT1G04140" 4258 4634 4858 3992 4323 2824
"AT1G04150" 2 7 2 0 4 1
"AT1G04160" 507 508 558 453 450 310
"AT1G04170" 3295 3480 3438 2742 2592 1781
"AT1G04171" 1 0 0 0 0 0
"AT1G04180" 109 131 83 123 132 47
"AT1G04190" 774 962 914 727 781 522
"AT1G04200" 1000 1002 1191 958 861 593
"AT1G04210" 1654 1558 1386 1357 1384 962
"AT1G04220" 2157 3219 3590 2717 2460 2186
"AT1G04230" 331 329 317 318 248 180
"AT1G04240" 1675 3169 3033 2287 2506 1600
"AT1G04250" 7242 11195 13253 10094 9812 6533
"AT1G04260" 523 544 531 477 479 322
"AT1G04270" 7934 9305 7380 5852 5547 3866
"AT1G04280" 1640 2041 2313 2169 2360 1671
"AT1G04290" 46 77 68 58 59 30
"AT1G04295" 1 0 0 0 0 0
"AT1G04300" 2616 2099 2562 1893 2152 1409
"AT1G04310" 682 823 619 545 663 389
"AT1G04320" 0 0 0 0 0 0
"AT1G04330" 3 6 12 5 12 9
"AT1G04340" 496 559 533 382 447 314
"AT1G04350" 57 82 86 101 135 61
"AT1G04360" 79 115 101 84 100 66
"AT1G04370" 0 0 0 0 0 0
"AT1G04380" 3 9 9 6 0 1
"AT1G04390" 280 268 255 221 190 105
"AT1G04400" 4463 5597 6415 5390 6065 3627
"AT1G04410" 38893 45825 51885 38417 37682 24957
"AT1G04420" 1892 2159 1744 1642 1545 1147
"AT1G04425" 19 44 35 31 13 8
"AT1G04430" 6789 7333 7375 5918 5896 3999
"AT1G04440" 2045 2319 2990 2279 2426 1498
"AT1G04445" 13 13 28 14 21 11
"AT1G04450" 0 0 0 0 0 0
"AT1G04457" 36 25 19 15 26 7
"AT1G04470" 0 3 0 2 0 1
"AT1G04480" 3195 3589 2957 2361 2546 1675
"AT1G04490" 75 73 81 53 46 28
"AT1G04500" 2 0 1 0 0 0
"AT1G04501" 0 0 0 0 0 0
"AT1G04510" 1657 1705 1528 1253 1174 804
"AT1G04520" 692 802 588 537 550 347
"AT1G04530" 1009 1277 1059 1043 1127 757
"AT1G04540" 142 128 130 98 107 59
"AT1G04550" 459 515 491 436 486 338
"AT1G04555" 114 183 166 148 136 86
"AT1G04560" 35 27 5 18 28 7
"AT1G04570" 24 37 28 20 21 18
"AT1G04580" 5 2 2 2 1 1
"AT1G04590" 432 517 493 395 354 282
"AT1G04600" 21 16 21 19 11 14
"AT1G04610" 362 293 280 266 301 135
"AT1G04620" 1085 1204 978 939 962 729
"AT1G04625" 0 0 2 1 0 0
"AT1G04630" 734 952 729 767 768 525
"AT1G04635" 37 80 56 53 33 24
"AT1G04640" 420 522 354 347 313 312
"AT1G04645" 0 0 0 0 0 0
"AT1G04650" 77 87 55 58 39 41
"AT1G04660" 3 17 14 32 38 18
"AT1G04670" 3 1 0 0 0 0
"AT1G04680" 7466 8909 10634 8307 8306 5986
"AT1G04684" 0 0 0 0 0 0
"AT1G04690" 2795 3491 3453 2693 2793 1765
"AT1G04700" 135 139 127 92 102 63
"AT1G04710" 438 491 412 358 369 253
"AT1G04720" 0 0 0 0 0 0
"AT1G04730" 213 168 179 143 128 75
"AT1G04750" 2882 3622 3512 2784 2952 1912
"AT1G04760" 45 49 51 35 35 20
"AT1G04770" 1334 959 997 831 711 660
"AT1G04778" 19 15 20 18 18 12
"AT1G04780" 2275 2135 2699 1935 1953 1356
"AT1G04790" 657 654 598 554 612 399
"AT1G04800" 2951 3402 2150 3035 3147 2512
"AT1G04810" 2842 2732 2766 2239 2409 1655
"AT1G04820" 29373 35899 33487 27420 28313 19958
"AT1G04830" 560 578 669 489 580 318
"AT1G04840" 47 26 18 30 30 16
"AT1G04850" 3052 3130 3351 2767 2866 1825
"AT1G04860" 1442 1380 1448 1217 1219 856
"AT1G04870" 811 729 632 498 518 306
"AT1G04880" 13 11 16 10 12 11
"AT1G04890" 0 0 0 2 0 0
"AT1G04900" 267 268 276 214 209 114
"AT1G04910" 1302 1576 1453 1232 1223 857
"AT1G04920" 40 42 25 19 33 22
"AT1G04930" 131 127 98 119 117 64
"AT1G04940" 76 102 74 76 68 49
"AT1G04945" 187 143 123 95 91 54
"AT1G04950" 758 583 534 451 544 374
"AT1G04960" 727 864 1138 828 853 575
"AT1G04970" 1070 1361 1549 1226 1328 861
"AT1G04980" 614 729 623 531 502 317
"AT1G04985" 611 611 604 558 609 403
"AT1G04990" 824 1076 1170 1075 959 649
"AT1G05000" 667 787 819 503 550 434
"AT1G05010" 3983 5746 4182 4827 4823 3312
"AT1G05020" 31 84 68 68 53 51
"AT1G05030" 183 267 296 229 230 172
"AT1G05040" 0 0 0 0 0 0
"AT1G05055" 307 401 382 325 345 228
"AT1G05060" 221 272 350 279 298 175
"AT1G05061" 11 14 11 5 9 3
"AT1G05065" 38 23 39 30 18 14
"AT1G05070" 401 467 368 338 381 251
"AT1G05080" 0 0 0 0 0 1
"AT1G05085" 0 0 0 0 0 0
"AT1G05090" 37 51 46 40 54 21
"AT1G05100" 34 47 36 55 69 74
"AT1G05120" 823 868 869 857 930 570
"AT1G05135" 9494 8384 12254 6145 7808 5571
"AT1G05136" 20 25 23 18 22 9
"AT1G05140" 709 1003 744 741 797 558
"AT1G05150" 2645 3192 3181 2543 2816 1994
"AT1G05160" 308 206 247 192 221 126
"AT1G05170" 729 863 695 711 737 458
"AT1G05180" 1176 1266 1287 969 969 582
"AT1G05190" 6063 7826 5393 5266 5385 4180
"AT1G05200" 278 263 246 327 283 201
"AT1G05205" 741 898 756 550 654 437
"AT1G05210" 184 251 187 207 158 113
"AT1G05220" 59 42 47 33 36 25
"AT1G05230" 544 684 720 588 582 421
"AT1G05240" 55 93 74 40 33 18
"AT1G05250" 60 100 47 37 48 13
"AT1G05260" 6207 7152 8160 7698 8126 5036
"AT1G05270" 1011 1050 1030 941 1024 674
"AT1G05280" 96 61 27 42 35 12
"AT1G05290" 0 0 1 0 0 0
"AT1G05291" 0 0 0 0 0 0
"AT1G05300" 178 126 112 131 152 103
"AT1G05310" 231 297 182 198 198 129
"AT1G05320" 1345 1386 1661 1496 1457 963
"AT1G05330" 6 4 2 1 3 1
"AT1G05340" 183 313 272 397 417 289
"AT1G05350" 982 1064 1003 880 910 569
"AT1G05360" 337 412 320 311 303 215
"AT1G05370" 58 35 13 23 28 17
"AT1G05380" 2245 2020 2192 1711 1924 1294
"AT1G05385" 272 361 264 208 243 192
"AT1G05390" 0 0 0 0 0 0
"AT1G05400" 30 30 36 41 44 15
"AT1G05410" 355 381 424 309 305 221
"AT1G05420" 52 84 107 97 82 73
"AT1G05430" 561 754 709 551 551 400
"AT1G05440" 49 59 22 36 33 21
"AT1G05450" 12 16 16 22 30 41
"AT1G05460" 412 410 320 291 320 183
"AT1G05470" 296 283 242 223 277 163
"AT1G05490" 320 274 325 221 245 199
"AT1G05500" 1976 2379 2322 1891 1767 1199
"AT1G05510" 20 7 5 6 12 3
"AT1G05520" 2235 2120 2070 1745 1793 1268
"AT1G05530" 93 95 30 40 54 25
"AT1G05540" 20 13 7 12 10 7
"AT1G05550" 0 5 7 6 3 1
"AT1G05560" 68 72 44 56 74 48
"AT1G05562" 0 0 1 0 0 0
"AT1G05570" 4215 5294 6549 5453 5919 3495
"AT1G05575" 105 118 105 97 107 38
"AT1G05577" 7 8 3 2 2 2
"AT1G05580" 0 0 0 0 0 0
"AT1G05590" 674 923 803 663 766 499
"AT1G05600" 266 280 262 235 206 160
"AT1G05610" 2 14 9 4 12 5
"AT1G05615" 0 0 0 0 0 0
"AT1G05620" 1065 1202 1143 907 891 621
"AT1G05630" 356 395 370 344 356 206
"AT1G05640" 125 146 119 128 131 55
"AT1G05650" 5 10 21 35 59 8
"AT1G05660" 157 322 124 205 272 69
"AT1G05670" 174 130 151 153 165 97
"AT1G05675" 104 1 6 3 4 4
"AT1G05680" 257 115 71 125 173 33
"AT1G05690" 17 32 42 35 24 12
"AT1G05700" 248 42 283 148 206 26
"AT1G05710" 425 430 402 290 377 248
"AT1G05720" 492 742 630 524 548 332
"AT1G05730" 33 12 13 15 13 11
"AT1G05740" 0 0 2 0 0 0
"AT1G05750" 116 147 119 98 80 80
"AT1G05760" 0 0 0 0 0 0
"AT1G05770" 29 34 38 40 52 27
"AT1G05780" 267 291 298 244 213 143
"AT1G05785" 196 279 390 221 312 153
"AT1G05790" 801 642 763 765 880 511
"AT1G05800" 0 0 0 0 0 0
"AT1G05805" 546 631 694 643 831 493
"AT1G05810" 1347 1433 1680 1306 1443 1020
"AT1G05820" 105 88 102 69 74 46
"AT1G05830" 1128 871 989 756 875 551
"AT1G05835" 991 1160 836 798 894 655
"AT1G05840" 720 775 837 682 842 474
"AT1G05850" 28832 41034 49688 37153 36921 26002
"AT1G05860" 224 230 230 210 251 142
"AT1G05870" 903 1040 928 988 1006 639
"AT1G05880" 5 0 0 1 0 3
"AT1G05890" 2324 2204 2385 1913 2398 1444
"AT1G05894" 10 12 6 7 5 5
"AT1G05900" 186 225 181 182 217 119
"AT1G05910" 1024 870 998 796 845 525
"AT1G05920" 0 0 0 0 0 0
"AT1G05925" 0 0 0 0 0 0
"AT1G05930" 0 0 0 0 0 0
"AT1G05940" 1099 1181 1204 1044 1131 786
"AT1G05950" 151 150 165 141 118 97
"AT1G05960" 3824 3995 4077 3498 3596 2413
"AT1G05970" 144 139 151 126 144 86
"AT1G05980" 0 0 0 1 0 0
"AT1G05990" 5 15 2 2 4 1
"AT1G06000" 868 1219 1247 1144 827 799
"AT1G06002" 0 0 0 0 0 0
"AT1G06010" 316 348 319 240 280 185
"AT1G06020" 12 16 41 14 20 11
"AT1G06030" 1 0 15 5 10 4
"AT1G06040" 670 623 1089 769 929 592
"AT1G06050" 147 161 249 155 164 101
"AT1G06060" 694 788 870 714 700 474
"AT1G06070" 962 935 872 741 741 502
"AT1G06080" 1983 2920 1909 2454 2272 1712
"AT1G06090" 763 737 328 459 542 192
"AT1G06100" 0 0 1 0 0 0
"AT1G06110" 1303 1546 1468 1387 1581 916
"AT1G06120" 157 170 133 202 265 103
"AT1G06130" 766 707 637 588 646 389
"AT1G06135" 3 0 0 0 1 1
"AT1G06137" 4 0 0 0 0 0
"AT1G06140" 52 41 49 20 38 21
"AT1G06148" 0 1 1 0 1 2
"AT1G06149" 0 0 0 0 0 0
"AT1G06150" 75 98 65 81 89 67
"AT1G06160" 34 14 18 10 17 4
"AT1G06170" 4 3 4 5 4 2
"AT1G06180" 93 98 75 64 62 31
"AT1G06190" 2704 2992 2190 1765 1723 1171
"AT1G06200" 1423 1856 1683 1362 1498 937
"AT1G06210" 766 1110 917 839 844 509
"AT1G06220" 2340 2276 2018 1662 1782 1164
"AT1G06225" 1 3 1 4 2 0
"AT1G06230" 1980 1946 2011 1806 1878 1208
"AT1G06240" 188 184 158 130 135 99
"AT1G06250" 56 42 33 27 27 23
"AT1G06260" 0 1 0 0 0 0
"AT1G06265" 145 88 56 45 42 34
"AT1G06270" 74 105 49 60 60 43
"AT1G06280" 0 0 1 0 0 0
"AT1G06290" 4146 4265 3600 2817 2808 1941
"AT1G06310" 23 21 7 8 8 0
"AT1G06320" 24 50 8 25 24 20
"AT1G06330" 32 51 39 54 42 51
"AT1G06340" 11 12 19 16 24 16
"AT1G06350" 1952 2350 2230 1592 1272 1014
"AT1G06360" 1882 2371 2618 2616 2667 1957
"AT1G06370" 101 66 66 47 68 32
"AT1G06380" 192 238 213 189 205 122
"AT1G06390" 2207 2071 2258 1874 1996 1302
"AT1G06400" 1688 1959 2047 1876 2020 1215
"AT1G06410" 5238 6547 7473 5961 6262 4064
"AT1G06420" 64 65 42 52 44 31
"AT1G06430" 872 915 876 985 1104 708
"AT1G06440" 61 65 57 37 47 26
"AT1G06450" 162 169 169 156 156 92
"AT1G06460" 583 515 447 473 519 397
"AT1G06470" 766 910 957 754 747 481
"AT1G06475" 37 64 58 48 44 38
"AT1G06480" 0 0 0 0 0 0
"AT1G06490" 405 305 370 263 292 220
"AT1G06500" 168 195 187 137 142 112
"AT1G06510" 351 346 279 285 286 231
"AT1G06515" 391 424 363 311 276 208
