"GSM1173202" "GSM1173203" "GSM1173204" "GSM1173205" "GSM1173206" "GSM1173207"
"AT1G01590" 3 9 1 5 12 17
"AT1G01600" 5 9 168 100 58 90
"AT1G01610" 1035 1648 6471 5974 8429 9566
"AT1G01620" 3711 4595 31127 28984 15130 19219
"AT1G01630" 1495 2344 1423 1426 1632 1688
"AT1G01640" 35 42 66 73 132 86
"AT1G01650" 717 1091 10227 11430 5250 5734
"AT1G01660" 49 60 96 116 52 50
"AT1G01670" 97 147 51 68 111 86
"AT1G01680" 28 43 16 18 51 81
"AT1G01690" 65 120 36 38 122 175
"AT1G01695" 10 4 8 11 36 44
"AT1G01700" 16 41 63 72 101 98
"AT1G01710" 687 944 2627 3202 2918 3040
"AT1G01720" 105 161 4396 4441 4960 6000
"AT1G01725" 71 103 119 84 216 181
"AT1G01730" 222 267 599 576 686 672
"AT1G01740" 138 169 89 92 132 156
"AT1G01750" 17 20 17 39 29 34
"AT1G01760" 61 63 58 74 90 109
"AT1G01770" 626 819 1101 1597 1639 2310
"AT1G01780" 203 278 418 549 853 778
"AT1G01790" 5400 6161 6302 6698 4853 7244
"AT1G01800" 1367 1621 1571 1643 1787 1925
"AT1G01810" 1 3 8 8 13 9
"AT1G01820" 935 1120 1561 2051 2423 2190
"AT1G01830" 360 569 1452 1576 2594 2638
"AT1G01840" 19 20 9 12 12 10
"AT1G01860" 406 484 156 196 315 311
"AT1G01870" 0 0 0 0 0 0
"AT1G01880" 11 33 58 61 66 84
"AT1G01890" 0 0 0 0 0 0
"AT1G01900" 108 74 1472 936 342 589
"AT1G01910" 989 1164 1379 1482 1133 1146
"AT1G01920" 241 326 273 256 292 390
"AT1G01930" 227 306 493 594 516 657
"AT1G01940" 215 165 108 121 178 170
"AT1G01950" 287 351 203 189 172 168
"AT1G01960" 2000 2519 1633 1768 1587 2254
"AT1G01970" 849 929 610 609 433 561
"AT1G01980" 0 6 1 1 1 0
"AT1G01990" 274 283 607 688 877 784
"AT1G02000" 154 244 571 649 446 458
"AT1G02010" 279 327 325 338 384 463
"AT1G02020" 270 335 543 632 1125 1090
"AT1G02030" 0 1 2 6 30 58
"AT1G02040" 0 0 0 0 2 2
"AT1G02050" 83 74 90 89 166 195
"AT1G02060" 95 105 102 136 160 250
"AT1G02065" 0 0 0 0 0 0
"AT1G02070" 3 0 7 8 2 5
"AT1G02074" 0 0 0 0 0 0
"AT1G02080" 2482 3182 4931 6271 4954 8466
"AT1G02090" 431 466 766 751 768 676
"AT1G02100" 417 544 723 840 1372 1343
"AT1G02110" 350 388 224 244 194 218
"AT1G02120" 1627 2052 1710 2000 2752 2977
"AT1G02130" 624 785 816 834 1428 1273
"AT1G02136" 0 0 1 0 1 1
"AT1G02140" 1468 1790 1901 1890 2333 2054
"AT1G02145" 426 501 318 332 622 639
"AT1G02150" 3123 3410 1878 1882 1459 1576
"AT1G02160" 297 394 382 459 495 425
"AT1G02170" 564 704 1056 1121 873 793
"AT1G02180" 77 110 175 132 49 41
"AT1G02190" 1 8 19 18 1 3
"AT1G02205" 1801 4207 39018 43624 44115 60003
"AT1G02210" 0 0 0 0 0 0
"AT1G02220" 49 66 304 191 144 144
"AT1G02228" 0 0 0 0 0 0
"AT1G02230" 67 125 1 0 0 1
"AT1G02250" 1 0 3 5 1 5
"AT1G02260" 460 621 520 551 660 625
"AT1G02270" 831 1113 1071 1052 1282 1208
"AT1G02280" 1858 2000 1075 1109 831 947
"AT1G02290" 147 166 53 29 127 117
"AT1G02300" 1972 3197 2013 3400 5053 5016
"AT1G02305" 1192 1918 4089 4934 10804 9583
"AT1G02310" 0 2 7 12 228 281
"AT1G02320" 0 0 0 0 1 0
"AT1G02330" 223 293 501 507 556 538
"AT1G02335" 84 107 210 226 640 873
"AT1G02340" 9 79 183 388 440 399
"AT1G02350" 74 90 8 8 15 16
"AT1G02360" 119 129 8 8 16 16
"AT1G02370" 121 88 49 28 115 92
"AT1G02380" 61 94 98 87 72 75
"AT1G02390" 51 129 254 435 1006 932
"AT1G02391" 0 0 0 0 0 0
"AT1G02400" 12 7 4172 4000 3700 4680
"AT1G02405" 0 5 31 31 4 12
"AT1G02410" 403 498 367 378 685 639
"AT1G02420" 74 67 81 96 84 126
"AT1G02430" 31 26 33 30 49 58
"AT1G02440" 15 11 8 5 5 13
"AT1G02450" 177 186 6 1 2 1
"AT1G02460" 64 46 234 184 9 47
"AT1G02470" 11 29 103 217 1051 707
"AT1G02475" 1431 1951 2734 3161 2619 2523
"AT1G02480" 0 0 0 0 0 0
"AT1G02490" 0 1 0 0 0 0
"AT1G02500" 3004 3612 7852 8491 12475 13624
"AT1G02510" 0 0 0 1 0 0
"AT1G02520" 5 4 23 22 37 51
"AT1G02530" 5 5 2 5 0 1
"AT1G02540" 0 0 0 0 0 0
"AT1G02550" 0 0 0 0 0 0
"AT1G02560" 8146 9350 12703 13697 15841 13375
"AT1G02570" 0 0 2 1 5 6
"AT1G02575" 0 0 0 0 0 0
"AT1G02580" 0 0 1 0 5 1
"AT1G02590" 0 0 0 0 0 0
"AT1G02600" 0 0 0 0 0 0
"AT1G02610" 37 114 252 347 786 873
"AT1G02620" 8 18 1 6 20 11
"AT1G02630" 0 2 0 0 1 0
"AT1G02640" 79 92 103 85 156 195
"AT1G02650" 7 13 16 20 29 30
"AT1G02660" 117 255 2983 5080 8365 13649
"AT1G02670" 35 37 92 100 149 253
"AT1G02680" 118 163 228 213 299 287
"AT1G02681" 0 0 0 0 0 0
"AT1G02690" 72 61 74 69 80 88
"AT1G02700" 19 17 12 17 110 130
"AT1G02710" 23 17 7 5 8 7
"AT1G02720" 242 257 200 154 103 96
"AT1G02730" 265 156 92 82 27 52
"AT1G02740" 127 166 150 190 294 289
"AT1G02750" 161 195 295 283 449 394
"AT1G02760" 0 0 0 0 0 0
"AT1G02770" 23 58 40 100 172 102
"AT1G02780" 8575 7799 7283 7058 7647 6794
"AT1G02790" 0 41 0 1 6 0
"AT1G02800" 10 8 1 3 3 6
"AT1G02810" 2 2 1 0 0 0
"AT1G02813" 0 0 0 0 0 0
"AT1G02816" 134 227 1716 2395 2678 3013
"AT1G02820" 122 188 25 42 231 164
"AT1G02830" 0 1 0 0 0 0
"AT1G02840" 1044 1212 2705 2854 3412 3762
"AT1G02850" 6 21 2080 1578 3058 2921
"AT1G02860" 131 259 663 732 1163 1255
"AT1G02870" 214 219 373 382 512 463
"AT1G02880" 274 429 569 678 782 671
"AT1G02890" 1238 1656 3218 3852 2693 3691
"AT1G02900" 9 8 34 44 14 18
"AT1G02910" 1762 1979 1830 1874 1319 1509
"AT1G02920" 451 699 559 644 1128 372
"AT1G02930" 949 938 4526 3871 1940 880
"AT1G02940" 0 0 0 0 0 0
"AT1G02950" 17 13 136 93 118 88
"AT1G02952" 0 0 0 0 0 0
"AT1G02960" 355 515 609 691 769 782
"AT1G02965" 0 0 1 0 0 0
"AT1G02970" 96 42 29 27 4 5
"AT1G02980" 0 0 0 2 0 0
"AT1G02990" 435 588 1459 2008 1404 1813
"AT1G03000" 739 922 596 672 775 971
"AT1G03010" 16 20 56 47 3 4
"AT1G03020" 9 10 22 35 13 6
"AT1G03022" 0 0 0 0 0 0
"AT1G03030" 291 401 501 500 900 807
"AT1G03040" 540 607 1482 1452 1454 1413
"AT1G03050" 0 2 2 0 0 0
"AT1G03055" 127 121 26 24 72 72
"AT1G03060" 1072 1578 3208 4684 1609 3694
"AT1G03070" 10 6 46 77 310 343
"AT1G03080" 1186 1642 18112 23946 10453 17502
"AT1G03090" 377 620 3552 4102 4972 5844
"AT1G03100" 58 76 60 67 66 104
"AT1G03103" 0 0 0 1 1 0
"AT1G03106" 8 30 63 138 394 448
"AT1G03110" 199 145 145 149 96 88
"AT1G03120" 2 1 11 9 19 19
"AT1G03130" 28166 34994 14884 14841 20891 25054
"AT1G03140" 709 933 1631 1612 2315 2245
"AT1G03150" 224 302 368 371 467 447
"AT1G03160" 2388 2711 2322 2443 1746 2085
"AT1G03170" 0 0 5 2 4 5
"AT1G03180" 24 32 38 33 27 34
"AT1G03190" 196 196 275 286 351 409
"AT1G03200" 2 4 26 29 31 39
"AT1G03210" 451 450 306 332 252 214
"AT1G03220" 653 1184 7293 10663 3801 3692
"AT1G03230" 392 514 227 225 216 194
"AT1G03240" 1 2 3 16 11 11
"AT1G03250" 541 639 900 962 1239 1187
"AT1G03260" 189 198 186 176 167 164
"AT1G03270" 65 86 32 39 37 29
"AT1G03280" 549 736 924 1183 1536 1622
"AT1G03290" 778 1214 1677 2242 3542 3293
"AT1G03300" 106 127 6 8 24 35
"AT1G03310" 2588 3364 788 760 2102 2428
"AT1G03320" 5 1 3 1 3 1
"AT1G03330" 377 457 545 611 712 655
"AT1G03340" 75 98 25 28 66 52
"AT1G03350" 613 735 1790 2274 1816 2008
"AT1G03360" 143 87 102 80 78 102
"AT1G03365" 370 435 571 696 854 899
"AT1G03370" 1225 1432 1560 1651 1143 1467
"AT1G03380" 723 1144 2017 2562 4521 5479
"AT1G03390" 1 3 2 1 1 4
"AT1G03400" 1240 1633 326 441 1213 1064
"AT1G03410" 62 105 191 234 359 311
"AT1G03420" 0 0 1 0 1 0
"AT1G03430" 490 727 553 657 812 827
"AT1G03440" 247 330 155 162 524 532
"AT1G03445" 1 1 0 0 2 1
"AT1G03457" 48 46 13 5 20 20
"AT1G03470" 39 37 44 33 64 101
"AT1G03475" 7915 7688 4020 3403 1905 1852
"AT1G03490" 0 0 0 0 0 0
"AT1G03495" 36 72 132 169 138 129
"AT1G03502" 1 2 3 3 3 2
"AT1G03506" 1 1 3 6 12 11
"AT1G03510" 44 31 32 35 25 21
"AT1G03515" 0 0 0 0 0 0
"AT1G03520" 187 290 805 1063 1713 1794
"AT1G03530" 204 168 132 210 282 369
"AT1G03540" 28 27 39 53 30 52
"AT1G03545" 1 3 1 6 7 6
"AT1G03550" 25 61 98 120 337 276
"AT1G03560" 170 197 161 181 185 219
"AT1G03570" 0 0 0 0 0 0
"AT1G03580" 6 12 2 9 138 158
"AT1G03590" 195 246 2010 2038 1329 1510
"AT1G03600" 11958 12657 5360 4626 3426 4365
"AT1G03610" 321 526 1459 1790 3631 4189
"AT1G03620" 8 7 12 19 42 37
"AT1G03630" 9846 10405 3289 2789 2295 2600
"AT1G03640" 0 0 0 0 0 0
"AT1G03650" 63 94 80 91 86 69
"AT1G03660" 0 1 0 0 2 0
"AT1G03670" 0 1 0 1 1 4
"AT1G03680" 9934 11334 10911 10615 8890 8004
"AT1G03687" 266 266 157 141 176 188
"AT1G03700" 0 0 0 0 0 0
"AT1G03710" 3 5 4 5 4 3
"AT1G03720" 0 0 0 0 0 0
"AT1G03730" 151 161 257 263 142 138
"AT1G03740" 1270 1798 1347 1279 1357 1575
"AT1G03743" 1 0 0 0 0 0
"AT1G03746" 0 0 1 0 0 0
"AT1G03750" 114 144 277 327 393 387
"AT1G03760" 108 107 219 194 208 220
"AT1G03770" 27 26 41 52 75 74
"AT1G03780" 63 36 26 10 5 8
"AT1G03790" 0 0 31 27 113 156
"AT1G03800" 0 0 2 3 1 2
"AT1G03810" 0 0 0 0 0 0
"AT1G03820" 71 98 59 115 301 227
"AT1G03830" 217 196 104 125 85 90
"AT1G03840" 8 1 15 18 12 12
"AT1G03850" 40 56 10 15 44 27
"AT1G03860" 1081 1036 1095 1005 1024 1003
"AT1G03870" 820 915 49 35 6 18
"AT1G03880" 0 0 0 0 0 0
"AT1G03890" 0 0 0 0 1 0
"AT1G03900" 1075 1277 2369 2480 2184 2090
"AT1G03905" 9 14 35 36 39 50
"AT1G03910" 764 894 1702 1910 1708 2005
"AT1G03920" 17 12 34 27 53 80
"AT1G03930" 1177 1266 1321 1396 969 1043
"AT1G03935" 9 10 22 38 35 36
"AT1G03940" 27 16 90 106 103 73
"AT1G03950" 317 484 905 987 804 796
"AT1G03960" 315 469 433 469 567 615
"AT1G03970" 105 176 290 310 464 434
"AT1G03980" 14 21 3 3 3 2
"AT1G03982" 0 0 0 0 0 2
"AT1G03990" 72 97 158 213 193 198
"AT1G04000" 138 162 420 559 323 352
"AT1G04010" 150 162 234 212 122 111
"AT1G04020" 271 233 194 152 9 11
"AT1G04030" 70 64 94 107 147 119
"AT1G04040" 2053 3003 513 319 208 334
"AT1G04050" 81 85 24 18 18 27
"AT1G04070" 57 58 98 111 111 100
"AT1G04080" 1883 2077 3439 3520 3283 3932
"AT1G04090" 12 20 37 40 12 23
"AT1G04100" 50 92 165 192 246 198
"AT1G04110" 35 18 94 51 0 27
"AT1G04120" 754 1036 8176 8552 2449 4167
"AT1G04130" 126 138 311 263 258 264
"AT1G04140" 1759 2240 3771 4684 5204 5938
"AT1G04150" 0 0 0 0 1 0
"AT1G04160" 251 337 450 537 247 385
"AT1G04170" 2058 1980 1459 1440 1520 1447
"AT1G04171" 0 0 0 0 0 0
"AT1G04180" 19 14 13 6 10 13
"AT1G04190" 467 486 271 297 432 377
"AT1G04200" 593 706 1079 1092 1029 1159
"AT1G04210" 882 974 1880 2251 1698 2270
"AT1G04220" 6 23 7789 7857 13430 17260
"AT1G04230" 153 237 381 425 446 464
"AT1G04240" 908 1285 954 1205 911 991
"AT1G04250" 1035 1853 808 948 585 861
"AT1G04260" 201 203 394 406 437 396
"AT1G04270" 4020 3596 2931 2760 2609 2370
"AT1G04280" 404 621 694 896 1013 1034
"AT1G04290" 32 41 34 37 49 41
"AT1G04295" 0 0 0 0 0 0
"AT1G04300" 996 1230 3571 4258 4126 5192
"AT1G04310" 82 80 1155 967 388 680
"AT1G04320" 0 0 0 0 0 0
"AT1G04330" 0 1 3 1 5 2
"AT1G04340" 231 296 332 399 464 419
"AT1G04350" 1192 1791 843 806 3392 3366
"AT1G04360" 15 24 6 1 6 3
"AT1G04370" 0 0 0 0 0 3
"AT1G04380" 3 2 0 0 2 1
"AT1G04390" 241 340 428 528 719 912
"AT1G04400" 3308 4425 12596 13902 12990 14488
"AT1G04410" 18351 21737 19552 20125 17232 15034
"AT1G04420" 4015 4056 4413 4059 1727 2108
"AT1G04425" 17 15 6 2 7 13
"AT1G04430" 1951 2588 2346 1933 741 997
"AT1G04440" 1271 1881 3418 4260 4150 4549
"AT1G04445" 1 1 15 15 17 21
"AT1G04450" 0 0 0 0 0 1
"AT1G04457" 44 59 212 153 44 47
"AT1G04470" 0 6 0 0 0 0
"AT1G04480" 1679 1374 1366 1089 1123 941
"AT1G04490" 5 12 61 61 66 70
"AT1G04500" 0 1 29 48 69 66
"AT1G04501" 0 0 0 0 0 0
"AT1G04510" 1050 1067 1260 1177 1151 1218
"AT1G04520" 284 233 18 13 0 0
"AT1G04530" 1583 1849 911 919 642 623
"AT1G04540" 50 65 4 4 4 3
"AT1G04550" 400 419 102 109 314 294
"AT1G04555" 132 177 225 246 317 317
"AT1G04560" 1 0 2 6 89 94
"AT1G04570" 57 74 287 250 364 473
"AT1G04580" 9 12 26 37 184 275
"AT1G04590" 228 240 276 258 313 293
"AT1G04600" 29 11 52 118 39 16
"AT1G04610" 0 1 0 0 0 0
"AT1G04620" 898 940 1483 1705 770 628
"AT1G04625" 2 3 6 3 3 6
"AT1G04630" 560 596 591 503 371 330
"AT1G04635" 41 25 49 40 27 28
"AT1G04640" 1019 1089 639 651 521 466
"AT1G04645" 0 2 0 0 0 0
"AT1G04650" 74 101 33 40 47 32
"AT1G04660" 3 8 2 3 0 0
"AT1G04670" 0 0 0 0 0 0
"AT1G04680" 1142 1283 1089 964 648 854
"AT1G04684" 0 0 0 0 0 0
"AT1G04690" 2024 2427 6526 6384 4985 4723
"AT1G04700" 38 52 129 153 52 90
"AT1G04710" 411 492 416 406 542 612
"AT1G04720" 0 0 0 0 0 0
"AT1G04730" 196 156 97 109 8 10
"AT1G04750" 1343 1613 2407 2413 2026 1834
"AT1G04760" 25 28 22 27 9 22
"AT1G04770" 296 374 136 242 632 259
"AT1G04778" 3 3 0 0 0 0
"AT1G04780" 758 1052 5343 6928 5992 7650
"AT1G04790" 435 477 685 819 1056 1132
"AT1G04800" 1074 1010 1086 397 269 459
"AT1G04810" 1019 1179 1871 1995 1800 2110
"AT1G04820" 7731 7305 8028 7604 3577 4062
"AT1G04830" 308 395 1102 1383 4856 5201
"AT1G04840" 32 34 25 38 32 38
"AT1G04850" 1164 1486 2447 2825 3192 3128
"AT1G04860" 619 785 1073 1244 1210 1517
"AT1G04870" 431 398 454 424 541 510
"AT1G04880" 1 1 7 8 5 8
"AT1G04890" 0 0 0 2 0 0
"AT1G04900" 151 144 121 94 92 95
"AT1G04910" 529 709 775 787 941 973
"AT1G04920" 29 26 58 74 45 102
"AT1G04930" 42 50 94 121 112 108
"AT1G04940" 48 62 69 57 41 45
"AT1G04945" 95 107 183 215 268 265
"AT1G04950" 432 603 632 597 1090 1136
"AT1G04960" 364 500 1264 1405 1405 1402
"AT1G04970" 495 726 2023 2455 3411 3414
"AT1G04980" 166 188 266 234 89 58
"AT1G04985" 489 573 816 958 983 912
"AT1G04990" 352 570 2136 2345 1572 1296
"AT1G05000" 25 22 101 132 55 49
"AT1G05010" 3585 4714 12420 15371 1713 1673
"AT1G05020" 44 86 31 33 3 5
"AT1G05030" 317 378 366 336 254 254
"AT1G05040" 1 2 0 0 0 1
"AT1G05055" 203 244 168 162 177 201
"AT1G05060" 278 476 516 729 1153 1053
"AT1G05061" 3 9 15 19 6 24
"AT1G05065" 63 69 39 32 19 26
"AT1G05070" 386 457 288 248 500 501
"AT1G05080" 0 0 0 0 0 0
"AT1G05085" 0 0 0 0 0 0
"AT1G05090" 46 32 61 84 54 78
"AT1G05100" 5 8 4408 5737 3350 4400
"AT1G05120" 364 448 1140 1286 1268 1397
"AT1G05135" 831 673 2135 1981 420 491
"AT1G05136" 6 3 16 12 7 10
"AT1G05140" 1503 1986 1624 1812 1867 1945
"AT1G05150" 428 555 520 538 448 596
"AT1G05160" 180 213 158 159 276 290
"AT1G05170" 595 702 801 894 1019 1201
"AT1G05180" 776 958 1106 1201 1096 1087
"AT1G05190" 13236 12457 12234 11303 7249 8280
"AT1G05200" 401 527 547 433 847 973
"AT1G05205" 247 307 199 185 163 139
"AT1G05210" 148 157 34 39 24 17
"AT1G05220" 3 1 0 1 0 2
"AT1G05230" 368 512 809 924 742 1045
"AT1G05240" 1 0 0 0 0 0
"AT1G05250" 0 0 0 0 1 0
"AT1G05260" 0 0 4 16 0 0
"AT1G05270" 498 608 862 973 935 984
"AT1G05280" 0 0 0 0 0 0
"AT1G05290" 0 0 0 0 0 0
"AT1G05291" 0 0 0 0 0 0
"AT1G05300" 98 168 164 244 466 377
"AT1G05310" 22 57 55 55 227 295
"AT1G05320" 755 1242 761 1197 1535 1723
"AT1G05330" 1 0 10 12 28 56
"AT1G05340" 5 27 1963 2548 7240 7000
"AT1G05350" 556 626 665 611 387 425
"AT1G05360" 159 199 333 343 343 383
"AT1G05370" 12 8 3 7 18 16
"AT1G05380" 730 878 1559 1844 1572 2271
"AT1G05385" 638 692 249 232 221 194
"AT1G05390" 0 0 0 0 0 0
"AT1G05400" 4 16 19 18 40 21
"AT1G05410" 205 262 299 255 342 319
"AT1G05420" 11 12 15 9 5 5
"AT1G05430" 535 694 745 696 745 791
"AT1G05440" 4 5 3 3 1 0
"AT1G05450" 0 0 2 1 91 63
"AT1G05460" 271 329 84 90 86 84
"AT1G05470" 205 207 84 55 21 28
"AT1G05490" 7 7 13 13 42 49
"AT1G05500" 1148 1444 1639 1586 1441 1517
"AT1G05510" 1 0 3 3 13 9
"AT1G05520" 864 1132 1222 1363 1476 1736
"AT1G05530" 1 4 1 3 0 0
"AT1G05540" 186 207 63 66 112 99
"AT1G05550" 35 43 25 51 23 24
"AT1G05560" 70 82 457 519 494 379
"AT1G05562" 0 0 0 0 1 0
"AT1G05570" 1253 1526 1342 1904 1376 1574
"AT1G05575" 7 21 39 47 60 53
"AT1G05577" 0 0 0 1 0 0
"AT1G05580" 0 7 0 0 1 0
"AT1G05590" 353 393 143 141 191 179
"AT1G05600" 114 194 47 78 124 147
"AT1G05610" 4 5 16 9 21 15
"AT1G05615" 0 0 0 0 0 0
"AT1G05620" 267 402 1777 2510 405 424
"AT1G05630" 742 824 104 92 44 75
"AT1G05640" 31 28 16 17 3 8
"AT1G05650" 0 0 0 0 0 0
"AT1G05660" 0 0 0 0 0 0
"AT1G05670" 180 227 171 158 173 201
"AT1G05675" 15 15 23 24 144 127
"AT1G05680" 6 39 1979 1611 2167 2881
"AT1G05690" 96 104 151 141 217 215
"AT1G05700" 0 0 15 11 3 14
"AT1G05710" 13 10 189 173 64 58
"AT1G05720" 317 374 266 238 338 264
"AT1G05730" 11 9 24 20 34 29
"AT1G05740" 0 1 1 0 2 2
"AT1G05750" 157 158 182 155 132 184
"AT1G05760" 0 0 0 0 0 0
"AT1G05770" 6 11 42 31 41 31
"AT1G05780" 51 57 82 63 95 90
"AT1G05785" 85 105 254 330 280 224
"AT1G05790" 435 559 880 1007 1003 1105
"AT1G05800" 0 1 39 41 0 0
"AT1G05805" 1089 1264 1362 1773 1282 1248
"AT1G05810" 128 167 245 198 105 129
"AT1G05820" 36 61 114 98 58 86
"AT1G05830" 595 748 677 676 685 997
"AT1G05835" 28 19 16 11 10 15
"AT1G05840" 446 588 1041 1203 1819 1898
"AT1G05850" 12502 16121 16540 17164 12191 14366
"AT1G05860" 225 266 159 140 225 201
"AT1G05870" 394 489 439 425 1579 1448
"AT1G05880" 0 6 0 0 0 0
"AT1G05890" 639 834 2036 2457 4049 4253
"AT1G05894" 17 12 83 104 90 97
"AT1G05900" 541 827 596 692 1392 1346
"AT1G05910" 544 600 535 724 669 848
"AT1G05920" 0 0 0 0 0 0
"AT1G05925" 0 0 0 0 0 0
"AT1G05930" 0 0 0 0 0 0
"AT1G05940" 1021 1320 1356 1436 1844 2068
"AT1G05950" 62 60 15 21 42 27
"AT1G05960" 1101 1495 2965 3762 2148 2681
"AT1G05970" 87 115 131 93 123 115
"AT1G05980" 0 1 0 0 0 0
"AT1G05990" 0 0 0 0 0 0
"AT1G06000" 126 177 537 743 100 122
"AT1G06002" 0 0 0 0 0 0
"AT1G06010" 110 163 136 101 96 86
"AT1G06020" 0 0 9 6 2 0
"AT1G06030" 3 0 3 0 0 3
"AT1G06040" 4696 6530 5662 6777 17284 16842
"AT1G06050" 155 122 349 409 409 370
"AT1G06060" 318 480 739 779 854 782
"AT1G06070" 285 329 522 549 585 623
"AT1G06080" 58 11 3 3 0 11
"AT1G06090" 3 7 21 53 105 162
"AT1G06100" 1 0 0 0 0 0
"AT1G06110" 423 645 1081 1153 2302 2412
"AT1G06120" 0 1 5 0 8 12
"AT1G06130" 559 658 671 785 1090 1044
"AT1G06135" 0 0 0 0 0 0
"AT1G06137" 0 0 0 0 0 1
"AT1G06140" 21 28 18 30 42 46
"AT1G06148" 1 0 34 23 10 27
"AT1G06149" 0 0 0 0 0 0
"AT1G06150" 105 127 43 63 90 92
"AT1G06160" 43 75 1 0 2 2
"AT1G06170" 4 2 5 3 5 1
"AT1G06180" 11 17 158 116 376 407
"AT1G06190" 2539 2485 1888 1752 1409 1542
"AT1G06200" 750 1004 1427 1515 1824 1620
"AT1G06210" 433 557 2215 2424 3117 2944
"AT1G06220" 1348 1307 1146 1320 1482 1811
"AT1G06225" 0 0 0 0 0 0
"AT1G06230" 866 930 2083 2627 3193 3805
"AT1G06240" 328 404 141 146 129 177
"AT1G06250" 38 59 70 66 51 50
"AT1G06260" 0 0 0 0 2 1
"AT1G06265" 34 56 80 84 103 102
"AT1G06270" 66 76 113 163 156 180
"AT1G06280" 0 0 0 0 0 0
"AT1G06290" 1513 1839 2889 3286 2535 2762
"AT1G06310" 2 1 0 2 1 1
"AT1G06320" 0 0 0 0 0 0
"AT1G06330" 0 0 0 0 0 0
"AT1G06340" 0 1 0 1 0 0
"AT1G06350" 2 1 0 0 8 6
"AT1G06360" 378 243 78 34 33 70
"AT1G06370" 96 104 79 74 155 169
"AT1G06380" 174 156 156 155 190 132
"AT1G06390" 765 938 784 744 543 653
"AT1G06400" 565 732 2062 2716 4670 4392
"AT1G06410" 2433 3329 4814 7147 6997 9876
"AT1G06420" 5 2 0 5 2 1
"AT1G06430" 2060 2978 7651 8083 11019 12803
"AT1G06440" 42 27 69 73 45 58
"AT1G06450" 306 342 609 681 833 777
"AT1G06460" 8089 10228 9082 11635 17198 15125
"AT1G06470" 843 1017 1189 1311 1258 1168
"AT1G06475" 6 4 10 18 31 22
"AT1G06480" 0 0 0 0 0 0
"AT1G06490" 48 38 201 215 62 173
"AT1G06500" 149 138 167 134 231 204
"AT1G06510" 785 713 504 531 419 405
"AT1G06515" 231 280 176 178 255 210
